日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/8/21,台南市,東　區,關聖里,住宅,75,4,12,15,27,1,5,6,8,2,22,6,22.985975,120.2418972
2017/8/21,台南市,東　區,大德里,住宅,75,3,7,14,21,1,2,3,4,1,14,4,22.9778817,120.2148485
2017/8/22,台南市,東　區,大同里,住宅,50,1,13,9,22,0,1,1,2,1,5,2,22.9839645,120.2130451
2017/8/22,台南市,東　區,龍山里,住宅,50,3,5,12,17,2,1,3,6,2,18,5,22.9834946,120.2217014
2017/8/23,台南市,東　區,莊敬里,住宅,50,3,5,10,15,0,3,3,6,2,20,5,22.9966645,120.232521
2017/8/23,台南市,東　區,圍下里,住宅,50,1,4,18,22,0,1,1,2,1,5,2,22.9919771,120.2148485
2017/8/23,台南市,東　區,崇誨里,住宅,50,2,6,14,20,0,2,2,4,1,10,4,22.989711,120.2256687
2017/8/23,台南市,東　區,裕農里,住宅,50,4,9,13,22,2,2,4,8,2,18,5,22.9886954,120.2289146
2017/8/24,台南市,東　區,龍山里,學校,50,3,1,4,5,0,3,3,6,2,60,9,22.9834946,120.2217014
2017/8/24,台南市,東　區,東明里,住宅,50,2,11,10,21,0,2,2,4,1,10,4,22.9916823,120.227472
2017/8/24,台南市,東　區,德高里,地區,50,1,1,14,15,0,1,1,2,1,7,3,22.9665308,120.2354061
2017/8/24,台南市,東　區,東門里,地區,50,0,0,5,5,0,0,0,0,0,0,0,22.9890322,120.2144878
2017/8/24,台南市,東　區,德光里,住宅,50,1,2,7,9,0,1,1,2,1,11,4,22.981112,120.2202587
2017/8/24,台南市,東　區,大智里,地區,50,0,0,19,19,0,0,0,0,0,0,0,22.962286,120.2332423
2017/8/24,台南市,東　區,南聖里,住宅,50,1,5,13,18,0,1,1,2,1,6,3,22.9890944,120.2462245
2017/8/24,台南市,東　區,忠孝里,住宅,51,0,11,8,19,0,0,0,0,0,0,0,22.9773869,120.218816
2017/8/24,台南市,東　區,新東里,住宅,50,4,6,11,17,0,5,5,10,3,29,7,22.9865063,120.2249474
2017/8/25,台南市,東　區,虎尾里,地區,50,5,20,15,35,2,3,5,10,3,14,4,22.9791309,120.2361273
2017/8/25,台南市,東　區,崇善里,地區,50,0,0,5,5,0,0,0,0,0,0,0,22.9736282,120.2303571
2017/8/25,台南市,東　區,和平里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,22.9745842,120.2354061
2017/8/25,台南市,東　區,富裕里,住宅,50,1,1,9,10,1,0,1,2,1,10,4,22.9849708,120.227472
2017/8/25,台南市,東　區,成大里,住宅,50,1,3,11,14,0,4,4,8,2,29,7,22.9976069,120.2152092
2017/8/21,台南市,南　區,國宅里,住宅,50,2,8,15,23,0,4,4,8,2,17,5,22.9759721,120.1870727
