日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/11/6,台南市,東　區,崇善里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,22.9736282,120.2303571
2017/11/6,台南市,東　區,富裕里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.9849708,120.227472
2017/11/6,台南市,東　區,忠孝里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,22.9773869,120.218816
2017/11/6,台南市,東　區,大學里,住宅,50,1,7,7,14,0,2,2,4,1,14,4,22.9963981,120.2209801
2017/11/6,台南市,東　區,和平里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,22.9745842,120.2354061
2017/11/7,台南市,東　區,後甲里,住宅,50,1,3,13,16,0,1,1,2,1,6,3,22.9927707,120.2382911
2017/11/7,台南市,東　區,大智里,住宅,52,0,7,5,12,0,0,0,0,0,0,0,22.962286,120.2332423
2017/11/7,台南市,東　區,大福里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,22.9739636,120.2159306
2017/11/7,台南市,東　區,崇明里,住宅,50,2,18,4,22,1,1,2,4,1,9,3,22.9685104,120.2195374
2017/11/8,台南市,東　區,德光里,住宅,75,0,13,9,22,0,0,0,0,0,0,0,22.981112,120.2202587
2017/11/8,台南市,東　區,成大里,住宅,75,4,15,13,28,2,3,5,7,2,18,5,22.9976069,120.2152092
2017/11/9,台南市,東　區,復興里,住宅,50,0,7,8,15,0,0,0,0,0,0,0,22.982061,120.238356
2017/11/9,台南市,東　區,虎尾里,住宅,50,2,2,8,10,0,2,2,4,1,20,5,22.9791309,120.2361273
2017/11/9,台南市,東　區,東門里,地區,50,0,0,9,9,0,0,0,0,0,0,0,22.9890322,120.2144878
2017/11/9,台南市,東　區,崇成里,地區,50,0,1,2,3,0,0,0,0,0,0,0,22.968559,120.227651
2017/11/9,台南市,東　區,中西里,住宅,50,1,25,19,44,1,0,1,2,1,2,1,22.9905086,120.2202587
2017/11/9,台南市,東　區,崇信里,住宅,50,0,7,7,14,0,0,0,0,0,0,0,22.9809439,120.227472
2017/11/9,台南市,東　區,德高里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.9665308,120.2354061
2017/11/9,台南市,東　區,文聖里,住宅,50,1,5,9,14,1,0,1,2,1,7,3,22.9840282,120.2447821
2017/11/10,台南市,東　區,崇學里,住宅,60,0,11,1,12,0,0,0,0,0,0,0,22.9778231,120.2231441
2017/11/10,台南市,東　區,南聖里,住宅,50,1,2,15,17,0,1,1,2,1,6,3,22.9890944,120.2462245
2017/11/10,台南市,東　區,大同里,地區,50,0,1,7,8,0,0,0,0,0,0,0,22.9839645,120.2130451
2017/11/10,台南市,東　區,新東里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,22.9865063,120.2249474
2017/11/10,台南市,東　區,裕聖里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,22.9802195,120.2469457
2017/11/10,台南市,東　區,自強里,住宅,50,1,5,30,35,1,0,1,2,1,3,2,22.9824198,120.2332423
2017/11/10,台南市,東　區,裕農里,住宅,50,1,4,3,7,0,1,1,2,1,14,4,22.9886954,120.2289146
2017/11/10,台南市,東　區,仁和里,住宅,50,1,4,12,16,0,1,1,2,1,6,3,22.9701464,120.2357667
2017/11/10,台南市,東　區,東光里,地區,50,1,0,11,11,0,1,1,2,1,9,3,22.992465,120.230914
2017/11/11,台南市,東　區,復興里,住宅,51,1,37,6,43,1,0,1,2,1,2,1,22.982061,120.238356
2017/11/6,台南市,南　區,興農里,住宅,50,3,3,13,16,0,3,3,6,2,19,5,22.9299372,120.1921233
2017/11/6,台南市,南　區,佛壇里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,22.9195212,120.1776926
2017/11/7,台南市,南　區,大成里,住宅,59,0,1,6,7,0,0,0,0,0,0,0,22.9802712,120.1986166
2017/11/7,台南市,南　區,同安里,住宅,50,1,1,11,12,0,1,1,2,1,8,3,22.9224836,120.1892373
2017/11/7,台南市,南　區,大成里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,22.9802712,120.1986166
2017/11/8,台南市,南　區,新興里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.9799434,120.19537
2017/11/8,台南市,南　區,再興里,住宅,50,0,9,5,14,0,0,0,0,0,0,0,22.9801358,120.1928448
2017/11/8,台南市,南　區,新興里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.9799434,120.19537
2017/11/8,台南市,南　區,再興里,住宅,50,0,9,5,14,0,0,0,0,0,0,0,22.9801358,120.1928448
2017/11/9,台南市,南　區,郡南里,住宅,50,0,13,5,18,0,0,0,0,0,0,0,22.964243,120.1950093
2017/11/9,台南市,南　區,日新里,住宅,50,1,11,11,22,0,1,1,2,1,5,2,22.974026,120.1899588
2017/11/9,台南市,南　區,文南里,住宅,50,2,3,8,11,1,1,2,4,1,18,5,22.9840282,120.1870727
2017/11/9,台南市,南　區,文華里,住宅,50,1,3,8,11,0,1,1,2,1,9,3,22.98611,120.1899588
2017/11/10,台南市,南　區,明德里,住宅,50,0,13,3,16,0,0,0,0,0,0,0,22.9710918,120.200781
2017/11/10,台南市,南　區,田寮里,住宅,50,0,10,6,16,0,0,0,0,0,0,0,22.976847,120.1957308
2017/11/6,台南市,北　區,文元里,住宅,50,0,6,6,12,0,0,0,0,0,0,0,23.0146579,120.1978952
2017/11/6,台南市,北　區,安民里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,23.0014504,120.2000596
2017/11/6,台南市,北　區,勝安里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,23.0074816,120.217734
2017/11/6,台南市,北　區,文成里,住宅,50,1,6,6,12,0,1,1,2,1,8,3,23.0074248,120.1971737
2017/11/7,台南市,北　區,三德里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.000133,120.2047489
