日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/9/11,台南市,東　區,崇明里,公園,50,0,0,4,4,0,0,0,0,0,0,0,22.9685104,120.2195374
2017/9/11,台南市,東　區,忠孝里,住宅,50,3,15,5,20,2,1,3,6,2,15,5,22.9773869,120.218816
2017/9/11,台南市,東　區,忠孝里,住宅,50,1,4,5,9,0,1,1,2,1,11,4,22.9773869,120.218816
2017/9/11,台南市,東　區,忠孝里,住宅,50,1,4,16,20,0,1,1,2,1,5,2,22.9773869,120.218816
2017/9/12,台南市,東　區,大德里,住宅,50,1,2,7,9,0,1,1,2,1,11,4,22.9778817,120.2148485
2017/9/12,台南市,東　區,復興里,住宅,50,2,8,6,14,0,2,2,4,1,14,4,22.982061,120.238356
2017/9/12,台南市,東　區,崇善里,住宅,50,2,5,9,14,1,1,2,4,1,14,4,22.9736282,120.2303571
2017/9/12,台南市,東　區,南聖里,住宅,50,2,1,8,9,0,2,2,4,1,22,6,22.9890944,120.2462245
2017/9/13,台南市,東　區,龍山里,住宅,50,2,3,14,17,0,3,3,6,2,18,5,22.9834946,120.2217014
2017/9/13,台南市,東　區,裕聖里,住宅,50,3,9,9,18,1,2,3,6,2,17,5,22.9802195,120.2469457
2017/9/13,台南市,東　區,關聖里,住宅,50,3,0,6,6,0,3,3,6,2,50,9,22.985975,120.2418972
2017/9/13,台南市,東　區,文聖里,住宅,50,2,4,7,11,0,2,2,4,1,18,5,22.9840282,120.2447821
2017/9/14,台南市,東　區,圍下里,住宅,50,2,1,16,17,0,2,2,4,1,12,4,22.9919771,120.2148485
2017/9/14,台南市,東　區,大學里,住宅,50,1,5,7,12,0,1,1,2,1,8,3,22.9963981,120.2209801
2017/9/14,台南市,東　區,崇成里,地區,50,0,2,3,5,0,0,0,0,0,0,0,22.968559,120.227651
2017/9/14,台南市,東　區,德光里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,22.9797498,120.219366
2017/9/14,台南市,東　區,和平里,住宅,50,1,4,4,8,0,1,1,2,1,13,4,22.9745842,120.2354061
2017/9/14,台南市,東　區,德高里,住宅,50,2,5,21,26,0,3,3,6,2,12,4,22.965884,120.235589
2017/9/14,台南市,東　區,崇學里,地區,50,0,19,37,56,0,0,0,0,0,0,0,22.9778231,120.2231441
2017/9/14,台南市,東　區,自強里,住宅,50,3,1,8,9,0,6,6,12,3,67,9,22.9824198,120.2332423
2017/9/15,台南市,東　區,虎尾里,住宅,50,1,3,8,11,0,1,1,2,1,9,3,22.9791309,120.2361273
2017/9/15,台南市,東　區,後甲里,住宅,50,2,6,12,18,0,2,2,4,1,11,4,22.9927707,120.2382911
2017/9/15,台南市,東　區,大智里,地區,50,0,3,14,17,0,0,0,0,0,0,0,22.962286,120.2332423
2017/9/15,台南市,東　區,大同里,住宅,50,0,4,11,15,0,0,0,0,0,0,0,22.9839645,120.2130451
2017/9/15,台南市,東　區,新東里,住宅,50,2,4,15,19,0,2,2,4,1,11,4,22.9865063,120.2249474
2017/9/15,台南市,東　區,富裕里,住宅,50,3,7,5,12,0,3,3,6,2,25,6,22.9849708,120.227472
2017/9/15,台南市,東　區,仁和里,地區,50,0,1,2,3,0,0,0,0,0,0,0,22.970364,120.235827
2017/9/15,台南市,東　區,小東里,地區,50,3,5,11,16,1,2,3,6,2,19,5,22.9970514,120.227472
2017/9/11,台南市,東　區,崇誨里,住宅,55,0,0,5,5,0,0,0,0,0,0,0,22.989711,120.2256687
2017/9/13,台南市,東　區,裕農里,住宅,51,0,14,5,19,0,0,0,0,0,0,0,22.9886954,120.2289146
2017/9/11,台南市,南　區,白雪里,住宅,50,2,3,18,21,0,2,2,4,1,10,4,22.9676143,120.1885158
2017/9/11,台南市,南　區,喜南里,住宅,50,4,3,15,18,0,4,4,8,2,22,6,22.9383204,120.1776926
2017/9/12,台南市,南　區,光明里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,22.971944,120.1870727
2017/9/12,台南市,南　區,竹溪里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,22.9779397,120.2065525
