日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/3/26,臺南市,東　區,東安里,住宅,50,1,12,10,22,0,1,1,2,1,5,2,22.9872616,120.2213407
2018/3/26,臺南市,東　區,崇文里,住宅,53,0,4,17,21,0,0,0,0,0,0,0,22.9677389,120.2296358
2018/3/26,臺南市,東　區,大德里,住宅,50,0,11,2,13,0,0,0,0,0,0,0,22.9778817,120.2148485
2018/3/26,臺南市,東　區,圍下里,住宅,50,0,6,0,6,0,0,0,0,0,0,0,22.9919771,120.2148485
2018/3/27,臺南市,東　區,龍山里,住宅,53,0,15,19,34,0,0,0,0,0,0,0,22.9834946,120.2217014
2018/3/27,臺南市,東　區,小東里,住宅,51,0,6,26,32,0,0,0,0,0,0,0,22.9970514,120.227472
2018/3/27,臺南市,東　區,東明里,住宅,50,0,3,9,12,0,0,0,0,0,0,0,22.9916823,120.227472
2018/3/27,臺南市,東　區,復興里,住宅,50,0,6,4,10,0,0,0,0,0,0,0,22.9815131,120.2375698
2018/3/28,臺南市,東　區,後甲里,住宅,55,0,7,11,18,0,0,0,0,0,0,0,22.9927707,120.2382911
2018/3/28,臺南市,東　區,大學里,住宅,50,0,14,10,24,0,0,0,0,0,0,0,22.9963981,120.2209801
2018/3/28,臺南市,東　區,忠孝里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,22.9773869,120.218816
2018/3/28,臺南市,東　區,文聖里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,22.9840282,120.2447821
2018/3/29,臺南市,東　區,虎尾里,住宅,50,1,4,27,31,0,1,1,2,1,3,2,22.9791309,120.2361273
2018/3/29,臺南市,東　區,仁和里,住宅,50,0,4,17,21,0,0,0,0,0,0,0,22.9701464,120.2357667
2018/3/29,臺南市,東　區,崇信里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.9809439,120.227472
2018/3/29,臺南市,東　區,東門里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,22.9890322,120.2144878
2018/3/29,臺南市,東　區,崇成里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,22.9712457,120.2289146
2018/3/29,臺南市,東　區,大智里,住宅,50,0,5,4,9,0,0,0,0,0,0,0,22.962286,120.2332423
2018/3/30,臺南市,東　區,衛國里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,22.9882597,120.2245867
2018/3/30,臺南市,東　區,大同里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.9839645,120.2130451
2018/3/30,臺南市,東　區,自強里,住宅,75,0,18,12,30,0,0,0,0,0,0,0,22.9824198,120.2332423
2018/3/30,臺南市,東　區,東聖里,住宅,75,1,7,19,26,0,1,1,1,1,4,2,22.9861443,120.2346848
2018/3/31,臺南市,東　區,富裕里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.9849708,120.227472
2018/3/31,臺南市,東　區,莊敬里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,22.9966645,120.232521
2018/3/26,臺南市,南　區,大林里,住宅,50,0,9,10,19,0,0,0,0,0,0,0,22.9733919,120.2058311
2018/3/26,臺南市,南　區,文南里,住宅,50,0,11,6,17,0,0,0,0,0,0,0,22.9840282,120.1870727
2018/3/26,臺南市,南　區,白雪里,住宅,50,0,10,8,18,0,0,0,0,0,0,0,22.9676143,120.1885158
2018/3/26,臺南市,南　區,大忠里,住宅,50,1,6,11,17,0,2,2,4,1,12,4,22.9698014,120.2101595
2018/3/27,臺南市,南　區,永寧里,住宅,50,1,8,12,20,0,1,1,2,1,5,2,22.9291405,120.1798573
2018/3/27,臺南市,南　區,日新里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,22.974026,120.1899588
2018/3/27,臺南市,南　區,佛壇里,住宅,50,2,9,26,35,0,2,2,4,1,6,3,22.9195212,120.1776926
2018/3/27,臺南市,南　區,光明里,住宅,51,1,11,2,13,1,0,1,2,1,8,3,22.971944,120.1870727
2018/3/28,臺南市,南　區,鯤鯓里,住宅,50,0,13,10,23,0,0,0,0,0,0,0,22.9566809,120.1733631
2018/3/28,臺南市,南　區,竹溪里,住宅,50,0,8,8,16,0,0,0,0,0,0,0,22.9779397,120.2065525
2018/3/28,臺南市,南　區,省躬里,住宅,50,1,15,15,30,0,1,1,2,1,3,2,22.9338276,120.1863512
2018/3/28,臺南市,南　區,新昌里,住宅,50,0,9,4,13,0,0,0,0,0,0,0,22.9835601,120.1957308
2018/3/28,臺南市,南　區,新昌里,住宅,50,0,9,4,13,0,0,0,0,0,0,0,22.9835601,120.1957308
2018/3/28,臺南市,南　區,鯤鯓里,住宅,50,0,13,10,23,0,0,0,0,0,0,0,22.9566809,120.1733631
2018/3/29,臺南市,南　區,田寮里,住宅,50,0,14,10,24,0,0,0,0,0,0,0,22.976847,120.1957308
2018/3/29,臺南市,南　區,府南里,住宅,50,0,14,8,22,0,0,0,0,0,0,0,22.9722988,120.1950093
2018/3/29,臺南市,南　區,廣州里,住宅,50,0,7,2,9,0,0,0,0,0,0,0,22.9841637,120.1928448
2018/3/29,臺南市,南　區,國宅里,住宅,50,0,10,12,22,0,0,0,0,0,0,0,22.9759721,120.1870727
2018/3/29,臺南市,南　區,大恩里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,22.9548154,120.2079953
2018/3/29,臺南市,南　區,建南里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,22.9572284,120.1964522
2018/3/30,臺南市,南　區,彰南里,住宅,75,1,3,18,21,0,1,1,1,1,5,2,22.9715887,120.1791357
2018/3/30,臺南市,南　區,金華里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,22.9796984,120.1885158
2018/3/30,臺南市,南　區,明德里,住宅,50,2,4,18,22,0,3,3,6,2,14,4,22.9710918,120.200781
2018/3/30,臺南市,南　區,新生里,住宅,50,0,6,4,10,0,0,0,0,0,0,0,22.9775543,120.2116023
2018/3/30,臺南市,南　區,松安里,住宅,50,0,6,18,24,0,0,0,0,0,0,0,22.9248924,120.1776926
2018/3/31,臺南市,南　區,開南里,住宅,50,0,12,15,27,0,0,0,0,0,0,0,22.9668748,120.1856297
2018/3/31,臺南市,南　區,文華里,住宅,50,0,10,10,20,0,0,0,0,0,0,0,22.98611,120.1899588
2018/3/31,臺南市,南　區,郡南里,住宅,50,0,13,6,19,0,0,0,0,0,0,0,22.964243,120.1950093
2018/3/31,臺南市,南　區,大成里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,22.9802712,120.1986166
2018/3/26,臺南市,北　區,大豐里,住宅,50,2,1,12,13,0,2,2,4,1,15,5,23.0078107,120.1921233
2018/3/26,臺南市,北　區,力行里,住宅,50,0,7,7,14,0,0,0,0,0,0,0,23.0084185,120.2292752
2018/3/26,臺南市,北　區,文成里,住宅,50,0,11,5,16,0,0,0,0,0,0,0,23.0074248,120.1971737
2018/3/26,臺南市,北　區,正風里,住宅,50,1,4,3,7,0,1,1,2,1,14,4,23.0154694,120.2148485
2018/3/27,臺南市,北　區,公園里,住宅,50,0,5,12,17,0,0,0,0,0,0,0,23.0006781,120.2101595
2018/3/27,臺南市,北　區,大道里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,23.0099486,120.2155699
2018/3/27,臺南市,北　區,三德里,住宅,50,0,6,4,10,0,0,0,0,0,0,0,23.000133,120.2047489
2018/3/27,臺南市,北　區,大仁里,住宅,50,0,9,10,19,0,0,0,0,0,0,0,23.0074149,120.2148485
2018/3/28,臺南市,北　區,光武里,住宅,50,0,7,16,23,0,0,0,0,0,0,0,23.0124822,120.2162913
2018/3/28,臺南市,北　區,成德里,住宅,50,0,14,7,21,0,0,0,0,0,0,0,23.0134491,120.2036668
2018/3/28,臺南市,北　區,小康里,住宅,75,1,16,16,32,1,0,1,1,1,3,2,23.0152758,120.2173733
2018/3/29,臺南市,北　區,玉皇里,住宅,75,0,9,14,23,0,0,0,0,0,0,0,22.9996798,120.2069132
2018/3/29,臺南市,北　區,國興里,住宅,75,0,4,12,16,0,0,0,0,0,0,0,23.0094345,120.2260293
2018/3/29,臺南市,北　區,開元里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,23.0130263,120.2217014
2018/3/29,臺南市,北　區,長榮里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0091928,120.2191767
2018/3/30,臺南市,北　區,大和里,住宅,50,0,15,16,31,0,0,0,0,0,0,0,23.0153463,120.1914018
2018/3/30,臺南市,北　區,六甲里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,23.0127602,120.2101595
2018/3/30,臺南市,北　區,三德里,市場,50,0,0,5,5,0,0,0,0,0,0,0,23.000133,120.2047489
2018/3/30,臺南市,北　區,成功里,住宅,75,2,9,14,23,1,2,3,4,1,13,4,23.0202949,120.2094381
2018/3/30,臺南市,北　區,五福里,住宅,75,0,10,16,26,0,0,0,0,0,0,0,23.0004351,120.2033061
2018/3/31,臺南市,北　區,大山里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,23.0090596,120.2134058
2018/3/31,臺南市,北　區,長德里,住宅,50,0,6,13,19,0,0,0,0,0,0,0,23.002927,120.2058311
2018/3/26,臺南市,中西區,水仙里,住宅,50,0,15,6,21,0,0,0,0,0,0,0,22.9963821,120.1986166
2018/3/26,臺南市,中西區,民權里,住宅,50,0,29,8,37,0,0,0,0,0,0,0,22.9969861,120.1957308
2018/3/26,臺南市,中西區,銀同里,住宅,50,0,10,10,20,0,0,0,0,0,0,0,22.9909536,120.2069132
