日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/3/27,台南市,東區,成大里,住宅,50,0,5,15,20,0,0,0,0,0,0,0,120.2152092,22.9976069
106/3/27,台南市,東區,小東里,住宅,50,2,8,5,13,1,1,2,4,1,15,5,120.227472,22.9970514
106/3/28,台南市,東區,崇善里,住宅,50,0,4,18,22,0,0,0,0,0,0,0,120.2303571,22.9736282
106/3/28,台南市,東區,東光里,住宅,50,1,5,1,6,1,0,1,2,1,17,5,120.2303571,22.99242
106/3/29,台南市,東區,大學里,住宅,75,2,2,8,10,0,2,2,3,1,20,5,120.2209801,22.9963981
106/3/29,台南市,東區,崇德里,住宅,75,1,14,10,24,0,1,1,1,1,4,2,120.2260293,22.9745344
106/3/30,台南市,東區,大同里,住宅,50,1,3,14,17,0,1,1,2,1,6,3,120.2130451,22.9839645
106/3/30,台南市,東區,崇明里,住宅,51,0,4,0,4,0,0,0,0,0,0,0,120.22063,22.969188
106/3/31,台南市,東區,莊敬里,住宅,75,1,5,15,20,0,1,1,1,1,5,2,120.232521,22.9966645
106/3/31,台南市,東區,和平里,住宅,75,0,1,10,11,0,0,0,0,0,0,0,120.2354061,22.9745842
106/3/29,台南市,東區,崇明里,住宅,52,0,15,7,22,0,0,0,0,0,0,0,120.22063,22.969188
106/3/27,台南市,南區,金華里,住宅,50,0,5,7,12,0,0,0,0,0,0,0,120.1885158,22.9796984
106/3/27,台南市,南區,新昌里,住宅,50,1,7,19,26,0,1,1,2,1,4,2,120.1957308,22.9835601
106/3/28,台南市,南區,再興里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,120.1928448,22.9801358
106/3/28,台南市,南區,白雪里,住宅,51,0,2,9,11,0,0,0,0,0,0,0,120.1885158,22.9676143
106/3/29,台南市,南區,大成里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,120.1986166,22.9802712
106/3/29,台南市,南區,大成里,住宅,50,0,10,7,17,0,0,0,0,0,0,0,120.1986166,22.9802712
106/3/30,台南市,南區,文華里,住宅,52,0,10,5,15,0,0,0,0,0,0,0,120.1899588,22.98611
106/3/31,台南市,南區,永寧里,住宅,50,0,11,11,22,0,0,0,0,0,0,0,120.1798573,22.9291405
106/3/31,台南市,南區,郡南里,住宅,51,0,7,7,14,0,0,0,0,0,0,0,120.1950093,22.964243
106/3/27,台南市,北區,永祥里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,120.2202587,23.0160134
106/3/27,台南市,北區,新勝里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,120.2213407,23.0094105
106/3/27,台南市,北區,裕民里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1960915,23.0026166
106/3/27,台南市,北區,國姓里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,120.2087167,23.0076926
106/3/28,台南市,北區,長榮里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,120.2191767,23.0091928
106/3/28,台南市,北區,光武里,住宅,50,0,5,2,7,0,0,0,0,0,0,0,120.2162913,23.0124822
106/3/28,台南市,北區,大山里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,120.2134058,23.0090596
106/3/28,台南市,北區,大仁里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.2148485,23.0074149
106/3/29,台南市,北區,元寶里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.224226,23.0114904
106/3/29,台南市,北區,東興里,住宅,50,1,8,10,18,0,1,1,2,1,6,3,120.2260293,23.0013807
106/3/29,台南市,北區,振興里,住宅,50,0,11,3,14,0,0,0,0,0,0,0,120.2217014,23.0063146
106/3/29,台南市,北區,力行里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,120.2292752,23.0084185
106/3/30,台南市,北區,開元里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2217014,23.0130263
106/3/30,台南市,北區,實踐里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.2170126,23.0136734
106/3/31,台南市,北區,仁愛里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2202587,23.0025898
106/3/31,台南市,北區,興北里,學校,100,0,4,13,17,0,0,0,0,0,0,0,120.2116023,23.0057457
106/3/31,台南市,北區,中樓里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2159306,23.0034966
106/3/27,台南市,中西區,永華里,住宅,50,0,9,3,12,0,0,0,0,0,0,0,120.2043882,22.9911465
106/3/27,台南市,中西區,元安里,住宅,50,1,1,5,6,0,1,1,2,1,17,5,120.1960915,22.9885194
106/3/28,台南市,中西區,郡西里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,120.1939271,22.9889722
106/3/28,台南市,中西區,民主里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.1939271,22.9923288
106/3/29,台南市,中西區,永福里,機關,50,0,9,0,9,0,0,0,0,0,0,0,120.2018632,22.9933532
106/3/29,台南市,中西區,進學里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2015025,22.9877228
106/3/30,台南市,中西區,協進里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.1910411,22.9976318
106/3/28,台南市,安南區,公親里,住宅,50,1,4,13,17,0,1,1,2,1,6,3,120.1978952,23.0764154
106/3/28,台南市,安南區,淵中里,其他,6,0,0,0,0,0,0,0,0,0,0,0,120.1675902,23.0438296
106/3/28,台南市,安南區,淵東里,其他,11,0,1,0,1,0,0,0,0,0,0,0,120.1776926,23.0564843
106/3/28,台南市,安南區,溪心里,其他,26,0,2,0,2,0,0,0,0,0,0,0,120.1849082,23.0509441
