日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/3/9,台南市,永康區,復華里,住宅,50,0,6,10,16,0,0,0,0,0,0,0,120.2440609,23.0103511
106/3/10,台南市,永康區,鹽行里,學校,77,0,9,21,30,0,0,0,0,0,0,0,120.2368389,23.041356
106/3/10,台南市,永康區,永康里,住宅,50,0,6,24,30,0,0,0,0,0,0,0,120.2584844,23.0234285
106/3/10,台南市,永康區,網寮里,住宅,51,0,4,4,8,0,0,0,0,0,0,0,120.2527152,23.0139035
106/3/10,台南市,善化區,南關里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2772325,23.1174403
106/3/10,台南市,善化區,文昌里,住宅,52,0,0,8,8,0,0,0,0,0,0,0,120.2945362,23.1137915
106/3/11,台南市,善化區,田寮里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3046289,23.1478822
106/3/11,台南市,善化區,六德里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.3003035,23.1716015
106/3/11,台南市,善化區,坐駕里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3003035,23.1233071
106/3/11,台南市,善化區,東關里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2923733,23.1363841
106/3/7,台南市,麻豆區,安西里,住宅,51,0,0,11,11,0,0,0,0,0,0,0,120.241176,23.1639573
106/3/7,台南市,麻豆區,安業里,住宅,52,0,0,7,7,0,0,0,0,0,0,0,120.2541575,23.1491422
106/3/9,台南市,麻豆區,安正里,住宅,51,0,0,2,2,0,0,0,0,0,0,0,120.2310784,23.1647437
106/3/10,台南市,麻豆區,海埔里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2137665,23.205976
106/3/7,台南市,官田區,西庄里,住宅,52,1,0,13,13,0,1,1,2,1,8,3,120.2930943,23.1825162
106/3/9,台南市,官田區,隆田里,住宅,55,0,0,15,15,0,0,0,0,0,0,0,120.3176041,23.1894045
106/3/11,台南市,官田區,渡頭里,住宅,52,0,0,15,15,0,0,0,0,0,0,0,120.3464333,23.167207
106/3/8,台南市,佳里區,忠仁里,住宅,105,0,0,5,5,0,0,0,0,0,0,0,120.1856297,23.1588751
106/3/10,台南市,佳里區,建南里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.1733631,23.1500415
106/3/7,台南市,西港區,港東里,住宅,56,0,0,7,7,0,0,0,0,0,0,0,120.2195374,23.1242224
106/3/8,台南市,白河區,昇安里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.4328824,23.3686607
106/3/8,台南市,白河區,甘宅里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.4429644,23.3839232
106/3/9,台南市,白河區,河東里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.427121,23.3430904
106/3/9,台南市,白河區,崎內里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.4760853,23.3781679
