日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/6/19,台南市,東　區,崇文里,住宅,51,4,15,26,41,0,4,4,8,2,10,4,120.2296358,22.9677389
106/6/19,台南市,東　區,成大里,住宅,50,4,6,13,19,0,4,4,8,2,21,6,120.2152092,22.9976069
106/6/20,台南市,東　區,崇信里,住宅,50,5,8,39,47,1,9,10,20,4,21,6,120.227472,22.9809439
106/6/20,台南市,東　區,龍山里,機關,51,2,11,15,26,0,2,2,4,1,8,3,120.2217014,22.9834946
106/6/21,台南市,東　區,虎尾里,住宅,52,5,2,14,16,0,7,7,13,3,44,9,120.235984,22.97888
106/6/21,台南市,東　區,龍山里,機關,50,4,7,16,23,0,7,7,14,3,30,7,120.2217014,22.9834946
106/6/22,台南市,東　區,小東里,住宅,50,1,2,3,5,0,1,1,2,1,20,5,120.227472,22.9970514
106/6/22,台南市,東　區,裕農里,住宅,52,1,1,6,7,0,2,2,4,1,29,7,120.2289146,22.9886954
106/6/22,台南市,東　區,裕聖里,住宅,50,6,2,16,18,0,9,9,18,3,50,9,120.2469457,22.9802195
106/6/22,台南市,東　區,東聖里,住宅,51,5,3,22,25,0,10,10,20,4,40,8,120.2346848,22.9861443
106/6/23,台南市,東　區,崇信里,住宅,142,11,15,21,36,4,10,14,10,3,39,8,120.227472,22.9809439
106/6/23,台南市,東　區,崇學里,住宅,82,5,0,13,13,0,5,5,6,2,38,8,120.2231441,22.9778231
106/6/23,台南市,東　區,德高里,住宅,55,5,0,12,12,0,6,6,11,3,50,9,120.235589,22.965884
106/6/19,台南市,南　區,日新里,住宅,50,6,6,25,31,2,4,6,12,3,19,5,120.1899588,22.974026
106/6/19,台南市,南　區,光明里,住宅,50,7,0,23,23,0,8,8,16,3,35,8,120.1870727,22.971944
106/6/20,台南市,南　區,建南里,住宅,50,7,6,27,33,0,8,8,16,3,24,6,120.1964522,22.9572284
106/6/20,台南市,南　區,新昌里,住宅,50,6,5,41,46,0,6,6,12,3,13,4,120.1957308,22.9835601
106/6/21,台南市,南　區,金華里,住宅,50,6,3,18,21,0,6,6,12,3,29,7,120.1885158,22.9796984
106/6/21,台南市,南　區,開南里,住宅,50,3,5,21,26,0,4,4,8,2,15,5,120.1856297,22.9668748
106/6/22,台南市,南　區,大忠里,住宅,50,2,16,10,26,1,1,2,4,1,8,3,120.2101595,22.9698014
106/6/22,台南市,南　區,大恩里,住宅,50,0,10,1,11,0,0,0,0,0,0,0,120.2079953,22.9548154
