日期,臺南市,區別,里別,"調查種類","調查戶數","陽性戶數",調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
2020/2/25,臺南市,東　區,大智里,住宅,50,0,9 ,3 ,12 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2332423,22.962286
2020/2/27,臺南市,東　區,大學里,住宅,50,0,4,0,4,0,0,0,0,0,0,0,120.2209801,22.9963981
2020/2/24,臺南市,東　區,中西里,住宅,50,0,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2202587,22.9905086
2020/2/24,臺南市,東　區,仁和里,住宅,50,0,1 ,5 ,6 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2357667,22.9701464
2020/2/25,臺南市,東　區,仁和里,住宅,50,0,1 ,5 ,6 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2357667,22.9701464
2020/2/27,臺南市,東　區,成大里,住宅,50,0,4 ,5 ,9 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2152092,22.9976069
2020/2/24,臺南市,東　區,和平里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,120.2326083,22.9769421
2020/2/24,臺南市,東　區,東光里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,120.2303571,22.99242
2020/2/27,臺南市,東　區,東明里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,120.227472,22.9916823
2020/2/24,臺南市,東　區,東門里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2144878,22.9890322
2020/2/24,臺南市,東　區,東智里,住宅,50,0,3,1,4,0,0,0,0,0,0,0,120.2267506,22.9629737
2020/2/27,臺南市,東　區,東聖里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2346848,22.9861443
2020/2/24,臺南市,東　區,南聖里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,120.2462245,22.9890944
2020/2/24,臺南市,東　區,崇明里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2195374,22.9685104
2020/2/25,臺南市,東　區,崇明里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.2195374,22.9685104
2020/2/25,臺南市,東　區,崇信里,住宅,50,0,12,3,15,0,0,0,0,0,0,0,120.227472,22.9809439
2020/2/27,臺南市,東　區,崇誨里,住宅,50,0,3,1,4,0,0,0,0,0,0,0,120.2256687,22.989711
2020/2/26,臺南市,東　區,新東里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,120.2249474,22.9865063
2020/2/26,臺南市,東　區,德光里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.2202587,22.981112
2020/2/27,臺南市,東　區,德高里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,120.2354061,22.9665308
2020/2/27,臺南市,東　區,衛國里,住宅,50,2,3,3,6,1,1,2,4,1,33,8,120.2245867,22.9882597
2020/2/27,臺南市,東　區,龍山里,住宅,50,1,26,9,35,1,0,1,2,1,3,2,120.2217014,22.9834946
2020/2/27,臺南市,南　區,大成里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,120.1986166,22.9802712
2020/2/24,臺南市,南　區,大忠里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2101595,22.9698014
2020/2/24,臺南市,南　區,大恩里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,120.2079953,22.9548154
2020/2/24,臺南市,南　區,竹溪里,住宅,50,0,8,4,12,0,0,0,0,0,0,0,120.2065525,22.9779397
2020/2/27,臺南市,南　區,明德里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.200781,22.9710918
2020/2/24,臺南市,南　區,南都里,住宅,50,0,7,7,14,0,0,0,0,0,0,0,120.1841866,22.9550918
2020/2/24,臺南市,南　區,建南里,住宅,50,0,9,12,21,0,0,0,0,0,0,0,120.1964522,22.9572284
2020/2/26,臺南市,南　區,省躬里,住宅,50,0,12,5,17,0,0,0,0,0,0,0,120.1863512,22.9338276
2020/2/27,臺南市,南　區,省躬里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.1863512,22.9338276
2020/2/27,臺南市,南　區,國宅里,住宅,50,0,1,14,15,0,0,0,0,0,0,0,120.1870727,22.9759721
