日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/6/16,臺南市,北　區,重興里,其他,50,0,4,11,15,0,0,0,0,0,0,0,120.2260293,23.0040653
106/6/12,臺南市,中西區,仙草里,住宅,53,1,5,10,15,0,1,1,2,1,7,3,120.1986166,22.984299
106/6/12,臺南市,中西區,藥王里,住宅,50,2,5,10,15,1,2,3,6,2,20,5,120.1914018,22.9992346
106/6/13,臺南市,中西區,大南里,住宅,50,1,6,15,21,0,1,1,2,1,5,2,120.2029453,22.9847358
106/6/13,臺南市,中西區,法華里,住宅,51,3,1,15,16,0,3,3,6,2,19,5,120.2097988,22.9822947
106/6/14,臺南市,中西區,大涼里,住宅,50,8,5,21,26,3,10,13,26,4,50,9,120.1892373,22.9923029
106/6/14,臺南市,中西區,安海里,住宅,50,4,7,15,22,1,3,4,8,2,18,5,120.1924841,22.9959872
106/6/14,臺南市,中西區,福安里,住宅,51,5,17,10,27,1,6,7,14,3,26,6,120.1996988,22.991121
106/6/15,臺南市,中西區,天后里,住宅,117,5,23,25,48,4,2,6,5,2,13,4,120.2011417,22.9975318
106/6/16,臺南市,中西區,三民里,住宅,50,3,3,7,10,2,1,3,6,2,30,7,120.2058311,22.994872
106/6/12,臺南市,安南區,南興里,住宅,50,7,3,61,64,0,8,8,16,3,13,4,120.1502699,23.0743149
106/6/12,臺南市,安南區,學東里,住宅,50,5,2,37,39,0,10,10,20,4,26,6,120.1387218,23.0821055
106/6/13,臺南市,安南區,城東里,住宅,50,6,0,51,51,0,7,7,14,3,14,4,120.1315037,23.0661555
106/6/13,臺南市,安南區,城北里,住宅,51,8,2,38,40,2,10,12,24,4,30,7,120.1372782,23.0595747
106/6/14,臺南市,安南區,城中里,住宅,51,10,1,113,114,0,26,26,51,6,23,6,120.1307819,23.058919
106/6/16,臺南市,安南區,四草里,住宅,50,9,0,65,65,0,15,15,30,4,23,6,120.1271727,23.0146755
106/6/12,臺南市,安平區,怡平里,住宅,50,2,13,7,20,0,2,2,4,1,10,4,120.176971,22.994197
106/6/12,臺南市,安平區,億載里,其他,50,6,6,6,12,2,4,6,12,3,50,9,120.1603737,22.9902803
106/6/13,臺南市,安平區,金城里,住宅,50,6,2,35,37,0,6,6,12,3,16,5,120.1488264,22.9953785
106/6/13,臺南市,安平區,平安里,其他,50,2,2,17,19,0,2,2,4,1,11,4,120.1726415,22.9991307
106/6/14,臺南市,安平區,海頭里,其他,50,9,8,29,37,1,9,10,20,4,27,6,120.1625386,23.0025857
106/6/16,臺南市,安平區,育平里,其他,50,3,11,20,31,0,6,6,12,3,19,5,120.1661469,22.989074
106/6/12,臺南市,仁德區,太子里,住宅,50,1,2,13,15,0,2,2,4,1,13,4,120.2584844,22.9912207
106/6/12,臺南市,仁德區,太子里,住宅,50,2,2,24,26,0,3,3,6,2,12,4,120.2584844,22.9912207
106/6/12,臺南市,仁德區,大甲里,住宅,50,2,2,8,10,0,3,3,6,2,30,7,120.2079953,22.9225952
106/6/12,臺南市,仁德區,二行里,住宅,50,3,0,11,11,0,3,3,6,2,27,6,120.2209801,22.9212251
106/6/13,臺南市,仁德區,新田里,住宅,50,4,3,19,22,0,6,6,12,3,27,6,120.2599266,22.9546843
106/6/13,臺南市,仁德區,仁義里,住宅,50,6,1,24,25,0,10,10,20,4,40,8,120.2656955,22.9695788
106/6/14,臺南市,仁德區,仁德里,住宅,75,3,1,26,27,1,3,4,5,2,15,5,120.2455033,22.9657583
106/6/14,臺南市,仁德區,後壁里,住宅,50,2,1,18,19,0,2,2,4,1,11,4,120.2426185,22.9475722
106/6/16,臺南市,仁德區,仁德里,住宅,50,4,1,24,25,0,7,7,14,3,28,7,120.2455033,22.9657583
106/6/10,臺南市,歸仁區,大潭里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2945362,22.9098618
106/6/12,臺南市,歸仁區,新厝里,住宅,70,0,0,7,7,0,0,0,0,0,0,0,120.2923733,22.9619703
106/6/13,臺南市,歸仁區,後市里,住宅,50,0,0,23,23,0,0,0,0,0,0,0,120.2902105,22.9684618
106/6/12,臺南市,永康區,龍潭里,住宅,57,14,4,64,68,0,38,38,67,6,56,9,120.2656955,23.0286236
106/6/12,臺南市,永康區,崑山里,住宅,75,7,7,22,29,2,7,9,12,3,31,7,120.2541575,22.9988384
106/6/14,臺南市,永康區,三合里,住宅,50,2,8,13,21,1,1,2,4,1,10,4,120.2390123,23.010739
106/6/14,臺南市,永康區,五王里,住宅,50,1,0,11,11,0,1,1,2,1,9,3,120.2346848,23.0116465
106/6/16,臺南市,永康區,勝利里,住宅,50,0,8,11,19,0,0,0,0,0,0,0,120.232521,23.004718
106/6/16,臺南市,永康區,蔦松里,住宅,50,3,1,56,57,1,4,5,10,3,9,3,120.2555998,23.0455063
106/6/5,臺南市,善化區,東關里,住宅,50,0,0,21,21,0,0,0,0,0,0,0,120.2923733,23.1363841
106/6/5,臺南市,善化區,小新里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.3147208,23.1229464
106/6/10,臺南市,善化區,牛庄里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.3176041,23.1411165
106/6/10,臺南市,善化區,西關里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2757905,23.1298202
106/6/10,臺南市,善化區,東隆里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.3118375,23.1637973
106/6/10,臺南市,善化區,東昌里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.3291365,23.1547738
106/6/14,臺南市,安定區,海寮里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2079953,23.0998017
106/6/15,臺南市,安定區,海寮里,住宅,50,1,15,0,15,1,0,1,2,1,7,3,120.2079953,23.0998017
106/6/1,臺南市,山上區,明和里,住宅,54,0,0,3,3,0,0,0,0,0,0,0,120.3406679,23.1147826
106/6/7,臺南市,山上區,山上里,住宅,70,1,0,34,34,0,3,3,4,1,9,3,120.3594043,23.101435
106/6/11,臺南市,山上區,明和里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.3406679,23.1147826
106/6/9,臺南市,麻豆區,莊禮里,住宅,54,1,2,18,20,0,2,2,4,1,10,4,120.2094381,23.1921229
106/6/9,臺南市,麻豆區,海埔里,住宅,60,2,0,8,8,0,2,2,3,1,25,6,120.2137665,23.205976
106/6/11,臺南市,麻豆區,新建里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2404548,23.1835693
106/6/13,臺南市,麻豆區,埤頭里,住宅,60,2,0,17,17,0,2,2,3,1,12,4,120.2267506,23.1911574
106/6/13,臺南市,麻豆區,麻口里,住宅,75,3,16,12,28,0,3,3,4,1,11,4,120.2195374,23.1779137
106/6/9,臺南市,六甲區,龜港里,住宅,50,1,0,20,20,0,1,1,2,1,5,2,120.3060706,23.2508669
106/6/10,臺南市,六甲區,六甲里,住宅,51,0,0,8,8,0,0,0,0,0,0,0,120.3500365,23.2274594
106/6/13,臺南市,六甲區,龍湖里,住宅,51,0,0,3,3,0,0,0,0,0,0,0,120.3536396,23.2179786
106/6/14,臺南市,六甲區,中社里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.3262535,23.2385397
106/6/1,臺南市,官田區,東庄里,住宅,55,1,2,14,16,0,1,1,2,1,6,3,120.3003035,23.1823334
106/6/3,臺南市,官田區,隆田里,住宅,55,0,0,17,17,0,0,0,0,0,0,0,120.3176041,23.1894045
106/6/7,臺南市,官田區,湖山里,住宅,52,1,0,13,13,0,1,1,2,1,8,3,120.3478746,23.2084736
106/6/12,臺南市,官田區,隆本里,住宅,52,1,2,13,15,0,5,5,10,3,33,8,120.3075124,23.1982472
106/6/15,臺南市,佳里區,通興里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.161817,23.1417249
106/6/15,臺南市,佳里區,通興里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.161817,23.1417249
106/6/1,臺南市,後壁區,新東里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.3291365,23.3371718
106/6/9,臺南市,後壁區,土溝里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.3925467,23.3719211
106/6/10,臺南市,後壁區,嘉田里,住宅,50,0,0,26,26,0,0,0,0,0,0,0,120.3853425,23.3882052
