日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/6/12,臺南市,東　區,崇信里,地區,65,6,6,22,28,0,8,8,12,3,29,7,120.227472,22.9809439
106/6/12,臺南市,東　區,龍山里,地區,60,5,3,19,22,0,9,9,15,3,41,9,120.2217014,22.9834946
106/6/13,臺南市,東　區,富強里,住宅,50,3,9,11,20,0,4,4,8,2,20,5,120.2317997,22.9867487
106/6/13,臺南市,東　區,文聖里,住宅,50,2,3,9,12,0,2,2,4,1,17,5,120.2447821,22.9840282
106/6/14,臺南市,東　區,裕聖里,住宅,50,6,5,21,26,1,6,7,14,3,27,6,120.2469457,22.9802195
106/6/14,臺南市,東　區,東聖里,住宅,50,6,0,28,28,0,9,9,18,3,32,8,120.2346848,22.9861443
106/6/14,臺南市,東　區,虎尾里,住宅,50,4,4,9,13,1,4,5,10,3,38,8,120.235984,22.97888
106/6/16,臺南市,東　區,崇明里,住宅,50,1,2,14,16,0,1,1,2,1,6,3,120.22063,22.969188
106/6/16,臺南市,東　區,東智里,住宅,81,3,2,13,15,0,4,4,5,2,27,6,120.2267506,22.9629737
106/6/16,臺南市,東　區,崇文里,住宅,55,6,5,27,32,0,8,8,15,3,25,6,120.2296358,22.9677389
106/6/16,臺南市,東　區,德高里,住宅,192,18,19,115,134,2,18,20,10,3,15,5,120.235589,22.965884
106/6/2,臺南市,東　區,崇德里,住宅,77,2,26,26,52,3,0,3,4,1,6,3,120.2260293,22.9745344
106/6/5,臺南市,東　區,小東里,住宅,62,0,4,18,22,0,0,0,0,0,0,0,120.227472,22.9970514
106/6/7,臺南市,東　區,東明里,住宅,50,1,0,6,6,0,1,1,2,1,17,5,120.227472,22.9916823
106/6/10,臺南市,東　區,後甲里,住宅,51,0,0,7,7,0,0,0,0,0,0,0,120.2382911,22.9927707
106/6/12,臺南市,東　區,成大里,住宅,51,7,8,21,29,1,8,9,18,3,31,7,120.2152092,22.9976069
106/6/14,臺南市,東　區,東安里,住宅,52,0,0,22,22,0,0,0,0,0,0,0,120.2213407,22.9872616
106/6/12,臺南市,南　區,開南里,住宅,50,4,6,22,28,1,4,5,10,3,18,5,120.1856297,22.9668748
106/6/12,臺南市,南　區,金華里,住宅,50,4,10,18,28,1,4,5,10,3,18,5,120.1885158,22.9796984
106/6/13,臺南市,南　區,再興里,住宅,50,4,12,18,30,0,5,5,10,3,17,5,120.1928448,22.9801358
106/6/13,臺南市,南　區,明亮里,住宅,50,1,5,12,17,0,1,1,2,1,6,3,120.1928448,22.9693947
106/6/14,臺南市,南　區,松安里,住宅,50,2,6,20,26,0,2,2,4,1,8,3,120.1776926,22.9248924
106/6/14,臺南市,南　區,省躬里,住宅,50,0,5,9,14,0,0,0,0,0,0,0,120.1863512,22.9338276
106/6/14,臺南市,南　區,新興里,住宅,50,3,6,16,22,0,3,3,6,2,14,4,120.19537,22.9799434
106/6/16,臺南市,南　區,郡南里,住宅,50,1,3,14,17,0,1,1,2,1,6,3,120.1950093,22.964243
106/6/12,臺南市,北　區,和順里,其他,50,0,6,6,12,0,0,0,0,0,0,0,120.2015025,23.0051759
106/6/12,臺南市,北　區,長德里,其他,50,5,5,18,23,1,4,5,10,3,22,6,120.2058311,23.002927
106/6/12,臺南市,北　區,大和里,其他,50,0,10,8,18,0,0,0,0,0,0,0,120.1914018,23.0153463
106/6/12,臺南市,北　區,文成里,其他,50,1,4,8,12,1,0,1,2,1,8,3,120.1971737,23.0074248
106/6/13,臺南市,北　區,大山里,其他,50,4,4,15,19,0,4,4,8,2,21,6,120.2134058,23.0090596
106/6/13,臺南市,北　區,三德里,其他,50,2,7,23,30,0,3,3,6,2,10,4,120.2047489,23.000133
106/6/13,臺南市,北　區,大道里,其他,50,4,8,10,18,1,6,7,14,3,39,8,120.2155699,23.0099486
106/6/13,臺南市,北　區,實踐里,其他,50,0,3,14,17,0,0,0,0,0,0,0,120.2170126,23.0136734
106/6/13,臺南市,北　區,國姓里,其他,51,0,10,11,21,0,0,0,0,0,0,0,120.2087167,23.0076926
106/6/13,臺南市,北　區,延平里,其他,50,3,3,18,21,0,3,3,6,2,14,4,120.211963,23.0107043
106/6/14,臺南市,北　區,六甲里,其他,50,1,1,10,11,0,1,1,2,1,9,3,120.2101595,23.0127602
106/6/14,臺南市,北　區,文元里,其他,50,5,1,19,20,0,6,6,12,3,30,7,120.1978952,23.0146579
106/6/14,臺南市,北　區,正風里,其他,50,2,1,17,18,0,2,2,4,1,11,4,120.2148485,23.0154694
106/6/14,臺南市,北　區,國興里,其他,50,1,8,9,17,0,1,1,2,1,6,3,120.2260293,23.0094345
106/6/14,臺南市,北　區,勝安里,其他,50,1,3,9,12,2,0,2,4,1,17,5,120.217734,23.0074816
106/6/14,臺南市,北　區,興南里,其他,50,1,3,10,13,0,1,1,2,1,8,3,120.2087167,23.0036652
106/6/15,臺南市,北　區,小康里,其他,50,2,0,6,6,0,3,3,6,2,50,9,120.2173733,23.0152758
106/6/16,臺南市,北　區,成功里,其他,50,1,3,15,18,0,1,1,2,1,6,3,120.2094381,23.0202949
106/6/16,臺南市,北　區,大港里,住宅,50,2,1,14,15,0,2,2,4,1,13,4,120.1827435,23.0104452
