日期,臺南市,區別,里別,"調查種類","調查戶數","陽性戶數",調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
2020/7/9,臺南市,東　區,大同里,住宅,50,1,6 ,6 ,12 ,0 ,1 ,1 ,2 ,1,8 ,3,120.2130451,22.9839645
2020/7/10,臺南市,東　區,大智里,住宅,55,1,0,3,3,0,1,1,2,1,33,8,120.2332423,22.962286
2020/7/9,臺南市,東　區,大福里,住宅,51,0,1 ,4 ,5 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2159306,22.9739636
2020/7/9,臺南市,東　區,大德里,住宅,50,0,14 ,11 ,25 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2148485,22.9778817
2020/7/7,臺南市,東　區,大學里,住宅,50,1,6 ,15 ,21 ,0 ,1 ,1 ,2 ,1,5 ,2,120.2209801,22.9963981
2020/7/8,臺南市,東　區,小東里,住宅,50,1,5 ,15 ,20 ,0 ,1 ,1 ,2 ,1,5 ,2,120.227472,22.9970514
2020/7/8,臺南市,東　區,小東里,住宅,50,5,8,25,33,2,5,7,14,3,21,6,120.227472,22.9970514
2020/7/10,臺南市,東　區,中西里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.2202587,22.9905086
2020/7/6,臺南市,東　區,仁和里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2357667,22.9701464
2020/7/9,臺南市,東　區,文聖里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2447821,22.9840282
2020/7/6,臺南市,東　區,自強里,住宅,50,2,5,10,15,0,2,2,4,1,13,4,120.2332423,22.9824198
2020/7/6,臺南市,東　區,和平里,住宅,51,1,0,4,4,0,3,3,6,2,75,9,120.2354061,22.9745842
2020/7/10,臺南市,東　區,忠孝里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.218816,22.9773869
2020/7/8,臺南市,東　區,東光里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.2303571,22.99242
2020/7/9,臺南市,東　區,東光里,住宅,50,0,15,20,35,0,0,0,0,0,0,0,120.2303571,22.99242
2020/7/10,臺南市,東　區,東安里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,120.2213407,22.9872616
2020/7/7,臺南市,東　區,東明里,住宅,51,0,0,3,3,0,0,0,0,0,0,0,120.227472,22.9916823
2020/7/7,臺南市,東　區,東聖里,住宅,50,1,11,10,21,0,1,1,2,1,5,2,120.2346848,22.9861443
2020/7/6,臺南市,東　區,虎尾里,住宅,50,3,1,6,7,0,3,3,6,2,43,9,120.2361273,22.9791309
2020/7/8,臺南市,東　區,後甲里,住宅,54,1,21,13,34,0,1,1,2,1,3,2,120.2382911,22.9927707
