日期,臺南市,區別,里別,"調查種類","調查戶數","陽性戶數",調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
2020/2/3,臺南市,東　區,大同里,住宅,50,0,4 ,4 ,8 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2130451,22.9839645
2020/2/5,臺南市,東　區,大學里,住宅,50,2,3,33,36,0,3,3,6,2,8,3,120.2209801,22.9963981
2020/2/6,臺南市,東　區,仁和里,住宅,50,1,4 ,3 ,7 ,0 ,1 ,1 ,2 ,1,14 ,4,120.2357667,22.9701464
2020/2/6,臺南市,東　區,成大里,住宅,50,0,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2152092,22.9976069
2020/2/6,臺南市,東　區,和平里,住宅,50,0,2 ,5 ,7 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2326083,22.9769421
2020/2/6,臺南市,東　區,忠孝里,住宅,50,0,0 ,9 ,9 ,0 ,0 ,0 ,0 ,0,0 ,0,120.218816,22.9773869
2020/2/6,臺南市,東　區,東光里,住宅,50,0,4,1,5,0,0,0,0,0,0,0,120.2303571,22.99242
2020/2/3,臺南市,東　區,東門里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2144878,22.9890322
2020/2/3,臺南市,東　區,東聖里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2346848,22.9861443
2020/2/3,臺南市,東　區,南聖里,住宅,51,0,3,1,4,0,0,0,0,0,0,0,120.2462245,22.9890944
2020/2/6,臺南市,東　區,泉南里,住宅,50,1,5,1,6,1,0,1,2,1,17,5,120.2159306,22.9847029
2020/2/3,臺南市,東　區,崇文里,住宅,50,0,5,2,7,0,0,0,0,0,0,0,120.2296358,22.9677389
2020/2/6,臺南市,東　區,崇成里,住宅,50,0,6,6,12,0,0,0,0,0,0,0,120.2289146,22.9712457
2020/2/3,臺南市,東　區,崇明里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.2195374,22.9685104
2020/2/6,臺南市,東　區,崇信里,住宅,50,1,9,1,10,1,0,1,2,1,10,4,120.227472,22.9809439
2020/2/7,臺南市,東　區,崇善里,住宅,50,1,0,12,12,0,1,1,2,1,8,3,120.2303571,22.9736282
2020/2/3,臺南市,東　區,崇誨里,住宅,51,0,0,3,3,0,0,0,0,0,0,0,120.2256687,22.989711
2020/2/3,臺南市,東　區,崇德里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.2260293,22.9745344
2020/2/7,臺南市,東　區,崇學里,住宅,54,0,5,5,10,0,0,0,0,0,0,0,120.2231441,22.9778231
2020/2/7,臺南市,東　區,莊敬里,住宅,50,0,3,1,4,0,0,0,0,0,0,0,120.232521,22.9966645
2020/2/7,臺南市,東　區,圍下里,住宅,50,0,2,1,3,0,0,0,0,0,0,0,120.2148485,22.9919771
2020/2/7,臺南市,東　區,富強里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,120.2317997,22.9867487
2020/2/5,臺南市,東　區,富裕里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.227472,22.9849708
2020/2/3,臺南市,東　區,復興里,住宅,50,0,1,0,1,0,0,0,0,0,0,0,120.2375698,22.9815131
2020/2/7,臺南市,東　區,裕聖里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2469457,22.9802195
2020/2/7,臺南市,東　區,裕農里,住宅,50,1,1,2,3,0,1,1,2,1,33,8,120.2289146,22.9886954
2020/2/7,臺南市,東　區,路東里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,120.2134058,22.9801973
2020/2/4,臺南市,東　區,德光里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.2202587,22.981112
2020/2/4,臺南市,東　區,衛國里,住宅,50,1,2,4,6,1,0,1,2,1,17,5,120.2245867,22.9882597
2020/2/5,臺南市,東　區,關聖里,住宅,50,0,9,1,10,0,0,0,0,0,0,0,120.2418972,22.985975
2020/2/6,臺南市,南　區,大成里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,120.1986166,22.9802712
2020/2/7,臺南市,南　區,大忠里,住宅,50,0,6,17,23,0,0,0,0,0,0,0,120.2101595,22.9698014
2020/2/4,臺南市,南　區,大林里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,120.2058311,22.9733919
2020/2/7,臺南市,南　區,大恩里,住宅,50,1,2,4,6,1,0,1,2,1,17,5,120.2079953,22.9548154
2020/2/6,臺南市,南　區,文南里,住宅,50,1,7,3,10,0,1,1,2,1,10,4,120.1870727,22.9840282
2020/2/6,臺南市,南　區,文華里,住宅,50,0,18,2,20,0,0,0,0,0,0,0,120.1899588,22.98611
2020/2/7,臺南市,南　區,田寮里,住宅,50,2,5,8,13,0,2,2,4,1,15,5,120.1957308,22.976847
2020/2/6,臺南市,南　區,再興里,住宅,50,0,12,7,19,0,0,0,0,0,0,0,120.1928448,22.9801358
2020/2/3,臺南市,南　區,同安里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,120.1892373,22.9224836
2020/2/7,臺南市,南　區,竹溪里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2065525,22.9779397
2020/2/3,臺南市,南　區,佛壇里,住宅,50,0,10,15,25,0,0,0,0,0,0,0,120.1776926,22.9195212
2020/2/8,臺南市,南　區,明亮里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.1928448,22.9693947
2020/2/5,臺南市,南　區,明興里,住宅,50,0,5,4,9,0,0,0,0,0,0,0,120.1914018,22.9629831
2020/2/3,臺南市,南　區,金華里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.1885158,22.9796984
2020/2/6,臺南市,南　區,南華里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.1885158,22.9622436
2020/2/4,臺南市,南　區,建南里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.1964522,22.9572284
2020/2/6,臺南市,南　區,郡南里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.1950093,22.964243
2020/2/5,臺南市,南　區,國宅里,住宅,50,1,2,3,5,0,1,1,2,1,20,5,120.1870727,22.9759721
2020/2/3,臺南市,南　區,喜東里,住宅,50,0,3,14,17,0,0,0,0,0,0,0,120.1906803,22.9423225
2020/2/7,臺南市,南　區,新昌里,住宅,50,0,14,9,23,0,0,0,0,0,0,0,120.1957308,22.9835601
2020/2/3,臺南市,南　區,新興里,住宅,50,0,9,9,18,0,0,0,0,0,0,0,120.19537,22.9799434
2020/2/3,臺南市,南　區,廣州里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.1928448,22.9841637
2020/2/7,臺南市,南　區,鹽埕里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.187246,22.97015
2020/2/7,臺南市,北　區,力行里,住宅,75,0,3,4,7,0,0,0,0,0,0,0,120.2292752,23.0084185
2020/2/8,臺南市,北　區,大光里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2164659,23.0121178
2020/2/8,臺南市,北　區,大光里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2164659,23.0121178
2020/2/6,臺南市,北　區,大和里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.1914018,23.0153463
2020/2/4,臺南市,北　區,大興里,住宅,50,0,12,3,15,0,0,0,0,0,0,0,120.1878641,23.0122966
2020/2/5,臺南市,北　區,大興里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,120.1878641,23.0122966
2020/2/6,臺南市,北　區,大豐里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,120.1921233,23.0078107
2020/2/3,臺南市,北　區,小北里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,120.2124298,23.0079508
2020/2/7,臺南市,北　區,中樓里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.2159306,23.0034966
2020/2/6,臺南市,北　區,元美里,住宅,50,1,1,4,5,0,1,1,2,1,20,5,120.2079953,23.008515
2020/2/6,臺南市,北　區,元美里,住宅,50,1,5,12,17,0,1,1,2,1,6,3,120.2079953,23.008515
2020/2/7,臺南市,北　區,元寶里,住宅,75,0,9,10,19,0,0,0,0,0,0,0,120.224226,23.0114904
