日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/3/17,台南市,東　區,德高里,住宅,102,1,17,27,44,1,0,1,1,1,2,1,120.2354061,22.9665308
106/3/17,台南市,東　區,德高里,住宅,151,1,31,33,64,1,0,1,1,1,2,1,120.2354061,22.9665308
106/3/17,台南市,東　區,崇明里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,120.22063,22.969188
106/3/13,台南市,南　區,大林里,住宅,50,1,8,7,15,1,0,1,2,1,7,3,120.2058311,22.9733919
106/3/13,台南市,南　區,大林里,住宅,50,0,12,1,13,0,0,0,0,0,0,0,120.2058311,22.9733919
106/3/14,台南市,南　區,文華里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,120.1899588,22.98611
106/3/14,台南市,南　區,大忠里,住宅,52,0,2,15,17,0,0,0,0,0,0,0,120.2101595,22.9698014
106/3/15,台南市,南　區,開南里,住宅,51,0,6,2,8,0,0,0,0,0,0,0,120.1856297,22.9668748
106/3/15,台南市,南　區,文華里,住宅,5,0,1,2,3,0,0,0,0,0,0,0,120.1899588,22.98611
106/3/16,台南市,南　區,新昌里,住宅,50,1,10,2,12,1,0,1,2,1,8,3,120.1957308,22.9835601
106/3/16,台南市,南　區,永寧里,住宅,52,0,5,14,19,0,0,0,0,0,0,0,120.1798573,22.9291405
106/3/17,台南市,南　區,國宅里,住宅,50,1,3,14,17,0,1,1,2,1,6,3,120.1870727,22.9759721
106/3/17,台南市,南　區,竹溪里,住宅,55,0,4,8,12,0,0,0,0,0,0,0,120.2065525,22.9779397
106/3/13,台南市,北　區,大和里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.1914018,23.0153463
106/3/14,台南市,北　區,文元里,住宅,50,0,10,6,16,0,0,0,0,0,0,0,120.1978952,23.0146579
106/3/14,台南市,北　區,大豐里,住宅,50,1,1,3,4,0,1,1,2,1,25,6,120.1921233,23.0078107
106/3/14,台南市,北　區,文成里,住宅,50,1,6,7,13,1,0,1,2,1,8,3,120.1971737,23.0074248
106/3/15,台南市,北　區,大港里,住宅,51,0,0,4,4,0,0,0,0,0,0,0,120.1827435,23.0104452
106/3/15,台南市,北　區,賢北里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,120.1813004,23.006719
106/3/13,台南市,中西區,郡王里,學校,50,1,3,5,8,0,1,1,2,1,13,4,120.2072739,22.986515
106/3/13,台南市,中西區,民生里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.1917626,22.989425
106/3/14,台南市,中西區,開山里,住宅,50,1,2,6,8,0,1,1,2,1,13,4,120.2097988,22.9876646
106/3/14,台南市,中西區,保安里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.196813,22.9917249
106/3/15,台南市,中西區,郡王里,學校,50,0,1,4,5,0,0,0,0,0,0,0,120.2072739,22.986515
106/3/16,台南市,中西區,水仙里,住宅,51,0,4,10,14,0,0,0,0,0,0,0,120.1986166,22.9963821
106/3/16,台南市,中西區,民權里,住宅,50,0,11,7,18,0,0,0,0,0,0,0,120.1957308,22.9969861
106/3/17,台南市,中西區,郡王里,學校,50,0,4,7,11,0,0,0,0,0,0,0,120.2072739,22.986515
106/3/17,台南市,中西區,水仙里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.1986166,22.9963821
106/3/13,台南市,安南區,溪東里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,120.2015025,23.0253139
106/3/14,台南市,安南區,安西里,住宅,50,1,6,6,12,0,5,5,10,3,42,9,120.2094381,23.0310345
106/3/14,台南市,安南區,安和里,住宅,51,1,3,15,18,0,2,2,4,1,11,4,120.218816,23.0310818
106/3/15,台南市,安南區,海東里,住宅,50,1,0,18,18,0,1,1,2,1,6,3,120.1863512,23.0412431
106/3/16,台南市,安南區,長安里,機關,50,0,2,16,18,0,0,0,0,0,0,0,120.1964522,23.0646352
106/3/16,台南市,安南區,頂安里,住宅,50,0,2,17,19,0,0,0,0,0,0,0,120.2043882,23.0394768
106/3/17,台南市,安南區,溪頂里,住宅,51,0,0,11,11,0,0,0,0,0,0,0,120.2072739,23.0254471
106/3/17,台南市,安南區,淵中里,住宅,50,1,3,23,26,0,1,1,2,1,4,2,120.1675902,23.0438296
106/3/13,台南市,安平區,石門里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,120.1654252,23.0006394
106/3/13,台南市,安平區,建平里,機關,50,1,4,14,18,0,3,3,6,2,17,5,120.185801,22.993724
106/3/14,台南市,安平區,建平里,住宅,50,1,5,9,14,0,1,1,2,1,7,3,120.185801,22.993724
106/3/14,台南市,安平區,建平里,機關,60,0,5,1,6,0,0,0,0,0,0,0,120.185801,22.993724
106/3/15,台南市,安平區,平安里,住宅,50,5,11,22,33,0,7,7,14,3,21,6,120.1726415,22.9991307
106/3/15,台南市,安平區,海頭里,住宅,54,0,5,6,11,0,0,0,0,0,0,0,120.1625386,23.0025857
106/3/16,台南市,安平區,金城里,其他,50,0,3,5,8,0,0,0,0,0,0,0,120.1488264,22.9953785
106/3/16,台南市,安平區,建平里,機關,52,0,7,0,7,0,0,0,0,0,0,0,120.185801,22.993724
106/3/17,台南市,安平區,國平里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,120.1675902,22.9793723
106/3/11,台南市,歸仁區,許厝里,住宅,82,0,0,11,11,0,0,0,0,0,0,0,120.2995826,22.9658238
106/3/14,台南市,歸仁區,辜厝里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.2909314,22.9649562
106/3/14,台南市,關廟區,五甲里,其他,50,0,0,3,3,0,3,3,0,0,0,0,120.330578,22.9465711
106/3/14,台南市,關廟區,松腳里,其他,50,0,0,4,4,0,4,4,0,0,0,0,120.3421093,22.9575606
106/3/13,台南市,龍崎區,石曹里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.403152,22.956596
106/3/14,台南市,龍崎區,龍船里,住宅,50,1,0,12,12,0,1,1,2,1,8,3,120.4213592,22.9475806
106/3/13,台南市,永康區,永康里,其他,50,0,7,5,12,0,0,0,0,0,0,0,120.2584844,23.0234285
106/3/13,台南市,永康區,網寮里,住宅,50,0,9,4,13,0,0,0,0,0,0,0,120.2527152,23.0139035
106/3/13,台南市,永康區,永康里,其他,52,0,1,5,6,0,0,0,0,0,0,0,120.2584844,23.0234285
106/3/14,台南市,永康區,東橋里,其他,50,0,2,9,11,0,0,0,0,0,0,0,120.241176,23.0243778
106/3/14,台南市,永康區,三合里,住宅,51,0,5,10,15,0,0,0,0,0,0,0,120.2390123,23.010739
106/3/14,台南市,永康區,中華里,住宅,50,0,5,7,12,0,0,0,0,0,0,0,120.236499,22.999965
106/3/14,台南市,永康區,成功里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2379305,23.0032483
106/3/15,台南市,永康區,復國里,住宅,50,0,4,14,18,0,0,0,0,0,0,0,120.2473063,23.0059794
106/3/15,台南市,永康區,五王里,住宅,50,1,1,8,9,0,1,1,2,1,11,4,120.2346848,23.0116465
106/3/15,台南市,永康區,安康里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.227472,23.0158435
106/3/16,台南市,永康區,南灣里,住宅,50,1,5,13,18,0,3,3,6,2,17,5,120.2613689,22.9986674
106/3/16,台南市,永康區,崑山里,住宅,50,0,7,15,22,0,0,0,0,0,0,0,120.2541575,22.9988384
106/3/16,台南市,永康區,甲頂里,住宅,50,1,4,8,12,0,1,1,2,1,8,3,120.2152092,23.0217702
106/3/16,台南市,永康區,龍潭里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,120.2656955,23.0286236
106/3/17,台南市,永康區,勝利里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,120.232521,23.004718
106/3/17,台南市,永康區,永康里,學校,50,1,1,9,10,1,0,1,2,1,10,4,120.2584844,23.0234285
106/3/18,台南市,永康區,復興里,住宅,50,1,5,5,10,1,1,2,4,1,20,5,120.241401,22.999049
106/3/18,台南市,永康區,東灣里,住宅,50,2,5,28,33,0,2,2,4,1,6,3,120.270022,22.9995352
106/3/14,台南市,楠西區,密枝里,住宅,50,0,0,29,29,0,0,0,0,0,0,0,120.5163949,23.2034456
106/3/16,台南市,楠西區,灣丘里,住宅,50,1,4,24,28,0,2,2,4,1,7,3,120.5336665,23.1729731
106/3/14,台南市,大內區,曲溪里,住宅,50,0,0,5,5,0,5,5,0,0,0,0,120.3925467,23.1145349
106/3/15,台南市,佳里區,民安里,住宅,60,0,0,6,6,0,0,0,0,0,0,0,120.1906803,23.1678819
106/3/13,台南市,西港區,劉厝里,住宅,60,0,4,6,10,0,0,0,0,0,0,0,120.1791357,23.1327161
106/3/14,台南市,學甲區,新達里,住宅,52,0,0,6,6,0,0,0,0,0,0,0,120.2108809,23.2414846
106/3/16,台南市,學甲區,仁得里,住宅,55,0,0,6,6,0,0,0,0,0,0,0,120.1791357,23.2240163
106/3/14,台南市,新營區,大宏里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.3190457,23.3084712
106/3/16,台南市,新營區,民榮里,住宅,55,0,0,13,13,0,0,0,0,0,0,0,120.2988617,23.3020279
106/3/16,台南市,新營區,中營里,住宅,62,1,0,12,12,0,2,2,3,1,17,5,120.330578,23.3087022
106/3/14,台南市,鹽水區,義稠里,住宅,50,0,0,3,3,0,3,3,0,0,0,0,120.258041,23.325119
106/3/14,台南市,鹽水區,橋南里,住宅,50,0,0,9,9,0,9,9,0,0,0,0,120.2714642,23.3064999
106/3/15,台南市,鹽水區,歡雅里,住宅,100,0,0,1,1,0,1,1,0,0,0,0,120.2368486,23.2869972
106/3/15,台南市,鹽水區,大莊里,住宅,50,0,0,1,1,0,1,1,0,0,0,0,120.2469457,23.2915693
106/3/15,台南市,鹽水區,舊營里,住宅,50,0,0,1,1,0,1,1,0,0,0,0,120.2599266,23.2982122
