日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/9/18,台南市,東　區,和平里,住宅,50,4,5,8,13,0,4,4,8,2,31,7,22.9745842,120.2354061
2017/9/18,台南市,東　區,崇誨里,住宅,50,1,5,9,14,0,1,1,2,1,7,3,22.989711,120.2256687
2017/9/18,台南市,東　區,南聖里,住宅,50,1,3,11,14,0,2,2,4,1,14,4,22.9890944,120.2462245
2017/9/18,台南市,東　區,後甲里,住宅,50,0,7,4,11,0,0,0,0,0,0,0,22.9927707,120.2382911
2017/9/18,台南市,東　區,大智里,住宅,53,0,20,8,28,0,0,0,0,0,0,0,22.962286,120.2332423
2017/9/19,台南市,東　區,德光里,住宅,50,0,13,8,21,0,0,0,0,0,0,0,22.981112,120.2202587
2017/9/19,台南市,東　區,崇善里,住宅,50,0,6,10,16,0,0,0,0,0,0,0,22.9736282,120.2303571
2017/9/19,台南市,東　區,大福里,住宅,50,1,7,6,13,0,1,1,2,1,8,3,22.9739636,120.2159306
2017/9/19,台南市,東　區,自強里,住宅,50,1,9,10,19,0,1,1,2,1,5,2,22.9824198,120.2332423
2017/9/20,台南市,東　區,大學里,學校,93,0,14,7,21,0,0,0,0,0,0,0,22.9963981,120.2209801
2017/9/20,台南市,東　區,成大里,住宅,50,1,3,9,12,0,1,1,2,1,8,3,22.9976069,120.2152092
2017/9/20,台南市,東　區,東明里,住宅,50,2,12,3,15,1,1,2,4,1,13,4,22.9916823,120.227472
2017/9/20,台南市,東　區,大學里,學校,63,0,4,13,17,0,0,0,0,0,0,0,22.9963981,120.2209801
2017/9/20,台南市,東　區,成大里,學校,113,1,14,17,31,0,1,1,1,1,3,2,22.9976069,120.2152092
2017/9/20,台南市,東　區,成大里,住宅,50,2,11,5,16,3,0,3,6,2,19,5,22.9976069,120.2152092
2017/9/20,台南市,東　區,成大里,住宅,62,0,4,13,17,0,0,0,0,0,0,0,22.9976069,120.2152092
