日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
105/9/26,台南市,東區,東明里,公園,1,0,0,9,9,0,0,0,0,0,0,0,120.227472,22.9916823
105/9/26,台南市,東區,崇明里,公園,1,0,0,9,9,0,0,0,0,0,0,0,120.2195374,22.9685104
105/9/29,台南市,東區,裕聖里,住宅,50,4,0,46,46,0,5,5,10,3,11,4,120.2469457,22.9802195
105/9/29,台南市,東區,圍下里,住宅,54,0,4,10,14,0,0,0,0,0,0,0,120.2148485,22.9919771
105/9/29,台南市,東區,崇信里,住宅,51,1,14,39,53,0,1,1,2,1,2,1,120.227472,22.9809439
105/9/26,台南市,東區,崇德里,住宅,50,1,3,8,11,0,2,2,4,1,18,5,120.2260293,22.9745344
105/9/30,台南市,東區,成大里,住宅,50,1,15,26,41,8,2,10,20,4,24,6,120.2152092,22.9976069
105/9/30,台南市,東區,龍山里,住宅,75,1,7,22,29,0,1,1,1,1,3,2,120.2217014,22.9834946
105/9/26,台南市,南區,大恩里,住宅,50,1,2,1,3,0,1,1,2,1,33,8,120.2079953,22.9548154
105/9/29,台南市,南區,文華里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.1899588,22.98611
105/9/29,台南市,南區,國宅里,住宅,50,1,8,9,17,0,2,2,4,1,12,4,120.1870727,22.9759721
105/9/10,台南市,南區,明德里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.200781,22.9710918
105/9/12,台南市,南區,大恩里,住宅,50,0,3,1,4,0,0,0,0,0,0,0,120.2079953,22.9548154
105/9/19,台南市,南區,喜東里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.1906803,22.9423225
105/9/21,台南市,南區,建南里,住宅,50,0,4,13,17,0,0,0,0,0,0,0,120.1964522,22.9572284
105/9/26,台南市,南區,興農里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.1921233,22.9299372
105/9/29,台南市,南區,文華里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.1899588,22.98611
105/9/23,台南市,北區,開元里,住宅,50,0,11,15,26,0,0,0,0,0,0,0,120.2217014,23.0130263
105/9/26,台南市,北區,小康里,住宅,50,3,0,8,8,0,3,3,6,2,38,8,120.2173733,23.0152758
105/9/29,台南市,北區,國興里,住宅,50,2,8,14,22,0,2,2,4,1,9,3,120.2260293,23.0094345
105/9/29,台南市,北區,大仁里,住宅,50,1,9,37,46,0,1,1,2,1,2,1,120.2148485,23.0074149
105/9/30,台南市,北區,長德里,住宅,1,1,2,0,2,2,0,2,200,9,100,9,120.2058311,23.002927
105/9/30,台南市,北區,和順里,住宅,2,2,0,27,27,0,2,2,100,8,7,3,120.2015025,23.0051759
105/9/26,台南市,中西區,銀同里,住宅,80,4,21,11,32,2,7,9,11,3,28,7,120.2069132,22.9909536
105/9/26,台南市,中西區,銀同里,住宅,51,1,8,4,12,0,1,1,2,1,8,3,120.2069132,22.9909536
105/9/29,台南市,中西區,青年里,住宅,50,0,15,23,38,0,0,0,0,0,0,0,120.2090774,22.9925143
105/9/29,台南市,中西區,大南里,機關,63,0,12,24,36,0,0,0,0,0,0,0,120.2029453,22.9847358
105/9/29,台南市,中西區,萬昌里,住宅,50,0,12,17,29,0,0,0,0,0,0,0,120.2101595,22.9899384
105/9/29,台南市,中西區,銀同里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,120.2069132,22.9909536
105/9/29,台南市,中西區,銀同里,住宅,52,0,6,17,23,0,0,0,0,0,0,0,120.2069132,22.9909536
105/9/29,台南市,中西區,銀同里,住宅,9,0,8,0,8,0,0,0,0,0,0,0,120.2069132,22.9909536
105/9/29,台南市,中西區,永福里,市場,1,0,18,13,31,0,0,0,0,0,0,0,120.2018632,22.9933532
105/9/29,台南市,中西區,銀同里,住宅,51,1,10,7,17,1,0,1,2,1,6,3,120.2069132,22.9909536
105/9/29,台南市,中西區,銀同里,住宅,50,0,12,22,34,0,0,0,0,0,0,0,120.2069132,22.9909536
105/9/29,台南市,中西區,永福里,學校,50,0,6,8,14,0,0,0,0,0,0,0,120.2018632,22.9933532
105/9/29,台南市,中西區,進學里,住宅,50,0,18,11,29,0,0,0,0,0,0,0,120.2015025,22.9877228
105/9/29,台南市,中西區,永華里,機關,13,0,0,8,8,0,0,0,0,0,0,0,120.2043882,22.9911465
105/9/29,台南市,中西區,郡王里,其他,28,1,28,26,54,0,1,1,4,1,2,1,120.2072739,22.986515
105/9/29,台南市,中西區,郡王里,學校,1,1,0,75,75,0,1,1,100,8,1,1,120.2072739,22.986515
105/9/29,台南市,中西區,三民里,其他,27,0,22,11,33,0,0,0,0,0,0,0,120.2058311,22.994872
105/9/29,台南市,中西區,永福里,公園,1,0,0,4,4,0,0,0,0,0,0,0,120.2018632,22.9933532
105/9/29,台南市,中西區,永華里,學校,50,0,9,24,33,0,0,0,0,0,0,0,120.2043882,22.9911465
105/9/29,台南市,中西區,永華里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,120.2043882,22.9911465
105/9/29,台南市,中西區,永華里,住宅,50,0,2,27,29,0,0,0,0,0,0,0,120.2043882,22.9911465
105/9/29,台南市,中西區,大南里,公園,33,0,3,39,42,0,0,0,0,0,0,0,120.2029453,22.9847358
105/9/29,台南市,中西區,開山里,其他,50,1,5,13,18,0,1,1,2,1,6,3,120.2097988,22.9876646
105/9/29,台南市,中西區,永華里,住宅,50,2,0,15,15,0,4,4,8,2,27,6,120.2043882,22.9911465
105/9/30,台南市,中西區,萬昌里,住宅,50,1,1,15,16,0,1,1,2,1,6,3,120.2101595,22.9899384
105/9/30,台南市,中西區,萬昌里,住宅,100,0,3,29,32,0,0,0,0,0,0,0,120.2101595,22.9899384
105/9/30,台南市,中西區,萬昌里,住宅,53,0,4,14,18,0,0,0,0,0,0,0,120.2101595,22.9899384
105/9/30,台南市,中西區,萬昌里,住宅,68,1,14,17,31,1,0,1,1,1,3,2,120.2101595,22.9899384
105/9/30,台南市,中西區,萬昌里,市場,1,1,5,11,16,0,2,2,200,9,13,4,120.2101595,22.9899384
105/9/30,台南市,中西區,銀同里,住宅,50,1,2,3,5,0,1,1,2,1,20,5,120.2069132,22.9909536
105/9/30,台南市,中西區,萬昌里,住宅,50,0,9,22,31,0,0,0,0,0,0,0,120.2101595,22.9899384
105/9/10,台南市,中西區,民生里,住宅,50,3,2,14,16,1,2,3,6,2,19,5,120.1917626,22.989425
105/9/10,台南市,中西區,民生里,住宅,50,5,6,14,20,2,4,6,12,3,30,7,120.1917626,22.989425
105/9/10,台南市,中西區,永華里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2043882,22.9911465
105/9/23,台南市,中西區,永福里,住宅,50,0,38,2,40,0,0,0,0,0,0,0,120.2018632,22.9933532
105/9/23,台南市,中西區,永福里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,120.2018632,22.9933532
105/9/23,台南市,中西區,三合里,住宅,50,1,2,3,5,1,0,1,2,1,20,5,120.1960915,22.9999315
105/9/30,台南市,中西區,永華里,住宅,74,4,14,25,39,0,4,4,5,2,10,4,120.2043882,22.9911465
105/9/26,台南市,安南區,國安里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,120.1805789,23.0236541
105/9/30,台南市,安南區,國安里,住宅,50,1,11,17,28,0,1,1,2,1,4,2,120.1805789,23.0236541
105/9/8,台南市,安南區,安慶里,住宅,50,0,4,19,23,0,0,0,0,0,0,0,120.2094381,23.0390892
105/9/10,台南市,安南區,安東里,住宅,50,0,10,8,18,0,0,0,0,0,0,0,120.2180947,23.0372738
105/9/12,台南市,安南區,海南里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.1675902,23.0116011
105/9/12,台南市,安南區,理想里,住宅,50,1,13,8,21,2,0,2,4,1,10,4,120.1914018,23.0368283
105/9/22,台南市,安南區,溪墘里,住宅,51,1,2,16,18,0,3,3,6,2,17,5,120.1928448,23.0244424
105/9/23,台南市,安南區,安西里,住宅,50,0,6,17,23,0,0,0,0,0,0,0,120.2094381,23.0310345
105/9/26,台南市,安平區,育平里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.1661469,22.989074
105/9/29,台南市,安平區,華平里,空地,20,1,0,26,26,0,1,1,5,2,4,2,120.1740847,22.9948005
105/9/26,台南市,仁德區,三甲里,住宅,104,10,9,66,75,0,12,12,12,3,16,5,120.2368486,22.9326731
105/9/26,台南市,仁德區,成功里,住宅,50,7,3,27,30,0,7,7,14,3,23,6,120.225308,22.9404559
105/9/26,台南市,仁德區,成功里,住宅,50,3,8,15,23,0,5,5,10,3,22,6,120.225308,22.9404559
105/9/29,台南市,仁德區,一甲里,住宅,53,6,3,48,51,0,9,9,17,3,18,5,120.2613689,22.9771958
105/9/29,台南市,仁德區,一甲里,住宅,75,0,7,47,54,0,0,0,0,0,0,0,120.2613689,22.9771958
105/9/29,台南市,仁德區,一甲里,住宅,50,3,7,67,74,0,4,4,8,2,5,2,120.2613689,22.9771958
105/9/29,台南市,仁德區,一甲里,住宅,50,6,6,34,40,1,10,11,22,4,28,7,120.2613689,22.9771958
105/9/29,台南市,仁德區,仁和里,空屋,52,3,8,24,32,1,2,3,6,2,9,3,120.224226,22.9591394
105/9/29,台南市,仁德區,仁愛里,空屋,75,10,13,67,80,2,12,14,19,3,18,5,120.2209801,22.9534423
105/9/30,台南市,仁德區,仁義里,住宅,50,2,23,42,65,0,4,4,8,2,6,3,120.2656955,22.9695788
105/9/30,台南市,仁德區,仁義里,住宅,50,4,6,44,50,0,7,7,14,3,14,4,120.2656955,22.9695788
105/9/30,台南市,仁德區,仁義里,住宅,50,9,2,49,51,0,21,21,42,5,41,9,120.2656955,22.9695788
105/9/29,台南市,歸仁區,大潭里,學校,50,0,4,32,36,0,0,0,0,0,0,0,120.2945362,22.9098618
105/9/20,台南市,龍崎區,石曹里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.378138,22.9540045
105/9/20,台南市,龍崎區,中坑里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.3608455,22.9522795
105/9/21,台南市,龍崎區,龍船里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.4213592,22.9475806
105/9/22,台南市,龍崎區,崎頂里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.3839017,22.9688808
105/9/26,台南市,永康區,尚頂里,住宅,50,1,6,4,10,0,1,1,2,1,10,4,120.225308,23.0263645
105/9/29,台南市,永康區,北灣里,住宅,50,3,2,35,37,0,6,6,12,3,16,5,120.270022,23.012954
105/9/29,台南市,永康區,西灣里,住宅,50,3,17,41,58,1,10,11,22,4,19,5,120.2613689,23.0120871
42644,台南市,永康區,二王里,住宅,100,5,9,30,39,1,5,6,6,2,15,5,120.2469457,23.0177985
105/9/30,台南市,永康區,復興里,住宅,50,6,1,22,23,1,6,7,14,3,30,7,120.2440609,22.9969297
105/9/17,台南市,山上區,明和里,住宅,53,0,0,9,9,0,0,0,0,0,0,0,120.3406679,23.1147826
105/9/21,台南市,山上區,平陽里,住宅,75,0,0,26,26,0,0,0,0,0,0,0,120.3752561,23.0860157
105/9/5,台南市,玉井區,玉田里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,120.4602459,23.1202824
105/9/7,台南市,玉井區,中正里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.464566,23.1448237
105/9/9,台南市,玉井區,玉田里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4602459,23.1202824
105/9/19,台南市,玉井區,竹圍里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.478965,23.1337231
105/9/22,台南市,玉井區,玉田里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4602459,23.1202824
105/9/23,台南市,玉井區,中正里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.464566,23.1448237
105/9/21,台南市,左鎮區,榮和里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3925467,23.0716338
105/9/21,台南市,左鎮區,光和里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,120.3752561,23.0645624
105/9/22,台南市,左鎮區,二寮里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.4155972,22.9863293
105/9/23,台南市,左鎮區,中正里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,120.409835,23.0679769
105/9/10,台南市,左鎮區,岡林里,住宅,50,0,1,33,34,0,0,0,0,0,0,0,120.4184782,23.0259348
105/9/29,台南市,左鎮區,睦光里,住宅,50,1,0,25,25,0,1,1,2,1,4,2,120.4213592,23.0601765
105/9/30,台南市,左鎮區,澄山里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.3954282,23.0200795
105/9/21,台南市,麻豆區,北勢里,住宅,60,0,0,2,2,0,0,0,0,0,0,0,120.2368486,23.2064745
105/9/23,台南市,麻豆區,安西里,住宅,65,3,6,14,20,0,3,3,5,2,15,5,120.241176,23.1639573
105/9/23,台南市,麻豆區,小埤里,住宅,70,5,9,20,29,0,5,5,7,2,17,5,120.232521,23.187256
105/9/1,台南市,下營區,中營里,住宅,50,0,0,28,28,0,0,0,0,0,0,0,120.2729063,23.2189842
105/9/5,台南市,下營區,營前里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.270022,23.2276447
105/9/9,台南市,下營區,新興里,住宅,50,0,0,31,31,0,0,0,0,0,0,0,120.2772325,23.235511
105/9/12,台南市,下營區,開化里,住宅,50,0,0,27,27,0,0,0,0,0,0,0,120.2772325,23.2086774
105/9/19,台南市,下營區,賀建里,住宅,50,0,0,26,26,0,0,0,0,0,0,0,120.2887685,23.2491677
105/9/20,台南市,下營區,茅港里,住宅,50,0,0,27,27,0,0,0,0,0,0,0,120.2830007,23.2235571
105/9/9,台南市,六甲區,龜港里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,120.3060706,23.2508669
105/9/13,台南市,六甲區,龍湖里,住宅,51,0,0,9,9,0,0,0,0,0,0,0,120.3536396,23.2179786
105/9/21,台南市,六甲區,中社里,住宅,54,0,0,13,13,0,0,0,0,0,0,0,120.3262535,23.2385397
105/9/23,台南市,六甲區,王爺里,住宅,52,0,0,19,19,0,0,0,0,0,0,0,120.3954282,23.2238524
105/9/29,台南市,六甲區,二甲里,住宅,50,0,0,27,27,0,0,0,0,0,0,0,120.344992,23.2278593
105/9/30,台南市,佳里區,嘉福里,住宅,66,0,0,10,10,0,0,0,0,0,0,0,120.1546002,23.1687554
105/9/10,台南市,七股區,慷榔里,住宅,58,1,0,29,29,0,1,1,2,1,3,2,120.1011836,23.1195166
105/9/10,台南市,七股區,大埕里,住宅,52,0,0,18,18,0,0,0,0,0,0,0,120.144496,23.1453614
105/9/19,台南市,七股區,中寮里,地區,51,0,0,18,18,0,0,0,0,0,0,0,120.1156226,23.1567918
105/9/19,台南市,七股區,篤加里,住宅,55,0,0,13,13,0,0,0,0,0,0,0,120.1387218,23.1573177
105/9/22,台南市,七股區,竹港里,住宅,79,0,0,41,41,0,0,0,0,0,0,0,120.1733631,23.1124449
105/9/30,台南市,七股區,七股里,住宅,50,1,1,0,1,1,0,1,2,1,100,9,120.134391,23.1300216
105/9/20,台南市,學甲區,中洲里,地區,52,0,0,4,4,0,0,0,0,0,0,0,120.1502699,23.2462108
105/9/20,台南市,學甲區,大灣里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.1863512,23.2157828
105/9/20,台南市,學甲區,新榮里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.1863512,23.2265232
105/9/23,台南市,學甲區,仁得里,住宅,60,0,0,17,17,0,0,0,0,0,0,0,120.1791357,23.2240163
105/9/20,台南市,新營區,延平里,住宅,92,0,0,20,20,0,0,0,0,0,0,0,120.3121979,23.3022139
105/9/21,台南市,新營區,民榮里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2988617,23.3020279
105/9/21,台南市,新營區,中營里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.330578,23.3087022
105/9/21,台南市,新營區,三仙里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.3111166,23.3121679
105/9/21,台南市,新營區,民權里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.314,23.3075315
105/9/29,台南市,新營區,新東里,住宅,37,0,2,4,6,0,0,0,0,0,0,0,120.324812,23.3152926
105/9/9,台南市,東山區,青山里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.4847242,23.2771856
105/9/9,台南市,東山區,東原里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4530456,23.2866317
105/9/9,台南市,東山區,東山里,住宅,50,0,0,34,34,0,0,0,0,0,0,0,120.4026318,23.3282152
105/9/10,台南市,東山區,東中里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3983097,23.3170734
105/9/20,台南市,東山區,東正里,住宅,50,0,0,35,35,0,0,0,0,0,0,0,120.409835,23.3253379
105/9/22,台南市,東山區,東河里,住宅,50,0,0,18,18,0,0,0,0,0,0,0,120.3810199,23.293947
105/10/3,台南市,東區,和平里,住宅,63,1,2,18,20,0,3,3,5,2,15,5,120.2354061,22.9745842
105/10/7,台南市,東區,大德里,住宅,53,1,27,15,42,1,0,1,2,1,2,1,120.2148485,22.9778817
105/10/3,台南市,東區,東門里,住宅,50,4,1,36,37,0,9,9,18,3,24,6,120.2144878,22.9890322
105/10/3,台南市,東區,裕農里,住宅,50,4,4,17,21,1,3,4,8,2,19,5,120.2289146,22.9886954
105/10/3,台南市,東區,崇誨里,住宅,50,11,0,20,20,0,11,11,22,4,55,9,120.2256687,22.989711
105/10/3,台南市,東區,富裕里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,120.227472,22.9849708
105/10/4,台南市,東區,關聖里,住宅,50,5,7,7,14,1,4,5,10,3,36,8,120.2418972,22.985975
105/10/4,台南市,東區,德光里,住宅,50,2,2,13,15,0,5,5,10,3,33,8,120.2202587,22.981112
105/10/4,台南市,東區,南聖里,住宅,50,2,1,14,15,0,3,3,6,2,20,5,120.2462245,22.9890944
105/10/4,台南市,東區,德高里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,120.2354061,22.9665308
105/10/5,台南市,東區,裕聖里,住宅,50,5,1,21,22,0,5,5,10,3,23,6,120.2469457,22.9802195
105/10/5,台南市,東區,德高里,機關,1,0,1,0,1,0,0,0,0,0,0,0,120.2354061,22.9665308
105/10/5,台南市,東區,成大里,學校,100,3,3,9,12,1,2,3,3,1,25,6,120.2152092,22.9976069
105/10/5,台南市,東區,大同里,住宅,50,0,8,2,10,0,0,0,0,0,0,0,120.2130451,22.9839645
105/10/5,台南市,東區,忠孝里,空地,20,0,4,6,10,0,0,0,0,0,0,0,120.218816,22.9773869
105/10/6,台南市,東區,復興里,學校,30,4,1,41,42,0,4,4,13,3,10,4,120.2375698,22.9815131
105/10/6,台南市,東區,東明里,其他,34,2,25,2,27,2,0,2,6,2,7,3,120.227472,22.9916823
105/10/6,台南市,東區,成大里,住宅,100,0,0,9,9,0,0,0,0,0,0,0,120.2152092,22.9976069
105/10/6,台南市,東區,龍山里,住宅,50,1,1,12,13,0,1,1,2,1,8,3,120.2217014,22.9834946
105/10/6,台南市,東區,成大里,學校,30,0,0,9,9,0,0,0,0,0,0,0,120.2152092,22.9976069
105/10/5,台南市,東區,大學里,住宅,14,0,5,7,12,0,0,0,0,0,0,0,120.2209801,22.9963981
105/10/6,台南市,東區,小東里,住宅,14,0,2,8,10,0,0,0,0,0,0,0,120.227472,22.9970514
105/10/7,台南市,東區,泉南里,住宅,13,0,19,0,19,0,0,0,0,0,0,0,120.2159306,22.9847029
105/10/7,台南市,東區,東聖里,住宅,10,1,5,0,5,1,0,1,10,3,20,5,120.2346848,22.9861443
105/10/7,台南市,東區,成大里,住宅,16,0,9,0,9,0,0,0,0,0,0,0,120.2152092,22.9976069
105/10/7,台南市,東區,崇誨里,住宅,25,2,19,14,33,1,2,3,12,3,9,3,120.2256687,22.989711
105/10/7,台南市,東區,泉南里,住宅,50,2,18,8,26,0,2,2,4,1,8,3,120.2159306,22.9847029
105/10/7,台南市,東區,大同里,其他,10,0,3,0,3,0,0,0,0,0,0,0,120.2130451,22.9839645
105/10/7,台南市,東區,崇成里,住宅,50,1,6,4,10,0,1,1,2,1,10,4,120.2289146,22.9712457
105/10/7,台南市,東區,東光里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.2303571,22.99242
105/10/3,台南市,南區,彰南里,住宅,50,1,8,23,31,0,4,4,8,2,13,4,120.1791357,22.9715887
105/10/3,台南市,南區,金華里,住宅,50,1,2,12,14,0,1,1,2,1,7,3,120.1885158,22.9796984
105/10/4,台南市,南區,新興里,住宅,50,1,2,1,3,0,1,1,2,1,33,8,120.19537,22.9799434
105/10/4,台南市,南區,南都里,住宅,50,1,2,12,14,0,1,1,2,1,7,3,120.1841866,22.9550918
105/10/5,台南市,南區,南都里,住宅,51,2,3,17,20,0,3,3,6,2,15,5,120.1841866,22.9550918
105/10/5,台南市,南區,竹溪里,住宅,50,1,15,1,16,1,0,1,2,1,6,3,120.2065525,22.9779397
105/10/5,台南市,南區,竹溪里,機關,50,0,9,9,18,0,0,0,0,0,0,0,120.2065525,22.9779397
105/10/5,台南市,南區,明德里,學校,15,0,0,2,2,0,0,0,0,0,0,0,120.200781,22.9710918
105/10/5,台南市,南區,南都里,住宅,15,0,0,3,3,0,0,0,0,0,0,0,120.1841866,22.9550918
105/10/5,台南市,南區,竹溪里,住宅,50,0,6,1,7,0,0,0,0,0,0,0,120.2065525,22.9779397
105/10/5,台南市,南區,竹溪里,其他,15,0,0,9,9,0,0,0,0,0,0,0,120.2065525,22.9779397
105/10/6,台南市,南區,大恩里,其他,23,0,3,33,36,0,0,0,0,0,0,0,120.2079953,22.9548154
105/10/6,台南市,南區,開南里,住宅,50,2,0,18,18,0,2,2,4,1,11,4,120.1856297,22.9668748
105/10/6,台南市,南區,田寮里,住宅,50,1,2,6,8,0,1,1,2,1,13,4,120.1957308,22.976847
105/10/7,台南市,南區,大林里,其他,10,0,5,0,5,0,0,0,0,0,0,0,120.2058311,22.9733919
105/10/7,台南市,南區,府南里,住宅,115,2,1,26,27,0,2,2,2,1,7,3,120.1950093,22.9722988
105/10/7,台南市,南區,金華里,住宅,50,2,1,5,6,0,3,3,6,2,50,9,120.1885158,22.9796984
105/10/3,台南市,北區,延平里,住宅,50,5,3,17,20,0,6,6,12,3,30,7,120.211963,23.0107043
105/10/3,台南市,北區,國姓里,住宅,50,2,4,17,21,1,1,2,4,1,10,4,120.2087167,23.0076926
105/10/3,台南市,北區,力行里,住宅,50,3,4,28,32,0,3,3,6,2,9,3,120.2292752,23.0084185
105/10/3,台南市,北區,中樓里,住宅,50,2,4,13,17,0,2,2,4,1,12,4,120.2159306,23.0034966
105/10/4,台南市,北區,仁愛里,住宅,75,6,23,44,67,0,6,6,8,2,9,3,120.2202587,23.0025898
105/10/4,台南市,北區,文成里,住宅,75,4,10,23,33,0,4,4,5,2,12,4,120.1971737,23.0074248
105/10/5,台南市,北區,和順里,其他,6,0,0,6,6,0,0,0,0,0,0,0,120.2015025,23.0051759
105/10/5,台南市,北區,勝安里,住宅,50,1,2,3,5,0,1,1,2,1,20,5,120.217734,23.0074816
105/10/5,台南市,北區,華興里,住宅,50,2,6,11,17,1,1,2,4,1,12,4,120.2249474,23.0073122
105/10/5,台南市,北區,大豐里,住宅,16,0,10,0,10,0,0,0,0,0,0,0,120.1921233,23.0078107
105/10/5,台南市,北區,大豐里,其他,14,0,6,0,6,0,0,0,0,0,0,0,120.1921233,23.0078107
105/10/6,台南市,北區,大豐里,其他,7,0,0,0,0,0,0,0,0,0,0,0,120.1921233,23.0078107
105/10/6,台南市,北區,振興里,住宅,75,0,2,19,21,0,0,0,0,0,0,0,120.2217014,23.0063146
105/10/6,台南市,北區,五福里,住宅,75,0,4,9,13,0,0,0,0,0,0,0,120.2033061,23.0004351
105/10/7,台南市,北區,和順里,其他,18,0,0,1,1,0,0,0,0,0,0,0,120.2015025,23.0051759
105/10/5,台南市,中西區,水仙里,市場,8,1,0,42,42,0,1,1,13,3,2,1,120.1986166,22.9963821
105/10/4,台南市,中西區,青年里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,120.2090774,22.9925143
105/10/6,台南市,中西區,三民里,其他,14,0,2,2,4,0,0,0,0,0,0,0,120.2058311,22.994872
105/10/6,台南市,中西區,安海里,住宅,50,2,8,17,25,0,2,2,4,1,8,3,120.1924841,22.9959872
105/10/6,台南市,中西區,萬昌里,住宅,50,1,11,15,26,0,1,1,2,1,4,2,120.2101595,22.9899384
105/10/7,台南市,中西區,水仙里,其他,9,0,3,0,3,0,0,0,0,0,0,0,120.1986166,22.9963821
105/10/7,台南市,中西區,赤嵌里,其他,9,0,6,1,7,0,0,0,0,0,0,0,120.2072739,22.9972549
105/10/3,台南市,安南區,佃東里,住宅,50,4,7,32,39,0,4,4,8,2,10,4,120.1849082,23.0724268
105/10/3,台南市,安南區,理想里,住宅,50,0,12,12,24,0,0,0,0,0,0,0,120.1914018,23.0368283
105/10/4,台南市,安南區,佃西里,學校,2,0,0,1,1,0,0,0,0,0,0,0,120.1690334,23.0717267
