日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
105/1/18,台南市,仁德區,太子里,住宅,56,0,6,11,17,0,0,0,0,0,0,0,120.2584844,22.9912207
105/1/18,台南市,仁德區,仁愛里,住宅,60,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9534423
105/1/9,台南市,歸仁區,文化里,住宅,785,0,0,99,99,0,0,0,0,0,0,0,120.2959658,22.9701826
105/1/19,台南市,關廟區,關廟里,住宅,57,2,0,30,30,0,3,3,5,2,10,4,120.3320195,22.9637053
105/1/20,台南市,關廟區,龜洞里,住宅,88,3,0,40,40,0,3,3,3,1,8,3,120.349767,22.90242
105/1/21,台南市,關廟區,香洋里,住宅,412,3,0,70,70,0,3,3,1,1,4,2,120.32933,22.955209
105/1/22,台南市,關廟區,東勢里,住宅,53,0,0,11,11,0,0,0,0,0,0,0,120.3421093,22.9521957
105/1/6,台南市,永康區,鹽行里,學校,60,0,3,14,17,0,0,0,0,0,0,0,120.236648,23.040975
105/1/6,台南市,永康區,鹽洲里,住宅,90,0,0,8,8,0,0,0,0,0,0,0,120.2353158,23.0436165
105/1/8,台南市,永康區,鹽洲里,住宅,54,0,0,18,18,0,0,0,0,0,0,0,120.2353158,23.0436165
105/1/18,台南市,永康區,埔園里,住宅,60,1,0,21,21,0,1,1,2,1,5,2,120.2584844,23.0341644
105/1/18,台南市,永康區,大灣里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2707431,23.0067641
105/1/20,台南市,永康區,西灣里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2613689,23.0120871
105/1/21,台南市,永康區,成功里,住宅,50,1,0,2,2,0,1,1,2,1,50,9,120.2379305,23.0032483
105/1/18,台南市,新化區,全興里,住宅,60,0,3,7,10,0,0,0,0,0,0,0,120.2945362,23.0279282
105/1/19,台南市,新化區,東榮里,住宅,53,0,1,8,9,0,0,0,0,0,0,0,120.3233704,23.0325916
105/1/19,台南市,新化區,中央里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3071519,23.0363418
105/1/4,台南市,善化區,嘉南里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.3291365,23.127949
105/1/5,台南市,善化區,嘉北里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.3349024,23.1428247
105/1/10,台南市,善化區,東關里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2923733,23.1363841
105/1/10,台南市,善化區,坐駕里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.303193,23.122953
105/1/10,台南市,善化區,嘉北里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.3349024,23.1428247
105/1/19,台南市,善化區,嘉南里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.3291365,23.127949
105/1/10,台南市,安定區,六嘉里,住宅,50,0,0,18,18,0,0,0,0,0,0,0,120.205176,23.075217
105/1/13,台南市,安定區,管寮里,住宅,50,0,0,29,29,0,0,0,0,0,0,0,120.218303,23.109038
105/1/14,台南市,安定區,蘇厝里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.250052,23.131523
105/1/20,台南市,安定區,港尾里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.250052,23.131523
105/1/20,台南市,安定區,港口里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2311,23.093731
105/1/21,台南市,安定區,保西里,住宅,52,0,0,12,12,0,0,0,0,0,0,0,120.232521,23.1228326
105/1/5,台南市,楠西區,東勢里,住宅,105,0,0,15,15,0,0,0,0,0,0,0,120.484679,23.179169
105/1/5,台南市,楠西區,鹿田里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.484679,23.179169
105/1/9,台南市,楠西區,楠西里,住宅,50,0,0,26,26,0,0,0,0,0,0,0,120.484679,23.179169
105/1/14,台南市,楠西區,灣丘里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.484679,23.179169
105/1/18,台南市,楠西區,密枝里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.484679,23.179169
105/1/21,台南市,南化區,玉山里,住宅,60,0,0,50,50,0,0,0,0,0,0,0,120.5394232,23.0913916
105/1/21,台南市,南化區,西埔里,住宅,60,0,0,15,15,0,0,0,0,0,0,0,120.4530456,23.0293455
105/1/9,台南市,左鎮區,榮和里,住宅,50,1,0,50,50,0,1,1,2,1,2,1,120.40596,23.059456
105/1/25,台南市,左鎮區,中正里,住宅,60,0,0,0,0,0,0,0,0,0,0,0,120.40596,23.059456
105/1/25,台南市,左鎮區,左鎮里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.40596,23.059456
105/1/25,台南市,左鎮區,榮和里,住宅,51,0,0,2,2,0,0,0,0,0,0,0,120.40596,23.059456
105/1/11,台南市,麻豆區,油車里,住宅,51,0,0,4,4,0,0,0,0,0,0,0,120.241176,23.1907984
105/1/13,台南市,麻豆區,南勢里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2656955,23.1950148
105/1/20,台南市,麻豆區,保安里,住宅,51,1,0,9,9,0,1,1,2,1,11,4,120.2509123,23.1837112
105/1/7,台南市,下營區,營前里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.270022,23.2276447
105/1/8,台南市,下營區,仁里里,住宅,50,0,0,19,19,0,0,0,0,0,0,0,120.2541575,23.2242901
105/1/12,台南市,下營區,中營里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.27567,23.219245
105/1/13,台南市,下營區,西連里,住宅,50,0,0,41,41,0,0,0,0,0,0,0,120.2599266,23.2123357
105/1/20,台南市,下營區,賀建里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,120.2887685,23.2491677
105/1/21,台南市,下營區,大屯里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.2368486,23.2333158
105/1/20,台南市,佳里區,營頂里,住宅,60,0,12,15,27,0,0,0,0,0,0,0,120.1863512,23.1996721
105/1/14,台南市,西港區,西港里,住宅,56,0,0,10,10,0,0,0,0,0,0,0,120.201782,23.121164
105/1/18,台南市,西港區,後營里,住宅,57,0,2,12,14,0,0,0,0,0,0,0,120.201782,23.121164
105/1/18,台南市,西港區,檨林里,住宅,50,0,0,18,18,0,0,0,0,0,0,0,120.201782,23.121164
105/1/12,台南市,七股區,永吉里,住宅,52,0,0,15,15,0,0,0,0,0,0,0,120.128656,23.093895
105/1/19,台南市,七股區,康榔里,住宅,51,0,0,7,7,0,0,0,0,0,0,0,120.1011836,23.1195166
105/1/11,台南市,將軍區,西和里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,120.137211,23.216876
105/1/14,台南市,將軍區,仁和里,住宅,55,0,0,22,22,0,0,0,0,0,0,0,120.137211,23.216876
105/1/14,台南市,北門區,永華里,住宅,50,0,0,20,20,0,0,0,0,0,0,0,120.122114,23.270936
105/1/18,台南市,北門區,永隆里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.122114,23.270936
105/1/19,台南市,學甲區,明宜里,住宅,60,0,0,10,10,0,0,0,0,0,0,0,120.1755279,23.2348463
105/1/9,台南市,新營區,鐵線里,住宅,51,0,0,7,7,0,0,0,0,0,0,0,120.2671377,23.2631404
105/1/19,台南市,新營區,新南里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.2988617,23.3100763
105/1/21,台南市,新營區,新南里,住宅,52,0,2,1,3,0,0,0,0,0,0,0,120.2988617,23.3100763
105/1/21,台南市,新營區,民生里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3075124,23.3055564
105/1/22,台南市,新營區,民權里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.314,23.3075315
105/1/22,台南市,新營區,中營里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.330578,23.3087022
105/1/8,台南市,鹽水區,岸內里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.2714642,23.3279664
105/1/18,台南市,鹽水區,河南里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.241176,23.2525315
105/1/18,台南市,鹽水區,南港里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2498305,23.2507013
105/1/19,台南市,鹽水區,中境里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.2635322,23.3222701
105/1/19,台南市,鹽水區,三生里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.2680391,23.3218171
105/1/19,台南市,鹽水區,水秀里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2815587,23.324482
105/1/19,台南市,東山區,東正里,住宅,50,0,0,32,32,0,0,0,0,0,0,0,120.409835,23.3253379
105/1/20,台南市,東山區,東河里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,120.380656,23.2972
105/1/6,台南市,南　區,廣州里,住宅,50,0,6,11,17,0,0,0,0,0,0,0,120.192535,22.987928
105/1/8,台南市,南　區,明亮里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,120.1877943,22.9563522
105/1/12,台南市,南　區,郡南里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.1630423,22.984707
105/1/15,台南市,南　區,開南里,住宅,52,0,2,12,14,0,0,0,0,0,0,0,120.1877943,22.9563522
105/1/19,台南市,南　區,明興里,住宅,50,0,10,5,15,0,0,0,0,0,0,0,120.1877943,22.9563522
105/1/21,台南市,南　區,文南里,住宅,51,0,9,9,18,0,0,0,0,0,0,0,120.1630423,22.984707
105/1/4,台南市,北　區,三德里,住宅,50,0,4,22,26,0,0,0,0,0,0,0,120.1630423,22.984707
105/1/5,台南市,北　區,文元里,住宅,50,0,4,18,22,0,0,0,0,0,0,0,120.2079953,23.008515
105/1/8,台南市,北　區,長德里,住宅,50,0,11,17,28,0,0,0,0,0,0,0,120.2079953,23.008515
105/1/11,台南市,北　區,小康里,住宅,50,0,9,17,26,0,0,0,0,0,0,0,120.2079953,23.008515
105/1/14,台南市,北　區,興南里,住宅,50,0,4,16,20,0,0,0,0,0,0,0,120.212402,23.013795
105/1/15,台南市,北　區,元寶里,住宅,50,0,4,13,17,0,0,0,0,0,0,0,120.2079953,23.008515
105/1/14,台南市,中西區,赤嵌里,機關,50,1,4,12,16,0,1,1,2,1,6,3,120.1964522,22.9948212
105/1/14,台南市,中西區,水仙里,市場,50,0,7,12,19,0,0,0,0,0,0,0,120.1630423,22.984707
105/1/20,台南市,安南區,溪墘里,住宅,51,0,1,9,10,0,0,0,0,0,0,0,120.1358346,23.0585336
105/1/20,台南市,安南區,幸福里,住宅,51,0,2,11,13,0,0,0,0,0,0,0,120.1358346,23.0585336
105/1/26,台南市,安南區,安富里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,120.1358346,23.0585336
105/1/26,台南市,安南區,海佃里,住宅,51,1,4,13,17,0,1,1,2,1,6,3,120.1652553,23.0593342
105/1/14,台南市,仁德區,保安里,住宅,30,0,0,17,17,0,0,0,0,0,0,0,120.2397336,22.9401228
105/1/14,台南市,仁德區,仁德里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2517399,22.9684524
105/1/28,台南市,仁德區,中洲里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,120.2397336,22.9401228
105/1/25,台南市,歸仁區,武東里,住宅,55,0,0,0,0,0,0,0,0,0,0,0,120.267861,22.92841
105/1/31,台南市,歸仁區,七甲里,住宅,69,0,0,8,8,0,0,0,0,0,0,0,120.29299,22.986396
105/1/20,台南市,龍崎區,龍船里,住宅,50,3,0,42,42,0,3,3,6,2,7,3,120.412151,22.939765
105/1/25,台南市,龍崎區,楠坑里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.378138,22.9540045
105/1/25,台南市,龍崎區,大坪里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,120.378138,22.9540045
105/1/8,台南市,新市區,豊華里,機關,50,0,3,7,10,0,0,0,0,0,0,0,120.292254,23.079063
105/1/14,台南市,新市區,大洲里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.292254,23.079063
105/1/18,台南市,新市區,大營里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.292254,23.079063
105/1/19,台南市,新市區,豊華里,機關,50,0,5,0,5,0,0,0,0,0,0,0,120.292254,23.079063
105/1/20,台南市,新市區,大營里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.292254,23.079063
105/1/30,台南市,新市區,新市里,住宅,50,0,0,22,22,0,0,0,0,0,0,0,120.292254,23.079063
105/1/18,台南市,山上區,玉峰里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.356397,23.101985
105/1/22,台南市,山上區,山上里,住宅,52,0,0,5,5,0,0,0,0,0,0,0,120.356397,23.101985
105/1/28,台南市,山上區,新莊里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.363159,23.098509
105/1/6,台南市,玉井區,玉田里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.4703258,23.1060822
105/1/12,台南市,玉井區,玉井里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.4703258,23.1060822
105/1/15,台南市,玉井區,玉田里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.4703258,23.1060822
105/1/19,台南市,玉井區,豐里里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.4703258,23.1060822
105/1/21,台南市,玉井區,玉田里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.4703258,23.1060822
105/1/25,台南市,玉井區,玉井里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.4703258,23.1060822
105/1/26,台南市,左鎮區,光和里,住宅,50,1,0,6,6,0,1,1,2,1,17,5,4.24E+13,23.0300785
105/1/27,台南市,左鎮區,岡林里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.4242401,23.0300785
105/1/28,台南市,左鎮區,澄山里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.4242401,23.0300785
105/1/12,台南市,六甲區,龍湖里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,120.3320195,23.2426813
105/1/18,台南市,六甲區,六甲里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.274135,22.953774
105/1/21,台南市,六甲區,七甲里,住宅,50,1,0,13,13,0,1,1,2,1,8,3,120.346058,23.222976
105/1/22,台南市,六甲區,龜港里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.3320195,23.2426813
105/1/15,台南市,官田區,社子里,住宅,55,0,0,23,23,0,0,0,0,0,0,0,120.3550808,23.1948768
105/1/19,台南市,官田區,二鎮里,住宅,53,0,0,27,27,0,0,0,0,0,0,0,120.3550808,23.1948768
105/1/22,台南市,官田區,隆田里,住宅,52,0,0,22,22,0,0,0,0,0,0,0,120.3550808,23.1948768
105/1/25,台南市,西港區,檨林里,住宅,50,1,2,32,34,0,1,1,2,1,3,2,120.1993381,23.1257853
105/1/26,台南市,西港區,西港里,住宅,52,0,2,9,11,0,0,0,0,0,0,0,120.1993381,23.1257853
105/1/18,台南市,將軍區,忠興里,住宅,50,1,0,10,10,0,1,1,2,1,10,4,120.137211,23.216876
105/1/26,台南市,將軍區,嘉昌里,住宅,50,0,2,24,26,0,0,0,0,0,0,0,120.137211,23.216876
105/1/19,台南市,北門區,慈安里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.1242853,23.2866026
105/1/25,台南市,學甲區,平和里,住宅,56,0,0,18,18,0,0,0,0,0,0,0,120.1704766,23.2553798
105/1/26,台南市,學甲區,宅港里,住宅,51,0,0,40,40,0,0,0,0,0,0,0,120.1704766,23.2553798
105/1/27,台南市,學甲區,平和里,住宅,51,0,0,40,40,0,0,0,0,0,0,0,120.1704766,23.2553798
105/1/19,台南市,白河區,汴頭里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.4588059,23.3336369
105/1/19,台南市,白河區,庄內里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.4588059,23.3336369
105/1/22,台南市,柳營區,士林里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.3550808,23.2806957
