日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/1/10,台南市,中西區,萬昌里,住宅,50,2,6,8,14,0,2,2,4,1,14,4,120.2101595,22.9899384
106/1/11,台南市,中西區,萬昌里,住宅,60,0,6,8,14,0,0,0,0,0,0,0,120.2101595,22.9899384
106/1/11,台南市,中西區,銀同里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,120.2069132,22.9909536
106/1/12,台南市,中西區,大南里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,120.2029453,22.9847358
106/1/12,台南市,中西區,永華里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2043882,22.9911465
106/1/13,台南市,中西區,光賢里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.1885158,23.0038665
106/1/13,台南市,中西區,西湖里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.1834651,23.0015666
106/1/13,台南市,中西區,協進里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.1910411,22.9976318
106/1/9,台南市,安南區,鹿耳里,住宅,50,2,2,7,9,0,2,2,4,1,22,6,120.1329474,23.0295877
106/1/10,台南市,安南區,顯宮里,住宅,53,5,14,25,39,0,5,5,9,2,13,4,120.144496,23.0432907
106/1/9,台南市,安南區,鹿耳里,住宅,100,4,3,17,20,0,5,5,5,2,25,6,120.1329474,23.0295877
106/1/11,台南市,安南區,城北里,住宅,50,4,0,9,9,0,4,4,8,2,44,9,120.1372782,23.0595747
106/1/12,台南市,安南區,城東里,其他,50,0,0,4,4,0,0,0,0,0,0,0,120.1315037,23.0661555
106/1/12,台南市,安南區,城中里,其他,50,1,1,10,11,0,1,1,2,1,9,3,120.1307819,23.058919
106/1/12,台南市,安南區,鹽田里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,120.1436317,23.0327587
106/1/13,台南市,安南區,城南里,住宅,50,1,0,8,8,0,2,2,4,1,25,6,120.1185102,23.0567837
106/1/13,台南市,安南區,四草里,其他,50,1,4,5,9,0,1,1,2,1,11,4,120.1271727,23.0146755
106/1/9,台南市,安平區,平安里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,120.1726415,22.9991307
106/1/9,台南市,安平區,平安里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,120.1726415,22.9991307
106/1/10,台南市,安平區,怡平里,住宅,50,2,3,6,9,0,2,2,4,1,22,6,120.176971,22.994197
106/1/10,台南市,安平區,怡平里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.176971,22.994197
106/1/11,台南市,安平區,華平里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,120.1740847,22.9948005
106/1/11,台南市,安平區,華平里,住宅,50,1,3,8,11,0,1,1,2,1,9,3,120.1740847,22.9948005
106/1/12,台南市,安平區,港仔里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.1643428,22.999187
106/1/12,台南市,安平區,建平里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.1834651,22.9935103
106/1/13,台南市,安平區,金城里,住宅,50,1,2,5,7,0,1,1,2,1,14,4,120.1488264,22.9953785
106/1/13,台南市,安平區,金城里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.1488264,22.9953785
106/1/14,台南市,歸仁區,辜厝里,住宅,52,0,0,10,10,0,0,0,0,0,0,0,120.2940791,22.9671144
106/1/9,台南市,永康區,西橋里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2260293,23.0134614
106/1/9,台南市,永康區,埔園里,住宅,50,1,4,15,19,1,0,1,2,1,5,2,120.2584844,23.0341644
106/1/9,台南市,永康區,甲頂里,住宅,50,1,3,13,16,1,0,1,2,1,6,3,120.2152092,23.0217702
106/1/9,台南市,永康區,正強里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.251994,23.0294884
106/1/10,台南市,永康區,北灣里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.270022,23.012954
106/1/10,台南市,永康區,龍潭里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2656955,23.0286236
106/1/10,台南市,永康區,西勢里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2772325,23.0154649
106/1/10,台南市,永康區,新樹里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,120.2757905,23.0278443
106/1/11,台南市,永康區,東灣里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.270022,22.9995352
106/1/11,台南市,永康區,南灣里,住宅,50,0,2,12,14,0,0,0,0,0,0,0,120.2613689,22.9986674
106/1/11,台南市,永康區,復華里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,120.2440609,23.0103511
106/1/11,台南市,永康區,東橋里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.241176,23.0243778
106/1/12,台南市,永康區,中興里,住宅,52,0,3,3,6,0,0,0,0,0,0,0,120.2382911,23.0061926
106/1/12,台南市,永康區,永康里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,120.2584844,23.0234285
106/1/12,台南市,永康區,復國里,住宅,50,0,3,2,5,0,0,0,0,0,0,0,120.247364,23.005002
106/1/12,台南市,永康區,神洲里,住宅,51,0,0,3,3,0,0,0,0,0,0,0,120.2408154,23.0046566
106/1/13,台南市,永康區,六合里,住宅,77,0,3,7,10,0,0,0,0,0,0,0,120.2303571,23.0112118
106/1/13,台南市,永康區,大橋里,住宅,75,1,7,12,19,0,1,1,1,1,5,2,120.2302307,23.0184171
106/1/3,台南市,善化區,光文里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.3003035,23.1340393
106/1/12,台南市,善化區,東昌里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.3291365,23.1547738
106/1/12,台南市,善化區,東隆里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3118375,23.1637973
106/1/12,台南市,楠西區,密枝里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,120.5163949,23.2034456
106/1/14,台南市,楠西區,楠西里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.486337,23.174143
106/1/11,台南市,麻豆區,大埕里,住宅,54,0,0,1,1,0,0,0,0,0,0,0,120.2498305,23.1862879
106/1/11,台南市,麻豆區,南勢里,住宅,55,0,0,3,3,0,0,0,0,0,0,0,120.2656955,23.1950148
106/1/13,台南市,麻豆區,晉江里,住宅,60,0,0,22,22,0,1,1,1,1,4,2,120.2534363,23.18083
106/1/14,台南市,麻豆區,總榮里,住宅,52,0,0,3,3,0,0,0,0,0,0,0,120.270022,23.1766577
106/1/11,台南市,六甲區,水林里,住宅,50,1,0,8,8,0,1,1,2,1,0,0,120.3464333,23.2423046
106/1/12,台南市,六甲區,甲南里,住宅,53,0,0,5,5,0,0,0,0,0,0,0,120.3514777,23.2231307
106/1/10,台南市,官田區,隆本里,住宅,55,0,0,20,20,0,0,0,0,0,0,0,120.3075124,23.1982472
106/1/14,台南市,官田區,湖山里,住宅,52,0,0,10,10,0,0,0,0,0,0,0,120.3478746,23.2084736
106/1/11,台南市,佳里區,通興里,住宅,50,0,0,39,39,0,0,0,0,0,0,0,120.161817,23.1417249
106/1/12,台南市,西港區,港東里,住宅,52,0,0,5,5,0,0,0,0,0,0,0,120.2195374,23.1242224
106/1/10,台南市,學甲區,新達里,住宅,68,0,0,1,1,0,0,0,0,0,0,0,120.2108809,23.2414846
106/1/13,台南市,新營區,埤寮里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3190457,23.327248
106/1/13,台南市,新營區,王公里,學校,50,0,0,1,1,0,0,0,0,0,0,0,120.3190457,23.3165185
106/1/14,台南市,白河區,秀祐里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3925467,23.3504738
