日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/12/18,臺南市,東　區,崇德里,住宅,75,2,11,8,19,2,0,2,3,1,11,4,22.9745344,120.2260293
2017/12/18,臺南市,東　區,後甲里,住宅,75,0,11,9,20,0,0,0,0,0,0,0,22.9927707,120.2382911
2017/12/19,臺南市,東　區,南聖里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,22.9890944,120.2462245
2017/12/19,臺南市,東　區,大學里,住宅,50,3,4,6,10,1,2,3,6,2,30,7,22.9963981,120.2209801
2017/12/19,臺南市,東　區,裕農里,住宅,50,1,3,10,13,0,1,1,2,1,8,3,22.9886954,120.2289146
2017/12/19,臺南市,東　區,東光里,住宅,50,1,6,12,18,0,1,1,2,1,6,3,22.99242,120.2303571
2017/12/20,臺南市,東　區,大同里,住宅,50,0,3,19,22,0,0,0,0,0,0,0,22.9839645,120.2130451
2017/12/20,臺南市,東　區,裕農里,住宅,50,1,0,11,11,0,1,1,2,1,9,3,22.9886954,120.2289146
2017/12/20,臺南市,東　區,崇文里,住宅,50,1,5,4,9,1,0,1,2,1,11,4,22.9677389,120.2296358
2017/12/20,臺南市,東　區,後甲里,住宅,51,1,4,30,34,0,1,1,2,1,3,2,22.9927707,120.2382911
2017/12/20,臺南市,東　區,崇明里,住宅,50,0,7,11,18,0,0,0,0,0,0,0,22.969188,120.22063
2017/12/21,臺南市,東　區,忠孝里,住宅,50,1,17,4,21,1,0,1,2,1,5,2,22.9773869,120.218816
2017/12/22,臺南市,東　區,忠孝里,住宅,75,0,7,16,23,0,0,0,0,0,0,0,22.9773869,120.218816
2017/12/22,臺南市,東　區,泉南里,住宅,50,0,3,2,5,0,0,0,0,0,0,0,22.9847029,120.2159306
2017/12/22,臺南市,東　區,大智里,住宅,75,4,7,24,31,0,4,4,5,2,13,4,22.962286,120.2332423
2017/12/22,臺南市,東　區,小東里,住宅,75,1,0,24,24,0,1,1,1,1,4,2,22.9970514,120.227472
2017/12/22,臺南市,東　區,大學里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,22.9963981,120.2209801
2017/12/18,臺南市,南　區,佛壇里,住宅,50,1,3,10,13,0,1,1,2,1,8,3,22.9195212,120.1776926
2017/12/18,臺南市,南　區,新昌里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,22.9835601,120.1957308
2017/12/18,臺南市,南　區,金華里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,22.9796984,120.1885158
2017/12/19,臺南市,南　區,郡南里,住宅,50,3,6,8,14,2,2,4,8,2,29,7,22.964243,120.1950093
2017/12/19,臺南市,南　區,興農里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,22.9299372,120.1921233
2017/12/20,臺南市,南　區,大林里,住宅,51,1,4,6,10,1,0,1,2,1,10,4,22.974413,120.208946
2017/12/20,臺南市,南　區,南都里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.9550918,120.1841866
2017/12/21,臺南市,南　區,金華里,住宅,50,0,18,9,27,0,0,0,0,0,0,0,22.9796984,120.1885158
2017/12/22,臺南市,南　區,大忠里,住宅,50,1,6,11,17,0,1,1,2,1,6,3,22.9698014,120.2101595
2017/12/22,臺南市,南　區,文南里,住宅,50,0,11,16,27,0,0,0,0,0,0,0,22.9840282,120.1870727
2017/12/22,臺南市,南　區,國宅里,住宅,51,1,21,6,27,0,1,1,2,1,4,2,22.976137,120.187265
2017/12/22,臺南市,南　區,開南里,住宅,50,1,1,9,10,0,1,1,2,1,10,4,22.9668748,120.1856297
2017/12/18,臺南市,北　區,大山里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,23.0090596,120.2134058
2017/12/18,臺南市,北　區,安民里,住宅,50,0,10,6,16,0,0,0,0,0,0,0,23.0014504,120.2000596
2017/12/18,臺南市,北　區,成功里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,23.0202949,120.2094381
2017/12/18,臺南市,北　區,興南里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,23.0036652,120.2087167
2017/12/19,臺南市,北　區,小康里,住宅,50,0,8,0,8,0,0,0,0,0,0,0,23.0152758,120.2173733
2017/12/19,臺南市,北　區,延平里,住宅,50,1,2,6,8,0,2,2,4,1,25,6,23.0107043,120.211963
2017/12/19,臺南市,北　區,文成里,住宅,50,1,5,8,13,0,1,1,2,1,8,3,23.0074248,120.1971737
2017/12/19,臺南市,北　區,興北里,住宅,50,0,5,7,12,0,0,0,0,0,0,0,23.0057457,120.2116023
2017/12/19,臺南市,北　區,振興里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0063146,120.2217014
