日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/1/17,台南市,東區,富強里,住宅,56,0,18,12,30,0,0,0,0,0,0,0,120.2317997,22.9867487
106/1/21,台南市,東區,大智里,住宅,53,0,14,17,31,0,0,0,0,0,0,0,120.2332423,22.962286
106/1/16,台南市,東區,大學里,住宅,50,2,0,4,4,0,2,2,4,1,50,9,120.2209801,22.9963981
106/1/16,台南市,東區,後甲里,住宅,50,0,6,0,6,0,0,0,0,0,0,0,120.2382911,22.9927707
106/1/16,台南市,東區,東安里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.2213407,22.9872616
106/1/16,台南市,東區,崇明里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2195374,22.9685104
106/1/17,台南市,東區,德高里,住宅,50,1,0,11,11,0,1,1,2,1,9,3,120.2354061,22.9665308
106/1/17,台南市,東區,小東里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,120.227472,22.9970514
106/1/17,台南市,東區,東明里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,120.227472,22.9916823
106/1/17,台南市,東區,路東里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,120.2134058,22.9801973
106/1/18,台南市,東區,衛國里,住宅,50,1,5,6,11,0,1,1,2,1,9,3,120.2245867,22.9882597
106/1/18,台南市,東區,圍下里,其他,50,0,1,8,9,0,0,0,0,0,0,0,120.2148485,22.9919771
106/1/18,台南市,東區,崇文里,住宅,50,0,7,10,17,0,0,0,0,0,0,0,120.2296358,22.9677389
106/1/18,台南市,東區,崇誨里,市場,50,0,4,3,7,0,0,0,0,0,0,0,120.2256687,22.989711
106/1/20,台南市,東區,泉南里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,120.2159306,22.9847029
106/1/20,台南市,東區,自強里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2332423,22.9824198
106/1/20,台南市,東區,復興里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2375698,22.9815131
106/1/20,台南市,東區,富裕里,住宅,50,0,31,8,39,0,0,0,0,0,0,0,120.227472,22.9849708
106/1/16,台南市,南區,國宅里,住宅,52,1,1,14,15,0,2,2,4,1,13,4,120.1870727,22.9759721
106/1/16,台南市,南區,彰南里,其他,50,0,1,10,11,0,0,0,0,0,0,0,120.1791357,22.9715887
106/1/17,台南市,南區,明興里,住宅,50,1,8,6,14,0,1,1,2,1,7,3,120.1914018,22.9629831
106/1/17,台南市,南區,白雪里,住宅,50,0,1,30,31,0,0,0,0,0,0,0,120.1885158,22.9676143
106/1/18,台南市,南區,喜北里,住宅,51,0,6,7,13,0,0,0,0,0,0,0,120.1776926,22.9490628
106/1/18,台南市,南區,喜南里,住宅,50,1,1,11,12,0,1,1,2,1,8,3,120.1776926,22.9383204
106/1/19,台南市,南區,大忠里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,120.2101595,22.9698014
106/1/19,台南市,南區,大林里,住宅,52,0,3,8,11,0,0,0,0,0,0,0,120.2058311,22.9733919
106/1/20,台南市,南區,省躬里,住宅,52,0,5,11,16,0,0,0,0,0,0,0,120.1863512,22.9338276
106/1/20,台南市,南區,大恩里,住宅,50,1,0,17,17,0,1,1,2,1,6,3,120.2079953,22.9548154
106/1/17,台南市,南區,郡南里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1950093,22.964243
106/1/17,台南市,南區,新興里,住宅,52,0,0,20,20,0,0,0,0,0,0,0,120.19537,22.9799434
106/1/16,台南市,北區,玉皇里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,120.2069132,22.9996798
106/1/16,台南市,北區,東興里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,120.2260293,23.0013807
106/1/16,台南市,北區,元寶里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.224226,23.0114904
106/1/16,台南市,北區,勝安里,住宅,50,1,1,6,7,0,1,1,2,1,14,4,120.217734,23.0074816
106/1/17,台南市,北區,大和里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,120.1914018,23.0153463
106/1/17,台南市,北區,中樓里,住宅,50,0,5,4,9,0,0,0,0,0,0,0,120.2159306,23.0034966
106/1/17,台南市,北區,三德里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,120.2047489,23.000133
106/1/17,台南市,北區,正風里,住宅,50,1,11,12,23,0,1,1,2,1,4,2,120.2148485,23.0154694
106/1/19,台南市,北區,賢北里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,120.1813004,23.006719
106/1/19,台南市,北區,延平里,住宅,53,0,6,6,12,0,0,0,0,0,0,0,120.211963,23.0107043
106/1/20,台南市,北區,成功里,住宅,50,1,6,5,11,0,1,1,2,1,9,3,120.2094381,23.0202949
106/1/20,台南市,北區,成德里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,120.2036668,23.0134491
106/1/20,台南市,北區,中樓里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.2159306,23.0034966
106/1/20,台南市,北區,小康里,住宅,50,1,4,6,10,1,0,1,2,1,10,4,120.2173733,23.0152758
106/1/3,台南市,北區,開元里,住宅,50,0,7,12,19,0,0,0,0,0,0,0,120.2217014,23.0130263
106/1/6,台南市,北區,實踐里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,120.2170126,23.0136734
106/1/10,台南市,北區,賢北里,住宅,50,0,9,14,23,0,0,0,0,0,0,0,120.1813004,23.006719
106/1/13,台南市,北區,長榮里,住宅,50,0,6,19,25,0,0,0,0,0,0,0,120.2191767,23.0091928
106/1/17,台南市,北區,興北里,住宅,50,0,7,9,16,0,0,0,0,0,0,0,120.2116023,23.0057457
106/1/18,台南市,北區,國興里,住宅,50,0,9,10,19,0,0,0,0,0,0,0,120.2260293,23.0094345
106/1/18,台南市,中西區,民主里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.1939271,22.9923288
106/1/21,台南市,中西區,開山里,住宅,60,0,0,3,3,0,0,0,0,0,0,0,120.2097988,22.9876646
106/1/16,台南市,中西區,普濟里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.1996988,22.9991764
106/1/16,台南市,中西區,藥王里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.1914018,22.9992346
106/1/17,台南市,中西區,西賢里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.1719199,23.0039814
106/1/17,台南市,中西區,郡王里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2072739,22.986515
106/1/18,台南市,中西區,民權里,其他,50,0,1,5,6,0,0,0,0,0,0,0,120.1957308,22.9969861
106/1/18,台南市,中西區,仙草里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,120.1986166,22.984299
106/1/19,台南市,中西區,天后里,其他,50,1,7,7,14,0,2,2,4,1,14,4,120.2011417,22.9975318
106/1/19,台南市,中西區,公正里,其他,52,0,5,6,11,0,0,0,0,0,0,0,120.2101595,22.9939658
106/1/20,台南市,中西區,三民里,住宅,50,0,9,3,12,0,0,0,0,0,0,0,120.2058311,22.994872
106/1/20,台南市,中西區,建國里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,120.2000596,22.993395
106/1/16,台南市,安南區,海佃里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,120.1892373,23.0245267
106/1/16,台南市,安南區,原佃里,市場,50,0,7,8,15,0,0,0,0,0,0,0,120.1964522,23.0538947
