日期,臺南市,區別,里別,"調查種類","調查戶數","陽性戶數",調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
2020/1/20,臺南市,東　區,大福里,住宅,51,0,4 ,3 ,7 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2159306,22.9739636
2020/1/20,臺南市,東　區,成大里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2152092,22.9976069
2020/1/20,臺南市,東　區,東光里,住宅,50,0,2 ,15 ,17 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2303571,22.99242
2020/1/22,臺南市,東　區,東安里,住宅,50,0,1 ,3 ,4 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2213407,22.9872616
2020/1/20,臺南市,東　區,東明里,住宅,50,0,4 ,4 ,8 ,0 ,0 ,0 ,0 ,0,0 ,0,120.227472,22.9916823
2020/1/21,臺南市,東　區,東聖里,住宅,50,0,10 ,6 ,16 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2346848,22.9861443
2020/1/20,臺南市,東　區,南聖里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,120.2462245,22.9890944
2020/1/21,臺南市,東　區,後甲里,住宅,50,0,4,14,18,0,0,0,0,0,0,0,120.2382911,22.9927707
2020/1/20,臺南市,東　區,崇明里,菜園,50,0,0,4,4,0,0,0,0,0,0,0,120.2195374,22.9685104
2020/1/20,臺南市,東　區,崇誨里,住宅,50,1,4,5,9,1,0,1,2,1,11,4,120.2256687,22.989711
2020/1/20,臺南市,東　區,莊敬里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,120.232521,22.9966645
2020/1/22,臺南市,東　區,龍山里,住宅,50,0,14,5,19,0,0,0,0,0,0,0,120.2217014,22.9834946
2020/1/22,臺南市,南　區,大林里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.2058311,22.9733919
2020/1/20,臺南市,南　區,文華里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,120.1899588,22.98611
2020/1/22,臺南市,南　區,田寮里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.1957308,22.976847
2020/1/20,臺南市,南　區,光明里,住宅,50,0,3,2,5,0,0,0,0,0,0,0,120.1870727,22.971944
2020/1/20,臺南市,南　區,國宅里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,120.1870727,22.9759721
2020/1/21,臺南市,南　區,開南里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.1856297,22.9668748
2020/1/21,臺南市,南　區,新興里,住宅,50,0,5,10,15,0,0,0,0,0,0,0,120.19537,22.9799434
2020/1/20,臺南市,南　區,廣州里,住宅,50,1,6,5,11,0,1,1,2,1,9,3,120.1928448,22.9841637
2020/1/20,臺南市,南　區,鹽埕里,住宅,50,0,9,6,15,0,0,0,0,0,0,0,120.187246,22.97015
2020/1/20,臺南市,北　區,力行里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2292752,23.0084185
2020/1/20,臺南市,北　區,大光里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2164659,23.0121178
2020/1/21,臺南市,北　區,大港里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.1827435,23.0104452
2020/1/20,臺南市,北　區,大興里,住宅,75,1,5,7,12,0,1,1,1,1,8,3,120.1878641,23.0122966
2020/1/21,臺南市,北　區,大豐里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,120.1921233,23.0078107
2020/1/20,臺南市,北　區,中樓里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.2159306,23.0034966
2020/1/20,臺南市,北　區,仁愛里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2202587,23.0025898
2020/1/22,臺南市,北　區,公園里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2101595,23.0006781
2020/1/22,臺南市,北　區,北門里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.125729,23.2661521
2020/1/20,臺南市,北　區,永祥里,住宅,50,0,5,10,15,0,0,0,0,0,0,0,120.2202587,23.0160134
2020/1/20,臺南市,北　區,立人里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.20171,23.00053
2020/1/20,臺南市,北　區,立人里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.20171,23.00053
2020/1/20,臺南市,北　區,長興里,住宅,50,0,6,6,12,0,0,0,0,0,0,0,120.205964,23.0039478
2020/1/21,臺南市,北　區,重興里,住宅,50,0,7,3,10,0,0,0,0,0,0,0,120.2260293,23.0040653
2020/1/20,臺南市,中西區,大涼里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,120.1892373,22.9923029
2020/1/20,臺南市,中西區,永華里,住宅,50,0,7,2,9,0,0,0,0,0,0,0,120.2043882,22.9911465
2020/1/20,臺南市,中西區,西和里,住宅,50,0,12,5,17,0,0,0,0,0,0,0,120.1719199,23.0039814
2020/1/20,臺南市,中西區,西湖里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,120.1834651,23.0015666
2020/1/22,臺南市,中西區,西湖里,住宅,50,0,17,12,29,0,0,0,0,0,0,0,120.1834651,23.0015666
2020/1/21,臺南市,中西區,府前里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.1906497,22.9919304
2020/1/20,臺南市,中西區,南美里,住宅,50,0,3,0,3,0,0,0,0,0,0,0,120.2006558,22.9901453
2020/1/21,臺南市,中西區,南美里,住宅,50,1,22,7,29,0,1,1,2,1,3,2,120.2006558,22.9901453
2020/1/21,臺南市,中西區,南廠里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,120.1957156,22.9906648
2020/1/22,臺南市,中西區,淺草里,住宅,50,0,4,15,19,0,0,0,0,0,0,0,120.1978368,22.9939686
2020/1/23,臺南市,中西區,藥王里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,120.1914018,22.9992346
