日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/7/10,台南市,東　區,泉南里,住宅,52,0,5,5,10,0,0,0,0,0,0,0,22.9847029,120.2159306
2017/7/10,台南市,東　區,大德里,住宅,75,1,6,10,16,0,1,1,1,1,6,3,22.9778817,120.2148485
2017/7/11,台南市,東　區,虎尾里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.97888,120.235984
2017/7/11,台南市,東　區,德高里,住宅,51,3,2,14,16,0,3,3,6,2,19,5,22.965884,120.235589
2017/7/11,台南市,東　區,東智里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,22.9629737,120.2267506
2017/7/11,台南市,東　區,和平里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,22.9745842,120.2354061
2017/7/12,台南市,東　區,大學里,住宅,50,2,4,20,24,0,2,2,4,1,8,3,22.9963981,120.2209801
2017/7/12,台南市,東　區,圍下里,住宅,50,2,11,9,20,0,3,3,6,2,15,5,22.9919771,120.2148485
2017/7/12,台南市,東　區,東門里,住宅,50,3,1,5,6,1,2,3,6,2,50,9,22.9890322,120.2144878
2017/7/12,台南市,東　區,崇善里,住宅,55,3,27,13,40,0,3,3,5,2,8,3,22.9736282,120.2303571
2017/7/13,台南市,東　區,富強里,住宅,51,3,14,17,31,0,3,3,6,2,10,4,22.9867487,120.2317997
2017/7/13,台南市,東　區,東安里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,22.9872616,120.2213407
2017/7/13,台南市,東　區,大智里,住宅,51,1,1,5,6,0,1,1,2,1,17,5,22.962286,120.2332423
2017/7/13,台南市,東　區,成大里,住宅,50,1,3,14,17,0,5,5,10,3,29,7,22.9976069,120.2152092
2017/7/14,台南市,東　區,路東里,地區,51,0,5,3,8,0,0,0,0,0,0,0,22.9801973,120.2134058
2017/7/14,台南市,東　區,大同里,住宅,50,1,9,28,37,0,1,1,2,1,3,2,22.9839645,120.2130451
2017/7/14,台南市,東　區,崇學里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,22.9778231,120.2231441
2017/7/14,台南市,東　區,崇誨里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,22.989711,120.2256687
2017/7/14,台南市,東　區,裕農里,住宅,50,0,4,14,18,0,0,0,0,0,0,0,22.9886954,120.2289146
2017/7/14,台南市,東　區,自強里,住宅,50,1,3,14,17,0,1,1,2,1,6,3,22.9824198,120.2332423
2017/7/14,台南市,東　區,裕農里,其他,50,0,4,14,18,0,0,0,0,0,0,0,22.9886954,120.2289146
2017/7/14,台南市,東　區,路東里,其他,50,0,5,3,8,0,0,0,0,0,0,0,22.9801973,120.2134058
2017/7/10,台南市,南　區,光明里,住宅,50,5,8,21,29,0,5,5,10,3,17,5,22.971944,120.1870727
2017/7/11,台南市,南　區,喜南里,住宅,50,11,2,29,31,0,19,19,38,5,61,9,22.9383204,120.1776926
2017/7/11,台南市,南　區,喜北里,住宅,50,3,12,16,28,0,3,3,6,2,11,4,22.9490628,120.1776926
2017/7/12,台南市,南　區,白雪里,住宅,50,3,9,16,25,0,3,3,6,2,12,4,22.9676143,120.1885158
2017/7/12,台南市,南　區,明興里,住宅,50,1,5,9,14,0,1,1,2,1,7,3,22.9629831,120.1914018
2017/7/13,台南市,南　區,再興里,住宅,50,4,8,10,18,1,3,4,8,2,22,6,22.9801358,120.1928448
