日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/3/2,台南市,安南區,海佃里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.1892373,23.0245267
106/3/3,台南市,安南區,國安里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,120.1805789,23.0236541
106/3/3,台南市,安南區,州南里,住宅,51,0,5,5,10,0,0,0,0,0,0,0,120.2195374,23.059791
106/3/1,台南市,安平區,平通里,住宅,50,0,6,4,10,0,0,0,0,0,0,0,120.1690334,22.9938422
106/3/1,台南市,安平區,平通里,住宅,50,1,20,1,21,1,0,1,2,1,5,2,120.1690334,22.9938422
106/3/2,台南市,安平區,華平里,住宅,50,1,4,11,15,0,2,2,4,1,13,4,120.1740847,22.9948005
106/3/2,台南市,安平區,華平里,住宅,50,1,8,6,14,0,1,1,2,1,7,3,120.1740847,22.9948005
106/3/3,台南市,安平區,港仔里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,120.1643428,22.999187
106/3/3,台南市,安平區,港仔里,住宅,50,0,13,6,19,0,0,0,0,0,0,0,120.1643428,22.999187
106/2/12,台南市,仁德區,後壁里,住宅,90,1,0,5,5,0,1,1,1,1,20,5,120.2426185,22.9475722
106/2/22,台南市,仁德區,上崙里,住宅,53,0,0,7,7,0,0,0,0,0,0,0,120.2599266,22.9385802
106/2/21,台南市,仁德區,仁德里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2455033,22.9657583
106/2/24,台南市,仁德區,太子里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2584844,22.9912207
106/2/24,台南市,仁德區,一甲里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2613689,22.9771958
106/2/24,台南市,仁德區,後壁里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2426185,22.9475722
106/3/2,台南市,永康區,西橋里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2260293,23.0134614
106/3/2,台南市,永康區,安康里,住宅,51,0,1,3,4,0,0,0,0,0,0,0,120.227472,23.0158435
106/3/2,台南市,永康區,南灣里,住宅,51,0,4,12,16,0,0,0,0,0,0,0,120.2613689,22.9986674
106/3/2,台南市,永康區,五王里,住宅,50,1,10,3,13,1,0,1,2,1,8,3,120.2346848,23.0116465
106/3/3,台南市,永康區,鹽洲里,住宅,77,0,8,6,14,0,0,0,0,0,0,0,120.2368389,23.041356
106/3/3,台南市,永康區,永康里,住宅,76,1,12,12,24,0,1,1,1,1,4,2,120.2584844,23.0234285
106/3/2,台南市,楠西區,東勢里,住宅,105,0,10,19,29,0,0,0,0,0,0,0,120.4904831,23.1795018
106/3/6,台南市,楠西區,東勢里,住宅,58,0,0,2,2,0,0,0,0,0,0,0,120.4904831,23.1795018
106/3/2,台南市,佳里區,嘉福里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.1546002,23.1687554
106/3/3,台南市,學甲區,仁得里,住宅,54,0,0,6,6,0,0,0,0,0,0,0,120.1791357,23.2240163
