日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/4/24,臺南市,北　區,正覺里,住宅,50,2,8,8,16,0,2,2,4,1,13,4,23.0151428,120.2116023
2018/4/24,臺南市,北　區,和順里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,23.0051759,120.2015025
2018/4/25,臺南市,北　區,延平里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,23.0107043,120.211963
2018/4/25,臺南市,北　區,大山里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0090596,120.2134058
2018/4/25,臺南市,北　區,力行里,住宅,50,0,5,3,8,0,0,0,0,0,0,0,23.0084185,120.2292752
2018/4/25,臺南市,北　區,六甲里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,23.0127602,120.2101595
2018/4/26,臺南市,北　區,重興里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,23.0040653,120.2260293
2018/4/26,臺南市,北　區,安民里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.0014504,120.2000596
2018/4/26,臺南市,北　區,大港里,住宅,50,0,7,12,19,0,0,0,0,0,0,0,23.0104452,120.1827435
2018/4/26,臺南市,北　區,文成里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,23.0074248,120.1971737
2018/4/27,臺南市,北　區,公園里,住宅,50,0,10,7,17,0,0,0,0,0,0,0,23.0006781,120.2101595
2018/4/27,臺南市,北　區,元寶里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,23.0114904,120.224226
2018/4/27,臺南市,北　區,大道里,住宅,75,0,5,16,21,0,0,0,0,0,0,0,23.0099486,120.2155699
2018/4/27,臺南市,北　區,國興里,住宅,75,0,2,7,9,0,0,0,0,0,0,0,23.0094345,120.2260293
2018/4/27,臺南市,北　區,玉皇里,其他,50,0,1,3,4,0,0,0,0,0,0,0,22.9996798,120.2069132
2018/4/27,臺南市,北　區,小康里,其他,50,0,2,2,4,0,0,0,0,0,0,0,23.0152758,120.2173733
2018/4/23,臺南市,中西區,中正里,住宅,50,0,12,2,14,0,0,0,0,0,0,0,22.993999,120.1971737
2018/4/23,臺南市,中西區,保安里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,22.9917249,120.196813
2018/4/23,臺南市,中西區,萬昌里,住宅,50,0,11,9,20,0,0,0,0,0,0,0,22.9899384,120.2101595
2018/4/23,臺南市,中西區,五妃里,住宅,50,0,30,10,40,0,0,0,0,0,0,0,22.984132,120.2058311
2018/4/24,臺南市,中西區,民生里,住宅,50,1,4,9,13,0,1,1,2,1,8,3,22.989425,120.1917626
2018/4/24,臺南市,中西區,小西里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,22.9883267,120.1986166
2018/4/24,臺南市,中西區,三合里,住宅,53,1,13,11,24,0,1,1,2,1,4,2,22.9999315,120.1960915
2018/4/24,臺南市,中西區,光賢里,住宅,50,0,9,14,23,0,0,0,0,0,0,0,23.0038665,120.1885158
2018/4/25,臺南市,中西區,西賢里,住宅,50,1,6,9,15,0,1,1,2,1,7,3,23.0039814,120.1719199
2018/4/25,臺南市,中西區,開山里,住宅,50,0,11,16,27,0,0,0,0,0,0,0,22.9876646,120.2097988
2018/4/25,臺南市,中西區,大南里,住宅,51,0,8,10,18,0,0,0,0,0,0,0,22.9847358,120.2029453
2018/4/25,臺南市,中西區,仙草里,住宅,50,2,15,7,22,1,1,2,4,1,9,3,22.984299,120.1986166
2018/4/26,臺南市,中西區,普濟里,住宅,50,0,2,13,15,0,0,0,0,0,0,0,22.9991764,120.1996988
2018/4/26,臺南市,中西區,法華里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.9822947,120.2097988
2018/4/26,臺南市,中西區,銀同里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,22.9909536,120.2069132
2018/4/26,臺南市,中西區,赤嵌里,住宅,50,0,9,7,16,0,0,0,0,0,0,0,22.9972549,120.2072739
2018/4/26,臺南市,中西區,建國里,住宅,50,1,4,16,20,0,1,1,2,1,5,2,22.993395,120.2000596
2018/4/26,臺南市,中西區,永華里,住宅,50,1,7,15,22,0,1,1,2,1,5,2,22.9911465,120.2043882
2018/4/27,臺南市,中西區,水仙里,住宅,50,2,6,9,15,0,2,2,4,1,13,4,22.9963821,120.1986166
2018/4/27,臺南市,中西區,進學里,住宅,50,0,12,2,14,0,0,0,0,0,0,0,22.9877228,120.2015025
2018/4/27,臺南市,中西區,民權里,住宅,50,0,2,12,14,0,0,0,0,0,0,0,22.9969861,120.1957308
2018/4/27,臺南市,中西區,西湖里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,23.0015666,120.1834651
2018/4/27,臺南市,中西區,藥王里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,22.9992346,120.1914018
2018/4/27,臺南市,中西區,安海里,住宅,50,0,5,13,18,0,0,0,0,0,0,0,22.9959872,120.1924841
2018/4/23,臺南市,安南區,顯宮里,住宅,50,6,2,42,44,1,6,7,14,3,16,5,23.0432907,120.144496
2018/4/23,臺南市,安南區,鹿耳里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,23.0295877,120.1329474
2018/4/23,臺南市,安南區,青草里,住宅,50,1,2,13,15,0,1,1,2,1,7,3,23.0732357,120.1040715
2018/4/23,臺南市,安南區,城南里,住宅,51,1,2,25,27,0,1,1,2,1,4,2,23.0567837,120.1185102
2018/4/24,臺南市,安南區,南興里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,23.0743149,120.1502699
2018/4/24,臺南市,安南區,公塭里,住宅,50,1,0,37,37,0,2,2,4,1,5,2,23.0702508,120.1632603
2018/4/24,臺南市,安南區,城中里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,23.058919,120.1307819
2018/4/24,臺南市,安南區,學東里,住宅,50,2,1,15,16,0,2,2,4,1,13,4,23.0821055,120.1387218
2018/4/25,臺南市,安南區,淵西里,住宅,50,1,5,11,16,0,1,1,2,1,6,3,23.0562175,120.1661469
2018/4/25,臺南市,安南區,佃西里,住宅,50,0,1,13,14,0,0,0,0,0,0,0,23.0717267,120.1690334
2018/4/25,臺南市,安南區,佃東里,住宅,50,3,0,23,23,0,3,3,6,2,13,4,23.0724268,120.1849082
2018/4/25,臺南市,安南區,淵東里,住宅,50,1,5,23,28,0,2,2,4,1,7,3,23.0564843,120.1776926
2018/4/26,臺南市,安南區,頂安里,住宅,50,0,5,13,18,0,0,0,0,0,0,0,23.0394768,120.2043882
2018/4/26,臺南市,安南區,大安里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,23.0313733,120.1950093
2018/4/26,臺南市,安南區,佃東里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,23.0724268,120.1849082
2018/4/26,臺南市,安南區,溪心里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.0509441,120.1849082
2018/4/26,臺南市,安南區,淵中里,住宅,51,1,1,14,15,0,1,1,2,1,7,3,23.0438296,120.1675902
2018/4/26,臺南市,安南區,溪心里,住宅,51,0,5,4,9,0,0,0,0,0,0,0,23.0509441,120.1849082
2018/4/27,臺南市,安南區,安東里,住宅,50,2,6,8,14,1,1,2,4,1,14,4,23.0372738,120.2180947
2018/4/27,臺南市,安南區,安和里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,23.0310818,120.218816
2018/4/27,臺南市,安南區,鳳凰里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,23.0417267,120.2000596
2018/4/27,臺南市,安南區,國安里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0236541,120.1805789
2018/4/27,臺南市,安南區,鹽田里,住宅,75,0,7,17,24,0,0,0,0,0,0,0,23.024592,120.152594
2018/4/27,臺南市,安南區,公親里,住宅,75,0,1,39,40,0,0,0,0,0,0,0,23.0764154,120.1978952
2018/4/23,臺南市,安平區,海頭里,住宅,50,0,6,11,17,0,0,0,0,0,0,0,23.0025857,120.1625386
2018/4/23,臺南市,安平區,港仔里,住宅,50,1,1,5,6,0,1,1,2,1,17,5,22.999187,120.1643428
2018/4/23,臺南市,安平區,建平里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,22.9935103,120.1834651
2018/4/24,臺南市,安平區,國平里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,22.9793723,120.1675902
2018/4/24,臺南市,安平區,怡平里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,22.994197,120.176971
2018/4/25,臺南市,安平區,西門里,住宅,50,0,2,15,17,0,0,0,0,0,0,0,23.0022304,120.1546002
2018/4/25,臺南市,安平區,平安里,住宅,50,0,2,12,14,0,0,0,0,0,0,0,22.9991307,120.1726415
2018/4/26,臺南市,安平區,建平里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.9935103,120.1834651
2018/4/26,臺南市,安平區,石門里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,23.0006394,120.1654252
2018/4/26,臺南市,安平區,育平里,住宅,50,0,4,12,16,0,0,0,0,0,0,0,22.989074,120.1661469
2018/4/26,臺南市,安平區,華平里,住宅,50,0,3,15,18,0,0,0,0,0,0,0,22.9948005,120.1740847
2018/4/27,臺南市,安平區,金城里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.9953785,120.1488264
2018/4/27,臺南市,安平區,漁光里,住宅,50,0,4,33,37,0,0,0,0,0,0,0,22.9801396,120.1574869
2018/4/27,臺南市,安平區,文平里,住宅,50,0,2,17,19,0,0,0,0,0,0,0,22.9860574,120.1805789
2018/4/27,臺南市,安平區,億載里,住宅,50,1,0,6,6,0,1,1,2,1,17,5,22.9902803,120.1603737
2018/4/23,臺南市,仁德區,大甲里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,22.9225952,120.2079953
2018/4/23,臺南市,仁德區,二行里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,22.9212251,120.2209801
2018/4/23,臺南市,仁德區,中洲里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,22.9063718,120.2599266
2018/4/23,臺南市,仁德區,田厝里,住宅,52,0,0,3,3,0,0,0,0,0,0,0,22.9384788,120.241176
2018/4/24,臺南市,仁德區,保安里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,22.9231415,120.2310784
2018/4/24,臺南市,仁德區,三甲里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,22.9326731,120.2368486
2018/4/24,臺南市,仁德區,後壁里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,22.9475722,120.2426185
2018/4/25,臺南市,仁德區,上崙里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,22.9385802,120.2599266
2018/4/25,臺南市,仁德區,後壁里,住宅,50,2,1,17,18,1,3,4,8,2,22,6,22.9475722,120.2426185
2018/4/26,臺南市,仁德區,新田里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,22.9546843,120.2599266
2018/4/26,臺南市,仁德區,仁德里,住宅,50,4,0,25,25,0,7,7,14,3,28,7,22.9657583,120.2455033
2018/4/26,臺南市,仁德區,仁義里,住宅,50,2,10,8,18,1,1,2,4,1,11,4,22.9695788,120.2656955
2018/4/26,臺南市,仁德區,成功里,住宅,50,2,0,19,19,0,2,2,4,1,11,4,22.9404559,120.225308
2018/4/27,臺南市,仁德區,土庫里,住宅,50,1,0,10,10,0,2,2,4,1,20,5,22.9856821,120.2656955
2018/4/27,臺南市,仁德區,一甲里,住宅,50,1,2,4,6,0,1,1,2,1,17,5,22.9771958,120.2613689
2018/4/27,臺南市,仁德區,中洲里,住宅,50,1,0,3,3,0,1,1,2,1,33,8,22.9063718,120.2599266
2018/4/27,臺南市,仁德區,中生里,住宅,50,1,2,5,7,0,2,2,4,1,29,7,22.9099912,120.2426185
2018/4/23,臺南市,歸仁區,歸南里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,22.9617921,120.2772325
2018/4/23,臺南市,關廟區,新埔里,住宅,55,0,0,0,0,0,0,0,0,0,0,0,22.9733975,120.330578
2018/4/24,臺南市,龍崎區,牛埔里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,22.9285606,120.409835
2018/4/23,臺南市,永康區,烏竹里,住宅,50,1,10,11,21,0,1,1,2,1,5,2,23.0410039,120.2642533
2018/4/23,臺南市,永康區,埔園里,住宅,50,0,13,6,19,0,0,0,0,0,0,0,23.0341644,120.2584844
2018/4/23,臺南市,永康區,蔦松里,住宅,50,1,2,12,14,0,1,1,2,1,7,3,23.0455063,120.2555998
2018/4/23,臺南市,永康區,王行里,住宅,50,1,0,19,19,0,1,1,2,1,5,2,23.042301,120.2772325
2018/4/24,臺南市,永康區,北灣里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,23.012954,120.270022
2018/4/24,臺南市,永康區,東灣里,住宅,50,0,8,4,12,0,0,0,0,0,0,0,22.9995352,120.270022
2018/4/24,臺南市,永康區,三民里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.0537318,120.2483881
2018/4/24,臺南市,永康區,正強里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,23.0294884,120.251994
2018/4/25,臺南市,永康區,鹽行里,住宅,50,1,8,11,19,0,1,1,2,1,5,2,23.041356,120.2368389
2018/4/25,臺南市,永康區,鹽洲里,住宅,50,1,7,10,17,0,1,1,2,1,6,3,23.041356,120.2368389
2018/4/25,臺南市,永康區,網寮里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,23.0139035,120.2527152
2018/4/25,臺南市,永康區,崑山里,住宅,51,0,3,8,11,0,0,0,0,0,0,0,22.9988384,120.2541575
2018/4/26,臺南市,永康區,神洲里,住宅,50,1,5,10,15,0,1,1,2,1,7,3,23.0046566,120.2408154
2018/4/26,臺南市,永康區,中華里,住宅,50,0,8,3,11,0,0,0,0,0,0,0,23.0001126,120.2379557
2018/4/26,臺南市,永康區,三合里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.010739,120.2390123
2018/4/26,臺南市,永康區,五王里,住宅,51,0,0,5,5,0,0,0,0,0,0,0,23.0116465,120.2346848
2018/4/26,臺南市,永康區,復華里,住宅,50,1,2,6,8,0,1,1,2,1,13,4,23.0103511,120.2440609
2018/4/26,臺南市,永康區,復興里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.9969297,120.2440609
2018/4/26,臺南市,永康區,甲頂里,住宅,50,0,3,2,5,0,0,0,0,0,0,0,23.0217702,120.2152092
2018/4/26,臺南市,永康區,尚頂里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,23.0263645,120.225308
2018/4/27,臺南市,永康區,南灣里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,22.9986674,120.2613689
2018/4/27,臺南市,永康區,西灣里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,23.0120871,120.2613689
2018/4/27,臺南市,永康區,安康里,住宅,75,0,3,24,27,0,0,0,0,0,0,0,23.0158435,120.227472
2018/4/27,臺南市,永康區,大橋里,住宅,75,0,11,6,17,0,0,0,0,0,0,0,23.0187454,120.2296358
2018/4/27,臺南市,永康區,二王里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,23.0177985,120.2469457
2018/4/27,臺南市,永康區,西橋里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,23.0134614,120.2260293
2018/4/26,臺南市,新市區,大洲里,地區,50,0,0,8,8,0,0,0,0,0,0,0,23.0727781,120.2599266
2018/4/25,臺南市,山上區,豐德里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0777251,120.3637277
2018/4/25,臺南市,左鎮區,光和里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0645624,120.3752561
2018/4/23,臺南市,佳里區,三協里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.1799151,120.2036668
2018/4/23,臺南市,佳里區,三協里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.1799151,120.2036668
2018/4/25,臺南市,佳里區,海澄里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.1781101,120.1675902
2018/4/23,臺南市,西港區,南海里,住宅,51,0,0,6,6,0,0,0,0,0,0,0,23.1075966,120.1964522
2018/4/23,臺南市,七股區,大潭里,住宅,51,0,0,4,4,0,0,0,0,0,0,0,23.1891176,120.134391
2018/4/25,臺南市,新營區,角帶里,住宅,53,0,0,7,7,0,0,0,0,0,0,0,23.2808886,120.2656955
2018/4/25,臺南市,新營區,姑爺里,住宅,57,0,0,10,10,0,0,0,0,0,0,0,23.2763179,120.2555998
2018/4/24,臺南市,白河區,庄內里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.3575239,120.4285613
2018/4/24,臺南市,柳營區,大農里,住宅,52,0,1,5,6,0,0,0,0,0,0,0,23.2774011,120.3579632
2018/4/23,臺南市,東山區,東河里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.293947,120.3810199
2018/4/26,臺南市,東山區,東中里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.3170734,120.3983097
