日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/1/19,臺南市,東　區,和平里,住宅,75,0,8,19,27,0,0,0,0,0,0,0,22.9745842,120.2354061
2018/1/19,臺南市,東　區,後甲里,住宅,75,0,13,13,26,0,0,0,0,0,0,0,22.9927707,120.2382911
2018/1/19,臺南市,東　區,富裕里,住宅,50,0,7,5,12,0,0,0,0,0,0,0,22.9849708,120.227472
2018/1/19,臺南市,東　區,關聖里,住宅,50,1,3,5,8,0,1,1,2,1,13,4,22.985975,120.2418972
2018/1/15,臺南市,南　區,文南里,住宅,50,0,6,4,10,0,0,0,0,0,0,0,22.9840282,120.1870727
2018/1/15,臺南市,南　區,金華里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,22.9796984,120.1885158
2018/1/16,臺南市,南　區,府南里,住宅,50,0,1,19,20,0,0,0,0,0,0,0,22.9722988,120.1950093
2018/1/16,臺南市,南　區,文華里,住宅,50,1,5,9,14,0,1,1,2,1,7,3,22.98611,120.1899588
2018/1/17,臺南市,南　區,光明里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,22.971944,120.1870727
2018/1/17,臺南市,南　區,明興里,住宅,50,2,2,13,15,1,1,2,4,1,13,4,22.9629831,120.1914018
2018/1/17,臺南市,南　區,金華里,住宅,51,2,2,19,21,0,2,2,4,1,10,4,22.9796984,120.1885158
2018/1/18,臺南市,南　區,田寮里,住宅,50,1,4,6,10,1,0,1,2,1,10,4,22.976847,120.1957308
2018/1/18,臺南市,南　區,廣州里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,22.9841637,120.1928448
2018/1/18,臺南市,南　區,大恩里,住宅,50,0,12,5,17,0,0,0,0,0,0,0,22.9548154,120.2079953
2018/1/18,臺南市,南　區,新興里,住宅,50,1,20,10,30,0,1,1,2,1,3,2,22.9799434,120.19537
2018/1/19,臺南市,南　區,明德里,住宅,50,1,7,11,18,0,1,1,2,1,6,3,22.9710918,120.200781
2018/1/19,臺南市,南　區,再興里,住宅,50,0,21,11,32,0,0,0,0,0,0,0,22.9801358,120.1928448
2018/1/19,臺南市,南　區,日新里,住宅,50,0,6,15,21,0,0,0,0,0,0,0,22.974026,120.1899588
2018/1/19,臺南市,南　區,新昌里,住宅,50,1,6,8,14,0,1,1,2,1,7,3,22.9835601,120.1957308
2018/1/15,臺南市,北　區,大豐里,住宅,50,0,5,3,8,0,0,0,0,0,0,0,23.0078107,120.1921233
2018/1/15,臺南市,北　區,小康里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,23.0152758,120.2173733
2018/1/15,臺南市,北　區,延平里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,23.0107043,120.211963
2018/1/15,臺南市,北　區,賢北里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,23.006719,120.1813004
2018/1/16,臺南市,北　區,興北里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,23.0057457,120.2116023
2018/1/16,臺南市,北　區,公園里,住宅,50,1,6,13,19,0,2,2,4,1,11,4,23.0006781,120.2101595
2018/1/16,臺南市,北　區,長榮里,住宅,50,1,3,19,22,1,0,1,2,1,5,2,23.0091928,120.2191767
2018/1/16,臺南市,北　區,仁愛里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,23.0025898,120.2202587
2018/1/17,臺南市,北　區,六甲里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,23.0127602,120.2101595
2018/1/17,臺南市,北　區,正風里,住宅,50,0,7,7,14,0,0,0,0,0,0,0,23.0154694,120.2148485
2018/1/17,臺南市,北　區,安民里,住宅,50,1,3,10,13,0,1,1,2,1,8,3,23.0014504,120.2000596
2018/1/18,臺南市,北　區,東興里,住宅,50,1,8,7,15,0,1,1,2,1,7,3,23.0013807,120.2260293
2018/1/18,臺南市,北　區,文元里,住宅,50,0,11,11,22,0,0,0,0,0,0,0,23.0098967,120.1941601
2018/1/18,臺南市,北　區,大豐里,住宅,50,1,6,21,27,1,0,1,2,1,4,2,23.0078107,120.1921233
2018/1/18,臺南市,北　區,重興里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,23.0040653,120.2260293
2018/1/18,臺南市,北　區,力行里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0084185,120.2292752
2018/1/18,臺南市,北　區,勝安里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,23.0074816,120.217734
2018/1/18,臺南市,北　區,中樓里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,23.0034966,120.2159306
2018/1/18,臺南市,北　區,成德里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,23.0134491,120.2036668
2018/1/18,臺南市,北　區,和順里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,23.0051759,120.2015025
2018/1/19,臺南市,北　區,大和里,住宅,75,1,4,15,19,0,1,1,1,1,5,2,23.0153463,120.1914018
2018/1/19,臺南市,北　區,興南里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,23.0036652,120.2087167
2018/1/19,臺南市,北　區,大仁里,住宅,50,0,2,11,13,0,0,0,0,0,0,0,23.0074149,120.2148485
2018/1/19,臺南市,北　區,開元里,住宅,75,2,1,36,37,0,4,4,5,2,11,4,23.0130263,120.2217014
2018/1/19,臺南市,北　區,光武里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,23.0124822,120.2162913
2018/1/15,臺南市,中西區,水仙里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,22.9963821,120.1986166
2018/1/15,臺南市,中西區,西湖里,住宅,50,2,6,12,18,1,1,2,4,1,11,4,23.0015666,120.1834651
2018/1/15,臺南市,中西區,安海里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,22.9959872,120.1924841
2018/1/16,臺南市,中西區,民權里,住宅,50,0,15,21,36,0,0,0,0,0,0,0,22.9969861,120.1957308
2018/1/16,臺南市,中西區,公正里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,22.9939658,120.2101595
2018/1/17,臺南市,中西區,民權里,地區,50,0,0,9,9,0,0,0,0,0,0,0,22.9969861,120.1957308
2018/1/17,臺南市,中西區,進學里,住宅,50,1,8,6,14,0,1,1,2,1,7,3,22.9877228,120.2015025
2018/1/17,臺南市,中西區,五妃里,住宅,50,0,10,2,12,0,0,0,0,0,0,0,22.984132,120.2058311
2018/1/18,臺南市,中西區,福安里,住宅,51,0,18,9,27,0,0,0,0,0,0,0,22.991121,120.1996988
2018/1/18,臺南市,中西區,青年里,住宅,51,0,6,5,11,0,0,0,0,0,0,0,22.9925143,120.2090774
2018/1/18,臺南市,中西區,協進里,住宅,50,0,12,7,19,0,0,0,0,0,0,0,22.9976318,120.1910411
2018/1/18,臺南市,中西區,開山里,住宅,50,1,15,4,19,1,0,1,2,1,5,2,22.9876646,120.2097988
2018/1/19,臺南市,中西區,郡王里,住宅,50,1,5,8,13,0,1,1,2,1,8,3,22.986515,120.2072739
2018/1/19,臺南市,中西區,西賢里,住宅,50,0,4,21,25,0,0,0,0,0,0,0,23.0039814,120.1719199
2018/1/19,臺南市,中西區,法華里,住宅,75,0,11,9,20,0,0,0,0,0,0,0,22.9822947,120.2097988
2018/1/20,臺南市,中西區,西賢里,住宅,64,0,3,7,10,0,0,0,0,0,0,0,23.0039814,120.1719199
2018/1/15,臺南市,安南區,海南里,住宅,52,0,7,4,11,0,0,0,0,0,0,0,23.0116011,120.1675902
2018/1/15,臺南市,安南區,幸福里,住宅,75,2,3,11,14,0,2,2,3,1,14,4,23.0210189,120.1899588
2018/1/15,臺南市,安南區,淵西里,住宅,50,0,5,23,28,0,0,0,0,0,0,0,23.0562175,120.1661469
2018/1/16,臺南市,安南區,州北里,住宅,53,3,3,26,29,1,2,3,6,2,10,4,23.0674114,120.2152092
2018/1/16,臺南市,安南區,州南里,住宅,50,2,5,20,25,0,2,2,4,1,8,3,23.059791,120.2195374
2018/1/16,臺南市,安南區,東和里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,23.0615247,120.2368486
2018/1/16,臺南市,安南區,塭南里,住宅,50,1,1,18,19,0,1,1,2,1,5,2,23.0715691,120.2209801
2018/1/17,臺南市,安南區,佃西里,住宅,50,3,8,20,28,0,3,3,6,2,11,4,23.0717267,120.1690334
2018/1/17,臺南市,安南區,南興里,住宅,50,3,0,26,26,0,3,3,6,2,12,4,23.0743149,120.1502699
2018/1/17,臺南市,安南區,公親里,住宅,51,3,1,42,43,0,3,3,6,2,7,3,23.0764154,120.1978952
2018/1/17,臺南市,安南區,佃東里,住宅,50,4,0,40,40,0,4,4,8,2,10,4,23.0724268,120.1849082
2018/1/18,臺南市,安南區,公塭里,住宅,50,1,2,22,24,0,2,2,4,1,8,3,23.0702508,120.1632603
2018/1/18,臺南市,安南區,淵中里,住宅,52,4,4,18,22,0,4,4,8,2,18,5,23.0438296,120.1675902
2018/1/18,臺南市,安南區,溪墘里,住宅,51,3,1,22,23,0,3,3,6,2,13,4,23.0244424,120.1928448
2018/1/18,臺南市,安南區,安富里,住宅,51,0,2,14,16,0,0,0,0,0,0,0,23.0251806,120.1957308
2018/1/18,臺南市,安南區,頂安里,住宅,50,1,2,12,14,0,1,1,2,1,7,3,23.0394768,120.2043882
2018/1/18,臺南市,安南區,安和里,住宅,50,1,2,12,14,0,1,1,2,1,7,3,23.0310818,120.218816
2018/1/18,臺南市,安南區,大安里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,23.0313733,120.1950093
2018/1/18,臺南市,安南區,理想里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,23.0368283,120.1914018
2018/1/19,臺南市,安南區,城中里,住宅,50,3,0,28,28,0,3,3,6,2,11,4,23.058919,120.1307819
2018/1/19,臺南市,安南區,砂崙里,住宅,51,4,0,57,57,0,4,4,8,2,7,3,23.0803589,120.1213978
2018/1/19,臺南市,安南區,學東里,住宅,50,2,2,34,36,0,2,2,4,1,6,3,23.0821055,120.1387218
2018/1/19,臺南市,安南區,州北里,住宅,50,2,2,11,13,0,2,2,4,1,15,5,23.0674114,120.2152092
2018/1/19,臺南市,安南區,國安里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,23.0236541,120.1805789
2018/1/19,臺南市,安南區,幸福里,住宅,75,1,1,18,19,0,1,1,1,1,5,2,23.0210189,120.1899588
2018/1/19,臺南市,安南區,城北里,住宅,50,2,1,18,19,0,2,2,4,1,11,4,23.0595747,120.1372782
2018/1/15,臺南市,安平區,海頭里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,23.0025857,120.1625386
2018/1/15,臺南市,安平區,華平里,住宅,50,0,6,20,26,0,0,0,0,0,0,0,22.9948005,120.1740847
2018/1/16,臺南市,安平區,平通里,住宅,50,1,3,6,9,0,1,1,2,1,11,4,22.9938422,120.1690334
2018/1/16,臺南市,安平區,平安里,住宅,50,0,18,8,26,0,0,0,0,0,0,0,22.9989686,120.1771289
2018/1/17,臺南市,安平區,億載里,住宅,50,0,0,22,22,0,0,0,0,0,0,0,22.9902803,120.1603737
2018/1/17,臺南市,安平區,育平里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,22.989074,120.1661469
2018/1/18,臺南市,安平區,金城里,住宅,50,1,6,22,28,2,0,2,4,1,7,3,22.9953785,120.1488264
2018/1/18,臺南市,安平區,怡平里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,22.994197,120.176971
2018/1/18,臺南市,安平區,漁光里,住宅,50,1,5,20,25,0,1,1,2,1,4,2,22.9801396,120.1574869
2018/1/18,臺南市,安平區,文平里,住宅,50,1,7,16,23,1,0,1,2,1,4,2,22.9860574,120.1805789
2018/1/19,臺南市,安平區,港仔里,住宅,50,0,30,5,35,0,0,0,0,0,0,0,22.999187,120.1643428
2018/1/19,臺南市,安平區,建平里,住宅,75,1,9,13,22,1,0,1,1,1,5,2,22.9935103,120.1834651
2018/1/19,臺南市,安平區,西門里,住宅,50,1,19,14,33,1,0,1,2,1,3,2,23.0022304,120.1546002
2018/1/14,臺南市,仁德區,保安里,住宅,60,0,0,6,6,0,0,0,0,0,0,0,22.9231415,120.2310784
2018/1/15,臺南市,仁德區,保安里,住宅,50,1,0,10,10,0,1,1,2,1,10,4,22.9231415,120.2310784
2018/1/15,臺南市,仁德區,大甲里,住宅,50,4,0,16,16,0,4,4,8,2,25,6,22.9225952,120.2079953
2018/1/16,臺南市,仁德區,新田里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,22.9546843,120.2599266
2018/1/16,臺南市,仁德區,上崙里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,22.9385802,120.2599266
2018/1/16,臺南市,仁德區,仁德里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,22.9657583,120.2455033
2018/1/17,臺南市,仁德區,成功里,地區,50,0,0,1,1,0,0,0,0,0,0,0,22.9404559,120.225308
2018/1/17,臺南市,仁德區,仁義里,住宅,52,0,4,4,8,0,0,0,0,0,0,0,22.9695788,120.2656955
2018/1/17,臺南市,仁德區,一甲里,住宅,52,0,0,3,3,0,0,0,0,0,0,0,22.9765425,120.2548436
2018/1/18,臺南市,仁德區,成功里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,22.9404559,120.225308
2018/1/18,臺南市,仁德區,後壁里,住宅,54,0,1,2,3,0,0,0,0,0,0,0,22.9475722,120.2426185
2018/1/18,臺南市,仁德區,仁愛里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,22.9534423,120.2209801
2018/1/18,臺南市,仁德區,土庫里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,22.9856821,120.2656955
2018/1/19,臺南市,仁德區,土庫里,住宅,50,6,2,36,38,0,6,6,12,3,16,5,22.9856821,120.2656955
2018/1/19,臺南市,仁德區,太子里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,22.9912207,120.2584844
2018/1/19,臺南市,仁德區,中生里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,22.9099912,120.2426185
2018/1/19,臺南市,仁德區,中洲里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,22.9063718,120.2599266
2018/1/15,臺南市,歸仁區,媽廟里,住宅,70,0,0,15,15,0,0,0,0,0,0,0,22.9994507,120.295978
2018/1/15,臺南市,歸仁區,西埔里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0076741,120.2887685
2018/1/15,臺南市,歸仁區,武東里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,22.9242205,120.2772325
2018/1/16,臺南市,關廟區,下湖里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,22.9801489,120.3176041
2018/1/18,臺南市,關廟區,埤頭里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0049012,120.3147208
2018/1/19,臺南市,關廟區,埤頭里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.0049012,120.3147208
2018/1/15,臺南市,永康區,南灣里,住宅,53,0,0,20,20,0,0,0,0,0,0,0,22.9986674,120.2613689
2018/1/15,臺南市,永康區,北灣里,住宅,51,2,0,19,19,0,5,5,10,3,26,6,23.012954,120.270022
2018/1/15,臺南市,永康區,崑山里,住宅,50,0,11,8,19,0,0,0,0,0,0,0,22.9988384,120.2541575
2018/1/15,臺南市,永康區,王行里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,23.042301,120.2772325
2018/1/15,臺南市,永康區,西橋里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,23.0134614,120.2260293
2018/1/15,臺南市,永康區,復華里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.0103511,120.2440609
2018/1/16,臺南市,永康區,北灣里,住宅,50,0,3,14,17,0,0,0,0,0,0,0,23.012954,120.270022
2018/1/16,臺南市,永康區,大灣里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,23.0067641,120.2707431
2018/1/16,臺南市,永康區,六合里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,23.0112118,120.2303571
2018/1/16,臺南市,永康區,神洲里,住宅,51,0,4,15,19,0,0,0,0,0,0,0,23.0046566,120.2408154
2018/1/17,臺南市,永康區,尚頂里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,23.0263645,120.225308
2018/1/17,臺南市,永康區,五王里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.0116465,120.2346848
2018/1/17,臺南市,永康區,網寮里,住宅,50,2,4,17,21,0,3,3,6,2,14,4,23.0139035,120.2527152
2018/1/18,臺南市,永康區,五王里,住宅,50,0,1,13,14,0,0,0,0,0,0,0,23.0116465,120.2346848
2018/1/18,臺南市,永康區,成功里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,23.0032483,120.2379305
2018/1/18,臺南市,永康區,勝利里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,23.004718,120.232521
2018/1/18,臺南市,永康區,復興里,住宅,50,1,1,4,5,0,1,1,2,1,20,5,22.9969297,120.2440609
2018/1/18,臺南市,永康區,復國里,住宅,50,0,18,4,22,0,0,0,0,0,0,0,23.0059794,120.2473063
2018/1/18,臺南市,永康區,三合里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,23.010739,120.2390123
2018/1/18,臺南市,永康區,甲頂里,住宅,50,0,4,1,5,0,0,0,0,0,0,0,23.0217702,120.2152092
2018/1/19,臺南市,永康區,埔園里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,23.0341644,120.2584844
2018/1/19,臺南市,永康區,正強里,住宅,50,0,10,13,23,0,0,0,0,0,0,0,23.0294884,120.251994
2018/1/19,臺南市,永康區,網寮里,住宅,50,0,4,26,30,0,0,0,0,0,0,0,23.0139035,120.2527152
2018/1/19,臺南市,永康區,永康里,住宅,50,0,3,20,23,0,0,0,0,0,0,0,23.0234285,120.2584844
2018/1/19,臺南市,永康區,西勢里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0154649,120.2772325
2018/1/19,臺南市,永康區,龍潭里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.0286236,120.2656955
2018/1/14,臺南市,新市區,新和里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.0757963,120.2902105
2018/1/14,臺南市,安定區,大同里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,23.0788435,120.2310784
2018/1/15,臺南市,山上區,平陽里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.0860157,120.3752561
2018/1/17,臺南市,山上區,山上里,住宅,90,2,0,8,8,0,4,4,4,1,50,9,23.101435,120.3594043
2018/1/17,臺南市,楠西區,灣丘里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.1729731,120.5336665
2018/1/18,臺南市,楠西區,東勢里,住宅,167,0,0,30,30,0,0,0,0,0,0,0,23.1795018,120.4904831
2018/1/15,臺南市,南化區,西埔里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0293455,120.4530456
2018/1/16,臺南市,南化區,北寮里,住宅,51,0,0,7,7,0,0,0,0,0,0,0,23.0764623,120.4962417
2018/1/15,臺南市,左鎮區,光和里,地區,50,0,0,4,4,0,0,0,0,0,0,0,23.0645624,120.3752561
2018/1/15,臺南市,左鎮區,中正里,地區,50,0,0,9,9,0,0,0,0,0,0,0,23.0679769,120.409835
2018/1/18,臺南市,左鎮區,榮和里,地區,50,0,0,2,2,0,0,0,0,0,0,0,23.0716338,120.3925467
2018/1/18,臺南市,左鎮區,左鎮里,地區,50,0,0,8,8,0,0,0,0,0,0,0,23.047747,120.4040725
2018/1/16,臺南市,六甲區,七甲里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.2192017,120.3478746
2018/1/17,臺南市,六甲區,六甲里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.2274594,120.3500365
2018/1/15,臺南市,官田區,大崎里,地區,50,0,0,0,0,0,0,0,0,0,0,0,23.191679,120.3954282
2018/1/18,臺南市,官田區,官田里,地區,67,0,0,6,6,0,0,0,0,0,0,0,23.1898853,120.3406679
2018/1/17,臺南市,佳里區,安西里,住宅,120,0,0,23,23,0,0,0,0,0,0,0,23.1632103,120.161817
2018/1/17,臺南市,佳里區,建南里,住宅,105,0,0,21,21,0,0,0,0,0,0,0,23.1500415,120.1733631
2018/1/17,臺南市,佳里區,嘉福里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,23.1687554,120.1546002
2018/1/17,臺南市,佳里區,嘉福里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.1687554,120.1546002
2018/1/15,臺南市,西港區,西港里,住宅,53,1,0,8,8,0,2,2,4,1,25,6,23.125611,120.2065525
2018/1/15,臺南市,將軍區,長榮里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.1900666,120.161817
2018/1/17,臺南市,將軍區,長沙里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,23.2183216,120.1040715
2018/1/17,臺南市,將軍區,鯤鯓里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.1950904,120.086743
2018/1/16,臺南市,北門區,鯤江里,地區,50,0,0,11,11,0,0,0,0,0,0,0,23.2902206,120.1517133
2018/1/16,臺南市,北門區,雙春里,地區,50,1,0,12,12,0,2,2,4,1,17,5,23.3122462,120.1300601
2018/1/16,臺南市,北門區,錦湖里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,23.2941931,120.1647036
2018/1/18,臺南市,北門區,東壁里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2905792,120.1372782
2018/1/16,臺南市,柳營區,八翁里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2694095,120.2945362
2018/1/16,臺南市,柳營區,重溪里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.2934914,120.3579632
2018/1/18,臺南市,柳營區,果毅里,住宅,50,0,0,26,26,0,0,0,0,0,0,0,23.2522719,120.3752561
2018/1/15,臺南市,後壁區,墨林里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.3765945,120.3392266
2018/1/15,臺南市,後壁區,竹新里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,23.3433044,120.3003035
2018/1/15,臺南市,後壁區,長安里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.3347501,120.3594043
2018/1/16,臺南市,後壁區,頂安里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,23.3429894,120.3521983
2018/1/16,臺南市,後壁區,菁豊里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,23.3793033,120.3579632
2018/1/18,臺南市,後壁區,福安里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.3252512,120.3536396
2018/1/17,臺南市,東山區,三榮里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,23.3248931,120.3867834
2018/1/17,臺南市,東山區,東中里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,23.3170734,120.3983097
2018/1/17,臺南市,東山區,東正里,住宅,50,0,0,28,28,0,0,0,0,0,0,0,23.3253379,120.409835
