日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/3/9,臺南市,南　區,南華里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,22.9622436,120.1885158
2018/3/9,臺南市,南　區,鯤鯓里,地區,50,1,15,11,26,0,1,1,2,1,4,2,22.9566809,120.1733631
2018/3/9,臺南市,南　區,大忠里,住宅,50,0,7,14,21,0,0,0,0,0,0,0,22.9698014,120.2101595
2018/3/9,臺南市,南　區,永寧里,住宅,50,0,5,32,37,0,0,0,0,0,0,0,22.9291405,120.1798573
2018/3/9,臺南市,南　區,金華里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,22.9796984,120.1885158
2018/3/9,臺南市,南　區,金華里,住宅,69,0,6,5,11,0,0,0,0,0,0,0,22.9796984,120.1885158
2018/3/5,臺南市,北　區,興南里,住宅,50,0,7,19,26,0,0,0,0,0,0,0,23.0036652,120.2087167
2018/3/5,臺南市,北　區,大和里,住宅,50,0,6,10,16,0,0,0,0,0,0,0,23.0153463,120.1914018
2018/3/5,臺南市,北　區,小康里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,23.0152758,120.2173733
2018/3/5,臺南市,北　區,成功里,住宅,50,1,3,13,16,0,1,1,2,1,6,3,23.0202949,120.2094381
2018/3/6,臺南市,北　區,華興里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,23.0073122,120.2249474
2018/3/6,臺南市,北　區,安民里,住宅,50,0,9,3,12,0,0,0,0,0,0,0,23.0014504,120.2000596
2018/3/6,臺南市,北　區,賢北里,住宅,50,0,4,12,16,0,0,0,0,0,0,0,23.006719,120.1813004
2018/3/6,臺南市,北　區,國姓里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,23.0076926,120.2087167
2018/3/7,臺南市,北　區,文元里,住宅,50,1,7,14,21,0,1,1,2,1,5,2,23.0098967,120.1941601
2018/3/7,臺南市,北　區,永祥里,住宅,50,0,7,8,15,0,0,0,0,0,0,0,23.0160134,120.2202587
2018/3/7,臺南市,北　區,延平里,住宅,50,0,3,12,15,0,0,0,0,0,0,0,23.0107043,120.211963
2018/3/7,臺南市,北　區,正風里,住宅,50,0,7,4,11,0,0,0,0,0,0,0,23.0154694,120.2148485
2018/3/8,臺南市,北　區,大仁里,住宅,50,1,6,7,13,0,1,1,2,1,8,3,23.0074149,120.2148485
2018/3/8,臺南市,北　區,力行里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,23.0084185,120.2292752
2018/3/8,臺南市,北　區,五福里,住宅,50,0,13,8,21,0,0,0,0,0,0,0,23.0004351,120.2033061
2018/3/8,臺南市,北　區,小康里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,23.0152758,120.2173733
2018/3/8,臺南市,北　區,文成里,住宅,50,0,4,11,15,0,0,0,0,0,0,0,23.0074248,120.1971737
2018/3/8,臺南市,北　區,大道里,住宅,50,0,5,7,12,0,0,0,0,0,0,0,23.0099486,120.2155699
2018/3/9,臺南市,北　區,長榮里,住宅,50,0,5,7,12,0,0,0,0,0,0,0,23.0091928,120.2191767
2018/3/9,臺南市,北　區,重興里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,23.0040653,120.2260293
2018/3/9,臺南市,北　區,光武里,住宅,50,0,3,23,26,0,0,0,0,0,0,0,23.0124822,120.2162913
2018/3/9,臺南市,北　區,裕民里,住宅,50,1,7,11,18,0,1,1,2,1,6,3,23.0026166,120.1960915
2018/3/9,臺南市,北　區,國興里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,23.0094345,120.2260293
2018/3/9,臺南市,北　區,仁愛里,住宅,50,0,12,12,24,0,0,0,0,0,0,0,23.0025898,120.2202587
2018/3/5,臺南市,中西區,元安里,住宅,50,1,10,11,21,0,1,1,2,1,5,2,22.9885194,120.1960915
2018/3/5,臺南市,中西區,普濟里,住宅,50,0,11,6,17,0,0,0,0,0,0,0,22.9991764,120.1996988
2018/3/5,臺南市,中西區,西湖里,住宅,50,0,2,17,19,0,0,0,0,0,0,0,23.0015666,120.1834651
2018/3/5,臺南市,中西區,進學里,住宅,50,0,1,19,20,0,0,0,0,0,0,0,22.9877228,120.2015025
2018/3/6,臺南市,中西區,三民里,住宅,50,0,7,8,15,0,0,0,0,0,0,0,22.994872,120.2058311
2018/3/6,臺南市,中西區,大南里,住宅,50,0,7,4,11,0,0,0,0,0,0,0,22.9847358,120.2029453
2018/3/6,臺南市,中西區,仙草里,住宅,50,2,14,16,30,1,1,2,4,1,7,3,22.984299,120.1986166
2018/3/6,臺南市,中西區,協進里,住宅,50,1,5,23,28,1,0,1,2,1,4,2,22.9976318,120.1910411
2018/3/7,臺南市,中西區,中正里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,22.993999,120.1971737
2018/3/7,臺南市,中西區,安海里,住宅,50,0,17,10,27,0,0,0,0,0,0,0,22.9959872,120.1924841
2018/3/7,臺南市,中西區,水仙里,住宅,50,0,22,6,28,0,0,0,0,0,0,0,22.9963821,120.1986166
2018/3/7,臺南市,中西區,郡王里,住宅,50,0,22,10,32,0,0,0,0,0,0,0,22.986515,120.2072739
2018/3/8,臺南市,中西區,民主里,住宅,50,1,10,3,13,1,0,1,2,1,8,3,22.9923288,120.1939271
2018/3/8,臺南市,中西區,永華里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,22.9911465,120.2043882
2018/3/8,臺南市,中西區,安海里,住宅,50,1,6,21,27,1,0,1,2,1,4,2,22.9959872,120.1924841
2018/3/8,臺南市,中西區,大涼里,住宅,50,1,8,5,13,0,1,1,2,1,8,3,22.9923029,120.1892373
2018/3/8,臺南市,中西區,大南里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,22.9847358,120.2029453
2018/3/8,臺南市,中西區,五妃里,住宅,50,0,18,3,21,0,0,0,0,0,0,0,22.984132,120.2058311
2018/3/9,臺南市,中西區,小西里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,22.9883267,120.1986166
2018/3/9,臺南市,中西區,三合里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,22.9999315,120.1960915
2018/3/9,臺南市,中西區,協進里,住宅,50,0,5,10,15,0,0,0,0,0,0,0,22.9976318,120.1910411
2018/3/9,臺南市,中西區,青年里,住宅,50,1,1,12,13,0,1,1,2,1,8,3,22.9925143,120.2090774
2018/3/9,臺南市,中西區,光賢里,住宅,50,0,3,19,22,0,0,0,0,0,0,0,23.0038665,120.1885158
2018/3/9,臺南市,中西區,萬昌里,住宅,50,0,21,9,30,0,0,0,0,0,0,0,22.9899384,120.2101595
2018/3/5,臺南市,安南區,四草里,住宅,50,1,4,16,20,0,1,1,2,1,5,2,23.0146755,120.1271727
2018/3/5,臺南市,安南區,梅花里,住宅,51,0,4,3,7,0,0,0,0,0,0,0,23.038824,120.1978952
2018/3/5,臺南市,安南區,州北里,住宅,50,0,10,8,18,0,0,0,0,0,0,0,23.0674114,120.2152092
2018/3/5,臺南市,安南區,州南里,住宅,50,2,4,15,19,0,3,3,6,2,16,5,23.059791,120.2195374
2018/3/6,臺南市,安南區,溪東里,住宅,50,1,0,11,11,0,1,1,2,1,9,3,23.0253139,120.2015025
2018/3/6,臺南市,安南區,溪頂里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.0254471,120.2072739
2018/3/6,臺南市,安南區,溪北里,住宅,50,2,9,9,18,1,1,2,4,1,11,4,23.0255799,120.2130451
2018/3/6,臺南市,安南區,安和里,住宅,50,1,10,9,19,0,1,1,2,1,5,2,23.0310818,120.218816
2018/3/7,臺南市,安南區,新順里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,23.0436829,120.2195374
2018/3/7,臺南市,安南區,安順里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,23.0500919,120.2209801
2018/3/7,臺南市,安南區,總頭里,住宅,52,1,4,27,31,0,4,4,8,2,13,4,23.050434,120.2065525
2018/3/7,臺南市,安南區,原佃里,住宅,51,0,5,5,10,0,0,0,0,0,0,0,23.0538947,120.1964522
2018/3/8,臺南市,安南區,頂安里,住宅,51,0,3,7,10,0,0,0,0,0,0,0,23.0394768,120.2043882
2018/3/8,臺南市,安南區,安慶里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0390892,120.2094381
2018/3/8,臺南市,安南區,安東里,住宅,50,0,8,14,22,0,0,0,0,0,0,0,23.0372738,120.2180947
2018/3/8,臺南市,安南區,安西里,住宅,51,1,8,15,23,0,1,1,2,1,4,2,23.0310345,120.2094381
2018/3/8,臺南市,安南區,淵中里,住宅,50,0,7,5,12,0,0,0,0,0,0,0,23.0438296,120.1675902
2018/3/8,臺南市,安南區,大安里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,23.0313733,120.1950093
2018/3/9,臺南市,安南區,大安里,住宅,75,1,16,15,31,1,0,1,1,1,3,2,23.0313733,120.1950093
2018/3/9,臺南市,安南區,淵東里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,23.0564843,120.1776926
2018/3/9,臺南市,安南區,理想里,住宅,50,0,9,10,19,0,0,0,0,0,0,0,23.0368283,120.1914018
2018/3/9,臺南市,安南區,南興里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,23.0743149,120.1502699
2018/3/9,臺南市,安南區,公塭里,住宅,50,1,0,16,16,0,1,1,2,1,6,3,23.0702508,120.1632603
2018/3/5,臺南市,安平區,漁光里,住宅,50,1,6,23,29,0,1,1,2,1,3,2,22.9801396,120.1574869
2018/3/5,臺南市,安平區,文平里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,22.9860574,120.1805789
2018/3/6,臺南市,安平區,海頭里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,23.0025857,120.1625386
2018/3/6,臺南市,安平區,海頭里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.0025857,120.1625386
2018/3/6,臺南市,安平區,平安里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,22.9991307,120.1726415
2018/3/7,臺南市,安平區,金城里,住宅,50,0,4,15,19,0,0,0,0,0,0,0,22.9953785,120.1488264
2018/3/7,臺南市,安平區,平通里,住宅,50,0,9,6,15,0,0,0,0,0,0,0,22.9938422,120.1690334
2018/3/8,臺南市,安平區,港仔里,住宅,50,0,12,8,20,0,0,0,0,0,0,0,22.999187,120.1643428
2018/3/8,臺南市,安平區,石門里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,23.0006394,120.1654252
2018/3/8,臺南市,安平區,華平里,住宅,50,1,7,5,12,0,1,1,2,1,8,3,22.9948005,120.1740847
2018/3/8,臺南市,安平區,育平里,住宅,50,0,4,16,20,0,0,0,0,0,0,0,22.989074,120.1661469
2018/3/9,臺南市,安平區,億載里,住宅,75,0,6,26,32,0,0,0,0,0,0,0,22.9902803,120.1603737
2018/3/9,臺南市,安平區,國平里,住宅,75,0,3,7,10,0,0,0,0,0,0,0,22.9793723,120.1675902
2018/3/10,臺南市,安平區,華平里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,22.9948005,120.1740847
2018/3/5,臺南市,仁德區,大甲里,住宅,50,2,1,20,21,0,3,3,6,2,14,4,22.9225952,120.2079953
2018/3/5,臺南市,仁德區,二行里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.9212251,120.2209801
2018/3/6,臺南市,仁德區,三甲里,住宅,50,2,2,19,21,0,2,2,4,1,10,4,22.9326731,120.2368486
2018/3/6,臺南市,仁德區,保安里,住宅,50,2,3,11,14,0,2,2,4,1,14,4,22.9231415,120.2310784
2018/3/7,臺南市,仁德區,土庫里,住宅,50,1,2,16,18,0,1,1,2,1,6,3,22.9856821,120.2656955
2018/3/7,臺南市,仁德區,太子里,住宅,50,1,4,10,14,0,1,1,2,1,7,3,22.9912207,120.2584844
2018/3/8,臺南市,仁德區,仁義里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,22.9695788,120.2656955
2018/3/8,臺南市,仁德區,仁愛里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,22.9534423,120.2209801
2018/3/8,臺南市,仁德區,仁德里,住宅,50,1,1,7,8,0,2,2,4,1,25,6,22.9657583,120.2455033
2018/3/8,臺南市,仁德區,成功里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,22.9404559,120.225308
2018/3/9,臺南市,仁德區,中生里,住宅,50,0,4,34,38,0,0,0,0,0,0,0,22.9099912,120.2426185
2018/3/9,臺南市,仁德區,上崙里,住宅,50,3,1,13,14,0,3,3,6,2,21,6,22.9385802,120.2599266
2018/3/9,臺南市,仁德區,後壁里,住宅,50,2,5,10,15,0,2,2,4,1,13,4,22.9475722,120.2426185
2018/3/9,臺南市,仁德區,中洲里,住宅,50,2,1,25,26,0,6,6,12,3,23,6,22.9063718,120.2599266
2018/3/5,臺南市,永康區,南灣里,住宅,50,3,10,22,32,0,3,3,6,2,9,3,22.9986674,120.2613689
2018/3/5,臺南市,永康區,北灣里,住宅,50,2,1,24,25,0,2,2,4,1,8,3,23.012954,120.270022
2018/3/5,臺南市,永康區,鹽洲里,住宅,50,1,0,13,13,0,1,1,2,1,8,3,23.041356,120.2368389
2018/3/5,臺南市,永康區,三民里,住宅,50,2,3,16,19,0,2,2,4,1,11,4,23.0537318,120.2483881
2018/3/6,臺南市,永康區,正強里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.0294884,120.251994
2018/3/6,臺南市,永康區,中華里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.0001126,120.2379557
2018/3/6,臺南市,永康區,西灣里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,23.0120871,120.2613689
2018/3/6,臺南市,永康區,東灣里,住宅,51,0,0,16,16,0,0,0,0,0,0,0,22.9995352,120.270022
2018/3/6,臺南市,永康區,甲頂里,住宅,50,1,4,15,19,0,1,1,2,1,5,2,23.0217702,120.2152092
2018/3/6,臺南市,永康區,尚頂里,住宅,50,1,2,15,17,0,1,1,2,1,6,3,23.0263645,120.225308
2018/3/7,臺南市,永康區,新樹里,住宅,50,2,0,31,31,0,2,2,4,1,6,3,23.0278443,120.2757905
2018/3/7,臺南市,永康區,西勢里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,23.0154649,120.2772325
2018/3/7,臺南市,永康區,二王里,住宅,50,1,4,7,11,0,1,1,2,1,9,3,23.0177985,120.2469457
2018/3/7,臺南市,永康區,五王里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,23.0116465,120.2346848
2018/3/7,臺南市,永康區,龍潭里,住宅,55,0,0,6,6,0,0,0,0,0,0,0,23.0286236,120.2656955
2018/3/8,臺南市,永康區,成功里,住宅,50,1,4,13,17,0,1,1,2,1,6,3,23.0032483,120.2379305
2018/3/8,臺南市,永康區,二王里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.0177985,120.2469457
2018/3/8,臺南市,永康區,勝利里,住宅,50,2,11,12,23,1,1,2,4,1,9,3,23.004718,120.232521
2018/3/8,臺南市,永康區,中華里,住宅,57,2,5,25,30,0,2,2,4,1,7,3,23.0001126,120.2379557
2018/3/8,臺南市,永康區,中興里,住宅,51,0,0,4,4,0,0,0,0,0,0,0,23.0061926,120.2382911
2018/3/9,臺南市,永康區,西橋里,住宅,50,0,10,1,11,0,0,0,0,0,0,0,23.0134614,120.2260293
2018/3/9,臺南市,永康區,大橋里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,23.0187454,120.2296358
2018/3/9,臺南市,永康區,永康里,住宅,50,1,1,22,23,0,1,1,2,1,4,2,23.0234285,120.2584844
2018/3/9,臺南市,永康區,正強里,住宅,50,0,2,23,25,0,0,0,0,0,0,0,23.0294884,120.251994
2018/3/9,臺南市,永康區,龍潭里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,23.0286236,120.2656955
2018/3/9,臺南市,永康區,埔園里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,23.0341644,120.2584844
2018/3/9,臺南市,永康區,崑山里,住宅,50,1,3,21,24,0,1,1,2,1,4,2,22.9988384,120.2541575
2018/3/9,臺南市,永康區,建國里,住宅,51,1,1,15,16,0,1,1,2,1,6,3,22.9978842,120.2491093
2018/3/9,臺南市,永康區,復華里,住宅,50,0,4,13,17,0,0,0,0,0,0,0,23.0103511,120.2440609
2018/3/9,臺南市,永康區,復國里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.0059794,120.2473063
2018/3/10,臺南市,永康區,西灣里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0120871,120.2613689
2018/3/10,臺南市,新市區,三舍里,住宅,50,0,0,18,18,0,0,0,0,0,0,0,23.0976924,120.2945362
2018/3/5,臺南市,安定區,安定里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.1115672,120.2541575
2018/3/6,臺南市,安定區,蘇林里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,23.1227334,120.2584844
2018/3/7,臺南市,山上區,玉峰里,住宅,55,0,0,10,10,0,0,0,0,0,0,0,23.0951559,120.3954282
2018/3/5,臺南市,大內區,二溪里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.122445,120.4184782
2018/3/6,臺南市,大內區,曲溪里,住宅,50,0,1,1,2,0,0,0,0,0,0,0,23.1145349,120.3925467
2018/3/7,臺南市,大內區,石林里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.1344698,120.368051
2018/3/8,臺南市,大內區,石湖里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.1391659,120.3521983
2018/3/5,臺南市,將軍區,仁和里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.2272339,120.1574869
2018/3/6,臺南市,將軍區,玉山里,住宅,50,1,0,17,17,0,1,1,2,1,6,3,23.2093084,120.1213978
2018/3/6,臺南市,學甲區,新達里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.2414846,120.2108809
2018/3/6,臺南市,學甲區,大灣里,住宅,51,0,0,2,2,0,0,0,0,0,0,0,23.2157828,120.1863512
2018/3/9,臺南市,新營區,忠政里,住宅,53,0,18,5,23,0,0,0,0,0,0,0,23.315579,120.314
2018/3/6,臺南市,柳營區,光福里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.2710112,120.3154416
2018/3/8,臺南市,柳營區,神農里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2613107,120.3579632
2018/3/9,臺南市,柳營區,重溪里,住宅,50,0,0,27,27,0,0,0,0,0,0,0,23.2934914,120.3579632
2018/3/9,臺南市,柳營區,中埕里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,23.2709169,120.3190457
2018/3/6,臺南市,東山區,東山里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.3282152,120.4026318
