日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/11/13,台南市,東　區,裕聖里,住宅,50,1,5,8,13,0,1,1,2,1,8,3,22.9802195,120.2469457
2017/11/13,台南市,東　區,東聖里,住宅,50,0,11,3,14,0,0,0,0,0,0,0,22.9861443,120.2346848
2017/11/13,台南市,東　區,莊敬里,住宅,51,0,18,7,25,0,0,0,0,0,0,0,22.9966645,120.232521
2017/11/13,台南市,東　區,大智里,住宅,50,1,5,8,13,0,1,1,2,1,8,3,22.962286,120.2332423
2017/11/13,台南市,東　區,後甲里,住宅,50,1,10,15,25,0,1,1,2,1,4,2,22.9927707,120.2382911
2017/11/14,台南市,東　區,東明里,住宅,50,1,5,16,21,0,2,2,4,1,10,4,22.9916823,120.227472
2017/11/14,台南市,東　區,大學里,住宅,51,0,4,6,10,0,0,0,0,0,0,0,22.9963981,120.2209801
2017/11/14,台南市,東　區,路東里,住宅,50,2,3,10,13,0,2,2,4,1,15,5,22.9801973,120.2134058
2017/11/14,台南市,東　區,東安里,住宅,53,0,5,2,7,0,0,0,0,0,0,0,22.9872616,120.2213407
2017/11/15,台南市,東　區,和平里,住宅,50,1,3,9,12,0,1,1,2,1,8,3,22.9745842,120.2354061
2017/11/15,台南市,東　區,崇誨里,住宅,50,2,11,2,13,2,0,2,4,1,15,5,22.989711,120.2256687
2017/11/15,台南市,東　區,衛國里,住宅,50,2,7,14,21,0,2,2,4,1,10,4,22.9882597,120.2245867
2017/11/15,台南市,東　區,大福里,住宅,50,3,9,4,13,0,3,3,6,2,23,6,22.9739636,120.2159306
2017/11/16,台南市,東　區,崇文里,住宅,57,0,0,3,3,0,0,0,0,0,0,0,22.968559,120.227651
2017/11/16,台南市,東　區,德高里,住宅,50,2,4,28,32,0,2,2,4,1,6,3,22.9665308,120.2354061
2017/11/16,台南市,東　區,東智里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,22.9629737,120.2267506
2017/11/16,台南市,東　區,德光里,住宅,51,0,6,0,6,0,0,0,0,0,0,0,22.981112,120.2202587
2017/11/16,台南市,東　區,富裕里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,22.9849708,120.227472
2017/11/16,台南市,東　區,自強里,住宅,50,0,8,12,20,0,0,0,0,0,0,0,22.9824198,120.2332423
2017/11/16,台南市,東　區,南聖里,住宅,50,3,1,13,14,0,3,3,6,2,21,6,22.9890944,120.2462245
2017/11/16,台南市,東　區,虎尾里,住宅,50,1,4,8,12,0,1,1,2,1,8,3,22.9791309,120.2361273
2017/11/17,台南市,東　區,崇德里,住宅,51,1,0,3,3,0,1,1,2,1,33,8,22.9745344,120.2260293
2017/11/17,台南市,東　區,小東里,住宅,75,1,8,9,17,0,1,1,1,1,6,3,22.9970514,120.227472
2017/11/17,台南市,東　區,泉南里,住宅,50,1,3,11,14,0,2,2,4,1,14,4,22.9847029,120.2159306
2017/11/17,台南市,東　區,大同里,住宅,52,2,17,5,22,1,1,2,4,1,9,3,22.9839645,120.2130451
2017/11/17,台南市,東　區,圍下里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.9919771,120.2148485
2017/11/17,台南市,東　區,新東里,住宅,75,3,9,7,16,1,2,3,4,1,19,5,22.9865063,120.2249474
2017/11/17,台南市,東　區,關聖里,住宅,50,1,2,3,5,0,1,1,2,1,20,5,22.985975,120.2418972
2017/11/13,台南市,南　區,喜北里,住宅,50,0,4,11,15,0,0,0,0,0,0,0,22.9490628,120.1776926
2017/11/13,台南市,南　區,興農里,住宅,52,0,3,24,27,0,0,0,0,0,0,0,22.9299372,120.1921233
2017/11/14,台南市,南　區,省躬里,住宅,51,6,10,22,32,0,8,8,16,3,25,6,22.9338276,120.1863512
2017/11/14,台南市,南　區,松安里,住宅,50,2,6,12,18,0,2,2,4,1,11,4,22.9248924,120.1776926
2017/11/15,台南市,南　區,白雪里,住宅,50,2,1,12,13,0,2,2,4,1,15,5,22.9676143,120.1885158
2017/11/15,台南市,南　區,南都里,住宅,50,0,7,7,14,0,0,0,0,0,0,0,22.9550918,120.1841866
2017/11/16,台南市,南　區,開南里,住宅,50,0,5,12,17,0,0,0,0,0,0,0,22.9668748,120.1856297
2017/11/16,台南市,南　區,金華里,住宅,51,1,8,15,23,0,1,1,2,1,4,2,22.9796984,120.1885158
2017/11/16,台南市,南　區,光明里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,22.971944,120.1870727
2017/11/16,台南市,南　區,國宅里,地區,50,0,12,5,17,0,0,0,0,0,0,0,22.976137,120.187265
2017/11/17,台南市,南　區,建南里,住宅,50,0,7,4,11,0,0,0,0,0,0,0,22.9572284,120.1964522
2017/11/17,台南市,南　區,新昌里,住宅,51,1,8,6,14,0,1,1,2,1,7,3,22.9835601,120.1957308
2017/11/17,台南市,南　區,荔宅里,住宅,50,0,6,6,12,0,0,0,0,0,0,0,22.9749009,120.1986166
2017/11/17,台南市,南　區,竹溪里,住宅,50,0,10,4,14,0,0,0,0,0,0,0,22.9779397,120.2065525
2017/11/13,台南市,北　區,興北里,住宅,75,0,4,9,13,0,0,0,0,0,0,0,23.0057457,120.2116023
2017/11/13,台南市,北　區,大仁里,住宅,75,1,5,7,12,0,1,1,1,1,8,3,23.0074149,120.2148485
2017/11/14,台南市,北　區,延平里,住宅,75,0,6,4,10,0,0,0,0,0,0,0,23.0107043,120.211963
2017/11/14,台南市,北　區,成功里,住宅,75,0,8,17,25,0,0,0,0,0,0,0,23.0202949,120.2094381
2017/11/15,台南市,北　區,長德里,住宅,75,0,4,11,15,0,0,0,0,0,0,0,23.002927,120.2058311
2017/11/15,台南市,北　區,長榮里,住宅,75,0,6,3,9,0,0,0,0,0,0,0,23.0091928,120.2191767
2017/11/16,台南市,北　區,文元里,住宅,75,0,1,8,9,0,0,0,0,0,0,0,23.0146579,120.1978952
2017/11/16,台南市,北　區,大道里,住宅,75,0,7,6,13,0,0,0,0,0,0,0,23.0099486,120.2155699
2017/11/16,台南市,北　區,勝安里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,23.0074816,120.217734
2017/11/16,台南市,北　區,新勝里,住宅,50,0,6,6,12,0,0,0,0,0,0,0,23.0094105,120.2213407
2017/11/17,台南市,北　區,成德里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,23.0134491,120.2036668
2017/11/17,台南市,北　區,公園里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,23.0006781,120.2101595
2017/11/17,台南市,北　區,玉皇里,住宅,50,1,2,10,12,1,1,2,4,1,17,5,22.9996798,120.2069132
2017/11/17,台南市,北　區,三德里,住宅,50,0,4,16,20,0,0,0,0,0,0,0,23.000133,120.2047489
2017/11/17,台南市,北　區,永祥里,住宅,50,0,9,3,12,0,0,0,0,0,0,0,23.0160134,120.2202587
2017/11/17,台南市,北　區,國姓里,住宅,50,0,15,9,24,0,0,0,0,0,0,0,23.0076926,120.2087167
2017/11/17,台南市,北　區,興南里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,23.0036652,120.2087167
2017/11/17,台南市,北　區,大山里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,23.0090596,120.2134058
2017/11/13,台南市,中西區,民生里,住宅,50,1,5,15,20,0,1,1,2,1,5,2,22.989425,120.1917626
2017/11/13,台南市,中西區,小西里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,22.9883267,120.1986166
2017/11/13,台南市,中西區,民權里,其他,50,1,8,18,26,0,1,1,2,1,4,2,22.9969861,120.1957308
2017/11/14,台南市,中西區,三合里,住宅,50,0,7,9,16,0,0,0,0,0,0,0,22.9999315,120.1960915
2017/11/14,台南市,中西區,協和里,住宅,50,1,7,11,18,0,1,1,2,1,6,3,23.0016179,120.1928448
2017/11/15,台南市,中西區,西賢里,住宅,50,0,4,21,25,0,0,0,0,0,0,0,23.0039814,120.1719199
2017/11/15,台南市,中西區,普濟里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,22.9991764,120.1996988
2017/11/16,台南市,中西區,文賢里,住宅,52,0,3,9,12,0,0,0,0,0,0,0,23.003892,120.1932056
2017/11/16,台南市,中西區,仙草里,住宅,55,0,3,12,15,0,0,0,0,0,0,0,22.984299,120.1986166
