日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/6/8,台南市,北　區,安民里,其他,50,1,5,11,16,0,1,1,2,1,6,3,120.20006,23.00145
106/6/9,台南市,北　區,國興里,其他,50,0,2,11,13,0,0,0,0,0,0,0,120.226029,23.009435
106/6/9,台南市,北　區,大港里,菜園,50,1,4,10,14,0,1,1,2,1,7,3,120.182744,23.010445
106/6/9,台南市,北　區,重興里,其他,50,4,4,10,14,1,3,4,8,2,29,7,120.226029,23.004065
106/6/9,台南市,北　區,玉皇里,菜園,50,2,2,11,13,0,2,2,4,1,15,5,120.206913,22.99968
106/6/9,台南市,北　區,興北里,其他,50,2,4,9,13,0,2,2,4,1,15,5,120.211602,23.005746
106/6/9,台南市,北　區,大豐里,其他,50,1,4,13,17,0,1,1,2,1,6,3,120.192123,23.007811
106/6/5,台南市,中西區,協進里,住宅,51,3,5,10,15,0,3,3,6,2,20,5,120.191041,22.997632
106/6/6,台南市,中西區,民權里,住宅,50,3,1,15,16,0,3,3,6,2,19,5,120.195731,22.996986
106/6/6,台南市,中西區,天后里,住宅,50,1,4,8,12,0,1,1,2,1,8,3,120.201142,22.997532
106/6/7,台南市,中西區,青年里,住宅,50,2,5,10,15,0,2,2,4,1,13,4,120.209077,22.992514
106/6/7,台南市,中西區,文賢里,住宅,50,3,7,11,18,0,3,3,6,2,17,5,120.193206,23.003892
106/6/8,台南市,中西區,藥王里,住宅,50,3,12,10,22,1,2,3,6,2,14,4,120.191402,22.999235
106/6/8,台南市,中西區,協和里,住宅,50,0,9,4,13,0,0,0,0,0,0,0,120.192845,23.001618
106/6/9,台南市,中西區,大涼里,住宅,51,0,20,10,30,0,0,0,0,0,0,0,120.189237,22.992303
106/6/9,台南市,中西區,西湖里,住宅,50,6,7,29,36,2,5,7,14,3,19,5,120.183465,23.001567
106/6/9,台南市,中西區,水仙里,住宅,50,1,3,21,24,1,0,1,2,1,4,2,120.198617,22.996382
106/6/5,台南市,安南區,州北里,住宅,51,3,4,39,43,0,4,4,8,2,9,3,120.215209,23.067411
106/6/6,台南市,安南區,布袋里,其他,50,2,7,30,37,0,2,2,4,1,5,2,120.206553,23.063859
106/6/6,台南市,安南區,公親里,住宅,50,7,0,35,35,0,11,11,22,4,31,7,120.197895,23.076415
106/6/8,台南市,安南區,鳳凰里,住宅,51,3,1,22,23,0,3,3,6,2,13,4,120.20006,23.041727
106/6/8,台南市,安南區,安東里,住宅,50,3,2,21,23,0,4,4,8,2,17,5,120.218095,23.037274
106/6/9,台南市,安南區,佃西里,住宅,51,11,1,70,71,0,28,28,55,6,39,8,120.169033,23.071727
106/6/9,台南市,安南區,佃東里,住宅,50,7,4,17,21,0,8,8,16,3,38,8,120.184908,23.072427
106/6/9,台南市,安南區,公塭里,住宅,51,6,5,25,30,0,7,7,14,3,23,6,120.16326,23.070251
106/6/5,台南市,安平區,平安里,住宅,51,0,8,13,21,0,0,0,0,0,0,0,120.172642,22.999131
106/6/6,台南市,安平區,平通里,住宅,50,2,8,20,28,0,2,2,4,1,7,3,120.169033,22.993842
106/6/6,台南市,安平區,平通里,住宅,50,2,6,9,15,2,1,3,6,2,20,5,120.169033,22.993842
106/6/7,台南市,安平區,石門里,住宅,50,0,5,9,14,0,0,0,0,0,0,0,120.165425,23.000639
106/6/7,台南市,安平區,海頭里,其他,50,1,9,22,31,0,1,1,2,1,3,2,120.162539,23.002586
106/6/8,台南市,安平區,西門里,住宅,50,0,19,15,34,0,0,0,0,0,0,0,120.1546,23.00223
106/6/8,台南市,安平區,西門里,住宅,50,3,3,23,26,0,3,3,6,2,12,4,120.1546,23.00223
106/6/8,台南市,安平區,平安里,其他,50,3,2,7,9,0,3,3,6,2,33,8,120.172642,22.999131
106/6/9,台南市,安平區,育平里,住宅,50,2,13,23,36,0,2,2,4,1,6,3,120.166147,22.989074
106/6/9,台南市,安平區,育平里,住宅,50,4,2,13,15,0,4,4,8,2,27,6,120.166147,22.989074
106/6/5,台南市,仁德區,太子里,住宅,50,1,0,15,15,0,2,2,4,1,13,4,120.258484,22.991221
106/6/5,台南市,仁德區,太子里,住宅,50,2,2,24,26,0,3,3,6,2,12,4,120.258484,22.991221
106/6/6,台南市,仁德區,大甲里,住宅,50,7,0,24,24,0,8,8,16,3,33,8,120.207995,22.922595
106/6/6,台南市,仁德區,二行里,住宅,50,3,1,12,13,0,4,4,8,2,31,7,120.22098,22.921225
106/6/7,台南市,仁德區,大甲里,住宅,50,8,0,18,18,0,14,14,28,4,78,9,120.207995,22.922595
106/6/7,台南市,仁德區,大甲里,住宅,50,10,1,14,15,1,9,10,20,4,67,9,120.207995,22.922595
106/6/8,台南市,仁德區,太子里,住宅,50,5,0,35,35,0,12,12,24,4,34,8,120.258484,22.991221
106/6/8,台南市,仁德區,太子里,住宅,50,2,1,23,24,0,7,7,14,3,29,7,120.258484,22.991221
106/6/8,台南市,仁德區,後壁里,住宅,50,3,0,8,8,0,6,6,12,3,75,9,120.242618,22.947572
106/6/9,台南市,仁德區,上崙里,住宅,50,7,2,13,15,0,12,12,24,4,80,9,120.259927,22.93858
106/6/9,台南市,仁德區,上崙里,住宅,50,4,0,11,11,0,9,9,18,3,82,9,120.259927,22.93858
106/6/9,台南市,仁德區,一甲里,住宅,50,3,3,10,13,0,4,4,8,2,31,7,120.261369,22.977196
106/6/4,台南市,永康區,復興里,住宅,50,9,2,50,52,0,18,18,36,5,35,8,120.244061,22.99693
106/6/5,台南市,永康區,尚頂里,住宅,50,2,1,11,12,0,2,2,4,1,17,5,120.225308,23.026364
106/6/5,台南市,永康區,安康里,住宅,50,1,1,14,15,0,1,1,2,1,7,3,120.227472,23.015843
106/6/5,台南市,永康區,復國里,住宅,50,1,8,25,33,0,4,4,8,2,12,4,120.247306,23.005979
106/6/5,台南市,永康區,西橋里,住宅,51,1,1,24,25,1,0,1,2,1,4,2,120.226029,23.013461
106/6/6,台南市,永康區,六合里,住宅,50,1,2,13,15,0,1,1,2,1,7,3,120.230357,23.011212
106/6/6,台南市,永康區,中華里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.236499,22.999965
106/6/6,台南市,永康區,勝利里,住宅,50,2,3,23,26,0,2,2,4,1,8,3,120.232521,23.004718
106/6/6,台南市,永康區,成功里,住宅,50,1,2,22,24,0,1,1,2,1,4,2,120.23793,23.003248
106/6/7,台南市,永康區,東橋里,住宅,50,10,1,18,19,0,10,10,20,4,53,9,120.241176,23.024378
106/6/7,台南市,永康區,復興里,住宅,50,7,3,39,42,2,7,9,18,3,21,6,120.244061,22.99693
106/6/7,台南市,永康區,王行里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.277232,23.042301
106/6/7,台南市,永康區,鹽行里,住宅,50,3,3,12,15,1,3,4,8,2,27,6,120.236839,23.041356
106/6/8,台南市,永康區,光復里,住宅,50,1,4,68,72,0,3,3,6,2,4,2,120.244422,22.999874
106/6/8,台南市,永康區,永康里,住宅,50,6,5,21,26,1,7,8,16,3,31,7,120.258484,23.023429
106/6/9,台南市,永康區,崑山里,住宅,50,2,4,15,19,0,4,4,8,2,21,6,120.254158,22.998838
