日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/6/5,台南市,東　區,崇信里,住宅,51,5,13,10,23,0,5,5,10,3,22,6,120.227472,22.980944
106/6/6,台南市,東　區,龍山里,住宅,78,7,5,26,31,0,8,8,10,3,26,6,120.221701,22.983495
106/6/7,台南市,東　區,虎尾里,住宅,75,8,5,26,31,0,10,10,13,3,32,8,120.235984,22.97888
106/6/7,台南市,東　區,裕聖里,住宅,50,9,3,15,18,0,12,12,24,4,67,9,120.246946,22.98022
106/6/8,台南市,東　區,德高里,住宅,51,2,7,26,33,0,2,2,4,1,6,3,120.235406,22.966531
106/6/8,台南市,東　區,文聖里,住宅,50,4,4,8,12,0,5,5,10,3,42,9,120.244782,22.984028
106/6/8,台南市,東　區,富強里,住宅,50,4,4,9,13,2,4,6,12,3,46,9,120.2318,22.986749
106/6/9,台南市,東　區,崇文里,住宅,55,3,9,16,25,0,3,3,5,2,12,4,120.229636,22.967739
106/6/9,台南市,東　區,東聖里,住宅,50,4,1,13,14,0,5,5,10,3,36,8,120.234685,22.986144
106/6/10,台南市,東　區,後甲里,住宅,51,0,0,7,7,0,0,0,0,0,0,0,120.238291,22.992771
106/6/5,台南市,南　區,廣州里,住宅,50,2,8,14,22,1,1,2,4,1,9,3,120.192845,22.984164
106/6/6,台南市,南　區,日新里,住宅,50,2,9,29,38,0,3,3,6,2,8,3,120.189959,22.974026
106/6/6,台南市,南　區,文華里,住宅,50,1,14,6,20,1,0,1,2,1,5,2,120.189959,22.98611
106/6/7,台南市,南　區,郡南里,住宅,50,2,8,7,15,0,2,2,4,1,13,4,120.195009,22.964243
106/6/8,台南市,南　區,大成里,住宅,50,3,1,14,15,0,3,3,6,2,20,5,120.198617,22.980271
106/6/8,台南市,南　區,大恩里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,120.207995,22.954815
106/6/8,台南市,南　區,白雪里,住宅,50,3,4,7,11,0,4,4,8,2,36,8,120.188516,22.967614
106/6/9,台南市,南　區,府南里,住宅,50,0,11,9,20,0,0,0,0,0,0,0,120.195009,22.972299
106/6/9,台南市,南　區,國宅里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,120.187073,22.975972
106/6/9,台南市,南　區,田寮里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,120.195731,22.976847
106/6/5,台南市,北　區,小康里,其他,50,6,4,14,18,1,7,8,16,3,44,9,120.217373,23.015276
106/6/5,台南市,北　區,永祥里,其他,50,0,5,14,19,0,0,0,0,0,0,0,120.220259,23.016013
106/6/6,台南市,北　區,長榮里,其他,50,1,2,27,29,0,2,2,4,1,7,3,120.219177,23.009193
106/6/6,台南市,北　區,振興里,其他,50,1,4,8,12,0,1,1,2,1,8,3,120.221701,23.006315
106/6/6,台南市,北　區,中樓里,其他,50,2,2,10,12,0,2,2,4,1,17,5,120.215931,23.003497
106/6/6,台南市,北　區,成德里,其他,50,2,0,16,16,0,2,2,4,1,13,4,120.203667,23.013449
106/6/6,台南市,北　區,成功里,其他,50,7,0,17,17,0,7,7,14,3,41,9,120.209438,23.020295
106/6/6,台南市,北　區,小康里,其他,50,2,4,11,15,0,2,2,4,1,13,4,120.217373,23.015276
106/6/7,台南市,北　區,延平里,其他,50,1,3,10,13,0,3,3,6,2,23,6,120.211963,23.010704
106/6/7,台南市,北　區,裕民里,住宅,50,2,8,11,19,1,2,3,6,2,16,5,120.196091,23.002617
106/6/7,台南市,北　區,國姓里,其他,50,1,3,14,17,0,1,1,2,1,6,3,120.208717,23.007693
106/6/7,台南市,北　區,文元里,其他,50,2,3,12,15,0,2,2,4,1,13,4,120.197895,23.014658
106/6/8,台南市,北　區,裕民里,其他,50,0,6,13,19,0,0,0,0,0,0,0,120.196091,23.002617
106/6/8,台南市,北　區,正覺里,其他,50,4,9,11,20,1,11,12,24,4,60,9,120.211602,23.015143
106/6/8,台南市,北　區,大仁里,其他,50,1,4,15,19,0,2,2,4,1,11,4,120.214849,23.007415
106/6/8,台南市,北　區,力行里,其他,50,1,4,10,14,0,1,1,2,1,7,3,120.229275,23.008419
106/6/8,台南市,北　區,仁愛里,其他,50,4,7,12,19,1,3,4,8,2,21,6,120.220259,23.00259
