日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/2/14,台南市,中西區,銀同里,住宅,75,0,10,9,19,0,0,0,0,0,0,0,22.9909536,120.2069132
2018/2/12,台南市,安南區,海東里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,23.0412431,120.1863512
2018/2/12,台南市,安南區,海西里,住宅,50,0,2,13,15,0,0,0,0,0,0,0,23.0306699,120.1791357
2018/2/12,台南市,安南區,東和里,住宅,50,3,3,44,47,0,5,5,10,3,11,4,23.0615247,120.2368486
2018/2/12,台南市,安南區,塭南里,住宅,50,2,10,9,19,1,1,2,4,1,11,4,23.0715691,120.2209801
2018/2/13,台南市,安南區,溪東里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,23.0253139,120.2015025
2018/2/13,台南市,安南區,安富里,住宅,50,0,5,17,22,0,0,0,0,0,0,0,23.0251806,120.1957308
2018/2/13,台南市,安南區,溪北里,住宅,52,0,2,5,7,0,0,0,0,0,0,0,23.0255799,120.2130451
2018/2/14,台南市,安南區,總頭里,住宅,51,1,10,24,34,0,1,1,2,1,3,2,23.050434,120.2065525
2018/2/14,台南市,安南區,布袋里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0638587,120.2065525
2018/2/14,台南市,安南區,公親里,住宅,51,4,2,41,43,0,4,4,8,2,9,3,23.0764154,120.1978952
2018/2/14,台南市,安南區,長安里,住宅,50,2,6,30,36,0,3,3,6,2,8,3,23.0646352,120.1964522
2018/2/12,台南市,安平區,育平里,住宅,50,0,1,12,13,0,0,0,0,0,0,0,22.989074,120.1661469
2018/2/12,台南市,安平區,平安里,住宅,50,0,9,8,17,0,0,0,0,0,0,0,22.9991307,120.1726415
2018/2/13,台南市,安平區,華平里,住宅,50,1,4,12,16,0,1,1,2,1,6,3,22.9948005,120.1740847
2018/2/13,台南市,安平區,怡平里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,22.994197,120.176971
2018/2/14,台南市,安平區,億載里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,22.9902803,120.1603737
2018/2/14,台南市,安平區,國平里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.9793723,120.1675902
2018/2/11,台南市,仁德區,田厝里,住宅,50,0,0,30,30,0,0,0,0,0,0,0,22.9384788,120.241176
2018/2/12,台南市,仁德區,大甲里,住宅,50,1,1,8,9,0,1,1,2,1,11,4,22.9225952,120.2079953
2018/2/12,台南市,仁德區,二行里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,22.9212251,120.2209801
2018/2/13,台南市,仁德區,保安里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,22.9231415,120.2310784
2018/2/13,台南市,仁德區,仁德里,住宅,50,3,0,28,28,0,9,9,18,3,32,8,22.9657583,120.2455033
2018/2/14,台南市,仁德區,仁義里,市場,50,1,12,14,26,0,1,1,2,1,4,2,22.9695788,120.2656955
2018/2/14,台南市,仁德區,成功里,其他,50,1,9,8,17,0,1,1,2,1,6,3,22.9404559,120.225308
2018/2/12,台南市,歸仁區,沙崙里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,22.9321981,120.3031871
2018/2/12,台南市,永康區,光復里,住宅,52,0,4,14,18,0,0,0,0,0,0,0,22.9998739,120.2444215
2018/2/12,台南市,永康區,埔園里,住宅,52,3,2,25,27,0,4,4,8,2,15,5,23.0341644,120.2584844
2018/2/12,台南市,永康區,尚頂里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,23.0263645,120.225308
2018/2/12,台南市,永康區,成功里,住宅,51,0,0,9,9,0,0,0,0,0,0,0,23.0032483,120.2379305
2018/2/13,台南市,永康區,復華里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,23.0103511,120.2440609
2018/2/13,台南市,永康區,二王里,住宅,50,1,4,10,14,0,1,1,2,1,7,3,23.0177985,120.2469457
2018/2/13,台南市,永康區,網寮里,住宅,50,0,7,11,18,0,0,0,0,0,0,0,23.0139035,120.2527152
2018/2/13,台南市,永康區,永康里,住宅,50,6,0,41,41,0,11,11,22,4,27,6,23.0234285,120.2584844
2018/2/13,台南市,永康區,二王里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0177985,120.2469457
2018/2/14,台南市,永康區,南灣里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,22.9986674,120.2613689
2018/2/14,台南市,永康區,東灣里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,22.9995352,120.270022
2018/2/14,台南市,永康區,西橋里,住宅,50,1,4,2,6,1,0,1,2,1,17,5,23.0134614,120.2260293
2018/2/14,台南市,永康區,五王里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0116465,120.2346848
2018/2/12,台南市,善化區,光文里,住宅,74,0,0,17,17,0,0,0,0,0,0,0,23.1340393,120.3003035
2018/2/11,台南市,新市區,潭頂里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.0742985,120.3291365
2018/2/14,台南市,安定區,中沙里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.072953,120.2079953
2018/2/13,台南市,山上區,南洲里,住宅,90,0,2,12,14,0,0,0,0,0,0,0,23.0958254,120.3478746
2018/2/14,台南市,山上區,玉峰里,住宅,51,0,0,2,2,0,0,0,0,0,0,0,23.0951559,120.3954282
2018/2/12,台南市,楠西區,楠西里,學校,71,0,0,15,15,0,0,0,0,0,0,0,23.1743367,120.4832844
2018/2/12,台南市,楠西區,龜丹里,其他,50,0,3,5,8,0,0,0,0,0,0,0,23.1325697,120.5221524
2018/2/13,台南市,楠西區,灣丘里,其他,50,1,0,24,24,0,1,1,2,1,4,2,23.1729731,120.5336665
2018/2/11,台南市,南化區,北寮里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0764623,120.4962417
2018/2/14,台南市,南化區,西埔里,住宅,51,0,0,8,8,0,0,0,0,0,0,0,23.0293455,120.4530456
2018/2/12,台南市,麻豆區,大埕里,住宅,60,0,0,9,9,0,0,0,0,0,0,0,23.1862879,120.2498305
2018/2/13,台南市,麻豆區,晉江里,住宅,52,0,0,1,1,0,0,0,0,0,0,0,23.18083,120.2534363
2018/2/12,台南市,官田區,二鎮里,住宅,67,0,0,15,15,0,0,0,0,0,0,0,23.2063507,120.3262535
2018/2/13,台南市,大內區,二溪里,住宅,50,1,0,19,19,0,1,1,2,1,5,2,23.122445,120.4184782
2018/2/14,台南市,大內區,曲溪里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.1145349,120.3925467
2018/2/13,台南市,佳里區,六安里,住宅,60,0,0,12,12,0,0,0,0,0,0,0,23.1703108,120.1791357
2018/2/13,台南市,佳里區,鎮山里,住宅,60,0,0,12,12,0,0,0,0,0,0,0,23.1513391,120.1863512
2018/2/14,台南市,佳里區,龍安里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.1297701,120.1675902
2018/2/13,台南市,將軍區,忠興里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,23.2018481,120.1632603
2018/2/12,台南市,北門區,永隆里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.276035,120.1170664
2018/2/13,台南市,北門區,永華里,住宅,50,2,0,7,7,0,2,2,4,1,29,7,23.2600928,120.1098472
2018/2/13,台南市,北門區,北門里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.2661521,120.125729
2018/2/13,台南市,新營區,王公里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.3165185,120.3190457
2018/2/13,台南市,新營區,太南里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.288141,120.2757905
2018/2/12,台南市,白河區,大林里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.3369326,120.4559258
2018/2/12,台南市,白河區,蓮潭里,地區,50,0,0,3,3,0,0,0,0,0,0,0,23.4016267,120.4040725
2018/2/12,台南市,白河區,關嶺里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,23.3171844,120.5106372
2018/2/12,台南市,白河區,竹門里,地區,50,0,0,4,4,0,0,0,0,0,0,0,23.3756819,120.4501653
2018/2/16,台南市,白河區,永安里,市場,50,0,0,11,11,0,0,0,0,0,0,0,23.3457502,120.4083944
2018/2/14,台南市,柳營區,中埕里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.2709169,120.3190457
2018/2/12,台南市,後壁區,仕安里,住宅,50,0,0,25,25,0,0,0,0,0,0,0,23.3557196,120.3176041
2018/2/12,台南市,後壁區,菁寮里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,23.382543,120.3176041
2018/2/13,台南市,後壁區,土溝里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.3719211,120.3925467
2018/2/13,台南市,後壁區,嘉苳里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.3553925,120.369492
2018/2/12,台南市,東山區,東中里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.3170734,120.3983097
2018/2/13,台南市,東山區,東山里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.3282152,120.4026318
2018/2/13,台南市,東山區,東正里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.3253379,120.409835
2018/2/13,台南市,東山區,三榮里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.3248931,120.3867834
2018/2/14,台南市,東山區,聖賢里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,23.3095815,120.3579632
