日期,區別,里別,調查種類,調查戶數,陽性戶數,調查容器數戶內,調查容器數戶外,陽性容器數戶內,陽性容器數戶外,布氏指數,布氏級數,容器指數,容器級數
104/8/22,南區,新昌里,住宅,39,0,5,13,0,0,0,0,0,0
104/8/22,南區,明興里,住宅,28,0,5,3,0,0,0,0,0,0
104/8/22,南區,大恩里,住宅,50,1,2,16,1,0,2,1,6,3
104/8/22,南區,田寮里,住宅,24,3,23,7,4,4,33,4,27,6
104/8/24,南區,再興里,住宅,50,3,8,21,0,3,6,2,10,4
104/8/24,南區,金華里,住宅,23,0,3,10,0,0,0,0,0,0
104/8/24,南區,光明里,住宅,11,3,0,54,0,5,45,5,9,3
104/8/24,南區,國宅里,住宅,31,0,0,8,0,0,0,0,0,0
104/8/25,南區,明亮里,住宅,28,0,4,4,0,0,0,0,0,0
104/8/25,南區,開南里,住宅,69,3,5,18,1,2,4,1,13,4
104/8/25,南區,建南里,住宅,26,0,5,28,0,0,0,0,0,0
104/8/25,南區,文南里,住宅,22,0,4,9,0,0,0,0,0,0
104/8/25,南區,文華里,住宅,16,0,3,9,0,0,0,0,0,0
104/8/25,南區,金華里,住宅,33,3,25,12,3,2,15,3,14,4
104/8/25,南區,新昌里,住宅,28,0,11,8,0,0,0,0,0,0
104/8/25,南區,大恩里,住宅,81,0,14,16,0,0,0,0,0,0
104/8/25,南區,白雪里,住宅,10,0,1,8,0,0,0,0,0,0
104/8/26,南區,文華里,住宅,15,0,2,5,0,0,0,0,0,0
104/8/26,南區,府南里,住宅,34,0,12,18,0,0,0,0,0,0
104/8/26,南區,文南里,住宅,58,0,14,23,0,0,0,0,0,0
104/8/27,南區,大恩里,住宅,143,0,13,6,0,0,0,0,0,0
104/8/27,南區,新興里,住宅,114,0,13,8,0,0,0,0,0,0
104/8/28,南區,文華里,住宅,37,0,15,12,0,0,0,0,0,0
104/8/28,南區,興農里,住宅,27,4,6,27,0,6,22,4,18,5
104/8/28,南區,竹溪里,住宅,33,0,10,35,0,0,0,0,0,0
104/8/28,南區,佛壇里,住宅,34,0,5,32,0,0,0,0,0,0
104/8/28,南區,新生里,住宅,22,0,4,23,0,0,0,0,0,0
104/8/28,南區,文南里,住宅,30,0,10,37,0,0,0,0,0,0
104/8/28,南區,明興里,住宅,20,0,3,13,0,0,0,0,0,0
104/8/28,南區,金華里,住宅,20,0,4,6,0,0,0,0,0,0
104/8/3,南區,新生里,住宅,50,1,7,13,0,1,2,1,5,2
104/8/3,南區,國宅里,市場,107,0,19,1,0,0,0,0,0,0
104/8/3,南區,廣州里,住宅,51,0,8,5,0,0,0,0,0,0
104/8/3,南區,同安里,住宅,28,2,6,9,0,3,11,3,20,5
104/8/3,南區,文華里,住宅,90,0,29,15,0,0,0,0,0,0
104/8/30,南區,荔宅里,住宅,17,0,0,0,0,0,0,0,0,0
104/8/30,南區,金華里,住宅,168,1,21,23,1,0,1,1,2,1
104/8/31,南區,南都里,住宅,35,1,16,36,0,1,3,1,2,1
104/8/31,南區,永寧里,住宅,25,3,4,18,0,4,16,3,18,5
104/8/4,南區,荔宅里,住宅,50,7,15,11,2,6,16,3,31,7
104/8/4,南區,明德里,住宅,50,0,1,7,0,0,0,0,0,0
104/8/4,南區,竹溪里,住宅,50,1,3,9,0,1,2,1,8,3
104/8/4,南區,大林里,住宅,50,4,10,20,0,4,8,2,13,4
104/8/4,南區,明興里,住宅,51,2,7,6,0,3,6,2,23,6
104/8/4,南區,日新里,住宅,50,1,47,18,1,0,2,1,2,1
104/8/4,南區,明興里,住宅,50,2,3,18,1,1,4,1,10,4
104/8/4,南區,鯤鯓里,住宅,50,1,6,26,0,4,8,2,13,4
104/8/5,南區,大恩里,機關,50,0,1,1,0,0,0,0,0,0
104/8/5,南區,大林里,住宅,52,2,12,6,0,3,6,2,17,5
104/8/5,南區,鯤鯓里,住宅,50,4,6,17,1,3,8,2,17,5
104/8/5,南區,廣州里,住宅,50,0,25,3,0,0,0,0,0,0
104/8/6,南區,喜北里,住宅,50,2,8,9,0,2,4,1,12,4
104/8/6,南區,開南里,住宅,50,3,8,17,1,2,6,2,12,4
104/8/7,南區,日新里,市場,52,0,13,14,0,0,0,0,0,0
104/8/7,南區,鯤鯓里,住宅,50,3,3,20,0,4,8,2,17,5
104/8/7,南區,開南里,住宅,34,4,3,17,0,4,12,3,20,5
104/8/7,南區,明亮里,住宅,34,0,13,5,0,0,0,0,0,0
104/8/7,南區,大忠里,住宅,50,2,12,8,0,2,4,1,10,4
104/9/10,南區,明亮里,住宅,19,0,0,1,0,0,0,0,0,0
104/9/10,南區,同安里,住宅,18,3,5,15,2,1,17,3,15,5
104/9/10,南區,喜南里,住宅,14,2,2,16,0,9,64,6,50,9
104/9/11,南區,新興里,住宅,153,3,13,22,0,4,3,1,11,4
104/9/11,南區,新興里,住宅,132,3,22,19,1,2,2,1,7,3
104/9/12,南區,新昌里,住宅,317,4,25,22,1,3,1,1,9,3
104/9/12,南區,新昌里,住宅,260,4,43,22,3,1,2,1,6,3
104/9/14,南區,大成里,住宅,35,0,11,4,0,0,0,0,0,0
104/9/14,南區,光明里,住宅,28,0,8,5,0,0,0,0,0,0
104/9/14,南區,南華里,住宅,50,1,0,9,0,0,0,0,0,0
104/9/15,南區,金華里,住宅,101,1,14,30,0,1,1,1,2,1
104/9/15,南區,金華里,住宅,279,0,51,50,0,0,0,0,0,0
104/9/15,南區,文南里,住宅,222,2,42,20,1,1,1,1,3,2
104/9/16,南區,新興里,住宅,115,2,26,7,1,1,2,1,6,3
104/9/16,南區,新興里,住宅,86,0,9,12,0,0,0,0,0,0
104/9/16,南區,建南里,住宅,50,0,1,14,0,0,0,0,0,0
104/9/17,南區,郡南里,住宅,430,4,54,51,3,2,1,1,5,2
104/9/17,南區,國宅里,住宅,540,3,163,60,1,3,1,1,2,1
104/9/17,南區,新昌里,住宅,52,0,6,5,0,0,0,0,0,0
104/9/19,南區,府南里,住宅,287,2,45,19,1,1,1,1,3,2
104/9/19,南區,廣州里,住宅,108,0,35,13,0,0,0,0,0,0
104/9/19,南區,廣州里,住宅,345,3,72,48,3,2,1,1,4,2
104/9/2,南區,郡南里,住宅,26,2,18,8,0,2,8,2,8,3
104/9/2,南區,府南里,住宅,17,1,6,2,0,1,6,2,13,4
104/9/2,南區,日新里,住宅,23,1,1,2,0,1,4,1,33,8
104/9/2,南區,廣州里,住宅,13,4,5,4,2,2,31,4,44,9
104/9/2,南區,同安里,住宅,33,0,2,81,0,0,0,0,0,0
104/9/2,南區,金華里,住宅,16,1,11,8,0,5,31,4,26,6
104/9/2,南區,國宅里,住宅,12,2,2,5,0,3,25,4,43,9
104/9/21,南區,田寮里,住宅,325,0,30,41,0,0,0,0,0,0
104/9/21,南區,田寮里,住宅,302,2,24,26,0,2,1,1,4,2
104/9/21,南區,新興里,住宅,23,0,14,2,0,0,0,0,0,0
104/9/21,南區,建南里,住宅,12,1,11,1,1,0,8,2,8,3
104/9/21,南區,日新里,住宅,15,0,3,1,0,0,0,0,0,0
104/9/22,南區,明興里,住宅,352,1,58,38,0,1,0,1,1,1
104/9/22,南區,光明里,住宅,508,0,56,70,0,0,0,0,0,0
104/9/22,南區,開南里,住宅,50,0,6,5,1,1,4,1,18,5
104/9/23,南區,再興里,住宅,326,1,56,28,1,0,0,1,1,1
104/9/23,南區,田寮里,住宅,43,0,8,41,0,0,0,0,0,0
104/9/23,南區,日新里,住宅,61,1,16,4,0,1,2,1,5,2
104/9/23,南區,白雪里,住宅,53,0,4,9,0,0,0,0,0,0
104/9/23,南區,明亮里,住宅,50,1,0,7,0,1,2,1,14,4
104/9/23,南區,再興里,住宅,343,1,77,8,1,0,0,1,1,1
104/9/24,南區,金華里,住宅,484,4,64,34,1,3,1,1,4,2
104/9/24,南區,金華里,住宅,428,0,64,45,0,0,0,0,0,0
104/9/24,南區,大恩里,住宅,15,1,11,0,1,0,7,2,9,3
104/9/24,南區,大恩里,住宅,12,0,1,1,0,0,0,0,0,0
104/9/25,南區,府南里,住宅,374,3,53,44,3,0,1,1,3,2
104/9/25,南區,府南里,住宅,370,1,64,18,0,1,0,1,1,1
104/9/25,南區,府南里,住宅,50,0,3,14,0,0,0,0,0,0
104/9/27,南區,日新里,住宅,8,0,1,0,0,0,0,0,0,0
104/9/27,南區,日新里,住宅,624,4,0,0,1,4,1,1,0,0
104/9/28,南區,建南里,住宅,552,4,143,100,2,2,1,1,2,1
104/9/29,南區,新昌里,住宅,423,2,103,98,2,2,1,1,2,1
104/9/29,南區,大成里,住宅,364,1,81,80,1,0,0,1,1,1
104/9/3,南區,田寮里,住宅,183,5,18,5,2,3,3,1,22,6
104/9/3,南區,田寮里,住宅,152,8,31,21,6,5,7,2,21,6
104/9/3,南區,再興里,住宅,31,2,0,6,0,2,6,2,33,8
104/9/3,南區,文南里,住宅,16,0,1,6,0,0,0,0,0,0
104/9/3,南區,南都里,住宅,13,0,5,2,0,0,0,0,0,0
104/9/3,南區,明德里,住宅,22,0,7,6,0,0,0,0,0,0
104/9/3,南區,新昌里,住宅,36,0,8,8,0,0,0,0,0,0
104/9/3,南區,白雪里,住宅,20,1,0,6,0,3,15,3,50,9
104/9/3,南區,松安里,住宅,37,0,25,4,0,0,0,0,0,0
104/9/3,南區,南華里,住宅,17,0,3,2,0,0,0,0,0,0
104/9/3,南區,文華里,住宅,24,3,5,2,2,1,13,3,43,9
104/9/3,南區,荔宅里,住宅,50,3,0,4,0,3,6,2,75,9
104/9/3,南區,再興里,住宅,14,0,21,0,0,0,0,0,0,0
104/9/3,南區,新興里,住宅,20,0,4,2,0,0,0,0,0,0
104/9/3,南區,光明里,住宅,16,2,5,1,1,1,13,3,33,8
104/9/3,南區,開南里,住宅,22,2,24,10,0,2,9,2,6,3
104/9/30,南區,明亮里,住宅,217,5,143,79,3,2,2,1,2,1
104/9/30,南區,明亮里,住宅,435,6,61,73,4,2,1,1,4,2
104/9/5,南區,文華里,住宅,234,3,31,26,1,2,1,1,5,2
104/9/5,南區,文華里,住宅,240,1,34,18,1,0,0,1,2,1
104/9/6,南區,田寮里,住宅,112,5,9,12,2,5,6,2,33,8
104/9/7,南區,金華里,住宅,232,1,21,35,0,2,1,1,4,2
104/9/7,南區,田寮里,住宅,23,0,2,4,0,0,0,0,0,0
104/9/7,南區,金華里,住宅,203,3,25,53,4,1,2,1,6,3
104/9/8,南區,南都里,住宅,30,0,0,17,0,0,0,0,0,0
104/9/8,南區,新昌里,住宅,14,4,6,9,1,3,29,4,27,6
104/9/8,南區,郡南里,住宅,23,0,0,1,0,0,0,0,0,0
104/9/8,南區,喜東里,住宅,11,0,1,2,0,0,0,0,0,0
104/9/8,南區,再興里,住宅,6,2,6,7,0,2,33,4,15,5
104/9/8,南區,文南里,住宅,21,3,4,5,3,2,24,4,56,9
104/9/8,南區,新興里,住宅,18,0,3,0,0,0,0,0,0,0
104/9/8,南區,明亮里,住宅,37,0,2,12,0,0,0,0,0,0
104/9/8,南區,開南里,住宅,322,2,9,23,0,2,1,1,6,3
104/9/9,南區,國宅里,住宅,183,2,22,59,0,2,1,1,2,1
104/9/9,南區,國宅里,住宅,113,3,40,21,1,2,3,1,5,2
104/9/9,南區,國宅里,住宅,206,2,46,17,1,1,1,1,3,2
104/9/9,南區,國宅里,住宅,48,1,10,8,0,3,6,2,17,5
104/9/9,南區,郡南里,住宅,50,1,1,6,0,2,4,1,29,7
104/10/1,南區,國宅里,住宅,352,3,337,154,3,0,1,1,1,1
104/10/1,南區,文南里,住宅,336,2,51,46,0,2,1,1,2,1
104/10/2,南區,竹溪里,住宅,79,1,13,15,2,0,3,1,7,3
104/10/2,南區,大林里,住宅,13,0,0,3,0,0,0,0,0,0
104/10/2,南區,大忠里,住宅,11,0,0,7,0,0,0,0,0,0
104/10/2,南區,明興里,住宅,275,9,93,65,3,6,3,1,6,3
104/10/2,南區,白雪里,住宅,42,2,12,10,0,2,5,2,9,3
104/9/27,南區,日新里,住宅,8,0,1,0,0,0,0,0,0,0
104/9/27,南區,日新里,住宅,624,4,0,0,1,4,1,1,0,0
104/9/28,南區,建南里,住宅,552,4,143,100,2,2,1,1,2,1
104/9/29,南區,新昌里,住宅,423,2,103,98,2,2,1,1,2,1
104/9/29,南區,大成里,住宅,364,1,81,80,1,0,0,1,1,1
104/9/30,南區,明亮里,住宅,217,5,143,79,3,2,2,1,2,1
104/9/30,南區,明亮里,住宅,435,6,61,73,4,2,1,1,4,2
104/10/10,南區,大林里,住宅,371,8,75,83,3,5,2,1,5,2
104/10/10,南區,大林里,住宅,472,4,55,102,2,2,1,1,3,2
104/10/3,南區,日新里,住宅,244,3,40,30,1,2,1,1,4,2
104/10/4,南區,金華里,住宅,88,2,19,17,2,0,2,1,6,3
104/10/4,南區,白雪里,住宅,34,0,1,1,0,0,0,0,0,0
104/10/5,南區,金華里,住宅,76,1,46,12,0,1,1,1,2,1
104/10/6,南區,郡南里,菜園,75,0,2,2,0,0,0,0,0,0
104/10/6,南區,喜北里,住宅,57,2,18,19,0,2,4,1,5,2
104/10/6,南區,金華里,住宅,113,0,23,24,0,0,0,0,0,0
104/10/6,南區,大林里,住宅,57,1,20,28,0,5,9,2,10,4
104/10/6,南區,金華里,住宅,151,0,40,22,0,0,0,0,0,0
104/10/7,南區,大忠里,住宅,283,2,57,53,1,1,1,1,2,1
104/10/7,南區,大忠里,住宅,350,1,79,35,1,0,0,1,1,1
104/10/8,南區,白雪里,住宅,283,2,73,63,0,2,1,1,1,1
104/10/8,南區,金華里,住宅,318,1,59,59,0,1,0,1,1,1
104/10/9,南區,田寮里,住宅,96,1,13,20,1,0,1,1,3,2
104/10/9,南區,田寮里,住宅,96,2,23,13,2,0,2,1,6,3
104/10/9,南區,竹溪里,住宅,253,7,69,85,2,5,3,1,5,2
104/10/10,南區,大林里,住宅,371,8,75,83,3,5,2,1,5,2
104/10/10,南區,大林里,住宅,472,4,55,102,2,2,1,1,3,2
104/10/11,南區,廣州里,住宅,81,0,12,7,0,0,0,0,0,0
104/10/12,南區,喜北里,住宅,91,0,38,12,0,0,0,0,0,0
104/10/12,南區,喜北里,住宅,327,2,108,93,1,1,1,1,1,1
104/10/12,南區,新興里,住宅,29,0,5,7,0,0,0,0,0,0
104/10/12,南區,喜南里,住宅,44,5,17,14,2,3,11,3,16,5
104/10/12,南區,興農里,住宅,45,4,10,7,1,3,9,2,24,6
104/10/13,南區,文南里,住宅,212,0,21,22,0,0,0,0,0,0
104/10/13,南區,省躬里,住宅,23,1,5,16,0,1,4,1,5,2
104/10/13,南區,文華里,住宅,168,0,20,21,0,0,0,0,0,0
104/10/13,南區,松安里,住宅,18,0,1,6,0,0,0,0,0,0
104/10/13,南區,興農里,住宅,33,2,10,15,0,2,6,2,8,3
104/10/13,南區,荔宅里,住宅,30,0,18,1,0,0,0,0,0,0
104/10/14,南區,明興里,住宅,98,1,35,14,1,0,1,1,2,1
104/10/14,南區,廣州里,住宅,370,0,120,70,0,0,0,0,0,0
104/10/14,南區,府南里,住宅,237,2,86,12,1,1,1,1,2,1
104/10/15,南區,南都里,住宅,327,1,44,4,0,1,0,1,2,1
104/10/15,南區,南都里,住宅,363,1,31,30,0,1,0,1,2,1
104/10/15,南區,建南里,住宅,60,2,16,13,1,1,3,1,7,3
104/10/15,南區,明興里,住宅,78,0,16,11,0,0,0,0,0,0
104/10/16,南區,新興里,住宅,85,0,8,2,0,0,0,0,0,0
104/10/16,南區,大恩里,住宅,27,0,16,6,0,0,0,0,0,0
104/10/16,南區,大恩里,住宅,333,2,96,90,2,0,1,1,1,1
104/10/9,南區,竹溪里,住宅,253,7,69,85,2,5,3,1,5,2
104/10/18,南區,新興里,住宅,28,0,3,3,0,0,0,0,0,0
104/10/18,南區,明亮里,住宅,50,0,1,3,0,0,0,0,0,0
104/10/18,南區,喜東里,住宅,46,0,19,37,0,0,0,0,0,0
104/10/18,南區,光明里,住宅,132,2,55,12,0,2,2,1,3,2
104/10/18,南區,建南里,住宅,108,1,8,11,1,0,1,1,5,2
104/10/18,南區,金華里,住宅,81,0,18,2,0,0,0,0,0,0
104/10/19,南區,府南里,住宅,123,0,9,4,0,0,0,0,0,0
104/10/19,南區,光明里,住宅,121,0,8,0,0,0,0,0,0,0
104/10/19,南區,喜北里,住宅,134,2,35,19,1,1,1,1,4,2
104/10/20,南區,大恩里,住宅,142,0,30,14,0,0,0,0,0,0
104/10/20,南區,文華里,住宅,54,0,10,6,0,0,0,0,0,0
104/10/20,南區,新興里,住宅,75,0,13,6,0,0,0,0,0,0
104/10/20,南區,府南里,住宅,78,0,10,12,0,0,0,0,0,0
104/10/20,南區,文華里,住宅,36,0,0,4,0,0,0,0,0,0
104/10/20,南區,文南里,住宅,167,0,13,4,0,0,0,0,0,0
104/10/20,南區,文華里,住宅,36,0,0,4,0,0,0,0,0,0
104/10/21,南區,喜東里,住宅,73,0,33,13,0,0,0,0,0,0
104/10/21,南區,大林里,住宅,53,0,12,2,0,0,0,0,0,0
104/10/21,南區,喜南里,住宅,54,0,2,34,0,0,0,0,0,0
104/10/21,南區,白雪里,住宅,77,0,20,7,0,0,0,0,0,0
104/10/21,南區,永寧里,住宅,25,0,5,31,0,0,0,0,0,0
104/10/22,南區,建南里,住宅,65,0,11,62,0,0,0,0,0,0
104/10/23,南區,府南里,住宅,70,3,20,16,0,3,4,1,8,3
104/10/23,南區,文南里,住宅,62,0,16,12,0,0,0,0,0,0
104/10/23,南區,田寮里,住宅,55,0,6,15,0,0,0,0,0,0
104/10/23,南區,建南里,住宅,139,0,31,10,0,0,0,0,0,0
104/10/23,南區,郡南里,住宅,38,0,16,15,0,0,0,0,0,0
104/10/23,南區,新昌里,住宅,28,0,5,4,0,0,0,0,0,0
104/10/24,南區,新昌里,住宅,18,2,2,7,2,0,11,3,22,6
104/10/24,南區,南華里,住宅,20,0,0,0,0,0,0,0,0,0
104/10/24,南區,府南里,住宅,25,0,0,6,0,0,0,0,0,0
104/1/10,楠西區,楠西里,住宅,50,0,0,14,0,0,0,0,0,0
104/1/12,楠西區,密枝里,其他,50,0,0,5,0,0,0,0,0,0
104/1/20,楠西區,灣丘里,住宅,50,0,0,4,0,0,0,0,0,0
104/1/20,楠西區,灣丘里,住宅,50,0,0,4,0,0,0,0,0,0
104/1/22,楠西區,鹿田里,住宅,50,0,0,0,0,0,0,0,0,0
104/1/8,楠西區,東勢里,住宅,50,0,0,3,0,0,0,0,0,0
104/1/8,楠西區,東勢里,住宅,50,0,0,0,0,0,0,0,0,0
104/2/10,楠西區,灣丘里,空地,50,0,0,8,0,0,0,0,0,0
104/2/12,楠西區,灣丘里,空地,50,0,0,6,0,0,0,0,0,0
104/2/14,楠西區,東勢里,住宅,50,0,0,21,0,0,0,0,0,0
104/2/17,楠西區,照興里,住宅,50,0,0,11,0,0,0,0,0,0
104/2/17,楠西區,楠西里,住宅,50,0,0,9,0,0,0,0,0,0
104/2/9,楠西區,東勢里,住宅,50,0,0,3,0,0,0,0,0,0
104/3/10,楠西區,鹿田里,住宅,50,0,0,5,0,0,0,0,0,0
104/3/10,楠西區,鹿田里,住宅,50,0,0,3,0,0,0,0,0,0
104/3/14,楠西區,楠西里,住宅,50,0,0,9,0,0,0,0,0,0
104/3/16,楠西區,楠西里,住宅,50,0,0,1,0,0,0,0,0,0
104/3/5,楠西區,東勢里,住宅,50,0,0,4,0,0,0,0,0,0
104/3/5,楠西區,東勢里,住宅,50,0,0,4,0,0,0,0,0,0
104/4/1,楠西區,東勢里,住宅,50,0,0,1,0,0,0,0,0,0
104/4/1,楠西區,密枝里,機關,50,0,0,1,0,0,0,0,0,0
104/4/11,楠西區,東勢里,住宅,50,0,0,7,0,0,0,0,0,0
104/4/16,楠西區,灣丘里,空地,50,0,0,4,0,0,0,0,0,0
104/4/21,楠西區,楠西里,住宅,50,0,0,8,0,0,0,0,0,0
104/4/8,楠西區,鹿田里,住宅,50,0,0,8,0,0,0,0,0,0
104/5/13,楠西區,楠西里,住宅,50,0,0,6,0,0,0,0,0,0
104/5/16,楠西區,鹿田里,機關,50,0,0,8,0,0,0,0,0,0
104/5/20,楠西區,龜丹里,空地,50,0,0,5,0,0,0,0,0,0
104/5/4,楠西區,東勢里,住宅,50,0,0,3,0,0,0,0,0,0
104/5/8,楠西區,灣丘里,住宅,50,0,0,2,0,0,0,0,0,0
104/5/8,楠西區,楠西里,住宅,50,0,0,6,0,0,0,0,0,0
104/6/1,楠西區,東勢里,住宅,50,0,0,5,0,0,0,0,0,0
104/6/1,楠西區,東勢里,住宅,50,0,0,3,0,0,0,0,0,0
104/6/13,楠西區,楠西里,機關,50,0,0,12,0,0,0,0,0,0
104/6/8,楠西區,鹿田里,住宅,50,0,0,7,0,0,0,0,0,0
104/6/8,楠西區,灣丘里,機關,50,0,0,0,0,0,0,0,0,0
104/6/9,楠西區,密枝里,住宅,50,0,0,4,0,0,0,0,0,0
104/7/11,楠西區,東勢里,住宅,50,0,0,6,0,0,0,0,0,0
104/7/13,楠西區,楠西里,住宅,50,1,0,23,0,2,4,1,9,3
104/7/16,楠西區,龜丹里,住宅,50,0,0,2,0,0,0,0,0,0
104/7/20,楠西區,楠西里,住宅,50,0,0,4,0,0,0,0,0,0
104/7/20,楠西區,東勢里,住宅,50,0,0,5,0,0,0,0,0,0
104/7/20,楠西區,照興里,住宅,50,0,0,6,0,0,0,0,0,0
104/7/30,楠西區,照興里,其他,50,1,0,2,0,1,2,1,50,9
104/8/1,楠西區,楠西里,住宅,50,0,0,12,0,0,0,0,0,0
104/8/19,楠西區,東勢里,住宅,50,2,0,36,0,5,10,3,14,4
104/8/19,楠西區,東勢里,住宅,50,4,0,23,0,4,8,2,17,5
104/8/3,楠西區,密枝里,住宅,50,0,0,19,0,0,0,0,0,0
104/8/3,楠西區,灣丘里,住宅,50,0,0,8,0,0,0,0,0,0
104/8/4,楠西區,照興里,住宅,50,3,0,21,0,3,6,2,14,4
104/8/4,楠西區,鹿田里,住宅,50,1,0,32,0,1,2,1,3,2
104/8/5,楠西區,照興里,其他,1,0,0,4,0,0,0,0,0,0
104/8/5,楠西區,東勢里,住宅,50,0,0,10,0,0,0,0,0,0
104/9/1,楠西區,鹿田里,住宅,50,4,0,30,0,4,8,2,13,4
104/9/12,楠西區,東勢里,住宅,60,0,0,26,0,0,0,0,0,0
104/9/13,楠西區,東勢里,住宅,50,0,0,7,0,0,0,0,0,0
104/9/14,楠西區,東勢里,住宅,162,0,0,16,0,0,0,0,0,0
104/9/15,楠西區,東勢里,住宅,61,0,0,5,0,0,0,0,0,0
104/9/15,楠西區,楠西里,學校,1,0,0,0,0,0,0,0,0,0
104/9/2,楠西區,鹿田里,住宅,50,0,0,63,0,0,0,0,0,0
104/9/21,楠西區,東勢里,住宅,50,0,0,4,0,0,0,0,0,0
104/9/23,楠西區,楠西里,住宅,7,0,0,1,0,0,0,0,0,0
104/9/3,楠西區,龜丹里,住宅,50,3,0,54,0,3,6,2,6,3
104/9/3,楠西區,鹿田里,住宅,80,6,0,61,0,7,9,2,11,4
104/9/5,楠西區,鹿田里,住宅,70,3,0,33,0,5,7,2,15,5
104/9/7,楠西區,東勢里,住宅,64,0,0,17,0,0,0,0,0,0
104/9/8,楠西區,楠西里,學校,50,1,0,15,0,1,2,1,7,3
104/9/8,楠西區,灣丘里,住宅,50,0,0,14,0,0,0,0,0,0
104/9/8,楠西區,東勢里,住宅,95,4,0,54,0,0,0,0,0,0
104/1/20,七股區,鹽埕里,住宅,50,0,0,6,0,0,0,0,0,0
104/1/20,七股區,康榔里,住宅,50,0,0,8,0,0,0,0,0,0
104/1/20,七股區,義合里,住宅,50,0,0,10,0,0,0,0,0,0
104/1/21,七股區,永吉里,住宅,50,0,0,10,0,0,0,0,0,0
104/1/21,七股區,義合里,住宅,56,0,0,9,0,0,0,0,0,0
104/1/21,七股區,後港里,住宅,50,0,0,12,0,0,0,0,0,0
104/1/22,七股區,樹林里,住宅,50,0,0,4,0,0,0,0,0,0
104/2/12,七股區,七股里,住宅,56,0,0,11,0,0,0,0,0,0
104/2/16,七股區,竹港里,住宅,51,0,0,6,0,0,0,0,0,0
104/2/24,七股區,七股里,住宅,50,0,0,5,0,0,0,0,0,0
104/2/24,七股區,康榔里,住宅,51,0,0,4,0,0,0,0,0,0
104/2/3,七股區,樹林里,住宅,50,0,0,4,0,0,0,0,0,0
104/2/4,七股區,大埕里,住宅,55,0,0,7,0,0,0,0,0,0
104/3/12,七股區,大寮里,住宅,55,0,0,3,0,0,0,0,0,0
104/3/17,七股區,玉成里,住宅,50,0,0,5,0,0,0,0,0,0
104/3/20,七股區,城內里,住宅,50,0,0,7,0,0,0,0,0,0
104/3/23,七股區,大潭里,住宅,50,0,0,9,0,0,0,0,0,0
104/3/3,七股區,竹橋里,住宅,50,0,0,11,0,0,0,0,0,0
104/3/6,七股區,城內里,住宅,50,0,0,7,0,0,0,0,0,0
104/4/1,七股區,篤加里,住宅,50,0,0,10,0,0,0,0,0,0
104/4/10,七股區,竹港里,住宅,50,0,0,11,0,0,0,0,0,0
104/4/15,七股區,龍山里,住宅,51,0,1,6,0,0,0,0,0,0
104/4/17,七股區,十份里,住宅,50,0,0,5,0,0,0,0,0,0
104/4/20,七股區,篤加里,住宅,52,0,0,23,0,0,0,0,0,0
104/4/8,七股區,永吉里,住宅,50,0,0,12,0,0,0,0,0,0
104/5/1,七股區,七股里,住宅,50,0,0,10,0,0,0,0,0,0
104/5/13,七股區,大寮里,住宅,55,0,0,0,0,0,0,0,0,0
104/5/13,七股區,大潭里,住宅,55,0,0,4,0,0,0,0,0,0
104/5/22,七股區,竹港里,住宅,50,0,0,8,0,0,0,0,0,0
104/5/5,七股區,康榔里,住宅,51,0,0,13,0,0,0,0,0,0
104/5/8,七股區,中寮里,住宅,50,0,0,8,0,0,0,0,0,0
104/6/1,七股區,竹港里,住宅,51,0,0,12,0,0,0,0,0,0
104/6/15,七股區,中寮里,住宅,51,0,0,8,0,0,0,0,0,0
104/6/17,七股區,康榔里,住宅,50,0,0,12,0,0,0,0,0,0
104/6/22,七股區,永吉里,住宅,50,0,0,7,0,0,0,0,0,0
104/6/3,七股區,大埕里,住宅,51,0,0,9,0,0,0,0,0,0
104/6/30,七股區,看坪里,住宅,51,0,0,8,0,0,0,0,0,0
104/6/8,七股區,篤加里,住宅,50,0,0,10,0,0,0,0,0,0
104/7/11,七股區,龍山里,住宅,55,1,0,32,0,1,2,1,3,2
104/7/15,七股區,三股里,住宅,50,0,0,10,0,0,0,0,0,0
104/7/17,七股區,十份里,住宅,50,0,0,11,0,0,0,0,0,0
104/7/23,七股區,竹港里,住宅,50,0,0,14,0,0,0,0,0,0
104/7/23,七股區,竹港里,住宅,50,0,0,14,0,0,0,0,0,0
104/7/27,七股區,篤加里,住宅,50,0,0,2,0,0,0,0,0,0
104/7/3,七股區,龍山里,住宅,50,0,0,8,0,0,0,0,0,0
104/7/6,七股區,永吉里,住宅,50,0,0,7,0,0,0,0,0,0
104/8/10,七股區,樹林里,住宅,60,0,0,19,0,0,0,0,0,0
104/8/10,七股區,義合里,住宅,191,1,0,345,0,10,5,2,3,2
104/8/11,七股區,龍山里,住宅,75,1,0,30,0,1,1,1,3,2
104/8/12,七股區,義合里,住宅,103,0,0,73,0,0,0,0,0,0
104/8/12,七股區,康榔里,住宅,75,0,0,22,0,0,0,0,0,0
104/8/13,七股區,永吉里,住宅,76,1,0,54,0,1,1,1,2,1
104/8/14,七股區,大寮里,住宅,60,0,0,65,0,0,0,0,0,0
104/8/17,七股區,十份里,住宅,53,1,0,21,0,1,2,1,5,2
104/8/18,七股區,鹽埕里,住宅,105,1,0,47,0,1,1,1,2,1
104/8/19,七股區,三股里,住宅,122,0,0,47,0,0,0,0,0,0
