日期,區別,里別,調查種類,調查戶數,陽性戶數,調查容器數戶內,調查容器數戶外,陽性容器數戶內,陽性容器數戶外,布氏指數,布氏級數,容器指數,容器級數
104/1/11,安定區,海寮里,住宅,50,0,0,4,0,0,0,0,0,0
104/1/13,安定區,安定里,住宅,50,0,0,4,0,0,0,0,0,0
104/1/16,安定區,海寮里,住宅,50,0,0,5,0,0,0,0,0,0
104/1/20,安定區,保西里,住宅,50,0,0,9,0,0,0,0,0,0
104/1/22,安定區,新吉里,住宅,50,0,0,4,0,0,0,0,0,0
104/1/22,安定區,中榮里,住宅,50,0,0,8,0,0,0,0,0,0
104/2/11,安定區,港南里,住宅,50,0,0,8,0,0,0,0,0,0
104/2/13,安定區,蘇厝里,住宅,50,0,0,5,0,0,0,0,0,0
104/2/24,安定區,港口里,住宅,50,0,0,7,0,0,0,0,0,0
104/2/25,安定區,六嘉里,住宅,50,0,0,5,0,0,0,0,0,0
104/2/5,安定區,蘇林里,住宅,50,0,0,7,0,0,0,0,0,0
104/2/8,安定區,中沙里,住宅,50,0,0,10,0,0,0,0,0,0
104/3/15,安定區,港尾里,住宅,50,0,0,11,0,0,0,0,0,0
104/3/17,安定區,中沙里,住宅,50,0,0,3,0,0,0,0,0,0
104/3/18,安定區,新吉里,住宅,50,0,0,3,0,0,0,0,0,0
104/3/19,安定區,南安里,住宅,50,0,0,3,0,0,0,0,0,0
104/3/20,安定區,安定里,住宅,50,0,0,2,0,0,0,0,0,0
104/3/20,安定區,南安里,住宅,50,0,0,4,0,0,0,0,0,0
104/4/12,安定區,管寮里,住宅,50,0,0,13,0,0,0,0,0,0
104/4/13,安定區,海寮里,住宅,50,0,0,2,0,0,0,0,0,0
104/4/16,安定區,港口里,住宅,50,0,0,16,0,0,0,0,0,0
104/4/22,安定區,蘇厝里,住宅,50,0,0,6,0,0,0,0,0,0
104/4/22,安定區,港南里,住宅,50,0,0,2,0,0,0,0,0,0
104/4/22,安定區,安定里,住宅,50,0,0,7,0,0,0,0,0,0
104/5/10,安定區,港南里,住宅,50,0,0,5,0,0,0,0,0,0
104/5/13,安定區,蘇林里,住宅,50,0,0,2,0,0,0,0,0,0
104/5/14,安定區,保西里,住宅,50,0,0,11,0,0,0,0,0,0
104/5/14,安定區,中榮里,住宅,50,0,0,4,0,0,0,0,0,0
104/5/21,安定區,新吉里,住宅,50,0,0,11,0,0,0,0,0,0
104/5/22,安定區,大同里,住宅,50,0,0,5,0,0,0,0,0,0
104/6/15,安定區,六嘉里,住宅,50,0,0,4,0,0,0,0,0,0
104/6/15,安定區,南安里,住宅,50,0,0,12,0,0,0,0,0,0
104/6/17,安定區,安定里,住宅,50,0,0,4,0,0,0,0,0,0
104/6/23,安定區,中沙里,住宅,50,0,0,2,0,0,0,0,0,0
104/6/7,安定區,港口里,住宅,50,0,0,3,0,0,0,0,0,0
104/6/8,安定區,海寮里,住宅,50,0,0,3,0,0,0,0,0,0
104/7/1,安定區,新吉里,住宅,50,0,0,2,0,0,0,0,0,0
104/7/10,安定區,蘇林里,住宅,50,0,0,18,0,0,0,0,0,0
104/7/15,安定區,港口里,住宅,50,0,0,10,0,0,0,0,0,0
104/7/17,安定區,港口里,住宅,50,0,0,3,0,0,0,0,0,0
104/7/19,安定區,海寮里,住宅,57,1,3,29,0,1,2,1,3,2
104/7/2,安定區,海寮里,住宅,50,11,14,53,1,13,28,4,21,6
104/7/20,安定區,安加里,住宅,50,0,0,14,0,0,0,0,0,0
104/7/24,安定區,蘇林里,住宅,50,4,0,27,0,6,12,3,22,6
104/7/27,安定區,蘇林里,住宅,50,1,19,14,0,1,2,1,3,2
104/8/1,安定區,安定里,住宅,220,2,0,89,0,5,2,1,6,3
104/8/1,安定區,中榮里,住宅,135,2,0,31,0,2,1,1,6,3
104/8/18,安定區,六嘉里,住宅,50,2,0,41,0,2,4,1,5,2
104/8/18,安定區,新吉里,住宅,8,1,0,31,0,1,13,3,3,2
104/8/18,安定區,管寮里,住宅,10,0,0,9,0,0,0,0,0,0
104/8/18,安定區,六嘉里,住宅,9,0,0,11,0,0,0,0,0,0
104/8/19,安定區,新吉里,住宅,37,0,0,26,0,0,0,0,0,0
104/8/2,安定區,蘇林里,住宅,273,10,0,159,0,13,5,2,8,3
104/8/2,安定區,蘇厝里,住宅,214,8,0,127,0,8,4,1,6,3
104/8/2,安定區,保西里,住宅,77,6,0,62,0,6,8,2,10,4
104/8/2,安定區,安加里,住宅,279,9,0,154,0,14,5,2,9,3
104/8/2,安定區,港尾里,住宅,236,2,0,83,0,2,1,1,2,1
104/8/2,安定區,港口里,住宅,232,12,0,136,0,12,5,2,9,3
104/8/2,安定區,港南里,住宅,357,1,0,54,0,3,1,1,6,3
104/8/2,安定區,大同里,住宅,97,2,0,157,0,2,2,1,1,1
104/8/2,安定區,六嘉里,住宅,134,3,0,38,0,3,2,1,8,3
104/8/2,安定區,中沙里,住宅,143,4,0,55,0,5,3,1,9,3
104/8/2,安定區,新吉里,住宅,219,10,0,105,0,10,5,2,10,4
104/8/2,安定區,管寮里,住宅,186,8,0,113,0,8,4,1,7,3
104/8/2,安定區,南安里,住宅,216,4,0,63,0,5,2,1,8,3
104/8/2,安定區,海寮里,住宅,221,4,0,78,0,4,2,1,5,2
104/8/21,安定區,港口里,住宅,43,1,0,34,0,3,7,2,9,3
104/8/23,安定區,六嘉里,住宅,24,0,0,4,0,0,0,0,0,0
104/8/24,安定區,港南里,住宅,15,2,0,33,0,2,13,3,6,3
104/8/25,安定區,港口里,住宅,26,0,0,22,0,0,0,0,0,0
104/8/26,安定區,港南里,住宅,36,2,0,18,0,3,8,2,17,5
104/8/27,安定區,中沙里,住宅,5,0,0,7,0,0,0,0,0,0
104/8/27,安定區,海寮里,住宅,20,0,0,7,0,0,0,0,0,0
104/8/28,安定區,蘇林里,住宅,33,0,0,25,0,0,0,0,0,0
104/8/3,安定區,蘇林里,住宅,50,0,0,5,0,0,0,0,0,0
104/8/5,安定區,海寮里,住宅,35,5,4,71,1,4,14,3,7,3
104/8/5,安定區,安加里,住宅,50,0,0,14,0,0,0,0,0,0
104/8/5,安定區,管寮里,住宅,44,1,0,37,0,1,2,1,3,2
104/8/5,安定區,港口里,住宅,45,4,0,46,0,4,9,2,9,3
104/8/6,安定區,保西里,住宅,57,1,0,39,0,2,4,1,5,2
104/8/7,安定區,海寮里,住宅,22,0,8,2,0,0,0,0,0,0
104/8/7,安定區,安定里,住宅,23,1,0,7,0,1,4,1,14,4
104/9/1,安定區,蘇林里,住宅,20,0,0,7,0,0,0,0,0,0
104/9/1,安定區,蘇林里,住宅,33,0,0,32,0,0,0,0,0,0
104/9/10,安定區,海寮里,住宅,15,0,0,3,0,0,0,0,0,0
104/9/10,安定區,港口里,住宅,35,0,0,1,0,0,0,0,0,0
104/9/11,安定區,港南里,住宅,8,0,0,6,0,0,0,0,0,0
104/9/12,安定區,蘇厝里,住宅,24,0,0,1,0,0,0,0,0,0
104/9/12,安定區,中榮里,住宅,19,0,0,1,0,0,0,0,0,0
104/9/15,安定區,海寮里,住宅,35,0,0,2,0,0,0,0,0,0
104/9/15,安定區,新吉里,住宅,16,0,0,1,0,0,0,0,0,0
104/9/17,安定區,管寮里,住宅,8,0,0,4,0,0,0,0,0,0
104/9/18,安定區,新吉里,住宅,28,1,0,8,0,1,4,1,13,4
104/9/2,安定區,港南里,住宅,12,0,0,25,0,0,0,0,0,0
104/9/21,安定區,港尾里,住宅,8,0,0,0,0,0,0,0,0,0
104/9/21,安定區,六嘉里,住宅,7,0,0,0,0,0,0,0,0,0
104/9/21,安定區,蘇厝里,住宅,23,0,0,2,0,0,0,0,0,0
104/9/22,安定區,中榮里,住宅,55,0,0,16,0,0,0,0,0,0
104/9/3,安定區,中沙里,住宅,23,0,0,4,0,0,0,0,0,0
104/9/5,安定區,港南里,住宅,16,0,0,1,0,0,0,0,0,0
104/9/5,安定區,中榮里,住宅,25,1,0,12,0,2,8,2,17,5
104/9/8,安定區,中榮里,住宅,36,1,2,16,0,2,6,2,11,4
104/9/9,安定區,港口里,住宅,30,0,0,13,0,0,0,0,0,0
104/9/9,安定區,蘇林里,住宅,15,1,0,6,0,3,20,4,50,9
104/9/23,安定區,港口里,住宅,16,0,0,0,0,0,0,0,0,0
104/9/23,安定區,蘇厝里,住宅,46,0,0,4,0,0,0,0,0,0
104/9/24,安定區,海寮里,住宅,31,0,0,3,0,0,0,0,0,0
104/9/24,安定區,六嘉里,住宅,18,0,0,12,0,0,0,0,0,0
104/9/25,安定區,新吉里,住宅,30,0,0,1,0,0,0,0,0,0
104/9/27,安定區,港南里,住宅,21,0,0,6,0,0,0,0,0,0
104/9/27,安定區,大同里,住宅,13,0,0,1,0,0,0,0,0,0
104/9/27,安定區,港口里,住宅,11,0,0,0,0,0,0,0,0,0
104/10/12,安定區,南安里,住宅,19,0,0,5,0,0,0,0,0,0
104/10/14,安定區,安定里,住宅,12,0,0,3,0,0,0,0,0,0
104/10/15,安定區,港南里,住宅,16,0,0,4,0,0,0,0,0,0
104/10/19,安定區,新吉里,住宅,7,0,0,4,0,0,0,0,0,0
104/10/19,安定區,海寮里,住宅,21,0,0,6,0,0,0,0,0,0
104/10/19,安定區,安定里,住宅,30,0,0,4,0,0,0,0,0,0
104/10/24,安定區,安定里,住宅,62,0,6,11,0,0,0,0,0,0
104/10/24,安定區,新吉里,住宅,26,0,10,16,0,0,0,0,0,0
104/10/5,安定區,港口里,住宅,27,0,0,10,0,0,0,0,0,0
104/1/13,安南區,海佃里,住宅,50,1,1,6,0,1,2,1,14,4
104/1/13,安南區,國安里,住宅,50,2,1,7,0,2,4,1,25,6
104/1/21,安南區,幸福里,住宅,50,0,0,6,0,0,0,0,0,0
104/1/21,安南區,安富里,住宅,50,0,2,20,0,0,0,0,0,0
104/1/6,安南區,溪墘里,住宅,50,1,1,13,0,1,2,1,7,3
104/1/6,安南區,鳳凰里,住宅,50,1,2,10,1,1,4,1,17,5
104/2/16,安南區,溪東里,住宅,50,1,0,10,0,1,2,1,10,4
104/2/16,安南區,理想里,住宅,50,2,0,9,0,3,6,2,33,8
104/2/3,安南區,幸福里,住宅,50,0,1,10,0,0,0,0,0,0
104/2/3,安南區,國安里,住宅,50,0,0,7,0,0,0,0,0,0
104/2/9,安南區,安富里,住宅,50,0,1,2,0,0,0,0,0,0
104/2/9,安南區,溪墘里,住宅,50,0,0,4,0,0,0,0,0,0
104/3/10,安南區,原佃里,住宅,50,1,3,13,0,1,2,1,6,3
104/3/10,安南區,佃東里,住宅,50,0,3,13,0,0,0,0,0,0
104/3/10,安南區,鳳凰里,住宅,50,0,1,10,0,0,0,0,0,0
104/3/10,安南區,佃西里,住宅,50,1,1,22,0,1,2,1,4,2
104/3/11,安南區,原佃里,住宅,50,2,1,11,0,2,4,1,17,5
104/3/11,安南區,國安里,住宅,50,0,1,9,0,0,0,0,0,0
104/3/11,安南區,新順里,住宅,50,1,1,10,0,3,6,2,27,6
104/3/11,安南區,安富里,住宅,50,0,2,11,0,0,0,0,0,0
104/3/12,安南區,溪東里,住宅,50,0,1,7,0,0,0,0,0,0
104/3/12,安南區,總頭里,住宅,50,2,2,12,0,3,6,2,21,6
104/3/12,安南區,溪墘里,住宅,50,1,2,10,0,1,2,1,8,3
104/3/12,安南區,安東里,住宅,50,0,0,9,0,0,0,0,0,0
104/3/13,安南區,安西里,住宅,50,0,1,11,0,0,0,0,0,0
104/3/13,安南區,幸福里,住宅,50,0,1,14,0,0,0,0,0,0
104/3/13,安南區,安和里,住宅,50,0,2,10,0,0,0,0,0,0
104/3/13,安南區,理想里,住宅,50,1,1,8,0,1,2,1,11,4
104/3/16,安南區,安富里,空屋,50,0,2,3,0,0,0,0,0,0
104/3/16,安南區,新順里,住宅,50,2,2,15,0,2,4,1,12,4
104/3/16,安南區,安富里,空屋,50,0,0,5,0,0,0,0,0,0
104/3/16,安南區,安富里,空屋,50,0,1,2,0,0,0,0,0,0
104/3/17,安南區,城東里,住宅,50,0,1,14,0,0,0,0,0,0
104/3/17,安南區,安富里,住宅,50,0,2,6,0,0,0,0,0,0
104/3/17,安南區,溪頂里,住宅,50,0,2,11,0,0,0,0,0,0
104/3/17,安南區,溪東里,住宅,50,1,1,13,0,1,2,1,7,3
104/3/18,安南區,溪北里,住宅,50,0,1,8,0,0,0,0,0,0
104/3/18,安南區,淵中里,住宅,50,1,2,11,0,1,2,1,8,3
104/3/18,安南區,東和里,住宅,50,4,4,0,4,0,8,2,100,9
104/3/18,安南區,淵西里,住宅,50,0,3,5,0,0,0,0,0,0
104/3/19,安南區,幸福里,住宅,50,1,5,9,1,0,2,1,7,3
104/3/19,安南區,東和里,住宅,50,0,0,11,0,0,0,0,0,0
104/3/19,安南區,理想里,住宅,50,0,2,11,0,0,0,0,0,0
104/3/19,安南區,南興里,住宅,50,1,0,17,0,1,2,1,6,3
104/3/2,安南區,頂安里,住宅,50,0,3,26,0,0,0,0,0,0
104/3/2,安南區,理想里,住宅,50,0,2,7,0,0,0,0,0,0
104/3/20,安南區,安富里,空屋,125,3,0,11,0,3,2,1,27,6
104/3/23,安南區,海佃里,住宅,50,0,2,8,0,0,0,0,0,0
104/3/23,安南區,大安里,住宅,50,1,5,9,2,0,4,1,14,4
104/3/23,安南區,溪頂里,住宅,50,0,1,9,0,0,0,0,0,0
104/3/23,安南區,安富里,住宅,50,0,1,16,0,0,0,0,0,0
104/3/24,安南區,海東里,住宅,50,1,1,12,0,1,2,1,8,3
104/3/24,安南區,佃東里,住宅,50,1,1,22,0,1,2,1,4,2
104/3/24,安南區,鳳凰里,住宅,50,0,2,10,0,0,0,0,0,0
104/3/24,安南區,佃西里,住宅,50,0,1,12,0,0,0,0,0,0
104/3/25,安南區,安慶里,住宅,50,0,1,12,0,0,0,0,0,0
104/3/25,安南區,溪心里,住宅,50,0,2,11,0,0,0,0,0,0
104/3/25,安南區,新順里,住宅,50,0,2,11,0,0,0,0,0,0
104/3/25,安南區,梅花里,住宅,50,1,1,9,0,1,2,1,10,4
104/3/26,安南區,海南里,住宅,50,0,3,11,0,0,0,0,0,0
104/3/26,安南區,原佃里,住宅,50,1,2,16,0,1,2,1,6,3
104/3/26,安南區,頂安里,住宅,50,1,2,9,0,1,2,1,9,3
104/3/26,安南區,海西里,住宅,50,0,2,9,0,0,0,0,0,0
104/3/27,安南區,州北里,住宅,50,2,3,15,0,3,6,2,17,5
104/3/27,安南區,安順里,住宅,50,0,0,11,0,0,0,0,0,0
104/3/27,安南區,塭南里,住宅,50,2,2,15,0,2,4,1,12,4
104/3/3,安南區,海南里,住宅,50,1,3,19,0,1,2,1,5,2
104/3/3,安南區,國安里,住宅,50,0,2,10,0,0,0,0,0,0
104/3/3,安南區,安和里,住宅,50,1,1,7,0,1,2,1,13,4
104/3/3,安南區,安富里,住宅,50,0,1,7,0,0,0,0,0,0
104/3/30,安南區,國安里,住宅,50,0,3,12,0,0,0,0,0,0
104/3/30,安南區,總頭里,住宅,50,1,3,17,0,2,4,1,10,4
104/3/30,安南區,安和里,住宅,50,2,1,9,0,2,4,1,20,5
104/3/30,安南區,淵中里,住宅,50,0,1,8,0,0,0,0,0,0
104/3/31,安南區,州北里,住宅,50,0,2,12,0,0,0,0,0,0
104/3/31,安南區,大安里,住宅,50,0,3,9,0,0,0,0,0,0
104/3/31,安南區,安東里,住宅,50,1,1,8,0,2,4,1,22,6
104/3/31,安南區,淵東里,住宅,50,0,1,8,0,0,0,0,0,0
104/3/4,安南區,海佃里,住宅,50,1,2,14,0,1,2,1,6,3
104/3/4,安南區,幸福里,住宅,50,1,2,13,0,1,2,1,7,3
104/3/4,安南區,溪北里,住宅,50,0,2,13,0,0,0,0,0,0
104/3/4,安南區,溪東里,住宅,50,1,1,13,0,1,2,1,7,3
104/3/5,安南區,大安里,住宅,50,2,7,11,0,2,4,1,11,4
104/3/5,安南區,海東里,住宅,50,1,2,8,0,2,4,1,20,5
104/3/5,安南區,溪頂里,住宅,50,0,2,7,0,0,0,0,0,0
104/3/5,安南區,海西里,住宅,50,0,2,12,0,0,0,0,0,0
104/3/6,安南區,安西里,住宅,50,1,3,9,0,1,2,1,8,3
104/3/6,安南區,安東里,住宅,50,1,2,6,0,1,2,1,13,4
104/3/6,安南區,淵東里,住宅,50,1,2,13,0,1,2,1,7,3
104/3/6,安南區,淵西里,住宅,50,0,1,12,0,0,0,0,0,0
104/3/9,安南區,溪心里,住宅,50,1,4,14,0,2,4,1,11,4
104/3/9,安南區,淵中里,住宅,50,0,2,10,0,0,0,0,0,0
104/3/9,安南區,安慶里,住宅,50,2,1,7,0,2,4,1,25,6
104/3/9,安南區,梅花里,住宅,50,1,1,8,0,1,2,1,11,4
104/4/1,安南區,塭南里,住宅,103,3,8,22,0,3,3,1,10,4
104/4/1,安南區,海佃里,住宅,50,1,2,10,0,1,2,1,8,3
104/4/1,安南區,安富里,住宅,50,0,1,6,0,0,0,0,0,0
104/4/10,安南區,總頭里,住宅,50,1,3,14,0,1,2,1,6,3
104/4/10,安南區,東和里,住宅,50,0,1,7,0,0,0,0,0,0
104/4/13,安南區,安慶里,住宅,50,2,3,16,0,2,4,1,11,4
104/4/13,安南區,淵中里,住宅,50,2,2,18,0,4,8,2,20,5
104/4/14,安南區,新順里,住宅,50,2,1,11,0,2,4,1,17,5
104/4/14,安南區,佃東里,住宅,50,1,1,16,0,1,2,1,6,3
104/4/15,安南區,頂安里,住宅,50,0,2,10,0,0,0,0,0,0
104/4/15,安南區,理想里,住宅,50,0,1,9,0,0,0,0,0,0
104/4/16,安南區,安和里,住宅,50,1,1,7,0,1,2,1,13,4
104/4/16,安南區,幸福里,住宅,50,0,4,7,0,0,0,0,0,0
104/4/16,安南區,安和里,住宅,50,1,2,11,0,1,2,1,8,3
104/4/16,安南區,幸福里,住宅,50,0,1,16,0,0,0,0,0,0
104/4/17,安南區,溪北里,住宅,75,2,2,17,0,2,3,1,11,4
104/4/17,安南區,淵中里,住宅,50,1,0,13,0,1,2,1,8,3
104/4/2,安南區,海南里,住宅,50,0,3,11,0,0,0,0,0,0
104/4/2,安南區,原佃里,住宅,50,1,4,12,0,1,2,1,6,3
104/4/2,安南區,溪東里,住宅,50,0,1,11,0,0,0,0,0,0
104/4/2,安南區,佃西里,住宅,50,1,1,15,0,1,2,1,6,3
104/4/20,安南區,梅花里,住宅,75,0,2,15,0,0,0,0,0,0
104/4/20,安南區,原佃里,其他,23,2,165,14,1,1,9,2,1,1
104/4/21,安南區,海西里,住宅,50,0,1,13,0,0,0,0,0,0
104/4/22,安南區,安西里,住宅,75,1,2,21,0,2,3,1,9,3
104/4/22,安南區,大安里,住宅,50,1,4,12,0,1,2,1,6,3
104/4/23,安南區,海佃里,住宅,50,0,4,9,0,0,0,0,0,0
104/4/23,安南區,海佃里,住宅,50,1,2,14,0,1,2,1,6,3
104/4/24,安南區,海南里,住宅,50,1,3,13,0,1,2,1,6,3
104/4/24,安南區,溪墘里,住宅,75,0,2,8,0,0,0,0,0,0
104/4/27,安南區,安東里,住宅,50,1,1,15,0,1,2,1,6,3
104/4/27,安南區,溪心里,住宅,50,0,1,13,0,0,0,0,0,0
104/4/28,安南區,安慶里,住宅,75,0,3,23,0,0,0,0,0,0
104/4/28,安南區,理想里,住宅,75,0,1,13,0,0,0,0,0,0
104/4/29,安南區,海東里,住宅,75,3,1,18,0,3,4,1,16,5
104/4/29,安南區,淵西里,住宅,75,0,2,18,0,0,0,0,0,0
104/4/30,安南區,淵東里,住宅,50,0,2,18,0,0,0,0,0,0
104/4/7,安南區,安富里,住宅,50,0,1,9,0,0,0,0,0,0
104/4/7,安南區,溪墘里,住宅,50,0,4,11,0,0,0,0,0,0
104/4/7,安南區,安東里,住宅,50,0,5,7,0,0,0,0,0,0
104/4/7,安南區,海西里,住宅,50,1,1,9,0,1,2,1,10,4
104/4/8,安南區,幸福里,住宅,50,1,2,9,0,1,2,1,9,3
104/4/8,安南區,溪頂里,住宅,50,1,2,8,0,1,2,1,10,4
104/4/8,安南區,溪心里,住宅,75,2,2,14,0,2,3,1,13,4
104/4/9,安南區,安西里,住宅,50,0,2,16,0,0,0,0,0,0
104/4/9,安南區,淵西里,住宅,50,1,1,10,0,1,2,1,9,3
104/4/9,安南區,安和里,住宅,50,1,1,7,0,1,2,1,13,4
104/4/9,安南區,鳳凰里,住宅,50,0,0,8,0,0,0,0,0,0
104/5/11,安南區,溪北里,住宅,50,2,2,11,0,3,6,2,23,6
104/5/11,安南區,溪心里,住宅,50,1,0,14,0,1,2,1,7,3
104/5/11,安南區,幸福里,住宅,50,1,4,11,0,1,2,1,7,3
104/5/11,安南區,佃西里,住宅,50,2,1,15,0,3,6,2,19,5
104/5/12,安南區,溪墘里,住宅,50,1,2,18,0,1,2,1,5,2
104/5/12,安南區,國安里,住宅,50,0,0,19,0,0,0,0,0,0
104/5/13,安南區,淵東里,住宅,50,1,9,11,0,1,2,1,5,2
104/5/13,安南區,頂安里,住宅,50,4,3,15,1,4,10,3,28,7
104/5/13,安南區,淵西里,住宅,50,0,0,19,0,0,0,0,0,0
104/5/14,安南區,安西里,住宅,50,1,4,23,0,1,2,1,4,2
104/5/14,安南區,安東里,住宅,50,2,9,18,0,2,4,1,7,3
104/5/15,安南區,理想里,住宅,50,0,1,13,0,0,0,0,0,0
104/5/15,安南區,新順里,住宅,50,0,4,9,0,0,0,0,0,0
104/5/18,安南區,溪東里,住宅,50,1,3,11,0,1,2,1,7,3
104/5/18,安南區,溪頂里,住宅,50,3,1,17,0,4,8,2,22,6
104/5/19,安南區,頂安里,住宅,50,2,1,21,0,8,16,3,36,8
104/5/19,安南區,鳳凰里,住宅,50,1,0,12,0,1,2,1,8,3
104/5/19,安南區,理想里,住宅,50,1,3,8,0,1,2,1,9,3
104/5/19,安南區,梅花里,住宅,50,4,4,17,0,4,8,2,19,5
104/5/19,安南區,溪墘里,住宅,50,0,2,10,0,0,0,0,0,0
104/5/20,安南區,安富里,住宅,50,2,1,12,0,2,4,1,15,5
104/5/20,安南區,幸福里,住宅,50,1,1,12,0,1,2,1,8,3
104/5/20,安南區,安慶里,住宅,50,2,4,13,0,2,4,1,12,4
104/5/20,安南區,原佃里,住宅,50,4,3,16,1,3,8,2,21,6
104/5/22,安南區,淵東里,住宅,50,1,2,20,0,1,2,1,5,2
104/5/22,安南區,安慶里,住宅,50,2,2,12,0,2,4,1,14,4
104/5/22,安南區,梅花里,住宅,50,2,1,11,0,2,4,1,17,5
104/5/22,安南區,淵西里,住宅,50,3,3,23,0,3,6,2,12,4
104/5/25,安南區,安富里,住宅,50,3,1,27,0,3,6,2,11,4
104/5/25,安南區,幸福里,住宅,50,0,8,0,0,0,0,0,0,0
104/5/25,安南區,安富里,住宅,50,4,3,13,1,3,8,2,25,6
104/5/26,安南區,安富里,住宅,15,1,11,8,2,0,13,3,11,4
104/5/26,安南區,安富里,住宅,50,5,24,10,3,2,10,3,15,5
104/5/26,安南區,安富里,住宅,50,0,2,27,0,0,0,0,0,0
104/5/26,安南區,安富里,住宅,50,0,0,0,0,0,0,0,0,0
104/5/26,安南區,安富里,住宅,50,2,3,18,0,2,4,1,10,4
104/5/26,安南區,安富里,住宅,50,1,1,21,0,1,2,1,5,2
104/5/27,安南區,海東里,住宅,50,2,1,22,0,3,6,2,13,4
104/5/27,安南區,安富里,住宅,50,3,1,28,0,3,6,2,10,4
104/5/27,安南區,安富里,住宅,50,3,1,20,0,6,12,3,29,7
104/5/27,安南區,安富里,住宅,50,3,1,13,1,3,8,2,29,7
104/5/27,安南區,安富里,住宅,50,4,2,16,0,4,8,2,22,6
104/5/27,安南區,安富里,住宅,50,1,3,16,0,1,2,1,5,2
104/5/28,安南區,安富里,住宅,50,2,2,20,0,4,8,2,18,5
104/5/28,安南區,安富里,住宅,50,4,0,14,0,4,8,2,29,7
104/5/28,安南區,安富里,住宅,50,3,2,11,0,3,6,2,23,6
104/5/28,安南區,安富里,住宅,50,2,0,24,0,2,4,1,8,3
104/5/29,安南區,安富里,住宅,50,2,2,21,0,4,8,2,17,5
104/5/29,安南區,幸福里,住宅,50,1,3,10,0,1,2,1,8,3
104/5/29,安南區,安富里,住宅,50,2,3,9,2,0,4,1,17,5
104/5/29,安南區,鹽田里,住宅,50,3,2,12,0,4,8,2,29,7
104/5/4,安南區,安和里,住宅,75,1,3,14,0,1,1,1,6,3
104/5/4,安南區,淵中里,住宅,75,3,10,20,0,5,7,2,17,5
104/5/5,安南區,海西里,住宅,50,1,7,23,0,1,2,1,3,2
104/5/5,安南區,海南里,住宅,50,1,2,15,0,1,2,1,6,3
104/5/6,安南區,海佃里,住宅,50,0,2,7,0,0,0,0,0,0
104/5/6,安南區,海佃里,住宅,50,2,1,9,0,2,4,1,20,5
104/5/6,安南區,佃東里,住宅,75,3,3,29,0,6,8,2,19,5
104/5/7,安南區,安富里,住宅,50,2,7,12,0,3,6,2,16,5
104/5/8,安南區,原佃里,市場,100,3,8,319,2,4,6,2,2,1
104/5/8,安南區,大安里,住宅,50,1,3,17,0,1,2,1,5,2
104/5/8,安南區,四草里,住宅,50,1,0,5,0,1,2,1,20,5
104/6/1,安南區,海佃里,住宅,75,0,1,13,0,0,0,0,0,0
104/6/1,安南區,理想里,住宅,50,1,2,9,0,1,2,1,9,3
104/6/10,安南區,安富里,住宅,200,7,1,41,0,7,4,1,17,5
104/6/10,安南區,海南里,住宅,50,0,4,6,0,0,0,0,0,0
104/6/10,安南區,長安里,住宅,50,2,1,13,0,2,4,1,14,4
104/6/11,安南區,海東里,住宅,50,1,2,17,0,3,6,2,16,5
104/6/11,安南區,海西里,住宅,50,2,2,15,0,3,6,2,18,5
104/6/12,安南區,溪頂里,住宅,50,0,2,7,0,0,0,0,0,0
104/6/12,安南區,國安里,住宅,50,1,1,9,0,1,2,1,10,4
104/6/12,安南區,溪北里,住宅,50,1,2,7,0,1,2,1,11,4
104/6/12,安南區,鳳凰里,住宅,50,2,3,7,0,2,4,1,20,5
104/6/15,安南區,新順里,住宅,50,1,0,7,0,2,4,1,29,7
104/6/15,安南區,新順里,住宅,50,3,1,15,0,4,8,2,25,6
104/6/15,安南區,新順里,住宅,50,0,0,6,0,0,0,0,0,0
104/6/15,安南區,新順里,住宅,50,3,2,17,0,3,6,2,16,5
104/6/16,安南區,安和里,住宅,50,2,3,13,0,3,6,2,19,5
104/6/16,安南區,淵西里,住宅,50,4,3,12,0,4,8,2,27,6
104/6/16,安南區,溪東里,住宅,50,2,2,13,0,2,4,1,13,4
104/6/16,安南區,幸福里,住宅,50,0,2,11,0,0,0,0,0,0
104/6/17,安南區,海西里,住宅,50,4,7,16,0,4,8,2,17,5
104/6/17,安南區,海東里,住宅,50,2,1,19,0,2,4,1,10,4
104/6/17,安南區,州北里,住宅,50,1,1,19,0,2,4,1,10,4
104/6/18,安南區,長安里,住宅,50,2,2,12,0,2,4,1,14,4
104/6/18,安南區,東和里,住宅,50,2,1,12,0,3,6,2,23,6
104/6/2,安南區,溪北里,住宅,50,0,3,9,0,0,0,0,0,0
104/6/2,安南區,幸福里,住宅,50,1,1,16,0,1,2,1,6,3
104/6/2,安南區,溪墘里,住宅,50,1,4,15,0,2,4,1,11,4
104/6/2,安南區,幸福里,住宅,50,1,1,12,0,1,2,1,8,3
104/6/22,安南區,溪墘里,住宅,50,1,1,7,0,1,2,1,13,4
104/6/22,安南區,州北里,機關,50,2,4,14,0,2,4,1,11,4
104/6/22,安南區,塭南里,住宅,50,3,3,13,0,3,6,2,19,5
104/6/22,安南區,淵東里,住宅,50,1,2,16,0,1,2,1,6,3
104/6/23,安南區,安和里,住宅,50,0,2,14,0,0,0,0,0,0
104/6/23,安南區,安西里,住宅,50,2,1,13,0,2,4,1,14,4
