日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/2/20,台南市,東區,新東里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,120.2249474,22.9865063
106/2/20,台南市,東區,崇成里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,120.227651,22.968559
106/2/20,台南市,東區,大德里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,120.2148485,22.9778817
106/2/21,台南市,東區,成大里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.2152092,22.9976069
106/2/21,台南市,東區,大智里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,120.2332423,22.962286
106/2/21,台南市,東區,後甲里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.2382911,22.9927707
106/2/21,台南市,東區,文聖里,學校,50,0,3,1,4,0,0,0,0,0,0,0,120.2447821,22.9840282
106/2/22,台南市,東區,忠孝里,住宅,75,0,10,19,29,0,0,0,0,0,0,0,120.218816,22.9773869
106/2/22,台南市,東區,圍下里,住宅,75,0,10,10,20,0,0,0,0,0,0,0,120.2148485,22.9919771
106/2/23,台南市,東區,龍山里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2217014,22.9834946
106/2/23,台南市,東區,南聖里,學校,50,0,1,4,5,0,0,0,0,0,0,0,120.2462245,22.9890944
106/2/23,台南市,東區,關聖里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.2418972,22.985975
106/2/23,台南市,東區,德高里,住宅,50,0,9,5,14,0,0,0,0,0,0,0,120.2354061,22.9665308
106/2/24,台南市,東區,大同里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,120.2130451,22.9839645
106/2/24,台南市,東區,復興里,住宅,51,1,0,10,10,0,1,1,2,1,10,4,120.238356,22.982061
106/2/11,台南市,南區,明亮里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,120.1928448,22.9693947
106/2/24,台南市,南區,日新里,住宅,50,0,4,14,18,0,0,0,0,0,0,0,120.1899588,22.974026
106/2/20,台南市,南區,鯤鯓里,住宅,52,0,0,8,8,0,0,0,0,0,0,0,120.1733631,22.9566809
106/2/20,台南市,南區,喜北里,住宅,51,0,1,12,13,0,0,0,0,0,0,0,120.1776926,22.9490628
106/2/21,台南市,南區,金華里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.1885158,22.9796984
