日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/3/21,台南市,安南區,鹽田里,住宅,52,0,2,13,15,0,0,0,0,0,0,0,120.152594,23.024592
106/3/21,台南市,安南區,顯宮里,機關,50,1,1,21,22,0,1,1,2,1,5,2,120.144496,23.0432907
106/3/22,台南市,安南區,佃西里,住宅,50,2,1,22,23,0,3,3,6,2,13,4,120.1690334,23.0717267
106/3/22,台南市,安南區,淵中里,住宅,50,1,5,5,10,0,1,1,2,1,10,4,120.1675902,23.0438296
106/3/23,台南市,安南區,溪心里,機關,51,0,2,2,4,0,0,0,0,0,0,0,120.1849082,23.0509441
106/3/23,台南市,安南區,佃東里,住宅,51,0,2,18,20,0,0,0,0,0,0,0,120.1849082,23.0724268
106/3/3,台南市,安南區,理想里,住宅,51,0,5,5,10,0,0,0,0,0,0,0,120.1914018,23.0368283
106/3/6,台南市,安南區,大安里,住宅,51,0,8,7,15,0,0,0,0,0,0,0,120.1950093,23.0313733
106/3/10,台南市,安南區,鳳凰里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,120.2000596,23.0417267
106/3/13,台南市,安南區,溪北里,住宅,50,0,4,9,13,0,0,0,0,0,0,0,120.2130451,23.0255799
106/3/20,台南市,安南區,溪頂里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,120.2072739,23.0254471
106/3/24,台南市,安南區,安和里,住宅,50,0,6,6,12,0,0,0,0,0,0,0,120.218816,23.0310818
106/3/20,台南市,安平區,漁光里,住宅,50,3,5,33,38,1,2,3,6,2,8,3,120.1574869,22.9801396
106/3/20,台南市,安平區,億載里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.1603737,22.9902803
106/3/21,台南市,安平區,華平里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.1740847,22.9948005
106/3/21,台南市,安平區,平安里,住宅,50,1,2,10,12,0,1,1,2,1,8,3,120.1726415,22.9991307
106/3/22,台南市,安平區,怡平里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,120.176971,22.994197
106/3/22,台南市,安平區,建平里,住宅,50,0,4,0,4,0,0,0,0,0,0,0,120.185801,22.993724
106/3/23,台南市,安平區,平通里,機關,61,0,1,1,2,0,0,0,0,0,0,0,120.1690334,22.9938422
106/3/23,台南市,安平區,建平里,機關,53,0,14,1,15,1,0,1,2,1,7,3,120.185801,22.993724
106/3/24,台南市,安平區,港仔里,住宅,77,0,2,12,14,0,0,0,0,0,0,0,120.1643428,22.999187
106/3/23,台南市,仁德區,保安里,學校,51,1,9,8,17,1,0,1,2,1,6,3,120.2310784,22.9231415
106/3/16,台南市,歸仁區,西埔里,住宅,55,0,0,2,2,0,0,0,0,0,0,0,120.2887685,23.0076741
106/3/17,台南市,歸仁區,八甲里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2988617,22.9746957
106/3/21,台南市,歸仁區,許厝里,住宅,57,0,0,4,4,0,0,0,0,0,0,0,120.2995826,22.9658238
106/3/21,台南市,龍崎區,大坪里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.3867834,22.9334133
106/3/24,台南市,龍崎區,崎頂里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.3839017,22.9688808
106/3/20,台南市,永康區,西勢里,住宅,50,1,6,17,23,0,1,1,2,1,4,2,120.2772325,23.0154649
106/3/20,台南市,永康區,東灣里,住宅,50,0,10,9,19,0,0,0,0,0,0,0,120.270022,22.9995352
106/3/20,台南市,永康區,烏竹里,住宅,50,2,0,12,12,0,3,3,6,2,25,6,120.2642533,23.0410039
106/3/20,台南市,永康區,勝利里,住宅,50,1,1,16,17,0,1,1,2,1,6,3,120.232521,23.004718
106/3/21,台南市,永康區,東橋里,住宅,50,0,11,12,23,0,0,0,0,0,0,0,120.241176,23.0243778
106/3/21,台南市,永康區,神洲里,住宅,50,1,5,11,16,0,1,1,2,1,6,3,120.2408154,23.0046566
106/3/21,台南市,永康區,埔園里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.2584844,23.0341644
106/3/21,台南市,永康區,龍潭里,住宅,52,1,0,7,7,0,1,1,2,1,14,4,120.2656955,23.0286236
106/3/22,台南市,永康區,復國里,住宅,50,0,10,5,15,0,0,0,0,0,0,0,120.2473063,23.0059794
106/3/22,台南市,永康區,復華里,住宅,50,0,10,5,15,0,0,0,0,0,0,0,120.2440609,23.0103511
106/3/22,台南市,永康區,鹽洲里,住宅,50,3,0,10,10,0,3,3,6,2,30,7,120.2368389,23.041356
106/3/22,台南市,永康區,尚頂里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.225308,23.0263645
106/3/23,台南市,永康區,三合里,住宅,88,1,10,10,20,1,0,1,1,1,5,2,120.2390123,23.010739
106/3/23,台南市,永康區,西灣里,住宅,50,1,8,14,22,0,1,1,2,1,5,2,120.2613689,23.0120871
106/3/23,台南市,永康區,網寮里,住宅,50,1,3,1,4,0,1,1,2,1,25,6,120.2527152,23.0139035
106/3/24,台南市,永康區,南灣里,住宅,50,0,2,15,17,0,0,0,0,0,0,0,120.2613689,22.9986674
106/3/24,台南市,永康區,中華里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.236499,22.999965
106/3/8,台南市,新市區,永就里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,120.3003035,23.0642791
106/3/8,台南市,新市區,永就里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.3003035,23.0642791
106/3/11,台南市,新市區,潭頂里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,120.3291365,23.0742985
106/3/13,台南市,新市區,新和里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2902105,23.0757963
106/3/16,台南市,新市區,大洲里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2599266,23.0727781
106/3/16,台南市,新市區,新和里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2902105,23.0757963
106/3/1,台南市,安定區,港口里,住宅,50,0,4,0,4,0,0,0,0,0,0,0,120.2296358,23.0939111
106/3/16,台南市,安定區,六嘉里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2209801,23.079623
106/3/17,台南市,安定區,安定里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2541575,23.1115672
106/3/19,台南市,安定區,南安里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,120.2267506,23.1052556
106/3/21,台南市,安定區,海寮里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2079953,23.0998017
106/3/23,台南市,安定區,保西里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.232521,23.1228326
106/3/2,台南市,山上區,玉峰里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.3954282,23.0951559
106/3/2,台南市,山上區,明和里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.3406679,23.1147826
106/3/6,台南市,山上區,南洲里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.3478746,23.0958254
106/3/10,台南市,山上區,山上里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.356397,23.101985
106/3/11,台南市,山上區,豐德里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.3637277,23.0777251
106/3/24,台南市,山上區,南洲里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3478746,23.0958254
106/3/2,台南市,玉井區,望明里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4444046,23.1035437
106/3/3,台南市,玉井區,中正里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.464566,23.1448237
106/3/9,台南市,玉井區,沙田里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.4962417,23.1139727
106/3/10,台南市,玉井區,竹圍里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.478965,23.1337231
106/3/15,台南市,玉井區,三埔里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.4876036,23.0970529
106/3/21,台南市,玉井區,層林里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.4300017,23.0878341
106/3/1,台南市,南化區,北平里,住宅,71,0,0,12,12,0,0,0,0,0,0,0,120.4530456,23.0722287
106/3/2,台南市,南化區,西埔里,住宅,54,0,0,10,10,0,0,0,0,0,0,0,120.4530456,23.0293455
106/3/5,台南市,南化區,小崙里,住宅,60,0,0,7,7,0,0,0,0,0,0,0,120.4991209,23.0517371
106/3/6,台南市,南化區,玉山里,住宅,60,0,0,4,4,0,0,0,0,0,0,0,120.5394232,23.0913916
106/3/8,台南市,南化區,南化里,住宅,60,0,0,2,2,0,0,0,0,0,0,0,120.476989,23.043524
106/3/8,台南市,南化區,小崙里,住宅,53,0,0,7,7,0,0,0,0,0,0,0,120.4991209,23.0517371
106/3/15,台南市,麻豆區,北勢里,住宅,51,0,0,1,1,0,0,0,0,0,0,0,120.2368486,23.2064745
106/3/16,台南市,麻豆區,中興里,住宅,55,1,0,7,7,0,2,2,4,1,29,7,120.2462245,23.1796679
106/3/16,台南市,麻豆區,安東里,住宅,50,1,0,3,3,0,1,1,2,1,33,8,120.2469457,23.1627407
106/3/2,台南市,下營區,下營里,住宅,50,0,0,42,42,0,0,0,0,0,0,0,120.2624506,23.2349487
106/3/7,台南市,下營區,大屯里,住宅,50,0,0,28,28,0,0,0,0,0,0,0,120.2368486,23.2333158
106/3/8,台南市,下營區,大埤里,住宅,50,0,0,32,32,0,0,0,0,0,0,0,120.2440609,23.2223978
106/3/15,台南市,下營區,中營里,住宅,50,0,0,18,18,0,0,0,0,0,0,0,120.2729063,23.2189842
106/3/16,台南市,下營區,仁里里,住宅,50,0,3,17,20,0,0,0,0,0,0,0,120.2541575,23.2242901
106/3/20,台南市,下營區,甲中里,住宅,50,0,0,46,46,0,0,0,0,0,0,0,120.2714642,23.2528323
106/3/9,台南市,六甲區,甲南里,住宅,56,0,0,4,4,0,0,0,0,0,0,0,120.3514777,23.2231307
106/3/11,台南市,六甲區,水林里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.3464333,23.2423046
106/3/13,台南市,六甲區,龜港里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.3060706,23.2508669
106/3/14,台南市,六甲區,大丘里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4415242,23.2140466
106/3/16,台南市,六甲區,菁埔里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3031871,23.2326984
106/3/21,台南市,六甲區,中社里,住宅,60,0,0,4,4,0,0,0,0,0,0,0,120.3262535,23.2385397
106/3/21,台南市,官田區,隆本里,住宅,55,0,0,17,17,0,0,0,0,0,0,0,120.3075124,23.1982472
106/3/1,台南市,大內區,石湖里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,120.3521983,23.1391659
106/3/2,台南市,大內區,石林里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.368051,23.1344698
106/3/9,台南市,大內區,內郭里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.3723741,23.121487
106/3/10,台南市,大內區,二溪里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.4184782,23.122445
106/3/11,台南市,大內區,大內里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3567679,23.1190099
106/3/14,台南市,大內區,曲溪里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3925467,23.1145349
106/3/22,台南市,佳里區,興化里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.1849082,23.1852076
106/3/22,台南市,佳里區,興化里,地區,50,0,0,1,1,0,0,0,0,0,0,0,120.1849082,23.1852076
106/3/23,台南市,佳里區,忠仁里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.1856297,23.1588751
106/3/2,台南市,西港區,西港里,住宅,52,0,0,5,5,0,0,0,0,0,0,0,120.203427,23.122933
106/3/16,台南市,西港區,港東里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2195374,23.1242224
106/3/21,台南市,西港區,西港里,住宅,51,0,0,6,6,0,0,0,0,0,0,0,120.203427,23.122933
106/3/24,台南市,西港區,後營里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2209801,23.1440531
106/3/6,台南市,將軍區,西和里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.144496,23.193709
106/3/10,台南市,將軍區,長沙里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.1040715,23.2183216
106/3/17,台南市,將軍區,玉山里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.1213978,23.2093084
106/3/22,台南市,將軍區,嘉昌里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.1502699,23.2139815
106/3/23,台南市,將軍區,仁和里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1574869,23.2272339
106/3/24,台南市,將軍區,西華里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.1546002,23.1982988
106/3/10,台南市,北門區,北門里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.125729,23.2661521
106/3/10,台南市,北門區,慈安里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.1098472,23.2439737
106/3/10,台南市,北門區,三光里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1098472,23.2332276
106/3/11,台南市,北門區,永隆里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.1170664,23.276035
106/3/16,台南市,北門區,仁里里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1372782,23.2449178
106/3/17,台南市,北門區,中樞里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.1271727,23.2403294
106/3/20,台南市,新營區,好平里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3107562,23.3011789
106/3/20,台南市,新營區,延平里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.3121979,23.3022139
106/3/20,台南市,新營區,南興里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3067915,23.2983322
106/3/21,台南市,新營區,新南里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2988617,23.3100763
106/3/21,台南市,白河區,詔安里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.4141567,23.3954488
106/3/10,台南市,白河區,昇安里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.4328824,23.3686607
106/3/21,台南市,白河區,廣安里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.4040725,23.3909042
106/3/2,台南市,後壁區,長安里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3594043,23.3347501
106/3/9,台南市,後壁區,嘉苳里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.369492,23.3553925
106/3/9,台南市,後壁區,頂安里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3521983,23.3429894
106/3/10,台南市,後壁區,頂長里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.327768,23.36878
106/3/16,台南市,後壁區,福安里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3536396,23.3252512
106/3/20,台南市,後壁區,頂長里,住宅,50,0,0,26,26,0,0,0,0,0,0,0,120.327768,23.36878
106/3/8,台南市,東山區,青山里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.4847242,23.2771856
106/3/8,台南市,東山區,東山里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,120.4026318,23.3282152
106/3/9,台南市,東山區,科里里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,120.4040725,23.2943981
106/3/15,台南市,東山區,高原里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.4962417,23.28544
106/3/20,台南市,東山區,東正里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.409835,23.3253379
106/3/22,台南市,東山區,東河里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3810199,23.293947
