日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/12/4,台南市,東　區,虎尾里,住宅,50,1,4,4,8,1,0,1,2,1,13,4,22.9791309,120.2361273
2017/12/4,台南市,東　區,大德里,住宅,50,0,5,9,14,0,0,0,0,0,0,0,22.9778817,120.2148485
2017/12/4,台南市,東　區,崇誨里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,22.989711,120.2256687
2017/12/4,台南市,東　區,莊敬里,住宅,53,1,4,4,8,1,0,1,2,1,13,4,22.9966645,120.232521
2017/12/5,台南市,東　區,大智里,住宅,50,1,6,4,10,0,1,1,2,1,10,4,22.962286,120.2332423
2017/12/5,台南市,東　區,富強里,住宅,50,1,8,3,11,1,0,1,2,1,9,3,22.9867487,120.2317997
2017/12/5,台南市,東　區,復興里,住宅,50,1,3,0,3,1,0,1,2,1,33,8,22.982061,120.238356
2017/12/5,台南市,東　區,崇德里,住宅,50,0,8,0,8,0,0,0,0,0,0,0,22.9745344,120.2260293
2017/12/5,台南市,東　區,大學里,住宅,50,1,2,11,13,1,0,1,2,1,8,3,22.9963981,120.2209801
2017/12/5,台南市,東　區,成大里,住宅,50,1,4,4,8,0,1,1,2,1,13,4,22.9976069,120.2152092
2017/12/5,台南市,東　區,復興里,住宅,50,1,3,0,3,1,0,1,2,1,33,8,22.982061,120.238356
2017/12/5,台南市,東　區,富強里,住宅,50,1,8,3,11,1,0,1,2,1,9,3,22.9867487,120.2317997
2017/12/5,台南市,東　區,崇德里,住宅,50,0,8,0,8,0,0,0,0,0,0,0,22.9745344,120.2260293
2017/12/5,台南市,東　區,裕農里,住宅,50,0,5,3,8,0,0,0,0,0,0,0,22.9886954,120.2289146
2017/12/6,台南市,東　區,和平里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,22.9745842,120.2354061
2017/12/6,台南市,東　區,仁和里,住宅,50,4,10,7,17,3,1,4,8,2,24,6,22.970364,120.235827
2017/12/6,台南市,東　區,路東里,住宅,50,1,1,6,7,0,1,1,2,1,14,4,22.9801973,120.2134058
2017/12/6,台南市,東　區,德光里,住宅,51,0,15,6,21,0,0,0,0,0,0,0,22.981112,120.2202587
2017/12/7,台南市,東　區,小東里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,22.9970514,120.227472
2017/12/7,台南市,東　區,衛國里,住宅,50,1,2,13,15,1,0,1,2,1,7,3,22.9882597,120.2245867
2017/12/7,台南市,東　區,忠孝里,住宅,50,2,5,11,16,0,2,2,4,1,13,4,22.9773869,120.218816
2017/12/7,台南市,東　區,裕聖里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,22.9802195,120.2469457
2017/12/7,台南市,東　區,自強里,住宅,50,1,3,15,18,1,0,1,2,1,6,3,22.9824198,120.2332423
2017/12/7,台南市,東　區,崇學里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,22.9778231,120.2231441
2017/12/8,台南市,東　區,德高里,住宅,50,0,0,18,18,0,0,0,0,0,0,0,22.965884,120.235589
