日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/6/28,台南市,東　區,龍山里,住宅,51,2,10,15,25,1,2,3,6,2,12,4,120.2217014,22.9834946
106/6/28,台南市,東　區,崇誨里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2256687,22.989711
106/6/28,台南市,東　區,後甲里,住宅,54,0,1,10,11,0,0,0,0,0,0,0,120.2382911,22.9927707
106/6/28,台南市,東　區,德高里,住宅,51,1,3,8,11,0,1,1,2,1,9,3,120.235589,22.965884
106/6/29,台南市,東　區,崇明里,住宅,51,2,0,5,5,0,2,2,4,1,40,8,120.22063,22.969188
106/6/29,台南市,東　區,衛國里,住宅,50,3,2,7,9,0,3,3,6,2,33,8,120.2245867,22.9882597
106/6/29,台南市,東　區,南聖里,住宅,50,1,3,15,18,0,4,4,8,2,22,6,120.2462245,22.9890944
106/6/29,台南市,東　區,東智里,住宅,50,0,5,2,7,0,0,0,0,0,0,0,120.2267506,22.9629737
106/6/30,台南市,東　區,復興里,住宅,51,1,8,6,14,1,0,1,2,1,7,3,120.238356,22.982061
106/6/30,台南市,東　區,後甲里,住宅,50,1,0,7,7,0,1,1,2,1,14,4,120.2382911,22.9927707
106/6/30,台南市,東　區,東光里,住宅,51,3,2,4,6,0,3,3,6,2,50,9,120.2303571,22.99242
106/6/30,台南市,東　區,德光里,地區,56,1,2,4,6,0,1,1,2,1,17,5,120.2202587,22.981112
106/6/26,台南市,東　區,裕聖里,住宅,52,5,1,12,13,0,7,7,13,3,54,9,120.2469457,22.9802195
106/6/26,台南市,東　區,裕聖里,住宅,50,2,1,11,12,0,2,2,4,1,17,5,120.2469457,22.9802195
106/6/26,台南市,東　區,東聖里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2346848,22.9861443
106/6/26,台南市,東　區,東聖里,住宅,51,4,4,16,20,0,5,5,10,3,25,6,120.2346848,22.9861443
106/6/27,台南市,東　區,成大里,住宅,53,2,12,6,18,0,2,2,4,1,11,4,120.2152092,22.9976069
106/6/27,台南市,東　區,崇信里,住宅,51,2,4,3,7,1,1,2,4,1,29,7,120.227472,22.9809439
106/6/27,台南市,東　區,虎尾里,住宅,50,3,4,13,17,0,3,3,6,2,18,5,120.235984,22.97888
106/6/27,台南市,東　區,虎尾里,住宅,67,0,6,4,10,0,0,0,0,0,0,0,120.235984,22.97888
106/6/28,台南市,南　區,永寧里,住宅,50,6,9,33,42,0,9,9,18,3,21,6,120.1798573,22.9291405
106/6/28,台南市,南　區,郡南里,住宅,50,1,9,9,18,0,1,1,2,1,6,3,120.1950093,22.964243
106/6/29,台南市,南　區,金華里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,120.1885158,22.9796984
106/6/29,台南市,南　區,光明里,住宅,50,5,7,13,20,1,6,7,14,3,35,8,120.1870727,22.971944
106/6/30,台南市,南　區,再興里,住宅,50,1,4,7,11,0,1,1,2,1,9,3,120.1928448,22.9801358
106/6/30,台南市,南　區,明興里,住宅,52,2,0,9,9,0,3,3,6,2,33,8,120.1914018,22.9629831
106/6/30,台南市,南　區,郡南里,住宅,51,2,0,6,6,0,2,2,4,1,33,8,120.1950093,22.964243
106/6/30,台南市,南　區,白雪里,住宅,50,3,3,15,18,0,3,3,6,2,17,5,120.1885158,22.9676143
106/6/30,台南市,南　區,田寮里,住宅,50,0,2,15,17,0,0,0,0,0,0,0,120.1957308,22.976847
106/6/30,台南市,南　區,府南里,住宅,50,0,10,8,18,0,0,0,0,0,0,0,120.1950093,22.9722988
106/6/26,台南市,南　區,日新里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,120.1899588,22.974026
106/6/26,台南市,南　區,明德里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,120.200781,22.9710918
106/6/27,台南市,南　區,建南里,住宅,50,1,9,10,19,0,1,1,2,1,5,2,120.1964522,22.9572284
106/6/27,台南市,南　區,新昌里,住宅,50,3,8,9,17,1,2,3,6,2,18,5,120.1957308,22.9835601
106/6/28,台南市,北　區,實踐里,其他,75,1,4,10,14,0,1,1,1,1,7,3,120.2170126,23.0136734
106/6/28,台南市,北　區,延平里,其他,75,2,11,12,23,0,2,2,3,1,9,3,120.211963,23.0107043
106/6/29,台南市,北　區,小康里,其他,75,1,6,7,13,0,1,1,1,1,8,3,120.2173733,23.0152758
106/6/29,台南市,北　區,勝安里,其他,50,0,0,52,52,0,0,0,0,0,0,0,120.217734,23.0074816
106/6/29,台南市,北　區,中樓里,其他,50,0,1,39,40,0,0,0,0,0,0,0,120.2159306,23.0034966
106/6/29,台南市,北　區,大道里,地區,50,0,2,17,19,0,0,0,0,0,0,0,120.2155699,23.0099486
106/6/29,台南市,北　區,文元里,地區,50,0,6,5,11,0,0,0,0,0,0,0,120.1978952,23.0146579
106/6/29,台南市,北　區,玉皇里,其他,50,0,3,6,9,0,0,0,0,0,0,0,120.2069132,22.9996798
106/6/30,台南市,北　區,和順里,其他,50,0,5,6,11,0,0,0,0,0,0,0,120.2015025,23.0051759
106/6/30,台南市,北　區,安民里,其他,50,1,8,7,15,0,1,1,2,1,7,3,120.2000596,23.0014504
106/6/30,台南市,北　區,成德里,其他,50,0,7,7,14,0,0,0,0,0,0,0,120.2036668,23.0134491
106/6/30,台南市,北　區,成功里,其他,50,0,4,7,11,0,0,0,0,0,0,0,120.2094381,23.0202949
106/6/30,台南市,北　區,小康里,地區,50,0,7,11,18,0,0,0,0,0,0,0,120.2173733,23.0152758
106/6/30,台南市,北　區,正風里,地區,50,0,4,7,11,0,0,0,0,0,0,0,120.2148485,23.0154694
106/6/26,台南市,北　區,大山里,其他,50,1,4,7,11,0,1,1,2,1,9,3,120.2134058,23.0090596
106/6/26,台南市,北　區,文元里,其他,50,1,1,7,8,0,1,1,2,1,13,4,120.1978952,23.0146579
106/6/26,台南市,北　區,正風里,其他,73,1,4,5,9,1,0,1,1,1,11,4,120.2148485,23.0154694
106/6/26,台南市,北　區,長德里,菜園,50,0,7,5,12,0,0,0,0,0,0,0,120.2058311,23.002927
106/6/27,台南市,北　區,力行里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,120.2292752,23.0084185
106/6/27,台南市,北　區,國姓里,其他,50,0,4,16,20,0,0,0,0,0,0,0,120.2087167,23.0076926
106/6/27,台南市,北　區,三德里,其他,75,1,13,14,27,6,0,6,8,2,22,6,120.2047489,23.000133
106/6/28,台南市,中西區,五妃里,住宅,50,4,2,9,11,0,5,5,10,3,45,9,120.2058311,22.984132
106/6/28,台南市,中西區,郡西里,住宅,50,2,5,8,13,1,1,2,4,1,15,5,120.1939271,22.9889722
106/6/29,台南市,中西區,進學里,住宅,50,1,2,0,2,2,0,2,4,1,100,9,120.2015025,22.9877228
106/6/29,台南市,中西區,西賢里,住宅,50,0,9,12,21,0,0,0,0,0,0,0,120.1719199,23.0039814
106/6/29,台南市,中西區,文賢里,住宅,51,1,7,2,9,0,1,1,2,1,11,4,120.1932056,23.003892
106/6/30,台南市,中西區,民主里,住宅,51,1,0,5,5,0,1,1,2,1,20,5,120.1939271,22.9923288
106/6/30,台南市,中西區,民主里,住宅,50,1,1,6,7,0,1,1,2,1,14,4,120.1939271,22.9923288
106/6/26,台南市,中西區,公正里,住宅,50,2,9,4,13,1,2,3,6,2,23,6,120.2101595,22.9939658
106/6/26,台南市,中西區,三民里,住宅,50,1,2,6,8,0,1,1,2,1,13,4,120.2058311,22.994872
106/6/27,台南市,中西區,中正里,住宅,50,1,7,10,17,0,1,1,2,1,6,3,120.1971737,22.993999
106/6/27,台南市,中西區,小西里,住宅,50,3,14,7,21,1,2,3,6,2,14,4,120.1986166,22.9883267
106/6/28,台南市,安南區,溪北里,住宅,50,0,3,14,17,0,0,0,0,0,0,0,120.2130451,23.0255799
106/6/28,台南市,安南區,安和里,住宅,51,1,4,16,20,0,1,1,2,1,5,2,120.218816,23.0310818
106/6/29,台南市,安南區,安和里,其他,50,0,4,21,25,0,0,0,0,0,0,0,120.218816,23.0310818
106/6/29,台南市,安南區,海佃里,其他,52,0,0,11,11,0,0,0,0,0,0,0,120.1892373,23.0245267
106/6/29,台南市,安南區,安順里,住宅,50,4,4,55,59,0,4,4,8,2,7,3,120.21527,23.0507859
106/6/29,台南市,安南區,頂安里,住宅,50,1,0,16,16,0,1,1,2,1,6,3,120.2043882,23.0394768
106/6/30,台南市,安南區,公塭里,其他,50,0,11,4,15,0,0,0,0,0,0,0,120.1632603,23.0702508
106/6/30,台南市,安南區,南興里,住宅,52,6,0,35,35,0,7,7,13,3,20,5,120.1502699,23.0743149
106/6/26,台南市,安南區,公塭里,住宅,50,7,0,62,62,0,24,24,48,5,39,8,120.1632603,23.0702508
106/6/27,台南市,安南區,州南里,其他,50,0,5,28,33,0,0,0,0,0,0,0,120.2195374,23.059791
106/6/27,台南市,安南區,溪頂里,住宅,51,3,2,18,20,0,3,3,6,2,15,5,120.2072739,23.0254471
106/6/28,台南市,安平區,石門里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.1654252,23.0006394
106/6/28,台南市,安平區,港仔里,其他,50,2,13,10,23,0,2,2,4,1,9,3,120.1643428,22.999187
