日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
2019/7/1,臺南市,東　區,大同里,住宅,52,3,12,20,32,2,2,4,8,2,13,4,120.2130451,22.9839645
2019/7/2,臺南市,東　區,大同里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2130451,22.9839645
2019/7/2,臺南市,東　區,大同里,住宅,150,0,0,32,32,0,0,0,0,0,0,0,120.2130451,22.9839645
2019/7/2,臺南市,東　區,大同里,住宅,52,0,3,39,42,0,0,0,0,0,0,0,120.2130451,22.9839645
2019/7/3,臺南市,東　區,大同里,住宅,50,0,0,22,22,0,0,0,0,0,0,0,120.2130451,22.9839645
2019/7/3,臺南市,東　區,大同里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2130451,22.9839645
2019/7/3,臺南市,東　區,大同里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2130451,22.9839645
2019/7/1,臺南市,東　區,小東里,住宅,50,1,0,6,6,0,1,1,2,1,17,5,120.227472,22.9970514
2019/7/6,臺南市,東　區,文聖里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2447821,22.9840282
2019/7/6,臺南市,東　區,成大里,住宅,50,1,0,4,4,0,1,1,2,1,25,6,120.2152092,22.9976069
2019/7/2,臺南市,東　區,和平里,住宅,75,3,3,9,12,1,2,3,4,1,25,6,120.2354061,22.9745842
2019/7/3,臺南市,東　區,忠孝里,住宅,56,0,0,5,5,0,0,0,0,0,0,0,120.218816,22.9773869
2019/7/4,臺南市,東　區,東光里,住宅,50,1,1,73,74,0,4,4,8,2,5,2,120.2303571,22.99242
2019/6/30,臺南市,東　區,東門里,地區,66,4,12,5,17,9,2,11,17,3,65,9,120.2144878,22.9890322
2019/7/1,臺南市,東　區,東門里,住宅,50,1,0,3,3,0,1,1,2,1,33,8,120.2144878,22.9890322
2019/7/1,臺南市,東　區,東門里,住宅,54,1,1,8,9,0,1,1,2,1,11,4,120.2144878,22.9890322
2019/7/2,臺南市,東　區,東門里,住宅,53,0,8,6,14,0,0,0,0,0,0,0,120.2144878,22.9890322
2019/7/5,臺南市,東　區,東智里,住宅,52,8,12,48,60,1,7,8,15,3,13,4,120.2267506,22.9629737
2019/7/3,臺南市,東　區,東聖里,住宅,50,1,9,49,58,0,1,1,2,1,2,1,120.2346848,22.9861443
2019/7/1,臺南市,東　區,後甲里,住宅,50,2,1,3,4,0,2,2,4,1,50,9,120.2382911,22.9927707
2019/7/1,臺南市,東　區,泉南里,住宅,50,2,0,4,4,0,2,2,4,1,50,9,120.2159306,22.9847029
2019/7/6,臺南市,東　區,泉南里,住宅,50,4,0,23,23,0,4,4,8,2,17,5,120.2159306,22.9847029
2019/7/2,臺南市,東　區,崇善里,住宅,53,1,16,15,31,0,1,1,2,1,3,2,120.2303571,22.9736282
2019/7/3,臺南市,東　區,崇學里,學校,48,0,1,11,12,0,0,0,0,0,0,0,120.2231441,22.9778231
2019/7/4,臺南市,東　區,崇學里,市場,51,2,63,35,98,2,0,2,4,1,2,1,120.2231441,22.9778231
2019/7/2,臺南市,東　區,圍下里,住宅,36,0,0,0,0,0,0,0,0,0,0,0,120.2148485,22.9919771
2019/7/2,臺南市,東　區,圍下里,住宅,29,0,0,6,6,0,0,0,0,0,0,0,120.2148485,22.9919771
2019/7/2,臺南市,東　區,圍下里,住宅,58,0,0,26,26,0,0,0,0,0,0,0,120.2148485,22.9919771
2019/7/6,臺南市,東　區,富強里,住宅,51,2,9,69,78,0,2,2,4,1,3,2,120.2317997,22.9867487
2019/7/3,臺南市,東　區,新東里,住宅,30,0,1,20,21,0,0,0,0,0,0,0,120.2249474,22.9865063
2019/7/1,臺南市,東　區,德光里,市場,50,1,1,3,4,0,2,2,4,1,50,9,120.2202587,22.981112
2019/7/1,臺南市,東　區,德光里,機關,51,1,2,21,23,1,8,9,18,3,39,8,120.2202587,22.981112
2019/7/5,臺南市,東　區,衛國里,住宅,50,2,0,4,4,0,3,3,6,2,75,9,120.2245867,22.9882597
2019/6/30,臺南市,東　區,龍山里,住宅,50,3,3,12,15,0,4,4,8,2,27,6,120.2217014,22.9834946
2019/7/2,臺南市,東　區,龍山里,住宅,53,0,2,6,8,0,0,0,0,0,0,0,120.2217014,22.9834946
