日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/7/17,台南市,東　區,新東里,住宅,50,2,4,21,25,0,3,3,6,2,12,4,22.9865063,120.2249474
2017/7/17,台南市,東　區,崇誨里,住宅,50,2,6,4,10,0,2,2,4,1,20,5,22.989711,120.2256687
2017/7/18,台南市,東　區,衛國里,住宅,50,1,12,18,30,0,1,1,2,1,3,2,22.9882597,120.2245867
2017/7/18,台南市,東　區,大學里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,22.9963981,120.2209801
2017/7/18,台南市,東　區,東明里,住宅,52,0,1,2,3,0,0,0,0,0,0,0,22.9916823,120.227472
2017/7/18,台南市,東　區,成大里,住宅,53,2,12,5,17,0,2,2,4,1,12,4,22.9976069,120.2152092
2017/7/19,台南市,東　區,大智里,住宅,54,1,2,6,8,0,1,1,2,1,13,4,22.962286,120.2332423
2017/7/19,台南市,東　區,裕農里,住宅,50,2,0,15,15,0,2,2,4,1,13,4,22.9886954,120.2289146
2017/7/19,台南市,東　區,大同里,住宅,50,2,2,17,19,0,2,2,4,1,11,4,22.9839645,120.2130451
2017/7/19,台南市,東　區,崇明里,住宅,51,3,4,12,16,0,5,5,10,3,31,7,22.969188,120.22063
2017/7/20,台南市,東　區,裕聖里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,22.9802195,120.2469457
2017/7/20,台南市,東　區,莊敬里,住宅,50,0,2,13,15,0,0,0,0,0,0,0,22.9966645,120.232521
2017/7/20,台南市,東　區,富裕里,住宅,55,0,8,10,18,0,0,0,0,0,0,0,22.9849708,120.227472
2017/7/20,台南市,東　區,富強里,住宅,51,0,4,5,9,0,0,0,0,0,0,0,22.9867487,120.2317997
2017/7/20,台南市,東　區,東光里,住宅,51,1,7,9,16,0,2,2,4,1,13,4,22.99242,120.2303571
2017/7/21,台南市,東　區,後甲里,住宅,50,3,6,9,15,0,3,3,6,2,20,5,22.9927707,120.2382911
2017/7/17,台南市,南　區,喜南里,住宅,50,1,7,21,28,0,5,5,10,3,18,5,22.9383204,120.1776926
2017/7/17,台南市,南　區,興農里,住宅,50,1,4,26,30,0,1,1,2,1,3,2,22.9299372,120.1921233
2017/7/18,台南市,南　區,郡南里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,22.964243,120.1950093
2017/7/18,台南市,南　區,新昌里,住宅,50,6,16,10,26,4,3,7,14,3,27,6,22.9835601,120.1957308
2017/7/18,台南市,南　區,南都里,住宅,50,3,2,22,24,0,6,6,12,3,25,6,22.9550918,120.1841866
2017/7/19,台南市,南　區,光明里,住宅,50,0,11,5,16,0,0,0,0,0,0,0,22.971944,120.1870727
2017/7/19,台南市,南　區,國宅里,住宅,50,2,7,9,16,0,2,2,4,1,13,4,22.9759721,120.1870727
2017/7/20,台南市,南　區,金華里,住宅,50,2,3,10,13,0,2,2,4,1,15,5,22.9796984,120.1885158
2017/7/21,台南市,南　區,光明里,住宅,87,1,27,7,34,2,0,2,2,1,6,3,22.971944,120.1870727
2017/7/21,台南市,南　區,文華里,住宅,50,2,6,7,13,2,0,2,4,1,15,5,22.98611,120.1899588
2017/7/21,台南市,南　區,明興里,住宅,50,4,2,10,12,1,4,5,10,3,42,9,22.9629831,120.1914018
2017/7/17,台南市,北　區,玉皇里,其他,75,1,3,14,17,0,1,1,1,1,6,3,22.9996798,120.2069132
2017/7/18,台南市,北　區,三德里,其他,50,0,3,10,13,0,0,0,0,0,0,0,23.000133,120.2047489
2017/7/18,台南市,北　區,六甲里,其他,50,5,4,15,19,0,5,5,10,3,26,6,23.0127602,120.2101595
2017/7/18,台南市,北　區,實踐里,其他,50,2,3,9,12,0,2,2,4,1,17,5,23.0136734,120.2170126
2017/7/18,台南市,北　區,三德里,其他,50,0,3,10,13,0,0,0,0,0,0,0,23.000133,120.2047489
2017/7/19,台南市,北　區,成德里,其他,50,0,3,6,9,0,0,0,0,0,0,0,23.0134491,120.2036668
2017/7/19,台南市,北　區,文元里,其他,50,0,3,14,17,0,0,0,0,0,0,0,23.0146579,120.1978952
2017/7/19,台南市,北　區,大仁里,其他,50,1,2,17,19,0,1,1,2,1,5,2,23.0074149,120.2148485
2017/7/19,台南市,北　區,興南里,其他,50,0,3,13,16,0,0,0,0,0,0,0,23.0036652,120.2087167
2017/7/20,台南市,北　區,永祥里,其他,50,1,2,4,6,0,1,1,2,1,17,5,23.0160134,120.2202587
2017/7/20,台南市,北　區,大港里,其他,50,2,4,19,23,0,2,2,4,1,9,3,23.0104452,120.1827435
2017/7/20,台南市,北　區,大山里,地區,50,0,6,6,12,0,0,0,0,0,0,0,23.0090596,120.2134058
2017/7/20,台南市,北　區,長榮里,住宅,50,3,2,22,24,0,4,4,8,2,17,5,23.0091928,120.2191767
2017/7/20,台南市,北　區,仁愛里,其他,50,0,4,7,11,0,0,0,0,0,0,0,23.0025898,120.2202587
2017/7/21,台南市,北　區,元寶里,住宅,50,0,5,10,15,0,0,0,0,0,0,0,23.0114904,120.224226
2017/7/21,台南市,北　區,長德里,其他,50,1,9,13,22,0,3,3,6,2,14,4,23.002927,120.2058311
2017/7/21,台南市,北　區,大山里,其他,50,2,4,12,16,2,1,3,6,2,19,5,23.0090596,120.2134058
2017/7/21,台南市,北　區,中樓里,地區,50,0,0,14,14,0,0,0,0,0,0,0,23.0034966,120.2159306
2017/7/17,台南市,中西區,普濟里,住宅,50,2,13,17,30,2,0,2,4,1,7,3,22.9991764,120.1996988
2017/7/17,台南市,中西區,郡王里,住宅,50,1,2,8,10,0,1,1,2,1,10,4,22.986515,120.2072739
2017/7/18,台南市,中西區,仙草里,住宅,51,4,2,8,10,0,5,5,10,3,50,9,22.984299,120.1986166
2017/7/18,台南市,中西區,進學里,住宅,50,2,3,7,10,1,2,3,6,2,30,7,22.9877228,120.2015025
2017/7/19,台南市,中西區,西賢里,住宅,51,4,8,15,23,1,4,5,10,3,22,6,23.0039814,120.1719199
2017/7/19,台南市,中西區,西湖里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0015666,120.1834651
2017/7/20,台南市,中西區,大涼里,住宅,50,4,11,11,22,0,4,4,8,2,18,5,22.9923029,120.1892373
2017/7/20,台南市,中西區,協和里,住宅,50,1,3,11,14,0,1,1,2,1,7,3,23.0016179,120.1928448
2017/7/21,台南市,中西區,福安里,住宅,50,1,2,8,10,0,1,1,2,1,10,4,22.991121,120.1996988
2017/7/21,台南市,中西區,青年里,住宅,50,0,6,24,30,0,0,0,0,0,0,0,22.9925143,120.2090774
2017/7/17,台南市,安南區,安順里,住宅,50,1,4,26,30,0,1,1,2,1,3,2,23.0507859,120.21527
2017/7/17,台南市,安南區,城南里,住宅,50,4,3,64,67,0,4,4,8,2,6,3,23.0567837,120.1185102
