日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/12/11,台南市,東　區,東聖里,住宅,75,2,12,14,26,1,1,2,3,1,8,3,22.9861443,120.2346848
2017/12/11,台南市,東　區,文聖里,住宅,75,0,5,10,15,0,0,0,0,0,0,0,22.9840282,120.2447821
2017/12/11,台南市,東　區,新東里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,22.9865063,120.2249474
2017/12/12,台南市,東　區,東門里,住宅,50,0,3,9,12,0,0,0,0,0,0,0,22.9890322,120.2144878
2017/12/12,台南市,東　區,和平里,住宅,51,1,8,8,16,0,1,1,2,1,6,3,22.9745842,120.2354061
2017/12/12,台南市,東　區,大學里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,22.9963981,120.2209801
2017/12/12,台南市,東　區,裕農里,住宅,53,1,5,2,7,1,0,1,2,1,14,4,22.9886954,120.2289146
2017/12/13,台南市,東　區,大福里,住宅,50,1,4,7,11,0,1,1,2,1,9,3,22.9739636,120.2159306
2017/12/13,台南市,東　區,東安里,住宅,51,1,5,5,10,2,0,2,4,1,20,5,22.9872616,120.2213407
2017/12/13,台南市,東　區,後甲里,住宅,50,1,5,8,13,0,1,1,2,1,8,3,22.9927707,120.2382911
2017/12/13,台南市,東　區,崇信里,住宅,50,1,11,4,15,2,0,2,4,1,13,4,22.9809439,120.227472
2017/12/13,台南市,東　區,德高里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,22.9665308,120.2354061
2017/12/14,台南市,東　區,大德里,住宅,50,1,4,9,13,0,1,1,2,1,8,3,22.9778817,120.2148485
2017/12/14,台南市,東　區,仁和里,住宅,52,0,1,7,8,0,0,0,0,0,0,0,22.9701464,120.2357667
2017/12/14,台南市,東　區,崇善里,住宅,50,0,11,16,27,0,0,0,0,0,0,0,22.9736282,120.2303571
2017/12/14,台南市,東　區,裕聖里,住宅,51,3,0,27,27,0,3,3,6,2,11,4,22.9802195,120.2469457
2017/12/15,台南市,東　區,東智里,住宅,50,0,5,14,19,0,0,0,0,0,0,0,22.9629737,120.2267506
2017/12/15,台南市,東　區,大同里,住宅,50,1,1,10,11,0,1,1,2,1,9,3,22.9839645,120.2130451
2017/12/15,台南市,東　區,東明里,住宅,51,0,1,7,8,0,0,0,0,0,0,0,22.9916823,120.227472
2017/12/15,台南市,東　區,關聖里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,22.985975,120.2418972
2017/12/15,台南市,東　區,富裕里,住宅,52,0,3,6,9,0,0,0,0,0,0,0,22.9849708,120.227472
2017/12/11,台南市,南　區,興農里,住宅,50,1,5,19,24,0,1,1,2,1,4,2,22.9299372,120.1921233
2017/12/11,台南市,南　區,明興里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,22.9629831,120.1914018
2017/12/11,台南市,南　區,興農里,住宅,50,1,5,19,24,0,1,1,2,1,4,2,22.9299372,120.1921233
2017/12/12,台南市,南　區,省躬里,住宅,75,1,5,14,19,0,1,1,1,1,5,2,22.9338276,120.1863512
2017/12/13,台南市,南　區,新昌里,住宅,50,1,11,10,21,0,1,1,2,1,5,2,22.9835601,120.1957308
2017/12/13,台南市,南　區,白雪里,住宅,50,0,5,16,21,0,0,0,0,0,0,0,22.9676143,120.1885158
2017/12/14,台南市,南　區,田寮里,住宅,75,2,7,20,27,0,2,2,3,1,7,3,22.976847,120.1957308
2017/12/15,台南市,南　區,永寧里,住宅,50,0,5,15,20,0,0,0,0,0,0,0,22.9291405,120.1798573
2017/12/15,台南市,南　區,松安里,住宅,50,3,19,8,27,0,3,3,6,2,11,4,22.9248924,120.1776926
2017/12/11,台南市,北　區,大豐里,住宅,75,0,6,20,26,0,0,0,0,0,0,0,23.0078107,120.1921233
2017/12/11,台南市,北　區,正風里,住宅,75,0,5,5,10,0,0,0,0,0,0,0,23.0154694,120.2148485
2017/12/12,台南市,北　區,大港里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,23.0104452,120.1827435
2017/12/12,台南市,北　區,三德里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,查無經緯度,
2017/12/12,台南市,北　區,和順里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,23.0051759,120.2015025
2017/12/12,台南市,北　區,仁愛里,住宅,50,0,8,11,19,0,0,0,0,0,0,0,23.0025898,120.2202587
2017/12/13,台南市,北　區,裕民里,住宅,50,1,9,7,16,0,1,1,2,1,6,3,23.0026166,120.1960915
2017/12/13,台南市,北　區,公園里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,23.0006781,120.2101595
2017/12/13,台南市,北　區,興北里,住宅,50,1,3,12,15,0,2,2,4,1,13,4,23.0057457,120.2116023
2017/12/13,台南市,北　區,興南里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,23.0036652,120.2087167
2017/12/14,台南市,北　區,大道里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,23.0099486,120.2155699
2017/12/14,台南市,北　區,賢北里,住宅,50,1,5,9,14,0,1,1,2,1,7,3,23.006719,120.1813004
