日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/1/24,台南市,中西區,安海里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,120.1924841,22.9959872
106/1/25,台南市,中西區,赤嵌里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,120.2072739,22.9972549
106/1/5,台南市,安南區,大安里,住宅,50,0,5,15,20,0,0,0,0,0,0,0,120.1950093,23.0313733
106/1/12,台南市,安南區,安富里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,120.1957308,23.0251806
106/1/13,台南市,安南區,幸福里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,120.1899588,23.0210189
106/1/15,台南市,安南區,鹿耳里,住宅,50,0,6,14,20,0,0,0,0,0,0,0,120.1329474,23.0295877
106/1/19,台南市,安南區,溪北里,住宅,51,0,8,2,10,0,0,0,0,0,0,0,120.2130451,23.0255799
106/1/24,台南市,安南區,理想里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,120.1914018,23.0368283
106/1/23,台南市,安南區,溪北里,市場,50,1,5,4,9,0,1,1,2,1,11,4,120.2130451,23.0255799
106/1/23,台南市,安南區,溪東里,住宅,50,1,2,6,8,0,3,3,6,2,38,8,120.2015025,23.0253139
106/1/24,台南市,安南區,城中里,市場,51,0,7,1,8,0,0,0,0,0,0,0,120.1307819,23.058919
106/1/24,台南市,安南區,城東里,其他,50,0,11,7,18,0,0,0,0,0,0,0,120.1315037,23.0661555
106/1/25,台南市,安南區,總頭里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2065525,23.050434
106/1/25,台南市,安南區,原佃里,住宅,50,0,18,3,21,0,0,0,0,0,0,0,120.1964522,23.0538947
106/1/26,台南市,安南區,安西里,住宅,50,0,9,8,17,0,0,0,0,0,0,0,120.2094381,23.0310345
106/1/26,台南市,安南區,安東里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.2180947,23.0372738
106/1/23,台南市,安平區,平通里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,120.1690334,22.9938422
106/1/23,台南市,安平區,平通里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.1690334,22.9938422
106/1/24,台南市,安平區,文平里,住宅,50,1,1,7,8,0,1,1,2,1,13,4,120.1805789,22.9860574
106/1/26,台南市,安平區,海頭里,住宅,50,0,5,9,14,0,0,0,0,0,0,0,120.1625386,23.0025857
106/1/26,台南市,安平區,海頭里,住宅,50,0,2,13,15,0,0,0,0,0,0,0,120.1625386,23.0025857
106/1/5,台南市,安平區,億載里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.1603737,22.9902803
106/1/10,台南市,安平區,漁光里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,120.1574869,22.9801396
106/1/12,台南市,安平區,港仔里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,120.1643428,22.999187
106/1/14,台南市,安平區,華平里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.1740847,22.9948005
106/1/18,台南市,安平區,國平里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.1675902,22.9793723
106/1/23,台南市,安平區,海頭里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.1625386,23.0025857
106/1/8,台南市,仁德區,中生里,住宅,60,0,0,9,9,0,0,0,0,0,0,0,120.2426185,22.9099912
106/1/9,台南市,仁德區,仁和里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,120.224226,22.9591394
106/1/17,台南市,仁德區,上崙里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.2599266,22.9385802
106/1/18,台南市,仁德區,後壁里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2426185,22.9475722
106/1/18,台南市,仁德區,大甲里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2079953,22.9225952
106/1/19,台南市,仁德區,仁義里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2656955,22.9695788
106/1/20,台南市,仁德區,土庫里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2656955,22.9856821
106/1/25,台南市,仁德區,成功里,其他,100,0,13,10,23,0,0,0,0,0,0,0,120.225308,22.9404559
106/1/17,台南市,關廟區,北勢里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.3363438,22.9695026
106/1/18,台南市,關廟區,關廟里,住宅,51,0,0,2,2,0,0,0,0,0,0,0,120.3233704,22.9574746
106/1/20,台南市,關廟區,新埔里,住宅,55,0,0,15,15,0,0,0,0,0,0,0,120.330578,22.9733975
106/1/23,台南市,關廟區,山西里,住宅,60,0,0,30,30,0,0,0,0,0,0,0,120.3219289,22.9671673
106/1/23,台南市,永康區,蔦松里,住宅,55,1,0,20,20,0,1,1,2,1,5,2,120.2555998,23.0455063
106/1/23,台南市,永康區,甲頂里,住宅,50,1,8,11,19,1,0,1,2,1,5,2,120.2152092,23.0217702
106/1/23,台南市,永康區,西橋里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.2260293,23.0134614
106/1/23,台南市,永康區,大橋里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,120.2296358,23.0187454
106/1/24,台南市,永康區,三民里,住宅,50,0,1,14,15,0,0,0,0,0,0,0,120.2483881,23.0537318
106/1/24,台南市,永康區,六合里,住宅,50,1,1,10,11,0,1,1,2,1,9,3,120.2303571,23.0112118
106/1/24,台南市,永康區,中興里,住宅,54,0,0,6,6,0,0,0,0,0,0,0,120.2382911,23.0061926
106/1/24,台南市,永康區,勝利里,住宅,54,0,2,3,5,0,0,0,0,0,0,0,120.232521,23.004718
106/1/25,台南市,永康區,成功里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,120.2379305,23.0032483
106/1/24,台南市,永康區,復華里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,120.2440609,23.0103511
106/1/25,台南市,永康區,復興里,住宅,53,2,1,6,7,1,1,2,4,1,29,7,120.241401,22.999049
106/1/25,台南市,永康區,南灣里,住宅,52,0,5,6,11,0,0,0,0,0,0,0,120.2613689,22.9986674
106/1/26,台南市,永康區,西勢里,住宅,50,1,3,15,18,0,1,1,2,1,6,3,120.2772325,23.0154649
106/1/26,台南市,永康區,正強里,住宅,51,1,1,10,11,0,1,1,2,1,9,3,120.251994,23.0294884
106/1/6,台南市,永康區,西灣里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2613689,23.0120871
106/1/6,台南市,永康區,龍潭里,住宅,50,1,0,8,8,0,2,2,4,1,25,6,120.2656955,23.0286236
106/1/9,台南市,永康區,中興里,住宅,51,1,0,3,3,0,1,1,2,1,33,8,120.2382911,23.0061926
106/1/9,台南市,永康區,北灣里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.270022,23.012954
106/1/12,台南市,永康區,永康里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.2584844,23.0234285
106/1/19,台南市,永康區,五王里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.232521,23.004718
106/1/21,台南市,善化區,東隆里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.3118375,23.1637973
106/1/21,台南市,善化區,東昌里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.3291365,23.1547738
106/1/23,台南市,善化區,南關里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2772325,23.1174403
106/1/17,台南市,山上區,新莊里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3579632,23.0896707
106/1/18,台南市,山上區,南洲里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3478746,23.0958254
106/1/23,台南市,山上區,山上里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.356397,23.101985
106/1/4,台南市,玉井區,玉田里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.4602459,23.1202824
106/1/9,台南市,玉井區,望明里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4444046,23.1035437
106/1/11,台南市,玉井區,三和里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.4674459,23.0932944
106/1/12,台南市,玉井區,玉田里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4602459,23.1202824
106/1/16,台南市,玉井區,竹圍里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.478965,23.1337231
106/1/20,台南市,玉井區,中正里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.464566,23.1448237
106/1/11,台南市,南化區,南化里,住宅,60,0,0,0,0,0,0,0,0,0,0,0,120.477762,23.0429831
106/1/12,台南市,南化區,玉山里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.5394232,23.0913916
106/1/12,台南市,南化區,中坑里,住宅,53,0,0,0,0,0,0,0,0,0,0,0,120.4501653,23.0540775
106/1/13,台南市,南化區,西埔里,住宅,70,1,0,9,9,0,1,1,1,1,11,4,120.4530456,23.0293455
106/1/17,台南市,南化區,小崙里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.4991209,23.0517371
106/1/19,台南市,南化區,北寮里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.4962417,23.0764623
106/1/8,台南市,左鎮區,澄山里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.3954282,23.0200795
106/1/6,台南市,左鎮區,中正里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.408708,23.0567783
106/1/18,台南市,左鎮區,左鎮里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.4040725,23.047747
106/1/18,台南市,左鎮區,榮和里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.408708,23.0567783
106/1/20,台南市,左鎮區,光和里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.3752561,23.0645624
106/1/23,台南市,左鎮區,岡林里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.4184782,23.0259348
106/1/14,台南市,左鎮區,榮和里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.408708,23.0567783
106/1/3,台南市,下營區,紅厝里,住宅,50,0,1,39,40,0,0,0,0,0,0,0,120.270022,23.246429
106/1/10,台南市,下營區,仁里里,住宅,50,0,0,32,32,0,0,0,0,0,0,0,120.2541575,23.2242901
106/1/11,台南市,下營區,西連里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2599266,23.2123357
106/1/17,台南市,下營區,後街里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,120.2613689,23.242893
106/1/18,台南市,下營區,營前里,住宅,50,0,3,17,20,0,0,0,0,0,0,0,120.270022,23.2276447
106/1/19,台南市,下營區,新興里,住宅,50,0,1,25,26,0,0,0,0,0,0,0,120.2772325,23.235511
106/1/24,台南市,六甲區,二甲里,住宅,60,0,0,8,8,0,0,0,0,0,0,0,120.344992,23.2278593
106/1/25,台南市,佳里區,佳化里,住宅,60,0,0,2,2,0,0,0,0,0,0,0,120.1964522,23.1881469
106/1/18,台南市,西港區,永樂里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.1776926,23.0940808
106/1/21,台南市,西港區,西港里,住宅,20,0,0,4,4,0,0,0,0,0,0,0,120.203427,23.122933
106/1/3,台南市,北門區,鯤江里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.1517133,23.2902206
106/1/4,台南市,北門區,慈安里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.1098472,23.2439737
106/1/4,台南市,北門區,永華里,其他,50,0,0,0,0,0,0,0,0,0,0,0,120.1098472,23.2600928
106/1/4,台南市,北門區,永隆里,機關,50,0,0,3,3,0,0,0,0,0,0,0,120.1170664,23.276035
106/1/13,台南市,北門區,仁里里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.1372782,23.2449178
106/1/21,台南市,北門區,永華里,其他,50,0,0,2,2,0,0,0,0,0,0,0,120.1098472,23.2600928
106/1/19,台南市,學甲區,新榮里,地區,50,0,0,15,15,0,0,0,0,0,0,0,120.1863512,23.2265232
106/1/19,台南市,學甲區,豐和里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.1993381,23.2224424
106/1/25,台南市,學甲區,光華里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.1560436,23.2664795
106/1/21,台南市,新營區,王公里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.3190457,23.3165185
106/1/20,台南市,白河區,虎山里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.4559258,23.3530109
106/1/20,台南市,白河區,白河里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.4170377,23.3439043
106/1/11,台南市,東山區,聖賢里,住宅,50,0,0,20,20,0,0,0,0,0,0,0,120.3579632,23.3095815
106/1/16,台南市,東山區,東中里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.3983097,23.3170734
106/1/17,台南市,東山區,東正里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.409835,23.3253379
106/1/19,台南市,東山區,東山里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.4026318,23.3282152
106/1/20,台南市,東山區,三榮里,住宅,50,0,0,37,37,0,0,0,0,0,0,0,120.3867834,23.3248931
106/1/25,台南市,東山區,東河里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.3810199,23.293947
