"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","999.2","1002.2","1002.3","2016-08-01 22:17","996.5","2016-08-01 05:24","28.6","30.1","2016-08-01 17:49","27.1","2016-08-01 10:10","24.9","80","68","2016-08-01 23:51","3.2","190","15.6","190","2016-08-01 22:39","2.5","4.5","0.5","2016-08-01 08:11","1.5","2016-08-01 09:34","1.2","9.1","8.60","10.1","...","...","...","7.9"
"02","1003.6","1006.6","1006.5","2016-08-02 22:38","1001.7","2016-08-02 02:11","30.4","34.5","2016-08-02 11:19","26.7","2016-08-02 05:13","24.2","70","51","2016-08-02 11:14","4.1","210","13.0","220","2016-08-02 10:31","0.0","0.0","0.0","...","0.0","...","10.2","77.7","24.20","21.0","...","...","...","6.3"
"03","1006.3","1009.3","1008.2","2016-08-03 21:36","1004.7","2016-08-03 02:31","30.0","33.6","2016-08-03 11:46","27.9","2016-08-03 04:15","24.8","74","63","2016-08-03 10:38","2.4","270","7.1","270","2016-08-03 13:41","4.5","1.5","2.5","2016-08-03 23:17","3.0","2016-08-03 23:07","8.7","66.4","20.52","15.4","...","...","...","5.4"
"04","1006.7","1009.7","1008.1","2016-08-04 21:45","1005.4","2016-08-04 15:23","30.6","34.4","2016-08-04 12:19","28.1","2016-08-04 05:27","25.2","74","59","2016-08-04 10:52","2.5","330","8.9","330","2016-08-04 11:48","0.5","0.3","0.5","2016-08-04 00:08","0.5","2016-08-04 00:01","10.4","79.5","24.15","13.1","...","...","...","5.3"
"05","1005.1","1008.2","1007.3","2016-08-05 00:01","1003.0","2016-08-05 16:48","30.4","33.6","2016-08-05 13:55","28.4","2016-08-05 05:19","24.8","72","62","2016-08-05 09:32","2.7","320","9.5","320","2016-08-05 15:49","0.0","0.0","0.0","...","0.0","...","11.9","91.0","24.75","15.0","...","...","...","3.6"
"06","1001.0","1004.0","1003.8","2016-08-06 00:01","998.3","2016-08-06 15:37","30.3","33.9","2016-08-06 13:20","28.5","2016-08-06 21:30","25.6","77","66","2016-08-06 13:19","2.6","30","9.5","350","2016-08-06 15:31","0.0","0.0","0.0","...","0.0","...","5.7","43.7","18.71","9.1","...","...","...","5.4"
"07","999.5","1002.6","1001.7","2016-08-07 22:14","997.2","2016-08-07 15:15","30.0","33.5","2016-08-07 13:48","27.3","2016-08-07 07:58","25.6","77","68","2016-08-07 14:19","2.7","200","10.8","320","2016-08-07 13:03","5.5","0.7","3.5","2016-08-07 06:54","5.5","2016-08-07 06:35","8.2","62.9","21.03","10.0","...","...","...","4.9"
"08","999.7","1002.7","1001.5","2016-08-08 09:26","997.4","2016-08-08 16:58","30.2","34.0","2016-08-08 12:31","27.1","2016-08-08 09:37","25.7","77","63","2016-08-08 12:22","3.4","350","9.8","350","2016-08-08 16:36","0.5","0.1","0.5","2016-08-08 09:12","0.5","2016-08-08 09:12","7.1","54.5","17.55","14.4","...","...","...","4.5"
"09","999.1","1002.1","1000.3","2016-08-09 21:46","996.8","2016-08-09 15:56","29.6","32.9","2016-08-09 13:08","27.5","2016-08-09 18:57","25.0","77","70","2016-08-09 15:49","2.2","330","8.8","70","2016-08-09 18:21","0.0","0.0","0.0","...","0.0","...","3.5","26.9","13.64","11.9","...","...","...","6.6"
"10","1000.1","1003.1","1001.4","2016-08-10 21:21","998.3","2016-08-10 14:52","29.3","34.1","2016-08-10 13:23","26.8","2016-08-10 17:04","24.3","75","63","2016-08-10 13:58","2.1","120","8.9","320","2016-08-10 13:51","0.5","0.7","0.5","2016-08-10 16:43","0.5","2016-08-10 16:43","5.1","39.3","13.97","15.5","...","...","...","6.3"
"11","999.9","1002.9","1001.2","2016-08-11 21:44","998.4","2016-08-11 15:21","28.5","32.8","2016-08-11 13:05","25.6","2016-08-11 05:14","24.9","81","70","2016-08-11 13:04","3.3","230","11.2","240","2016-08-11 13:54","5.0","2.2","1.5","2016-08-11 04:49","4.0","2016-08-11 04:48","1.1","8.5","12.63","11.4","...","...","...","8.5"
"12","1000.9","1004.0","1002.6","2016-08-12 08:39","999.7","2016-08-12 16:13","27.0","29.1","2016-08-12 13:46","25.3","2016-08-12 06:30","25.0","89","80","2016-08-12 15:00","2.1","190","6.8","190","2016-08-12 13:19","22.5","12.0","3.5","2016-08-12 02:09","9.5","2016-08-12 03:18","0.0","0.0","7.16","9.8","...","...","...","9.3"
"13","999.8","1002.9","1000.7","2016-08-13 21:04","998.9","2016-08-13 14:33","26.5","27.3","2016-08-13 20:42","25.8","2016-08-13 03:01","24.6","89","85","2016-08-13 07:56","2.7","160","9.9","200","2016-08-13 11:09","4.0","5.6","0.5","2016-08-13 09:55","1.0","2016-08-13 10:04","0.0","0.0","5.02","10.8","...","...","...","8.4"
"14","999.1","1002.2","1000.2","2016-08-14 07:53","997.8","2016-08-14 15:31","28.5","32.6","2016-08-14 13:16","26.1","2016-08-14 05:34","24.8","81","65","2016-08-14 13:15","2.0","160","11.7","220","2016-08-14 16:33","T","0.2","T","2016-08-14 09:05","T","2016-08-14 09:05","3.5","27.1","16.26","9.9","...","...","...","7.1"
"15","998.8","1001.8","999.7","2016-08-15 21:26","996.8","2016-08-15 16:19","29.1","32.7","2016-08-15 11:51","26.8","2016-08-15 05:59","24.2","75","61","2016-08-15 12:24","3.3","190","14.5","220","2016-08-15 12:41","0.0","0.0","0.0","...","0.0","...","3.7","28.7","15.51","17.3","...","...","...","7.1"
"16","999.4","1002.5","1001.0","2016-08-16 21:12","997.8","2016-08-16 03:15","27.2","31.9","2016-08-16 14:00","25.1","2016-08-16 17:40","24.3","84","68","2016-08-16 14:08","4.3","180","15.4","240","2016-08-16 14:20","12.5","4.0","3.5","2016-08-16 17:32","8.0","2016-08-16 16:58","1.8","14.0","12.31","13.6","...","...","...","8.3"
"17","999.6","1002.7","1000.9","2016-08-17 21:57","997.9","2016-08-17 15:34","27.7","31.4","2016-08-17 11:04","25.5","2016-08-17 18:02","24.9","85","71","2016-08-17 11:03","3.8","170","12.8","230","2016-08-17 16:01","6.0","2.5","3.5","2016-08-17 16:07","5.0","2016-08-17 16:05","2.1","16.4","13.07","14.8","...","...","...","7.4"
"18","1000.7","1003.7","1002.8","2016-08-18 22:21","998.9","2016-08-18 04:27","28.8","32.6","2016-08-18 11:51","26.1","2016-08-18 05:19","25.4","82","71","2016-08-18 12:29","3.0","180","8.6","200","2016-08-18 13:32","4.0","1.5","3.0","2016-08-18 23:01","3.5","2016-08-18 22:35","2.9","22.6","11.58","11.0","...","...","...","7.8"
"19","1002.7","1005.8","1004.3","2016-08-19 20:54","1001.3","2016-08-19 03:54","28.0","32.8","2016-08-19 11:03","24.3","2016-08-19 17:27","24.9","83","70","2016-08-19 10:54","2.7","150","12.6","140","2016-08-19 17:00","5.5","3.0","1.5","2016-08-19 00:22","3.5","2016-08-19 00:10","7.9","61.7","20.74","13.8","...","...","...","6.0"
"20","1002.1","1005.1","1003.9","2016-08-20 00:01","999.7","2016-08-20 16:32","29.4","33.2","2016-08-20 12:40","25.8","2016-08-20 03:11","24.3","75","62","2016-08-20 10:05","1.7","310","7.4","330","2016-08-20 13:51","0.0","0.0","0.0","...","0.0","...","11.8","92.3","24.06","18.9","...","...","...","2.5"
"21","1000.8","1003.9","1002.4","2016-08-21 22:24","999.4","2016-08-21 15:23","29.9","33.5","2016-08-21 13:25","27.4","2016-08-21 03:04","24.5","73","60","2016-08-21 12:42","1.9","190","7.6","310","2016-08-21 14:30","0.0","0.0","0.0","...","0.0","...","9.8","76.8","21.67","12.8","...","...","...","4.1"
"22","1001.9","1004.9","1002.8","2016-08-22 07:34","1000.7","2016-08-22 16:01","30.4","34.0","2016-08-22 13:48","28.1","2016-08-22 02:38","25.2","74","61","2016-08-22 10:45","2.6","340","9.5","350","2016-08-22 12:51","0.0","0.0","0.0","...","0.0","...","9.0","70.7","20.53","10.8","...","...","...","4.3"
"23","1001.5","1004.5","1002.9","2016-08-23 08:38","999.6","2016-08-23 16:13","30.3","33.7","2016-08-23 12:07","28.5","2016-08-23 00:37","25.5","76","59","2016-08-23 12:39","1.9","300","6.3","290","2016-08-23 11:26","0.0","0.0","0.0","...","0.0","...","9.5","74.7","20.68","8.4","...","...","...","4.1"
"24","1000.8","1003.8","1002.4","2016-08-24 21:43","999.7","2016-08-24 14:35","30.2","33.6","2016-08-24 13:51","28.4","2016-08-24 22:07","25.8","78","60","2016-08-24 12:10","2.5","280","7.4","270","2016-08-24 15:45","T","0.1","T","2016-08-24 22:07","T","2016-08-24 22:07","8.0","63.0","20.21","6.5","...","...","...","6.0"
"25","1001.2","1004.2","1002.9","2016-08-25 09:31","999.5","2016-08-25 17:15","30.1","33.0","2016-08-25 12:14","28.2","2016-08-25 05:57","25.7","77","68","2016-08-25 10:56","2.2","180","7.3","290","2016-08-25 13:57","0.0","0.0","0.0","...","0.0","...","7.3","57.6","17.76","6.0","...","...","...","5.3"
"26","1002.1","1005.1","1004.8","2016-08-26 22:06","1000.5","2016-08-26 16:03","30.3","33.2","2016-08-26 14:47","28.6","2016-08-26 05:28","25.7","77","64","2016-08-26 14:35","2.5","340","9.4","340","2016-08-26 17:06","0.0","0.0","0.0","...","0.0","...","6.9","54.5","18.60","6.5","...","...","...","4.4"
