"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.5","1005.6","1004.1","2016-09-01 00:01","1000.4","2016-09-01 16:40","29.2","33.6","2016-09-01 14:19","26.7","2016-09-01 05:21","23.0","70","50","2016-09-01 14:55","2.5","160","10.4","240","2016-09-01 22:28","0.0","0.0","0.0","...","0.0","...","7.9","63.1","18.03","9.6","...","...","...","3.9"
"02","1001.7","1004.8","1003.5","2016-09-02 10:00","1000.3","2016-09-02 15:03","26.2","28.5","2016-09-02 00:01","24.9","2016-09-02 20:19","24.5","90","79","2016-09-02 00:01","2.8","160","11.3","170","2016-09-02 09:12","124.0","9.8","14.0","2016-09-02 20:13","31.5","2016-09-02 19:32","0.0","0.0","1.59","9.4","...","...","...","8.8"
"03","1001.8","1004.8","1003.3","2016-09-03 23:37","1000.3","2016-09-03 05:05","27.6","31.3","2016-09-03 11:57","25.1","2016-09-03 01:25","25.4","88","77","2016-09-03 14:44","2.3","160","7.0","120","2016-09-03 04:59","5.5","1.8","3.5","2016-09-03 08:24","5.0","2016-09-03 08:20","1.1","8.8","10.67","10.8","...","...","...","7.4"
"04","1002.9","1006.0","1004.4","2016-09-04 10:04","1001.4","2016-09-04 14:15","28.1","31.5","2016-09-04 13:03","25.8","2016-09-04 05:00","25.5","86","72","2016-09-04 14:43","2.0","340","8.0","80","2016-09-04 19:18","7.5","5.3","3.0","2016-09-04 04:46","5.5","2016-09-04 04:10","1.8","14.5","12.79","9.1","...","...","...","9.3"
"05","1003.7","1006.8","1005.9","2016-09-05 21:40","1002.3","2016-09-05 14:45","28.4","32.2","2016-09-05 12:49","26.3","2016-09-05 04:52","25.4","84","72","2016-09-05 12:49","2.5","160","9.6","240","2016-09-05 14:40","6.0","2.4","3.5","2016-09-05 18:58","5.5","2016-09-05 18:13","4.4","35.4","16.58","9.4","...","...","...","7.3"
"06","1005.9","1009.0","1007.9","2016-09-06 21:09","1004.5","2016-09-06 02:43","25.7","27.9","2016-09-06 08:46","24.2","2016-09-06 19:06","24.4","92","83","2016-09-06 07:20","3.1","180","12.6","180","2016-09-06 19:02","250.0","15.3","16.0","2016-09-06 12:57","67.5","2016-09-06 12:31","0.2","1.6","2.44","5.8","...","...","...","9.3"
"07","1007.0","1010.1","1008.6","2016-09-07 20:25","1005.4","2016-09-07 15:15","25.0","29.7","2016-09-07 12:20","23.9","2016-09-07 19:45","24.0","94","85","2016-09-07 12:34","3.2","140","13.1","260","2016-09-07 16:09","130.5","17.7","9.5","2016-09-07 09:03","29.0","2016-09-07 08:37","0.5","4.0","6.09","7.4","...","...","...","9.4"
"08","1007.0","1010.1","1007.9","2016-09-08 21:17","1005.9","2016-09-08 03:18","26.4","30.5","2016-09-08 11:02","24.4","2016-09-08 02:32","23.6","85","70","2016-09-08 09:11","2.4","140","8.6","190","2016-09-08 15:27","12.0","4.5","4.0","2016-09-08 15:16","9.0","2016-09-08 15:02","2.0","16.2","6.60","14.4","...","...","...","7.8"
"09","1006.7","1009.8","1007.6","2016-09-09 08:01","1005.4","2016-09-09 14:31","28.5","32.8","2016-09-09 12:57","25.5","2016-09-09 02:58","24.3","78","67","2016-09-09 11:59","2.3","270","8.3","250","2016-09-09 16:08","0.0","0.0","0.0","...","0.0","...","5.7","46.2","20.07","14.5","...","...","...","7.5"
"10","1006.1","1009.1","1007.4","2016-09-10 21:09","1004.4","2016-09-10 14:46","28.9","32.4","2016-09-10 12:04","26.3","2016-09-10 05:05","24.6","78","68","2016-09-10 12:03","2.2","150","8.3","280","2016-09-10 15:08","0.0","0.0","0.0","...","0.0","...","9.7","78.7","20.35","15.9","...","...","...","5.6"
"11","1006.3","1009.3","1008.6","2016-09-11 21:59","1004.2","2016-09-11 14:35","30.0","33.9","2016-09-11 13:43","27.0","2016-09-11 05:25","24.5","73","61","2016-09-11 12:06","1.6","310","6.4","270","2016-09-11 10:50","0.0","0.0","0.0","...","0.0","...","10.1","82.1","22.14","16.6","...","...","...","4.0"
"12","1007.4","1010.4","1009.4","2016-09-12 21:50","1005.4","2016-09-12 14:10","29.9","33.8","2016-09-12 13:49","27.3","2016-09-12 23:59","24.7","74","59","2016-09-12 11:31","3.3","40","10.5","40","2016-09-12 17:13","0.0","0.0","0.0","...","0.0","...","9.9","80.6","20.59","11.6","...","...","...","2.4"
"13","1004.5","1007.6","1008.4","2016-09-13 00:15","999.2","2016-09-13 23:48","28.8","32.0","2016-09-13 11:57","26.5","2016-09-13 06:18","24.5","78","65","2016-09-13 11:56","3.5","20","11.4","20","2016-09-13 13:12","0.0","0.0","0.0","...","0.0","...","4.8","39.2","15.76","8.8","...","...","...","7.1"
"14","992.1","995.1","1000.2","2016-09-14 23:55","983.0","2016-09-14 11:33","26.2","28.8","2016-09-14 11:34","23.6","2016-09-14 21:24","24.5","91","72","2016-09-14 13:23","8.3","40","37.1","140","2016-09-14 15:03","80.0","16.2","8.5","2016-09-14 21:14","28.5","2016-09-14 20:29","0.0","0.0","2.29","6.1","...","...","...","9.3"
