"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.6","1005.7","1004.0","2017-06-01 09:38","1001.1","2017-06-01 16:47","27.9","30.6","2017-06-01 12:09","26.3","2017-06-01 08:38","25.2","86","70","2017-06-01 12:17","2.8","200","9.5","210","2017-06-01 12:59","17.0","3.7","4.0","2017-06-01 08:15","6.0","2017-06-01 07:48","1.7","12.7","12.61","11.9","...","...","...","7.5"
"02","1002.2","1005.3","1003.3","2017-06-02 10:10","1001.2","2017-06-02 14:45","28.5","29.8","2017-06-02 12:10","27.6","2017-06-02 03:27","25.7","85","77","2017-06-02 02:36","4.2","210","10.9","220","2017-06-02 14:37","1.0","0.2","0.5","2017-06-02 03:24","0.5","2017-06-02 03:24","0.1","0.7","8.48","9.5","...","...","...","9.4"
"03","1002.3","1005.4","1003.8","2017-06-03 23:35","1001.1","2017-06-03 17:30","28.3","29.9","2017-06-03 10:38","26.6","2017-06-03 23:56","26.4","89","63","2017-06-03 17:12","4.3","190","12.6","230","2017-06-03 18:26","12.0","2.5","6.0","2017-06-03 18:08","11.0","2017-06-03 18:08","0.4","3.0","8.04","6.9","...","...","...","9.1"
"04","1004.2","1007.3","1006.3","2017-06-04 23:03","1002.4","2017-06-04 02:03","26.5","29.3","2017-06-04 12:46","24.7","2017-06-04 02:06","24.9","91","80","2017-06-04 13:32","2.2","80","10.2","320","2017-06-04 01:54","60.0","6.6","19.5","2017-06-04 01:56","27.5","2017-06-04 01:47","0.3","2.2","5.97","11.3","...","...","...","8.8"
"05","1006.2","1009.3","1008.1","2017-06-05 22:48","1004.9","2017-06-05 01:59","28.7","32.7","2017-06-05 13:53","26.0","2017-06-05 02:39","25.1","81","67","2017-06-05 13:42","1.9","220","6.6","230","2017-06-05 14:49","1.5","1.0","1.0","2017-06-05 09:11","1.5","2017-06-05 08:40","5.7","42.4","19.83","11.6","...","...","...","6.4"
"06","1008.0","1011.1","1009.1","2017-06-06 08:59","1006.4","2017-06-06 16:27","29.9","33.6","2017-06-06 10:37","27.1","2017-06-06 05:14","25.5","78","X","...","2.1","170","8.6","170","2017-06-06 12:16","0.0","0.0","0.0","...","0.0","...","11.9","88.5","28.33","14.6","...","...","...","5.3"
"07","1008.2","1011.3","1009.6","2017-06-07 22:55","1006.4","2017-06-07 16:09","30.3","33.8","2017-06-07 10:54","27.7","2017-06-07 05:31","26.8","82","73","2017-06-07 11:00","2.2","340","7.8","250","2017-06-07 13:34","0.0","0.0","0.0","...","0.0","...","10.5","78.0","26.37","10.8","...","...","...","4.9"
"08","1008.3","1011.4","1009.8","2017-06-08 10:02","1006.5","2017-06-08 17:01","30.0","34.1","2017-06-08 13:17","27.9","2017-06-08 05:26","25.4","77","58","2017-06-08 15:00","1.7","250","6.6","240","2017-06-08 14:28","5.5","0.5","4.0","2017-06-08 19:04","5.5","2017-06-08 19:01","6.9","51.2","20.80","16.6","...","...","...","4.5"
"09","1007.7","1010.8","1009.1","2017-06-09 00:01","1006.2","2017-06-09 15:44","30.2","33.3","2017-06-09 13:58","27.9","2017-06-09 05:10","24.9","73","62","2017-06-09 11:13","1.9","230","7.8","190","2017-06-09 12:14","0.0","0.0","0.0","...","0.0","...","10.9","80.9","28.54","14.0","...","...","...","4.8"
"10","1006.6","1009.7","1008.7","2017-06-10 00:01","1005.5","2017-06-10 15:35","30.7","33.9","2017-06-10 12:53","27.7","2017-06-10 05:15","26.4","79","64","2017-06-10 13:07","3.3","170","13.2","180","2017-06-10 15:03","0.0","0.0","0.0","...","0.0","...","12.6","93.5","30.35","17.5","...","...","...","3.1"
"11","1005.7","1008.7","1006.9","2017-06-11 21:02","1004.1","2017-06-11 16:00","31.0","34.3","2017-06-11 11:59","28.2","2017-06-11 05:35","25.1","72","52","2017-06-11 12:05","3.5","160","14.3","190","2017-06-11 12:43","0.0","0.0","0.0","...","0.0","...","10.7","79.4","28.24","22.5","...","...","...","4.1"
"12","1006.5","1009.6","1009.6","2017-06-12 22:29","1004.7","2017-06-12 16:03","30.9","34.5","2017-06-12 10:58","26.7","2017-06-12 21:24","25.1","72","51","2017-06-12 10:43","4.1","150","14.1","180","2017-06-12 15:37","8.5","1.3","6.0","2017-06-12 21:14","8.5","2017-06-12 20:55","11.4","84.5","27.89","13.9","...","...","...","5.6"
"13","1007.6","1010.7","1008.7","2017-06-13 00:04","1006.8","2017-06-13 14:18","29.7","34.3","2017-06-13 10:49","26.2","2017-06-13 02:17","25.3","78","52","2017-06-13 11:18","4.4","100","12.1","140","2017-06-13 13:31","2.5","0.4","1.0","2017-06-13 02:05","1.0","2017-06-13 02:05","8.2","60.8","23.87","18.1","...","...","...","7.8"
"14","1007.7","1010.8","1009.0","2017-06-14 20:17","1006.7","2017-06-14 03:39","27.9","29.8","2017-06-14 08:43","25.4","2017-06-14 18:05","25.4","86","77","2017-06-14 23:53","3.2","200","13.5","270","2017-06-14 17:53","13.5","3.1","5.0","2017-06-14 05:37","7.0","2017-06-14 05:13","0.0","0.0","6.39","15.0","...","...","...","9.0"
"15","1006.8","1009.9","1008.0","2017-06-15 00:01","1005.8","2017-06-15 15:27","26.0","27.3","2017-06-15 01:15","24.7","2017-06-15 11:54","23.8","88","73","2017-06-15 01:19","2.4","110","9.5","120","2017-06-15 10:05","52.0","8.2","12.0","2017-06-15 10:05","16.5","2017-06-15 10:00","0.0","0.0","3.66","14.6","...","...","...","8.8"
"16","1005.1","1008.2","1006.9","2017-06-16 00:01","1003.5","2017-06-16 23:59","27.6","31.5","2017-06-16 11:37","24.4","2017-06-16 06:29","25.1","87","72","2017-06-16 09:50","2.3","230","7.6","250","2017-06-16 14:31","20.0","2.5","6.5","2017-06-16 21:40","8.0","2017-06-16 05:22","3.7","27.4","16.43","12.9","...","...","...","9.0"
"17","1003.5","1006.6","1005.6","2017-06-17 22:01","1002.0","2017-06-17 03:18","26.7","28.5","2017-06-17 03:43","25.3","2017-06-17 19:36","25.5","93","88","2017-06-17 04:00","2.8","210","11.9","210","2017-06-17 04:48","51.0","12.3","13.5","2017-06-17 19:19","23.0","2017-06-17 19:05","0.0","0.0","4.78","9.8","...","...","...","9.4"
"18","1004.9","1007.9","1006.7","2017-06-18 21:54","1003.6","2017-06-18 03:45","27.6","30.6","2017-06-18 12:03","25.0","2017-06-18 04:38","25.1","87","X","...","3.2","100","12.0","140","2017-06-18 12:40","6.8","2.1","2.5","2017-06-18 04:27","3.5","2017-06-18 04:01","0.7","5.2","12.01","11.3","...","...","...","8.4"
"19","1005.5","1008.5","1006.5","2017-06-19 09:08","1004.5","2017-06-19 05:27","28.8","31.1","2017-06-19 12:07","26.4","2017-06-19 03:27","24.6","79","66","2017-06-19 13:30","3.0","160","8.6","140","2017-06-19 08:00","T","0.2","T","2017-06-19 03:27","T","2017-06-19 03:27","1.0","7.4","14.86","11.1","...","...","...","6.8"
"20","1005.0","1008.0","1006.5","2017-06-20 08:57","1003.6","2017-06-20 03:20","29.2","32.7","2017-06-20 14:21","26.9","2017-06-20 04:04","24.6","77","64","2017-06-20 14:48","2.8","140","7.6","140","2017-06-20 08:54","T","0.2","T","2017-06-20 08:54","T","2017-06-20 08:50","3.2","23.7","2.55","18.4","...","...","...","6.4"
"21","1005.6","1008.6","1007.8","2017-06-21 22:24","1004.1","2017-06-21 16:28","29.9","33.3","2017-06-21 11:28","27.4","2017-06-21 05:37","24.4","72","63","2017-06-21 12:00","3.2","160","9.1","170","2017-06-21 11:54","0.0","0.0","0.0","...","0.0","...","10.0","74.0","21.89","22.9","...","...","...","6.1"
"22","1007.2","1010.2","1008.6","2017-06-22 21:56","1005.9","2017-06-22 03:45","30.3","34.1","2017-06-22 12:51","27.6","2017-06-22 04:44","24.6","72","58","2017-06-22 12:00","2.5","220","7.7","200","2017-06-22 14:13","0.0","0.0","0.0","...","0.0","...","11.8","87.4","28.15","14.0","...","...","...","3.8"
"23","1006.3","1009.4","1008.0","2017-06-23 00:01","1004.8","2017-06-23 16:54","30.1","33.0","2017-06-23 10:59","28.1","2017-06-23 04:39","24.9","74","60","2017-06-23 11:00","2.1","230","9.4","230","2017-06-23 14:40","0.0","0.0","0.0","...","0.0","...","10.0","74.0","28.88","20.0","...","...","...","3.3"
