"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1019.2","1022.4","1021.0","2020-02-01 09:09","1017.2","2020-02-01 14:54","16.0","21.8","2020-02-01 13:26","11.4","2020-02-01 07:13","8.6","62","45","2020-02-01 13:26","2.4","10","6.7","300","2020-02-01 14:41","0.0","0.0","0.0","...","0.0","...","10.2","92.2","17.24","6.8","...","...","...","0.0"
"02","1019.3","1022.6","1022.0","2020-02-02 09:49","1017.0","2020-02-02 14:51","17.6","23.8","2020-02-02 15:00","13.3","2020-02-02 03:44","10.9","66","44","2020-02-02 14:25","2.5","360","8.2","300","2020-02-02 15:43","0.0","0.0","0.0","...","0.0","...","9.2","83.1","16.37","8.0","...","...","...","3.0"
"03","1017.8","1021.0","1019.6","2020-02-03 09:58","1015.9","2020-02-03 15:06","18.4","24.3","2020-02-03 12:33","14.7","2020-02-03 06:10","13.0","72","46","2020-02-03 14:06","3.0","10","11.1","360","2020-02-03 18:06","0.0","0.0","0.0","...","0.0","...","10.1","91.0","17.38","9.8","...","...","...","0.1"
"04","1016.5","1019.7","1018.1","2020-02-04 09:55","1014.6","2020-02-04 15:38","18.2","23.2","2020-02-04 13:24","15.1","2020-02-04 06:10","14.0","77","58","2020-02-04 13:24","3.6","360","10.8","350","2020-02-04 13:12","0.0","0.0","0.0","...","0.0","...","5.4","48.6","12.55","5.9","...","...","...","5.0"
"05","1016.6","1019.8","1018.2","2020-02-05 23:09","1014.3","2020-02-05 15:20","18.5","23.8","2020-02-05 14:02","15.4","2020-02-05 23:59","13.3","72","57","2020-02-05 13:59","4.7","360","11.9","360","2020-02-05 08:27","0.0","0.0","0.0","...","0.0","...","9.8","88.1","18.18","12.8","...","...","...","1.3"
"06","1016.4","1019.5","1017.9","2020-02-06 00:01","1014.3","2020-02-06 15:56","18.3","23.3","2020-02-06 14:13","14.3","2020-02-06 05:17","13.6","75","59","2020-02-06 11:53","3.3","10","12.0","360","2020-02-06 20:12","0.0","0.0","0.0","...","0.0","...","9.2","82.5","17.46","7.6","...","...","...","3.1"
"07","1017.1","1020.3","1018.9","2020-02-07 09:13","1015.2","2020-02-07 14:49","18.4","24.7","2020-02-07 13:16","15.6","2020-02-07 23:58","14.8","80","60","2020-02-07 13:15","5.3","360","12.6","340","2020-02-07 14:19","0.0","0.0","0.0","...","0.0","...","7.8","69.9","16.34","7.9","...","...","...","3.5"
"08","1019.1","1022.3","1021.5","2020-02-08 21:51","1017.2","2020-02-08 14:19","17.4","23.4","2020-02-08 14:21","14.7","2020-02-08 06:26","12.3","73","54","2020-02-08 13:38","4.8","360","11.8","10","2020-02-08 07:32","0.0","0.0","0.0","...","0.0","...","9.6","85.8","17.75","12.8","...","...","...","0.8"
"09","1020.5","1023.8","1022.7","2020-02-09 10:10","1018.3","2020-02-09 14:48","17.0","21.9","2020-02-09 13:52","14.3","2020-02-09 05:39","11.1","69","56","2020-02-09 13:51","3.8","360","9.1","30","2020-02-09 10:21","0.0","0.0","0.0","...","0.0","...","5.3","47.3","13.79","8.1","...","...","...","4.4"
"10","1019.3","1022.6","1021.1","2020-02-10 09:06","1017.5","2020-02-10 15:00","18.0","23.7","2020-02-10 12:28","13.7","2020-02-10 06:40","11.8","68","54","2020-02-10 12:28","2.2","360","9.1","340","2020-02-10 15:48","0.0","0.0","0.0","...","0.0","...","9.9","88.2","17.67","9.3","...","...","...","1.3"
"11","1018.7","1021.9","1020.9","2020-02-11 10:24","1016.3","2020-02-11 17:27","19.5","22.1","2020-02-11 14:57","16.9","2020-02-11 04:27","14.1","71","59","2020-02-11 15:21","1.7","10","5.6","10","2020-02-11 04:07","0.0","0.0","0.0","...","0.0","...","0.0","0.0","4.73","3.4","...","...","...","8.3"
