"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.5","1005.6","1004.0","2018-07-01 22:05","1000.7","2018-07-01 16:05","28.6","33.1","2018-07-01 11:38","25.9","2018-07-01 06:38","24.1","77","58","2018-07-01 12:27","2.5","80","14.2","230","2018-07-01 16:07","8.0","2.2","3.5","2018-07-01 06:28","7.0","2018-07-01 05:50","5.2","38.6","22.15","18.1","...","...","...","7.8"
"02","1002.3","1005.4","1003.6","2018-07-02 22:03","1001.0","2018-07-02 03:16","26.1","27.7","2018-07-02 10:02","25.1","2018-07-02 03:56","24.3","90","82","2018-07-02 01:13","2.3","110","11.7","50","2018-07-02 07:43","69.5","7.5","10.0","2018-07-02 23:44","21.0","2018-07-02 03:05","0.0","0.0","1.18","13.3","...","...","...","9.5"
"03","1002.3","1005.4","1003.3","2018-07-03 08:02","1000.9","2018-07-03 16:54","27.2","31.7","2018-07-03 13:40","24.6","2018-07-03 04:22","24.9","88","72","2018-07-03 16:39","2.7","80","10.4","140","2018-07-03 17:12","48.0","5.8","6.0","2018-07-03 01:17","14.0","2018-07-03 00:37","3.7","27.5","16.37","12.4","...","...","...","8.8"
"04","1002.0","1005.1","1003.5","2018-07-04 08:17","1000.5","2018-07-04 16:25","27.2","30.4","2018-07-04 16:32","24.5","2018-07-04 05:14","24.3","85","72","2018-07-04 16:30","2.5","100","8.3","190","2018-07-04 05:06","31.5","4.7","12.0","2018-07-04 05:03","15.0","2018-07-04 05:01","0.9","6.7","12.56","12.0","...","...","...","8.6"
"05","1002.0","1005.1","1003.7","2018-07-05 10:59","1000.9","2018-07-05 04:28","27.7","30.2","2018-07-05 14:29","24.9","2018-07-05 09:36","24.1","81","68","2018-07-05 16:05","2.3","110","8.0","100","2018-07-05 09:19","42.5","7.5","10.5","2018-07-05 05:32","14.5","2018-07-05 04:49","0.2","1.5","10.29","14.3","...","...","...","9.2"
"06","1002.0","1005.1","1003.7","2018-07-06 08:32","1000.6","2018-07-06 01:52","28.0","31.8","2018-07-06 12:49","24.7","2018-07-06 06:12","23.7","78","64","2018-07-06 13:00","2.8","100","10.1","240","2018-07-06 15:54","14.0","2.5","5.5","2018-07-06 05:49","11.0","2018-07-06 05:45","0.8","5.9","15.64","17.9","...","...","...","8.6"
"07","1002.7","1005.8","1004.3","2018-07-07 20:46","1001.4","2018-07-07 14:27","29.0","32.6","2018-07-07 11:03","26.8","2018-07-07 21:52","23.4","72","63","2018-07-07 11:57","3.4","160","11.3","170","2018-07-07 15:10","T","0.3","T","2018-07-07 19:45","T","2018-07-07 19:45","4.4","32.7","20.83","18.6","...","...","...","8.0"
"08","1003.6","1006.6","1005.3","2018-07-08 23:34","1002.2","2018-07-08 14:51","29.4","35.0","2018-07-08 14:27","26.7","2018-07-08 05:05","23.1","70","52","2018-07-08 09:54","1.9","240","8.2","360","2018-07-08 16:43","14.0","1.2","6.0","2018-07-08 15:41","13.5","2018-07-08 15:10","9.0","67.0","25.46","16.5","...","...","...","5.6"
"09","1004.0","1007.0","1005.8","2018-07-09 09:27","1002.0","2018-07-09 17:11","30.5","35.2","2018-07-09 13:19","26.7","2018-07-09 05:49","23.6","68","53","2018-07-09 11:42","2.6","330","10.9","340","2018-07-09 13:59","0.0","0.0","0.0","...","0.0","...","11.6","86.4","27.50","18.1","...","...","...","3.4"
"10","1000.7","1003.7","1004.2","2018-07-10 00:01","998.1","2018-07-10 23:57","30.1","33.5","2018-07-10 14:26","28.0","2018-07-10 03:25","24.2","71","55","2018-07-10 14:14","3.3","340","13.5","350","2018-07-10 17:57","0.0","0.0","0.0","...","0.0","...","9.1","67.8","25.47","13.4","...","...","...","5.2"
"11","999.6","1002.6","1003.4","2018-07-11 21:35","996.3","2018-07-11 05:03","29.7","32.7","2018-07-11 14:55","27.5","2018-07-11 05:15","24.1","72","63","2018-07-11 12:23","4.1","170","11.4","170","2018-07-11 13:54","0.0","0.0","0.0","...","0.0","...","5.8","43.2","21.97","10.9","...","...","...","7.0"
"12","1003.5","1006.6","1005.5","2018-07-12 23:10","1002.1","2018-07-12 03:09","28.5","32.4","2018-07-12 13:06","25.3","2018-07-12 19:15","23.8","77","63","2018-07-12 12:28","1.8","360","12.6","140","2018-07-12 13:49","68.5","2.7","14.5","2018-07-12 18:48","52.5","2018-07-12 18:14","1.3","9.0","11.41","12.6","...","...","...","7.4"
"13","1004.0","1007.0","1004.9","2018-07-13 21:04","1002.6","2018-07-13 14:17","29.5","33.5","2018-07-13 12:36","26.0","2018-07-13 06:09","24.2","74","56","2018-07-13 13:14","2.7","350","9.7","110","2018-07-13 05:59","1.0","0.3","0.5","2018-07-13 06:03","1.0","2018-07-13 06:01","7.8","58.2","25.97","14.4","...","...","...","5.8"
"14","1003.7","1006.8","1004.6","2018-07-14 00:06","1002.0","2018-07-14 15:36","28.8","33.1","2018-07-14 14:07","23.7","2018-07-14 17:12","24.2","76","64","2018-07-14 11:05","2.0","360","11.5","70","2018-07-14 16:49","26.5","1.7","12.5","2018-07-14 17:03","26.0","2018-07-14 16:55","9.3","69.5","25.23","11.6","...","...","...","4.1"
"15","1003.2","1006.3","1004.6","2018-07-15 00:04","1002.2","2018-07-15 16:39","29.1","32.8","2018-07-15 13:35","26.6","2018-07-15 05:12","24.5","77","61","2018-07-15 15:11","1.8","280","7.2","290","2018-07-15 17:25","0.0","0.0","0.0","...","0.0","...","5.7","42.6","19.48","9.3","...","...","...","7.3"
"16","1001.0","1004.0","1002.8","2018-07-16 00:01","999.6","2018-07-16 16:28","30.0","34.2","2018-07-16 12:11","27.8","2018-07-16 05:45","24.3","72","53","2018-07-16 12:11","2.0","290","6.9","300","2018-07-16 13:23","0.0","0.0","0.0","...","0.0","...","7.3","54.6","22.50","8.9","...","...","...","4.6"
"17","1000.0","1003.0","1001.4","2018-07-17 22:07","998.3","2018-07-17 15:57","31.0","35.2","2018-07-17 13:09","28.5","2018-07-17 04:40","24.4","68","53","2018-07-17 14:41","1.9","260","8.1","240","2018-07-17 13:15","0.0","0.0","0.0","...","0.0","...","11.1","83.1","26.55","12.0","...","...","...","4.6"
"18","1001.8","1004.8","1003.5","2018-07-18 23:46","1000.4","2018-07-18 15:52","30.8","34.6","2018-07-18 13:43","28.7","2018-07-18 03:35","24.1","68","52","2018-07-18 12:51","2.3","280","8.1","240","2018-07-18 14:33","0.0","0.0","0.0","...","0.0","...","10.9","81.7","27.59","13.4","...","...","...","3.8"
"19","1003.3","1006.3","1004.7","2018-07-19 20:54","1001.8","2018-07-19 15:17","29.7","34.1","2018-07-19 12:15","26.0","2018-07-19 19:07","23.9","72","57","2018-07-19 12:03","2.2","250","8.1","260","2018-07-19 15:04","36.0","2.2","10.5","2018-07-19 19:01","34.5","2018-07-19 18:24","8.9","66.8","26.02","13.6","...","...","...","5.0"
"20","1001.5","1004.5","1003.4","2018-07-20 00:08","999.5","2018-07-20 16:32","28.5","32.3","2018-07-20 12:17","25.4","2018-07-20 06:22","24.8","81","64","2018-07-20 14:52","2.1","230","7.5","280","2018-07-20 08:54","21.0","6.3","3.5","2018-07-20 20:42","10.0","2018-07-20 22:09","7.8","58.6","24.47","9.1","...","...","...","6.7"
"21","998.5","1001.5","1001.1","2018-07-21 00:01","996.2","2018-07-21 15:18","28.9","33.4","2018-07-21 14:38","26.0","2018-07-21 01:53","24.0","75","61","2018-07-21 13:08","2.1","80","10.1","50","2018-07-21 16:49","0.5","0.5","0.5","2018-07-21 01:21","0.5","2018-07-21 01:10","9.8","73.7","27.18","15.5","...","...","...","5.6"
"22","999.2","1002.3","1001.8","2018-07-22 22:08","997.5","2018-07-22 03:33","29.2","32.8","2018-07-22 12:50","26.8","2018-07-22 23:38","24.0","74","64","2018-07-22 11:42","2.3","260","7.8","240","2018-07-22 14:11","2.0","0.2","2.0","2018-07-22 23:34","2.0","2018-07-22 23:30","4.4","33.1","19.52","12.0","...","...","...","7.2"
