"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1013.9","1017.0","1015.5","2016-11-01 09:02","1012.1","2016-11-01 15:19","25.1","30.0","2016-11-01 13:47","22.5","2016-11-01 03:33","18.7","68","59","2016-11-01 13:46","3.4","10","8.7","40","2016-11-01 07:48","0.0","0.0","0.0","...","0.0","...","5.4","48.2","12.47","8.8","...","...","...","3.3"
"02","1014.2","1017.3","1015.7","2016-11-02 09:37","1012.6","2016-11-02 14:59","23.6","28.5","2016-11-02 12:40","20.7","2016-11-02 05:46","16.7","66","55","2016-11-02 13:09","4.3","20","11.6","30","2016-11-02 18:57","0.0","0.0","0.0","...","0.0","...","10.0","89.5","16.35","10.3","...","...","...","1.9"
"03","1012.9","1016.1","1015.2","2016-11-03 08:45","1011.0","2016-11-03 16:15","24.2","29.2","2016-11-03 13:54","20.1","2016-11-03 03:54","16.9","64","53","2016-11-03 13:01","3.0","30","8.0","30","2016-11-03 03:04","0.0","0.0","0.0","...","0.0","...","8.9","79.8","16.19","10.9","...","...","...","4.3"
"04","1010.5","1013.6","1012.4","2016-11-04 08:57","1008.4","2016-11-04 14:55","24.8","29.6","2016-11-04 13:12","21.5","2016-11-04 05:15","18.5","68","52","2016-11-04 13:09","2.4","30","8.1","310","2016-11-04 13:44","0.0","0.0","0.0","...","0.0","...","10.2","91.6","16.02","7.3","...","...","...","2.6"
"05","1009.6","1012.7","1011.0","2016-11-05 08:17","1008.2","2016-11-05 14:23","24.9","29.2","2016-11-05 12:07","22.3","2016-11-05 05:29","19.6","73","56","2016-11-05 12:07","2.7","40","8.1","340","2016-11-05 15:33","0.0","0.0","0.0","...","0.0","...","10.2","91.7","16.39","8.3","...","...","...","0.5"
"06","1012.2","1015.3","1013.8","2016-11-06 09:48","1010.2","2016-11-06 01:22","25.8","29.9","2016-11-06 11:45","22.9","2016-11-06 06:02","20.1","71","56","2016-11-06 12:15","2.1","70","7.8","290","2016-11-06 13:48","0.0","0.0","0.0","...","0.0","...","10.2","91.9","15.94","5.0","...","...","...","1.3"
"07","1013.9","1017.0","1015.6","2016-11-07 08:40","1012.2","2016-11-07 14:26","26.4","30.3","2016-11-07 12:14","23.8","2016-11-07 04:08","20.5","71","54","2016-11-07 10:58","2.3","30","9.1","310","2016-11-07 13:57","0.0","0.0","0.0","...","0.0","...","9.5","85.7","15.78","8.5","...","...","...","0.9"
"08","1013.8","1016.9","1015.4","2016-11-08 22:06","1011.7","2016-11-08 14:45","25.6","30.1","2016-11-08 12:47","21.8","2016-11-08 23:44","19.5","70","54","2016-11-08 11:03","3.7","20","11.7","30","2016-11-08 18:53","0.0","0.0","0.0","...","0.0","...","8.6","77.7","14.05","8.0","...","...","...","2.0"
"09","1014.1","1017.2","1016.0","2016-11-09 08:50","1011.8","2016-11-09 14:33","23.6","28.7","2016-11-09 14:34","20.4","2016-11-09 05:50","16.9","66","55","2016-11-09 14:11","3.4","20","9.8","30","2016-11-09 01:39","0.0","0.0","0.0","...","0.0","...","9.7","87.8","15.39","9.0","...","...","...","0.6"
"10","1014.7","1017.8","1017.1","2016-11-10 09:20","1013.0","2016-11-10 15:30","22.8","26.6","2016-11-10 12:59","20.5","2016-11-10 23:15","16.9","69","64","2016-11-10 12:58","3.9","20","13.3","20","2016-11-10 17:20","0.0","0.0","0.0","...","0.0","...","2.2","19.9","9.85","10.0","...","...","...","7.1"
"11","1014.5","1017.6","1016.2","2016-11-11 09:15","1013.1","2016-11-11 14:41","23.5","27.8","2016-11-11 11:54","19.8","2016-11-11 03:53","18.3","73","63","2016-11-11 11:53","2.0","30","6.1","30","2016-11-11 01:36","0.0","0.0","0.0","...","0.0","...","1.8","16.3","10.89","4.6","...","...","...","7.1"
"12","1014.9","1018.0","1016.5","2016-11-12 08:47","1013.3","2016-11-12 15:09","25.9","30.3","2016-11-12 11:43","23.7","2016-11-12 03:34","19.8","70","56","2016-11-12 11:43","2.8","30","9.1","330","2016-11-12 13:54","0.0","0.0","0.0","...","0.0","...","8.9","80.9","15.71","6.3","...","...","...","2.6"
"13","1014.1","1017.2","1016.1","2016-11-13 08:51","1012.4","2016-11-13 14:55","25.4","29.4","2016-11-13 13:33","22.3","2016-11-13 05:34","20.8","76","62","2016-11-13 14:14","2.2","40","6.6","320","2016-11-13 12:30","0.0","0.0","0.0","...","0.0","...","9.3","84.6","14.26","4.2","...","...","...","0.5"
"14","1012.2","1015.3","1013.9","2016-11-14 09:05","1010.1","2016-11-14 14:18","26.1","30.4","2016-11-14 13:00","23.3","2016-11-14 02:15","21.4","76","61","2016-11-14 12:39","1.8","40","6.3","330","2016-11-14 14:00","0.0","0.0","0.0","...","0.0","...","8.2","74.7","13.46","3.8","...","...","...","0.5"
"15","1012.7","1015.8","1013.8","2016-11-15 08:26","1011.1","2016-11-15 14:59","25.7","30.6","2016-11-15 12:05","23.4","2016-11-15 04:42","21.4","77","64","2016-11-15 12:04","2.2","30","6.5","20","2016-11-15 08:54","0.0","0.0","0.0","...","0.0","...","3.7","33.8","11.06","3.5","...","...","...","6.1"
"16","1013.5","1016.6","1015.2","2016-11-16 08:59","1012.1","2016-11-16 14:24","25.5","30.1","2016-11-16 14:07","23.0","2016-11-16 06:12","20.7","75","59","2016-11-16 11:53","2.3","30","7.7","350","2016-11-16 15:10","0.0","0.0","0.0","...","0.0","...","8.8","80.4","14.31","3.7","...","...","...","2.5"
"17","1013.4","1016.5","1014.7","2016-11-17 07:50","1011.7","2016-11-17 15:10","25.3","29.8","2016-11-17 13:24","22.7","2016-11-17 06:35","21.0","78","64","2016-11-17 12:12","2.5","40","7.1","330","2016-11-17 15:59","0.0","0.0","0.0","...","0.0","...","6.5","59.5","11.84","3.8","...","...","...","4.1"
"18","1011.5","1014.6","1013.0","2016-11-18 00:01","1010.1","2016-11-18 16:14","25.7","30.1","2016-11-18 13:02","23.4","2016-11-18 02:50","21.7","79","65","2016-11-18 12:26","2.4","30","7.5","320","2016-11-18 14:25","0.0","0.0","0.0","...","0.0","...","4.7","43.1","11.71","4.1","...","...","...","6.3"
"19","1010.9","1014.0","1012.9","2016-11-19 08:41","1009.1","2016-11-19 15:25","26.8","32.4","2016-11-19 12:39","22.9","2016-11-19 05:37","21.1","72","49","2016-11-19 12:39","2.3","20","6.8","20","2016-11-19 12:18","0.0","0.0","0.0","...","0.0","...","6.3","57.8","13.07","2.8","...","...","...","3.6"
"20","1010.5","1013.6","1012.7","2016-11-20 08:37","1008.7","2016-11-20 15:40","26.6","29.9","2016-11-20 12:53","23.9","2016-11-20 06:04","21.4","73","60","2016-11-20 12:32","1.9","30","8.9","40","2016-11-20 07:29","0.0","0.0","0.0","...","0.0","...","1.2","11.0","7.86","3.3","...","...","...","6.4"
