"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1017.0","1020.2","1018.4","2017-02-01 09:11","1015.4","2017-02-01 14:40","19.3","23.4","2017-02-01 14:06","16.9","2017-02-01 23:59","14.6","74","65","2017-02-01 14:06","3.9","20","10.4","20","2017-02-01 19:00","T","0.5","T","2017-02-01 06:30","T","2017-02-01 06:20","0.7","6.3","10.13","6.9","...","...","...","7.6"
"02","1018.0","1021.2","1020.0","2017-02-02 09:33","1015.9","2017-02-02 14:54","18.1","23.0","2017-02-02 13:46","15.3","2017-02-02 06:01","12.6","71","60","2017-02-02 13:24","4.0","20","9.2","10","2017-02-02 04:14","0.0","0.0","0.0","...","0.0","...","6.9","62.3","14.73","7.6","...","...","...","4.8"
"03","1016.4","1019.6","1018.5","2017-02-03 08:46","1013.7","2017-02-03 15:04","18.7","23.9","2017-02-03 12:56","15.5","2017-02-03 02:41","13.5","73","58","2017-02-03 12:36","3.1","20","9.1","340","2017-02-03 14:33","0.0","0.0","0.0","...","0.0","...","8.3","74.8","15.47","4.9","...","...","...","4.0"
"04","1012.9","1016.1","1016.0","2017-02-04 00:02","1009.6","2017-02-04 15:15","19.1","23.2","2017-02-04 14:14","17.2","2017-02-04 00:01","15.5","80","61","2017-02-04 14:33","2.8","30","7.8","10","2017-02-04 01:32","0.0","0.0","0.0","...","0.0","...","0.3","2.7","6.98","3.4","...","...","...","8.1"
"05","1010.0","1013.1","1012.0","2017-02-05 09:26","1007.8","2017-02-05 15:46","19.5","23.9","2017-02-05 13:10","16.5","2017-02-05 05:11","15.7","79","60","2017-02-05 14:13","3.2","20","9.1","30","2017-02-05 11:15","0.0","0.0","0.0","...","0.0","...","0.3","2.7","7.85","2.5","...","...","...","7.5"
"06","1011.6","1014.8","1013.8","2017-02-06 09:54","1009.3","2017-02-06 02:54","19.2","25.7","2017-02-06 14:10","16.2","2017-02-06 06:35","14.5","74","57","2017-02-06 14:10","3.4","20","11.3","30","2017-02-06 18:03","0.0","0.0","0.0","...","0.0","...","8.1","72.7","15.63","4.3","...","...","...","3.0"
"07","1013.4","1016.5","1015.3","2017-02-07 09:08","1011.5","2017-02-07 16:21","19.2","24.3","2017-02-07 14:23","15.9","2017-02-07 07:25","12.9","68","56","2017-02-07 14:06","2.2","20","7.6","340","2017-02-07 17:12","0.0","0.0","0.0","...","0.0","...","6.1","54.6","13.95","4.3","...","...","...","4.8"
"08","1012.8","1015.9","1014.4","2017-02-08 09:35","1010.9","2017-02-08 16:13","19.3","23.5","2017-02-08 12:04","16.5","2017-02-08 04:52","14.0","72","56","2017-02-08 16:25","3.9","20","10.9","30","2017-02-08 23:41","0.0","0.0","0.0","...","0.0","...","9.9","88.5","16.51","6.9","...","...","...","1.4"
"09","1014.3","1017.5","1016.3","2017-02-09 23:54","1011.8","2017-02-09 14:00","15.1","18.5","2017-02-09 13:44","12.3","2017-02-09 21:18","8.5","65","47","2017-02-09 23:53","7.1","20","18.7","30","2017-02-09 07:05","0.0","0.0","0.0","...","0.0","...","5.8","51.8","14.56","9.5","...","...","...","7.0"
"10","1017.3","1020.6","1019.5","2017-02-10 22:53","1015.4","2017-02-10 04:27","13.7","17.7","2017-02-10 14:43","11.1","2017-02-10 06:30","5.0","56","46","2017-02-10 00:10","4.0","20","13.5","40","2017-02-10 00:43","0.0","0.0","0.0","...","0.0","...","0.9","8.0","7.31","5.3","...","...","...","8.6"
"11","1021.0","1024.3","1022.7","2017-02-11 23:52","1019.0","2017-02-11 01:30","12.1","14.1","2017-02-11 19:51","9.7","2017-02-11 04:02","7.7","75","58","2017-02-11 00:01","3.4","30","8.5","20","2017-02-11 11:48","0.5","2.8","0.5","2017-02-11 05:23","0.5","2017-02-11 05:23","0.0","0.0","0.65","3.9","...","...","...","9.6"
