"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.1","1009.2","1007.5","2019-06-01 21:59","1004.3","2019-06-01 15:12","28.9","32.2","2019-06-01 13:46","26.0","2019-06-01 03:52","24.1","76","63","2019-06-01 13:46","2.7","170","9.4","180","2019-06-01 15:22","2.5","1.0","1.0","2019-06-01 03:36","1.5","2019-06-01 03:16","5.3","39.5","20.72","17.4","...","...","...","7.2"
"02","1005.9","1009.0","1007.5","2019-06-02 22:41","1004.2","2019-06-02 16:27","29.6","33.0","2019-06-02 12:11","27.2","2019-06-02 07:58","24.0","72","58","2019-06-02 13:41","2.2","130","6.8","210","2019-06-02 12:24","2.0","0.7","1.0","2019-06-02 07:50","2.0","2019-06-02 07:30","8.2","61.1","24.29","22.4","...","...","...","4.6"
"03","1006.3","1009.3","1007.5","2019-06-03 22:20","1005.1","2019-06-03 16:39","30.1","33.6","2019-06-03 15:35","27.9","2019-06-03 04:22","23.3","67","50","2019-06-03 15:11","2.0","210","6.6","280","2019-06-03 11:37","0.0","0.0","0.0","...","0.0","...","5.3","39.5","18.08","20.4","...","...","...","6.4"
"04","1007.3","1010.4","1009.3","2019-06-04 09:51","1005.8","2019-06-04 02:13","27.8","30.6","2019-06-04 08:36","25.2","2019-06-04 09:42","23.5","77","68","2019-06-04 08:33","1.6","100","9.4","160","2019-06-04 09:28","19.5","3.6","10.5","2019-06-04 09:31","13.5","2019-06-04 09:29","1.8","13.4","7.75","13.5","...","...","...","7.8"
"05","1008.2","1011.3","1010.0","2019-06-05 22:12","1006.8","2019-06-05 01:42","29.8","33.7","2019-06-05 14:42","26.2","2019-06-05 05:12","23.1","68","57","2019-06-05 13:55","1.6","210","5.6","190","2019-06-05 11:36","0.0","0.0","0.0","...","0.0","...","9.2","68.4","24.62","18.1","...","...","...","5.4"
"06","1008.7","1011.7","1009.7","2019-06-06 10:11","1007.3","2019-06-06 02:49","30.6","34.1","2019-06-06 10:50","27.6","2019-06-06 05:10","24.5","70","57","2019-06-06 10:49","3.5","130","11.5","170","2019-06-06 12:10","0.0","0.0","0.0","...","0.0","...","12.0","89.2","28.81","21.6","...","...","...","3.4"
"07","1008.5","1011.5","1009.8","2019-06-07 08:55","1006.9","2019-06-07 15:54","30.5","33.6","2019-06-07 12:14","28.3","2019-06-07 04:54","24.7","71","61","2019-06-07 10:07","2.8","160","9.2","190","2019-06-07 11:56","0.0","0.0","0.0","...","0.0","...","11.1","82.5","27.32","21.9","...","...","...","3.8"
"08","1006.7","1009.8","1008.2","2019-06-08 00:01","1005.1","2019-06-08 23:54","30.3","33.5","2019-06-08 14:12","28.1","2019-06-08 04:01","24.2","70","58","2019-06-08 14:07","2.2","220","8.4","230","2019-06-08 14:54","0.0","0.0","0.0","...","0.0","...","10.9","81.0","26.06","19.0","...","...","...","6.4"
"09","1004.9","1007.9","1006.5","2019-06-09 07:16","1003.2","2019-06-09 17:32","30.0","34.2","2019-06-09 13:35","27.6","2019-06-09 04:13","24.1","71","58","2019-06-09 11:22","2.1","100","8.5","180","2019-06-09 11:53","1.5","1.0","1.0","2019-06-09 11:56","1.0","2019-06-09 11:06","7.8","57.9","19.96","16.9","...","...","...","7.1"
"10","1003.1","1006.2","1004.3","2019-06-10 22:21","1002.0","2019-06-10 13:36","28.2","33.7","2019-06-10 10:50","24.5","2019-06-10 14:52","23.7","77","59","2019-06-10 10:17","2.5","100","16.5","220","2019-06-10 14:44","17.5","3.7","6.0","2019-06-10 14:40","9.5","2019-06-10 13:52","3.8","28.2","13.15","17.5","...","...","...","8.0"
"11","1003.1","1006.2","1004.7","2019-06-11 22:33","1001.8","2019-06-11 03:58","26.7","28.6","2019-06-11 14:05","25.2","2019-06-11 10:05","24.0","85","78","2019-06-11 00:23","2.5","100","9.3","110","2019-06-11 07:40","114.0","5.8","18.0","2019-06-11 10:58","51.5","2019-06-11 10:26","0.1","0.7","4.26","15.6","...","...","...","9.2"
"12","1004.0","1007.1","1005.6","2019-06-12 08:11","1002.7","2019-06-12 02:25","27.2","30.5","2019-06-12 14:37","24.6","2019-06-12 06:10","24.2","84","74","2019-06-12 14:58","2.2","100","8.5","100","2019-06-12 09:40","36.0","8.7","10.0","2019-06-12 08:11","14.5","2019-06-12 08:04","0.0","0.0","8.26","18.4","...","...","...","9.1"
"13","1001.8","1004.8","1003.8","2019-06-13 00:01","1000.1","2019-06-13 15:47","28.4","33.1","2019-06-13 13:14","26.1","2019-06-13 23:22","24.7","81","64","2019-06-13 13:23","2.4","110","10.6","150","2019-06-13 14:18","17.5","4.6","4.5","2019-06-13 14:16","5.5","2019-06-13 14:16","2.6","19.3","15.32","14.1","...","...","...","8.5"
"14","999.5","1002.5","1001.5","2019-06-14 21:35","997.9","2019-06-14 14:49","27.8","30.9","2019-06-14 13:19","26.1","2019-06-14 06:42","24.6","83","73","2019-06-14 13:54","2.2","120","13.1","180","2019-06-14 03:08","24.5","3.2","5.5","2019-06-14 06:35","7.5","2019-06-14 06:39","1.5","11.1","11.91","9.5","...","...","...","8.1"
"15","1002.5","1005.5","1004.7","2019-06-15 22:23","1000.5","2019-06-15 02:45","28.6","33.1","2019-06-15 13:37","25.1","2019-06-15 06:20","22.6","71","57","2019-06-15 13:37","2.1","340","7.7","280","2019-06-15 14:01","0.0","0.0","0.0","...","0.0","...","7.2","53.3","22.79","9.4","...","...","...","7.0"
"16","1004.9","1008.0","1007.5","2019-06-16 21:56","1003.0","2019-06-16 02:47","29.1","32.5","2019-06-16 10:42","26.6","2019-06-16 05:03","23.0","70","57","2019-06-16 10:29","1.6","220","6.8","180","2019-06-16 13:07","0.0","0.0","0.0","...","0.0","...","4.9","36.3","19.31","12.1","...","...","...","7.8"
