"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.5","1010.6","1009.0","2016-07-01 00:01","1005.9","2016-07-01 16:23","30.7","34.7","2016-07-01 11:59","28.3","2016-07-01 06:05","24.9","71","63","2016-07-01 09:40","2.4","90","9.9","230","2016-07-01 17:15","0.0","0.0","0.0","...","0.0","...","8.7","64.5","22.03","15.1","...","...","...","4.1"
"02","1007.7","1010.7","1009.2","2016-07-02 22:22","1005.7","2016-07-02 15:57","31.1","34.4","2016-07-02 11:49","28.3","2016-07-02 04:54","25.2","71","59","2016-07-02 10:57","3.6","200","13.1","220","2016-07-02 14:36","0.0","0.0","0.0","...","0.0","...","10.4","77.2","23.98","17.4","...","...","...","5.6"
"03","1007.8","1010.8","1009.1","2016-07-03 08:33","1006.2","2016-07-03 16:09","30.5","33.8","2016-07-03 10:05","27.9","2016-07-03 21:40","25.7","76","65","2016-07-03 10:51","3.8","230","11.2","230","2016-07-03 11:21","1.0","0.3","1.0","2016-07-03 21:36","1.0","2016-07-03 21:36","8.2","60.9","19.82","19.3","...","...","...","5.3"
"04","1006.0","1009.1","1007.7","2016-07-04 00:01","1003.6","2016-07-04 16:54","30.6","34.7","2016-07-04 14:15","27.8","2016-07-04 23:35","24.7","71","61","2016-07-04 13:21","3.5","220","12.1","240","2016-07-04 16:43","0.0","0.0","0.0","...","0.0","...","10.7","79.5","24.18","20.3","...","...","...","2.6"
"05","1006.1","1009.2","1007.7","2016-07-05 09:53","1004.6","2016-07-05 17:47","30.9","34.2","2016-07-05 11:31","27.0","2016-07-05 04:36","24.2","68","57","2016-07-05 13:45","3.5","50","11.6","80","2016-07-05 08:40","0.0","0.0","0.0","...","0.0","...","6.7","49.8","16.16","20.4","...","...","...","4.4"
"06","1005.2","1008.2","1006.4","2016-07-06 00:01","1003.8","2016-07-06 15:50","30.8","34.1","2016-07-06 12:37","28.7","2016-07-06 04:28","25.0","71","60","2016-07-06 12:26","1.9","270","8.4","330","2016-07-06 15:16","0.0","0.0","0.0","...","0.0","...","8.9","66.2","22.22","13.3","...","...","...","3.4"
"07","999.2","1002.2","1004.3","2016-07-07 00:01","993.3","2016-07-07 23:49","30.7","34.2","2016-07-07 12:32","28.2","2016-07-07 06:36","24.9","71","62","2016-07-07 10:41","2.9","30","9.8","40","2016-07-07 16:33","0.0","0.0","0.0","...","0.0","...","4.3","32.0","17.12","12.5","...","...","...","6.4"
"08","986.8","989.8","993.5","2016-07-08 00:03","980.0","2016-07-08 09:44","27.1","29.6","2016-07-08 00:15","24.7","2016-07-08 13:10","25.3","90","74","2016-07-08 00:50","7.6","10","27.0","40","2016-07-08 06:58","155.0","13.6","14.0","2016-07-08 12:39","61.0","2016-07-08 11:54","0.0","0.0","1.46","6.8","...","...","...","9.8"
"09","995.7","998.7","999.1","2016-07-09 22:22","990.5","2016-07-09 00:01","27.9","30.1","2016-07-09 12:43","25.6","2016-07-09 17:09","26.2","91","82","2016-07-09 16:14","5.6","190","18.0","210","2016-07-09 17:01","22.5","9.1","14.5","2016-07-09 16:57","15.0","2016-07-09 16:57","0.0","0.0","5.83","12.0","...","...","...","9.3"
"10","1000.1","1003.2","1002.2","2016-07-10 20:43","998.3","2016-07-10 01:49","27.0","28.8","2016-07-10 00:01","24.9","2016-07-10 21:38","25.2","90","82","2016-07-10 09:37","4.0","180","13.5","170","2016-07-10 20:19","27.0","6.0","10.0","2016-07-10 15:48","17.5","2016-07-10 15:49","0.1","0.7","4.65","9.5","...","...","...","8.9"
