"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1014.6","1017.8","1016.2","2017-03-01 08:29","1012.6","2017-03-01 15:19","19.1","23.6","2017-03-01 11:24","15.9","2017-03-01 03:31","13.2","69","55","2017-03-01 11:33","4.5","20","12.3","360","2017-03-01 13:39","0.0","0.0","0.0","...","0.0","...","10.7","92.2","19.03","8.1","...","...","...","0.5"
"02","1014.4","1017.6","1016.1","2017-03-02 08:51","1012.6","2017-03-02 14:56","18.7","24.1","2017-03-02 13:16","14.6","2017-03-02 23:50","10.8","61","44","2017-03-02 12:09","4.7","20","13.6","20","2017-03-02 08:18","0.0","0.0","0.0","...","0.0","...","9.9","85.1","18.43","5.4","...","...","...","0.8"
"03","1013.4","1016.6","1015.4","2017-03-03 00:01","1011.1","2017-03-03 16:26","18.5","23.8","2017-03-03 14:23","13.6","2017-03-03 02:40","10.4","60","42","2017-03-03 12:37","2.9","20","8.1","10","2017-03-03 16:58","0.0","0.0","0.0","...","0.0","...","5.3","45.5","13.91","5.9","...","...","...","7.4"
"04","1011.6","1014.8","1013.5","2017-03-04 07:42","1009.5","2017-03-04 15:12","21.6","26.1","2017-03-04 13:24","17.6","2017-03-04 06:12","14.2","63","50","2017-03-04 13:50","2.1","30","6.8","40","2017-03-04 05:51","0.0","0.0","0.0","...","0.0","...","9.8","83.9","17.61","5.3","...","...","...","2.6"
"05","1009.6","1012.8","1012.0","2017-03-05 08:09","1007.6","2017-03-05 15:37","23.6","27.9","2017-03-05 12:58","20.0","2017-03-05 05:22","17.0","67","51","2017-03-05 13:27","2.5","210","8.0","230","2017-03-05 13:22","0.0","0.0","0.0","...","0.0","...","9.5","81.2","17.51","9.8","...","...","...","1.1"
"06","1009.8","1013.0","1012.2","2017-03-06 22:49","1008.1","2017-03-06 14:11","21.1","25.4","2017-03-06 11:34","16.4","2017-03-06 23:30","15.6","71","60","2017-03-06 14:02","4.5","10","14.0","30","2017-03-06 18:50","0.5","0.8","0.5","2017-03-06 07:04","0.5","2017-03-06 06:14","8.7","74.2","16.75","7.9","...","...","...","3.8"
"07","1012.7","1015.9","1014.7","2017-03-07 22:55","1010.9","2017-03-07 02:54","17.1","19.6","2017-03-07 13:51","15.6","2017-03-07 22:18","11.6","70","61","2017-03-07 14:54","3.5","20","9.4","10","2017-03-07 02:16","T","0.3","T","2017-03-07 22:20","T","2017-03-07 22:20","0.0","0.0","5.05","3.1","...","...","...","9.5"
"08","1013.8","1017.0","1015.5","2017-03-08 10:18","1012.1","2017-03-08 16:18","15.7","16.5","2017-03-08 17:24","14.9","2017-03-08 10:56","12.5","81","73","2017-03-08 06:57","3.5","20","10.3","10","2017-03-08 13:48","0.5","3.2","0.5","2017-03-08 11:09","0.5","2017-03-08 11:09","0.0","0.0","1.63","4.3","...","...","...","9.3"
"09","1012.8","1016.0","1014.7","2017-03-09 00:01","1010.6","2017-03-09 15:43","19.7","24.6","2017-03-09 13:26","15.8","2017-03-09 00:11","14.5","72","57","2017-03-09 14:44","2.0","10","7.2","320","2017-03-09 14:15","0.0","0.0","0.0","...","0.0","...","6.7","56.8","15.97","4.1","...","...","...","6.9"
"10","1009.8","1012.9","1011.6","2017-03-10 00:01","1007.1","2017-03-10 15:36","22.3","28.3","2017-03-10 15:18","18.6","2017-03-10 05:42","17.5","75","58","2017-03-10 12:26","3.1","20","11.7","30","2017-03-10 21:18","11.8","1.6","5.5","2017-03-10 18:40","11.5","2017-03-10 18:10","3.1","26.2","11.99","5.4","...","...","...","6.6"
"11","1011.5","1014.6","1013.3","2017-03-11 22:17","1009.9","2017-03-11 01:09","21.5","25.7","2017-03-11 11:59","18.4","2017-03-11 05:15","17.6","79","66","2017-03-11 14:16","3.5","10","10.3","10","2017-03-11 20:15","0.0","0.0","0.0","...","0.0","...","6.6","55.8","17.16","4.8","...","...","...","4.5"
"12","1011.1","1014.2","1012.8","2017-03-12 08:56","1009.1","2017-03-12 15:19","23.0","27.3","2017-03-12 12:25","19.8","2017-03-12 03:07","18.8","78","66","2017-03-12 11:59","2.3","30","9.0","260","2017-03-12 12:39","0.0","0.0","0.0","...","0.0","...","8.3","70.0","18.38","3.3","...","...","...","4.9"
"13","1009.1","1012.2","1011.3","2017-03-13 00:31","1006.5","2017-03-13 14:58","25.0","29.7","2017-03-13 11:15","22.0","2017-03-13 01:22","19.6","73","55","2017-03-13 15:37","2.9","30","9.8","30","2017-03-13 23:49","0.0","0.0","0.0","...","0.0","...","10.5","88.4","19.85","4.6","...","...","...","3.3"
"14","1012.5","1015.7","1015.3","2017-03-14 22:15","1009.6","2017-03-14 03:03","19.4","22.9","2017-03-14 12:53","16.1","2017-03-14 23:20","13.8","70","60","2017-03-14 14:52","4.5","20","12.2","20","2017-03-14 18:39","0.0","0.0","0.0","...","0.0","...","4.4","37.0","13.54","6.3","...","...","...","7.5"
"15","1014.4","1017.6","1016.9","2017-03-15 08:44","1012.4","2017-03-15 16:58","19.9","24.2","2017-03-15 13:23","16.0","2017-03-15 03:24","13.6","67","61","2017-03-15 11:13","2.0","30","5.8","200","2017-03-15 13:39","0.0","0.0","0.0","...","0.0","...","2.3","19.3","12.26","5.3","...","...","...","7.6"
"16","1013.5","1016.6","1015.0","2017-03-16 23:03","1011.4","2017-03-16 14:44","20.6","24.5","2017-03-16 12:56","18.3","2017-03-16 04:55","15.1","71","64","2017-03-16 10:32","3.1","20","9.5","20","2017-03-16 06:43","0.0","0.0","0.0","...","0.0","...","2.3","19.3","11.66","5.0","...","...","...","7.6"
"17","1014.5","1017.7","1016.6","2017-03-17 22:02","1012.3","2017-03-17 14:54","21.6","26.9","2017-03-17 13:22","17.6","2017-03-17 06:29","16.5","73","60","2017-03-17 13:22","3.3","20","11.2","20","2017-03-17 19:28","0.0","0.0","0.0","...","0.0","...","8.0","66.8","18.10","5.6","...","...","...","6.8"
"18","1015.1","1018.2","1017.2","2017-03-18 08:24","1013.4","2017-03-18 17:14","23.1","27.5","2017-03-18 12:32","20.2","2017-03-18 06:05","18.3","74","61","2017-03-18 12:31","2.3","30","6.9","310","2017-03-18 14:49","0.0","0.0","0.0","...","0.0","...","2.6","21.7","13.22","4.1","...","...","...","8.8"
"19","1014.8","1017.9","1016.3","2017-03-19 07:35","1012.9","2017-03-19 14:34","23.6","28.0","2017-03-19 10:35","20.7","2017-03-19 05:00","18.7","75","63","2017-03-19 11:03","3.2","30","8.3","310","2017-03-19 11:35","0.0","0.0","0.0","...","0.0","...","2.0","16.6","12.27","3.5","...","...","...","8.9"
"20","1012.0","1015.1","1014.6","2017-03-20 00:01","1010.2","2017-03-20 14:45","24.7","28.1","2017-03-20 14:47","21.7","2017-03-20 00:01","19.9","75","65","2017-03-20 14:21","2.3","20","7.4","300","2017-03-20 16:18","0.0","0.0","0.0","...","0.0","...","5.3","44.0","16.04","7.5","...","...","...","5.9"
"21","1012.0","1015.1","1013.7","2017-03-21 07:51","1009.8","2017-03-21 14:39","24.5","30.2","2017-03-21 13:00","20.8","2017-03-21 23:58","19.0","72","57","2017-03-21 13:10","3.2","20","10.2","310","2017-03-21 14:52","0.0","0.0","0.0","...","0.0","...","8.2","68.0","18.42","6.4","...","...","...","5.0"
"22","1011.2","1014.4","1013.3","2017-03-22 21:49","1008.8","2017-03-22 15:25","22.6","27.7","2017-03-22 12:13","19.3","2017-03-22 04:34","17.1","72","58","2017-03-22 11:32","3.2","20","10.7","20","2017-03-22 20:00","T","0.4","T","2017-03-22 21:33","T","2017-03-22 21:33","8.0","66.2","19.92","5.6","...","...","...","6.6"
"23","1011.1","1014.3","1013.6","2017-03-23 23:15","1008.5","2017-03-23 15:06","23.6","30.1","2017-03-23 15:00","18.9","2017-03-23 03:54","17.3","69","48","2017-03-23 14:37","4.5","20","13.4","40","2017-03-23 10:19","0.0","0.0","0.0","...","0.0","...","10.1","83.4","20.49","8.1","...","...","...","4.3"
