"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1015.3","1018.4","1017.4","2018-12-01 00:01","1013.0","2018-12-01 14:55","23.4","28.4","2018-12-01 14:35","20.7","2018-12-01 06:47","19.3","78","55","2018-12-01 14:35","2.7","360","8.3","310","2018-12-01 11:20","0.0","0.0","0.0","...","0.0","...","9.8","91.0","16.18","5.8","...","...","...","1.7"
"02","1013.8","1016.9","1015.2","2018-12-02 08:45","1011.8","2018-12-02 14:01","23.3","27.9","2018-12-02 11:59","20.1","2018-12-02 04:20","19.4","80","57","2018-12-02 12:46","2.1","360","6.9","290","2018-12-02 14:32","0.0","0.0","0.0","...","0.0","...","10.0","93.0","15.83","4.1","...","...","...","1.1"
"03","1013.8","1017.0","1015.8","2018-12-03 09:19","1011.8","2018-12-03 14:13","24.0","30.5","2018-12-03 13:16","20.5","2018-12-03 06:21","18.8","74","43","2018-12-03 13:30","2.6","360","6.8","290","2018-12-03 14:56","0.0","0.0","0.0","...","0.0","...","9.9","92.1","16.03","5.3","...","...","...","0.2"
"04","1013.4","1016.5","1015.6","2018-12-04 08:46","1011.4","2018-12-04 14:34","25.7","30.5","2018-12-04 14:22","21.6","2018-12-04 05:34","18.6","65","50","2018-12-04 11:08","3.2","360","10.6","340","2018-12-04 11:57","0.0","0.0","0.0","...","0.0","...","9.7","90.3","15.91","16.8","...","...","...","4.5"
"05","1012.2","1015.3","1014.3","2018-12-05 09:39","1010.1","2018-12-05 15:04","25.2","30.2","2018-12-05 13:59","22.4","2018-12-05 07:07","20.0","74","54","2018-12-05 12:56","3.3","350","8.9","340","2018-12-05 17:41","0.0","0.0","0.0","...","0.0","...","5.0","46.6","13.67","5.4","...","...","...","7.0"
"06","1012.4","1015.5","1014.0","2018-12-06 09:41","1010.5","2018-12-06 14:35","25.0","30.0","2018-12-06 11:51","22.8","2018-12-06 06:08","21.2","80","62","2018-12-06 11:51","2.7","350","8.9","360","2018-12-06 20:15","0.0","0.0","0.0","...","0.0","...","7.7","71.8","13.93","3.9","...","...","...","3.4"
"07","1014.4","1017.6","1016.6","2018-12-07 21:57","1012.4","2018-12-07 14:08","23.0","27.7","2018-12-07 13:33","20.2","2018-12-07 23:42","18.8","77","63","2018-12-07 13:56","4.5","350","11.4","350","2018-12-07 18:40","0.0","0.0","0.0","...","0.0","...","6.5","60.6","14.07","9.3","...","...","...","5.8"
"08","1016.0","1019.1","1017.6","2018-12-08 09:32","1014.3","2018-12-08 14:59","21.4","25.8","2018-12-08 13:02","18.6","2018-12-08 05:51","16.5","74","59","2018-12-08 13:21","4.4","340","11.3","350","2018-12-08 06:13","0.0","0.0","0.0","...","0.0","...","6.7","62.5","13.59","12.1","...","...","...","7.2"
"09","1015.6","1018.7","1017.5","2018-12-09 08:45","1013.0","2018-12-09 15:28","21.4","26.1","2018-12-09 14:01","18.9","2018-12-09 07:25","16.7","75","61","2018-12-09 13:58","4.2","340","10.1","330","2018-12-09 01:12","0.0","0.0","0.0","...","0.0","...","4.8","44.8","13.58","12.5","...","...","...","6.5"
"10","1014.0","1017.1","1016.0","2018-12-10 09:07","1011.7","2018-12-10 15:14","21.7","26.8","2018-12-10 11:53","18.7","2018-12-10 02:57","18.1","80","64","2018-12-10 11:52","3.4","350","9.8","320","2018-12-10 14:04","0.0","0.0","0.0","...","0.0","...","4.3","40.2","13.49","6.4","...","...","...","7.9"
