"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1005.7","1008.7","1006.9","2017-07-01 00:01","1004.1","2017-07-01 16:07","30.5","33.8","2017-07-01 11:22","27.3","2017-07-01 03:59","24.2","70","59","2017-07-01 11:00","4.1","160","17.9","170","2017-07-01 13:50","0.0","0.0","0.0","...","0.0","...","12.5","92.7","30.07","22.9","...","...","...","4.4"
"02","1005.9","1008.9","1008.0","2017-07-02 20:06","1003.9","2017-07-02 15:10","29.6","33.1","2017-07-02 11:59","24.9","2017-07-02 20:08","24.4","74","65","2017-07-02 12:00","3.2","190","11.7","180","2017-07-02 12:37","26.0","1.9","15.0","2017-07-02 20:01","25.0","2017-07-02 19:55","8.3","61.6","23.38","15.3","...","...","...","5.9"
"03","1006.1","1009.2","1008.5","2017-07-03 22:02","1004.5","2017-07-03 15:40","30.0","33.5","2017-07-03 11:50","26.4","2017-07-03 00:01","24.2","72","60","2017-07-03 13:00","2.6","160","8.9","170","2017-07-03 17:53","2.5","0.5","2.5","2017-07-03 23:30","2.5","2017-07-03 23:26","12.5","92.8","29.77","18.5","...","...","...","4.6"
"04","1007.5","1010.6","1008.9","2017-07-04 22:12","1005.6","2017-07-04 04:07","28.3","33.0","2017-07-04 11:37","26.2","2017-07-04 13:59","24.9","82","68","2017-07-04 09:55","2.0","80","12.1","80","2017-07-04 12:59","25.0","4.1","11.0","2017-07-04 12:50","18.5","2017-07-04 12:07","4.0","29.7","11.43","15.8","...","...","...","5.9"
"05","1008.7","1011.8","1009.9","2017-07-05 10:32","1006.8","2017-07-05 16:48","30.2","33.8","2017-07-05 13:55","26.4","2017-07-05 02:59","24.4","72","57","2017-07-05 13:52","2.3","360","8.0","360","2017-07-05 23:39","0.0","0.0","0.0","...","0.0","...","8.9","66.1","22.39","17.5","...","...","...","6.6"
"06","1008.6","1011.6","1010.4","2017-07-06 21:44","1006.4","2017-07-06 14:27","29.2","34.1","2017-07-06 13:32","26.7","2017-07-06 18:29","24.8","78","58","2017-07-06 13:30","2.8","90","13.8","150","2017-07-06 14:34","1.5","3.4","0.5","2017-07-06 18:23","1.0","2017-07-06 19:41","7.4","55.0","21.18","13.6","...","...","...","6.8"
"07","1009.0","1012.0","1011.5","2017-07-07 22:13","1007.4","2017-07-07 04:18","29.4","33.3","2017-07-07 11:00","26.7","2017-07-07 02:37","24.2","74","62","2017-07-07 14:30","3.6","170","13.6","170","2017-07-07 13:14","0.0","0.0","0.0","...","0.0","...","6.8","50.6","22.59","13.4","...","...","...","6.5"
"08","1009.1","1012.1","1011.0","2017-07-08 00:01","1007.0","2017-07-08 15:32","29.5","33.7","2017-07-08 11:49","26.0","2017-07-08 20:53","24.6","75","64","2017-07-08 11:17","2.5","80","11.8","170","2017-07-08 15:02","6.5","0.8","2.5","2017-07-08 20:18","6.5","2017-07-08 20:18","7.6","56.6","25.72","15.1","...","...","...","6.4"
"09","1008.2","1011.2","1010.1","2017-07-09 00:01","1006.3","2017-07-09 16:47","30.1","33.3","2017-07-09 10:26","27.1","2017-07-09 05:58","25.2","76","62","2017-07-09 10:19","2.8","160","10.9","180","2017-07-09 15:01","0.0","0.0","0.0","...","0.0","...","9.0","67.0","25.21","18.1","...","...","...","7.3"
"10","1006.9","1010.0","1008.6","2017-07-10 22:37","1005.8","2017-07-10 16:54","30.4","33.7","2017-07-10 12:04","27.9","2017-07-10 05:02","25.7","76","63","2017-07-10 13:35","3.5","130","11.8","190","2017-07-10 11:41","0.0","0.0","0.0","...","0.0","...","9.8","73.0","27.10","19.4","...","...","...","4.5"
