"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.6","1013.7","1011.9","2017-05-01 08:11","1008.9","2017-05-01 16:21","26.4","30.1","2017-05-01 12:57","22.4","2017-05-01 05:40","17.0","57","49","2017-05-01 10:38","1.8","30","8.3","330","2017-05-01 14:23","0.0","0.0","0.0","...","0.0","...","9.3","71.8","21.15","14.6","...","...","...","3.6"
"02","1009.7","1012.8","1011.4","2017-05-02 09:06","1008.3","2017-05-02 14:45","27.7","32.3","2017-05-02 10:46","24.5","2017-05-02 03:51","20.1","63","51","2017-05-02 10:45","1.7","90","7.2","260","2017-05-02 12:25","0.0","0.0","0.0","...","0.0","...","9.9","76.3","22.64","12.8","...","...","...","2.0"
"03","1009.7","1012.7","1011.1","2017-05-03 07:27","1008.1","2017-05-03 15:14","28.2","32.3","2017-05-03 11:13","25.6","2017-05-03 04:01","21.9","69","57","2017-05-03 12:44","2.0","30","8.3","320","2017-05-03 15:56","0.0","0.0","0.0","...","0.0","...","10.4","80.1","22.43","7.8","...","...","...","1.5"
"04","1009.6","1012.6","1010.9","2017-05-04 21:43","1008.5","2017-05-04 12:41","28.3","32.4","2017-05-04 12:47","25.6","2017-05-04 05:51","22.7","72","57","2017-05-04 12:47","2.0","260","8.1","270","2017-05-04 15:11","0.0","0.0","0.0","...","0.0","...","9.5","73.0","21.50","6.8","...","...","...","1.6"
"05","1011.0","1014.1","1013.1","2017-05-05 21:49","1009.3","2017-05-05 01:54","28.7","32.5","2017-05-05 11:06","25.7","2017-05-05 05:54","22.7","70","58","2017-05-05 11:39","2.0","20","7.2","270","2017-05-05 12:57","0.0","0.0","0.0","...","0.0","...","10.1","77.5","21.88","6.6","...","...","...","1.9"
"06","1012.0","1015.1","1013.7","2017-05-06 08:17","1010.0","2017-05-06 16:02","28.7","32.8","2017-05-06 13:57","25.6","2017-05-06 23:36","22.8","71","58","2017-05-06 14:09","2.9","20","9.7","30","2017-05-06 17:57","0.0","0.0","0.0","...","0.0","...","10.4","79.7","22.00","6.9","...","...","...","2.6"
"07","1011.4","1014.5","1013.0","2017-05-07 08:00","1009.2","2017-05-07 15:04","27.6","31.9","2017-05-07 10:46","24.0","2017-05-07 03:48","22.0","72","60","2017-05-07 15:07","2.7","30","8.5","30","2017-05-07 00:44","0.0","0.0","0.0","...","0.0","...","10.6","81.2","22.44","7.3","...","...","...","2.8"
"08","1009.3","1012.4","1012.0","2017-05-08 00:01","1006.8","2017-05-08 16:02","28.0","31.8","2017-05-08 12:33","25.3","2017-05-08 05:24","22.9","74","62","2017-05-08 12:24","2.5","240","9.6","250","2017-05-08 14:17","0.0","0.0","0.0","...","0.0","...","11.0","84.1","23.30","9.6","...","...","...","1.8"
"09","1009.3","1012.3","1010.5","2017-05-09 21:22","1008.1","2017-05-09 03:21","28.7","32.3","2017-05-09 11:52","26.2","2017-05-09 04:35","23.0","71","58","2017-05-09 11:52","2.8","300","8.8","280","2017-05-09 14:33","0.0","0.0","0.0","...","0.0","...","12.0","91.6","25.09","16.3","...","...","...","3.5"
"10","1011.2","1014.3","1012.9","2017-05-10 21:23","1009.5","2017-05-10 01:47","28.7","32.3","2017-05-10 11:48","26.2","2017-05-10 03:52","23.0","72","60","2017-05-10 12:03","2.1","340","8.4","340","2017-05-10 12:53","0.0","0.0","0.0","...","0.0","...","6.7","51.1","19.35","8.3","...","...","...","4.0"
