"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.5","1014.7","1014.3","2020-04-01 22:53","1009.3","2020-04-01 03:16","23.7","28.3","2020-04-01 12:08","19.5","2020-04-01 23:33","X","X","X","...","3.8","360","10.4","20","2020-04-01 13:47","0.0","0.0","0.0","...","0.0","...","6.5","52.8","17.08","8.3","...","...","...","7.0"
"02","1014.5","1017.6","1017.2","2020-04-02 09:15","1012.1","2020-04-02 02:12","21.3","24.7","2020-04-02 14:03","18.7","2020-04-02 04:21","X","X","X","...","2.9","10","10.9","20","2020-04-02 19:23","0.0","0.0","0.0","...","0.0","...","0.0","0.0","5.30","11.6","...","...","...","8.4"
"03","1014.3","1017.4","1015.8","2020-04-03 08:01","1012.2","2020-04-03 15:06","22.7","28.1","2020-04-03 11:40","19.9","2020-04-03 05:34","X","X","X","...","3.3","360","9.8","360","2020-04-03 19:44","0.0","0.0","0.0","...","0.0","...","7.9","63.9","20.16","5.6","...","...","...","6.3"
"04","1014.2","1017.4","1016.1","2020-04-04 08:41","1012.2","2020-04-04 15:58","22.2","27.6","2020-04-04 11:53","18.3","2020-04-04 23:58","X","X","X","...","4.6","360","13.2","360","2020-04-04 17:54","0.0","0.0","0.0","...","0.0","...","6.7","54.1","19.54","9.8","...","...","...","4.8"
"05","1014.9","1018.1","1016.5","2020-04-05 09:18","1013.2","2020-04-05 15:04","20.5","26.2","2020-04-05 13:09","17.4","2020-04-05 05:58","X","X","X","...","4.2","360","11.4","360","2020-04-05 00:48","0.0","0.0","0.0","...","0.0","...","3.5","28.2","15.80","10.1","...","...","...","7.6"
"06","1013.1","1016.3","1015.3","2020-04-06 09:18","1010.2","2020-04-06 16:25","19.1","21.9","2020-04-06 15:09","17.6","2020-04-06 02:08","X","X","X","...","3.1","360","9.9","10","2020-04-06 18:44","15.0","5.8","1.5","2020-04-06 19:32","5.0","2020-04-06 20:49","0.0","0.0","4.64","5.0","...","...","...","9.3"
"07","1011.3","1014.4","1013.0","2020-04-07 22:18","1009.5","2020-04-07 15:16","20.6","25.6","2020-04-07 13:20","17.4","2020-04-07 23:36","X","X","X","...","4.5","360","11.4","340","2020-04-07 08:54","6.0","5.9","1.0","2020-04-07 00:43","2.5","2020-04-07 00:43","8.2","65.9","23.29","10.0","...","...","...","5.0"
"08","1012.3","1015.5","1014.4","2020-04-08 22:02","1010.5","2020-04-08 14:37","21.0","26.8","2020-04-08 14:25","16.3","2020-04-08 05:25","X","X","X","...","3.2","360","8.6","10","2020-04-08 02:41","0.0","0.0","0.0","...","0.0","...","6.1","48.9","18.16","10.6","...","...","...","3.5"
"09","1013.5","1016.6","1015.2","2020-04-09 22:55","1011.9","2020-04-09 15:33","22.7","28.1","2020-04-09 12:45","19.1","2020-04-09 05:27","X","X","X","...","3.2","360","10.8","300","2020-04-09 13:14","0.0","0.0","0.0","...","0.0","...","9.6","76.9","21.99","9.9","...","...","...","1.9"
"10","1014.8","1018.0","1016.5","2020-04-10 09:45","1013.0","2020-04-10 15:30","23.7","28.1","2020-04-10 13:58","20.0","2020-04-10 03:39","X","X","X","...","1.7","350","8.3","310","2020-04-10 14:21","0.0","0.0","0.0","...","0.0","...","11.0","87.9","23.06","11.3","...","...","...","0.8"
"11","1011.9","1015.0","1015.2","2020-04-11 00:01","1009.8","2020-04-11 15:14","23.8","29.3","2020-04-11 13:37","21.3","2020-04-11 06:00","X","X","X","...","2.3","10","10.4","360","2020-04-11 17:40","0.0","0.0","0.0","...","0.0","...","6.0","47.9","16.37","7.9","...","...","...","3.9"
"12","1011.9","1015.1","1015.2","2020-04-12 22:17","1009.7","2020-04-12 04:31","20.3","24.2","2020-04-12 11:59","16.4","2020-04-12 23:58","X","X","X","...","6.3","360","17.4","360","2020-04-12 19:18","2.0","1.9","1.0","2020-04-12 02:08","1.5","2020-04-12 01:33","7.6","60.5","20.73","18.1","...","...","...","4.4"
"13","1014.6","1017.8","1017.0","2020-04-13 22:08","1013.1","2020-04-13 03:29","19.8","25.5","2020-04-13 13:57","15.6","2020-04-13 01:41","X","X","X","...","4.6","360","16.2","20","2020-04-13 09:09","0.0","0.0","0.0","...","0.0","...","11.6","92.2","26.56","20.5","...","...","...","1.6"
"14","1014.1","1017.3","1015.7","2020-04-14 09:00","1012.2","2020-04-14 16:12","21.1","25.5","2020-04-14 13:17","17.6","2020-04-14 04:14","13.6","57","45","2020-04-14 13:18","1.7","360","5.6","290","2020-04-14 16:27","0.0","0.0","0.0","...","0.0","...","3.3","26.2","14.57","10.8","...","...","...","4.8"
"15","1012.4","1015.6","1014.4","2020-04-15 09:08","1010.7","2020-04-15 15:30","23.2","27.7","2020-04-15 13:08","19.9","2020-04-15 03:25","14.2","58","38","2020-04-15 10:45","2.5","10","9.8","290","2020-04-15 14:45","0.0","0.0","0.0","...","0.0","...","9.2","72.9","22.74","11.8","...","...","...","3.5"
"16","1012.4","1015.5","1013.9","2020-04-16 09:35","1011.1","2020-04-16 01:59","23.9","28.7","2020-04-16 12:07","19.2","2020-04-16 04:40","15.7","62","32","2020-04-16 12:17","1.4","270","6.3","290","2020-04-16 14:19","0.0","0.0","0.0","...","0.0","...","11.4","90.2","24.75","11.3","...","...","...","3.5"
"17","1012.4","1015.5","1014.2","2020-04-17 10:34","1010.7","2020-04-17 16:34","25.2","29.6","2020-04-17 14:14","20.8","2020-04-17 05:33","18.1","66","44","2020-04-17 10:50","1.9","330","8.6","300","2020-04-17 12:39","0.0","0.0","0.0","...","0.0","...","11.5","90.8","25.00","13.4","...","...","...","1.5"
"18","1011.7","1014.8","1013.6","2020-04-18 08:58","1009.4","2020-04-18 16:03","26.9","32.0","2020-04-18 11:40","23.0","2020-04-18 04:08","20.8","71","43","2020-04-18 10:26","1.9","210","7.8","270","2020-04-18 12:15","0.0","0.0","0.0","...","0.0","...","10.8","85.1","22.26","14.8","...","...","...","5.0"
"19","1009.9","1013.0","1011.4","2020-04-19 08:02","1008.6","2020-04-19 15:37","27.1","30.8","2020-04-19 11:15","25.0","2020-04-19 22:45","22.9","79","60","2020-04-19 11:16","2.7","190","10.8","200","2020-04-19 13:12","0.0","0.0","0.0","...","0.0","...","4.6","36.2","15.21","18.0","...","...","...","4.8"
"20","1010.5","1013.6","1012.6","2020-04-20 08:40","1009.0","2020-04-20 16:48","26.8","30.6","2020-04-20 12:18","24.1","2020-04-20 04:42","21.3","74","46","2020-04-20 15:11","1.9","300","8.3","270","2020-04-20 12:57","0.0","0.0","0.0","...","0.0","...","9.8","77.0","22.09","12.5","...","...","...","2.6"
"21","1010.3","1013.4","1012.0","2020-04-21 22:03","1008.5","2020-04-21 15:24","26.2","30.4","2020-04-21 12:36","23.2","2020-04-21 23:59","20.8","73","52","2020-04-21 11:34","2.9","360","9.1","10","2020-04-21 23:34","0.0","0.0","0.0","...","0.0","...","7.6","59.6","19.76","7.4","...","...","...","4.5"
"22","1011.4","1014.6","1014.0","2020-04-22 23:59","1009.3","2020-04-22 14:19","24.1","29.8","2020-04-22 13:40","21.5","2020-04-22 05:40","18.5","72","50","2020-04-22 12:56","4.0","360","9.6","10","2020-04-22 23:22","0.0","0.0","0.0","...","0.0","...","4.8","37.6","17.83","9.3","...","...","...","5.8"
"23","1013.2","1016.4","1014.0","2020-04-23 00:01","1012.3","2020-04-23 15:57","22.2","25.6","2020-04-23 13:36","19.4","2020-04-23 23:49","17.9","77","61","2020-04-23 13:36","4.1","360","10.7","360","2020-04-23 21:32","0.0","0.0","0.0","...","0.0","...","0.5","3.9","10.14","11.4","...","...","...","8.8"
"24","1014.3","1017.5","1015.9","2020-04-24 22:32","1012.5","2020-04-24 03:43","20.8","23.4","2020-04-24 15:26","18.8","2020-04-24 01:39","16.3","76","62","2020-04-24 15:30","3.6","360","10.2","360","2020-04-24 02:13","0.0","0.0","0.0","...","0.0","...","0.0","0.0","8.35","9.5","...","...","...","7.8"
"25","1013.7","1016.9","1015.4","2020-04-25 09:19","1012.1","2020-04-25 14:39","23.1","27.6","2020-04-25 12:15","20.0","2020-04-25 04:40","17.3","71","47","2020-04-25 12:25","2.6","360","7.9","10","2020-04-25 17:24","0.0","0.0","0.0","...","0.0","...","5.0","39.0","18.05","11.1","...","...","...","6.9"
"26","1012.7","1015.8","1014.6","2020-04-26 09:10","1010.7","2020-04-26 16:30","24.8","29.8","2020-04-26 12:08","21.6","2020-04-26 04:44","18.5","69","48","2020-04-26 12:16","3.8","360","10.8","340","2020-04-26 14:23","0.0","0.0","0.0","...","0.0","...","6.8","52.9","20.22","12.9","...","...","...","7.4"
"27","1012.7","1015.8","1014.2","2020-04-27 21:57","1011.5","2020-04-27 14:21","25.6","30.3","2020-04-27 13:11","21.8","2020-04-27 04:58","17.8","63","43","2020-04-27 10:36","2.7","360","9.1","320","2020-04-27 15:28","0.0","0.0","0.0","...","0.0","...","7.1","55.2","22.34","11.6","...","...","...","7.6"
"28","1013.1","1016.2","1014.5","2020-04-28 09:37","1011.5","2020-04-28 15:03","26.1","30.7","2020-04-28 12:37","22.8","2020-04-28 04:32","19.1","67","42","2020-04-28 12:44","2.1","360","8.8","310","2020-04-28 13:08","0.0","0.0","0.0","...","0.0","...","5.2","40.3","19.51","11.6","...","...","...","4.1"
"29","1013.2","1016.3","1014.7","2020-04-29 07:42","1011.7","2020-04-29 14:39","26.1","30.6","2020-04-29 13:55","22.8","2020-04-29 04:13","19.7","69","46","2020-04-29 17:05","2.0","310","9.2","300","2020-04-29 11:58","0.0","0.0","0.0","...","0.0","...","11.1","86.0","26.31","9.5","...","...","...","2.0"
"30","1012.3","1015.4","1014.4","2020-04-30 08:54","1010.5","2020-04-30 16:16","27.1","31.7","2020-04-30 13:26","22.9","2020-04-30 06:26","18.4","61","38","2020-04-30 12:59","2.0","10","8.4","320","2020-04-30 14:58","0.0","0.0","0.0","...","0.0","...","10.4","80.4","25.55","9.9","...","...","...","2.3"
