"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.5","1013.6","1012.4","2018-04-01 09:56","1009.0","2018-04-01 15:18","25.2","29.1","2018-04-01 11:53","22.7","2018-04-01 06:18","18.7","68","49","2018-04-01 13:37","2.0","260","7.9","260","2018-04-01 15:04","0.0","0.0","0.0","...","0.0","...","9.0","73.1","24.14","8.0","...","...","...","5.0"
"02","1010.8","1013.9","1012.2","2018-04-02 09:13","1009.4","2018-04-02 14:53","25.2","29.6","2018-04-02 13:14","22.8","2018-04-02 06:28","18.5","67","51","2018-04-02 13:13","2.0","290","8.1","280","2018-04-02 14:48","0.0","0.0","0.0","...","0.0","...","8.1","65.7","23.91","9.3","...","...","...","4.5"
"03","1011.3","1014.4","1013.0","2018-04-03 09:56","1010.1","2018-04-03 03:20","25.6","29.3","2018-04-03 12:54","23.7","2018-04-03 06:21","18.8","67","53","2018-04-03 12:30","2.1","300","8.4","260","2018-04-03 14:09","0.0","0.0","0.0","...","0.0","...","7.9","63.9","22.87","9.3","...","...","...","3.9"
"04","1010.3","1013.4","1012.0","2018-04-04 09:28","1008.5","2018-04-04 16:03","25.9","30.1","2018-04-04 13:57","23.2","2018-04-04 03:49","19.7","69","51","2018-04-04 12:42","2.5","360","9.9","320","2018-04-04 15:02","0.0","0.0","0.0","...","0.0","...","5.2","42.0","18.94","6.0","...","...","...","7.0"
"05","1009.6","1012.7","1011.0","2018-04-05 08:22","1007.9","2018-04-05 16:58","26.4","30.4","2018-04-05 12:19","23.9","2018-04-05 02:14","20.0","68","52","2018-04-05 13:40","1.9","260","8.0","280","2018-04-05 13:03","0.0","0.0","0.0","...","0.0","...","8.2","66.1","23.23","5.4","...","...","...","6.5"
"06","1010.9","1014.1","1015.6","2018-04-06 23:04","1007.9","2018-04-06 02:57","24.4","29.6","2018-04-06 14:18","17.9","2018-04-06 23:31","18.3","69","59","2018-04-06 10:39","4.7","350","18.0","350","2018-04-06 23:45","0.0","0.0","0.0","...","0.0","...","3.7","29.8","15.44","11.1","...","...","...","7.8"
"07","1017.6","1020.8","1019.4","2018-04-07 09:18","1015.1","2018-04-07 03:25","18.3","19.9","2018-04-07 10:14","17.2","2018-04-07 22:34","9.6","57","50","2018-04-07 07:13","5.1","350","20.6","350","2018-04-07 02:12","0.0","0.0","0.0","...","0.0","...","0.0","0.0","5.48","11.6","...","...","...","9.0"
"08","1016.8","1020.0","1018.7","2018-04-08 00:01","1015.2","2018-04-08 16:56","20.9","26.1","2018-04-08 11:59","16.2","2018-04-08 05:48","10.5","52","40","2018-04-08 11:50","2.7","360","9.4","310","2018-04-08 16:41","0.0","0.0","0.0","...","0.0","...","8.9","71.4","25.86","14.1","...","...","...","5.4"
"09","1015.3","1018.5","1017.4","2018-04-09 00:01","1013.5","2018-04-09 15:19","22.6","27.1","2018-04-09 12:40","18.9","2018-04-09 04:54","13.3","57","43","2018-04-09 12:55","2.1","360","7.5","300","2018-04-09 16:56","0.0","0.0","0.0","...","0.0","...","11.0","88.1","26.34","11.1","...","...","...","4.0"
"10","1012.5","1015.6","1014.6","2018-04-10 08:39","1010.5","2018-04-10 15:54","24.7","30.9","2018-04-10 13:19","20.0","2018-04-10 02:14","15.2","56","39","2018-04-10 10:50","1.6","220","6.9","220","2018-04-10 14:34","0.0","0.0","0.0","...","0.0","...","5.3","42.4","20.94","18.4","...","...","...","3.9"
"11","1009.8","1012.9","1011.7","2018-04-11 08:26","1007.5","2018-04-11 16:47","26.9","31.5","2018-04-11 12:41","23.4","2018-04-11 04:07","20.8","70","57","2018-04-11 09:27","2.1","230","7.8","250","2018-04-11 14:09","0.0","0.0","0.0","...","0.0","...","11.0","87.8","26.95","12.1","...","...","...","2.6"
"12","1009.3","1012.4","1011.0","2018-04-12 22:48","1007.4","2018-04-12 15:30","28.0","31.3","2018-04-12 09:57","25.8","2018-04-12 05:52","23.3","76","60","2018-04-12 10:14","2.2","150","7.8","190","2018-04-12 11:02","T","1.0","T","2018-04-12 00:10","T","2018-04-12 00:05","10.4","82.8","26.67","17.8","...","...","...","4.5"
"13","1010.1","1013.1","1011.5","2018-04-13 09:28","1008.1","2018-04-13 15:44","28.0","31.5","2018-04-13 12:17","25.7","2018-04-13 05:44","23.8","78","63","2018-04-13 12:14","2.6","190","9.9","180","2018-04-13 12:46","0.0","0.0","0.0","...","0.0","...","9.9","78.7","24.86","17.0","...","...","...","4.8"
