"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1009.6","1012.8","1011.2","2018-03-01 22:25","1007.8","2018-03-01 14:58","23.1","29.5","2018-03-01 13:55","19.1","2018-03-01 05:49","18.2","75","46","2018-03-01 12:50","2.3","360","6.2","300","2018-03-01 13:26","0.0","0.0","0.0","...","0.0","...","10.5","90.4","22.19","5.3","...","...","...","3.3"
"02","1009.4","1012.5","1011.3","2018-03-02 09:01","1007.3","2018-03-02 15:18","24.3","29.1","2018-03-02 11:43","20.5","2018-03-02 03:43","19.3","75","55","2018-03-02 11:42","1.8","350","7.7","270","2018-03-02 12:06","0.0","0.0","0.0","...","0.0","...","8.8","75.7","19.91","6.6","...","...","...","4.3"
"03","1008.7","1011.8","1010.4","2018-03-03 09:39","1007.1","2018-03-03 14:25","25.6","30.7","2018-03-03 14:13","22.2","2018-03-03 04:59","20.7","75","58","2018-03-03 14:13","1.5","270","6.8","290","2018-03-03 16:05","0.0","0.0","0.0","...","0.0","...","10.0","85.8","21.61","8.1","...","...","...","4.1"
"04","1009.7","1012.8","1011.0","2018-03-04 09:09","1008.5","2018-03-04 03:26","26.4","30.2","2018-03-04 10:27","23.9","2018-03-04 04:58","22.4","79","65","2018-03-04 12:32","2.1","200","8.6","190","2018-03-04 13:15","0.0","0.0","0.0","...","0.0","...","5.6","48.0","18.13","6.6","...","...","...","6.4"
"05","1010.0","1013.1","1011.8","2018-03-05 23:51","1008.8","2018-03-05 18:58","27.1","31.2","2018-03-05 12:15","21.1","2018-03-05 23:58","22.9","79","61","2018-03-05 13:44","3.0","130","13.1","330","2018-03-05 21:03","0.0","0.0","0.0","...","0.0","...","8.6","73.5","20.54","10.5","...","...","...","3.9"
"06","1013.8","1017.0","1015.9","2018-03-06 10:38","1011.6","2018-03-06 01:10","21.1","25.2","2018-03-06 14:25","18.0","2018-03-06 04:55","16.7","76","61","2018-03-06 15:14","3.5","340","9.8","360","2018-03-06 02:06","0.0","0.0","0.0","...","0.0","...","1.0","8.5","13.90","5.3","...","...","...","7.3"
"07","1013.2","1016.4","1015.5","2018-03-07 00:01","1010.4","2018-03-07 16:01","21.5","27.5","2018-03-07 14:29","18.7","2018-03-07 07:07","16.8","75","58","2018-03-07 14:24","3.3","350","11.6","330","2018-03-07 17:53","0.0","0.0","0.0","...","0.0","...","2.9","24.7","15.35","5.0","...","...","...","8.4"
"08","1013.6","1016.9","1017.2","2018-03-08 23:52","1011.0","2018-03-08 03:30","16.4","19.4","2018-03-08 00:27","11.9","2018-03-08 23:53","13.7","84","70","2018-03-08 12:26","6.5","350","17.5","350","2018-03-08 18:33","1.5","4.1","1.0","2018-03-08 23:39","1.5","2018-03-08 22:49","0.0","0.0","4.40","9.5","...","...","...","9.4"
"09","1016.9","1020.2","1018.7","2018-03-09 22:17","1015.2","2018-03-09 15:25","15.3","20.9","2018-03-09 14:21","11.4","2018-03-09 00:18","10.1","72","54","2018-03-09 15:25","4.3","350","15.1","340","2018-03-09 00:04","1.0","0.7","0.5","2018-03-09 00:01","1.0","2018-03-09 00:01","3.3","28.0","18.61","6.4","...","...","...","7.5"
"10","1017.9","1021.2","1019.4","2018-03-10 09:03","1016.3","2018-03-10 14:47","17.7","24.0","2018-03-10 13:29","12.4","2018-03-10 06:00","10.5","65","40","2018-03-10 13:14","2.5","360","7.3","290","2018-03-10 15:01","0.0","0.0","0.0","...","0.0","...","10.8","91.5","24.21","7.1","...","...","...","1.6"
"11","1018.1","1021.2","1019.8","2018-03-11 09:06","1016.8","2018-03-11 15:23","19.3","24.5","2018-03-11 12:32","14.8","2018-03-11 05:02","12.9","68","45","2018-03-11 12:52","2.5","360","7.9","290","2018-03-11 13:27","0.0","0.0","0.0","...","0.0","...","11.0","93.0","24.63","8.9","...","...","...","1.0"
"12","1016.1","1019.3","1018.0","2018-03-12 08:55","1013.8","2018-03-12 15:39","20.3","25.3","2018-03-12 12:59","16.3","2018-03-12 05:22","14.1","70","43","2018-03-12 13:38","2.3","350","7.5","310","2018-03-12 17:06","0.0","0.0","0.0","...","0.0","...","10.8","91.1","22.36","6.5","...","...","...","0.3"
