"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.3","1005.3","1003.9","2018-08-01 08:06","1000.3","2018-08-01 16:52","30.7","33.8","2018-08-01 12:34","28.6","2018-08-01 04:29","24.9","72","61","2018-08-01 12:34","2.1","230","8.3","250","2018-08-01 17:04","0.0","0.0","0.0","...","0.0","...","8.0","60.9","22.00","12.5","...","...","...","5.2"
"02","1001.9","1005.0","1003.9","2018-08-02 08:41","999.9","2018-08-02 16:45","29.3","32.2","2018-08-02 13:01","26.2","2018-08-02 09:16","24.7","77","65","2018-08-02 13:44","1.8","190","8.2","170","2018-08-02 06:13","14.0","2.2","3.0","2018-08-02 07:15","6.5","2018-08-02 07:59","3.3","25.1","11.94","13.9","...","...","...","7.1"
"03","1002.2","1005.2","1003.4","2018-08-03 22:53","1000.7","2018-08-03 02:37","29.0","32.6","2018-08-03 11:41","26.3","2018-08-03 00:59","24.6","78","64","2018-08-03 15:58","2.3","100","11.1","230","2018-08-03 13:13","14.0","1.3","4.5","2018-08-03 00:50","7.0","2018-08-03 00:02","3.8","29.0","17.89","16.1","...","...","...","7.1"
"04","1003.1","1006.2","1004.7","2018-08-04 23:01","1001.6","2018-08-04 14:57","29.7","34.0","2018-08-04 12:03","27.1","2018-08-04 18:48","23.3","69","59","2018-08-04 11:32","2.1","240","7.8","230","2018-08-04 13:55","0.0","0.0","0.0","...","0.0","...","8.8","67.2","23.49","14.4","...","...","...","6.8"
"05","1003.8","1006.9","1005.1","2018-08-05 22:58","1002.2","2018-08-05 14:51","29.5","34.4","2018-08-05 12:33","25.8","2018-08-05 17:08","23.1","69","53","2018-08-05 13:50","2.3","70","14.1","80","2018-08-05 16:13","1.5","1.5","1.0","2018-08-05 17:02","1.0","2018-08-05 17:02","9.8","75.0","25.86","18.3","...","...","...","5.2"
"06","1003.1","1006.2","1004.8","2018-08-06 00:01","1000.6","2018-08-06 16:04","29.1","34.2","2018-08-06 12:17","24.5","2018-08-06 17:04","23.2","71","56","2018-08-06 11:06","2.3","60","16.9","80","2018-08-06 16:47","11.5","1.0","6.5","2018-08-06 17:00","11.5","2018-08-06 16:50","9.6","73.6","24.47","17.0","...","...","...","4.3"
"07","1002.3","1005.4","1003.5","2018-08-07 06:12","1000.2","2018-08-07 16:19","29.6","33.4","2018-08-07 13:17","27.4","2018-08-07 05:53","24.2","74","59","2018-08-07 13:03","2.0","250","7.8","250","2018-08-07 14:45","0.0","0.0","0.0","...","0.0","...","7.5","57.5","22.73","13.5","...","...","...","5.2"
"08","1002.6","1005.6","1004.3","2018-08-08 22:21","1001.0","2018-08-08 17:37","30.1","33.3","2018-08-08 13:44","26.9","2018-08-08 23:43","24.1","71","59","2018-08-08 13:12","2.2","280","8.1","290","2018-08-08 14:09","0.0","0.0","0.0","...","0.0","...","6.8","52.2","19.48","17.8","...","...","...","5.2"
"09","1003.0","1006.0","1004.4","2018-08-09 00:21","1001.3","2018-08-09 15:52","29.5","34.1","2018-08-09 13:08","25.4","2018-08-09 01:09","23.7","72","55","2018-08-09 13:50","1.9","280","7.3","140","2018-08-09 00:22","4.5","1.0","2.5","2018-08-09 01:15","4.5","2018-08-09 00:40","9.3","71.6","24.66","12.1","...","...","...","5.8"
"10","1001.7","1004.8","1003.8","2018-08-10 00:01","999.5","2018-08-10 16:20","29.2","33.5","2018-08-10 12:56","25.5","2018-08-10 21:36","23.9","74","59","2018-08-10 12:56","2.4","260","10.2","60","2018-08-10 20:14","19.5","1.4","8.0","2018-08-10 20:10","15.0","2018-08-10 20:01","7.2","55.5","21.51","13.3","...","...","...","6.5"
"11","998.6","1001.6","1001.2","2018-08-11 00:01","996.3","2018-08-11 16:19","29.6","33.6","2018-08-11 14:25","26.6","2018-08-11 03:57","24.0","72","59","2018-08-11 10:31","1.9","250","8.2","270","2018-08-11 15:02","0.0","0.0","0.0","...","0.0","...","8.9","68.7","23.39","13.4","...","...","...","5.8"
"12","995.3","998.3","997.6","2018-08-12 00:02","992.7","2018-08-12 15:11","30.2","34.4","2018-08-12 12:21","27.3","2018-08-12 02:38","23.6","69","51","2018-08-12 12:21","2.2","280","8.2","280","2018-08-12 12:47","0.5","0.3","0.5","2018-08-12 23:34","0.5","2018-08-12 23:30","9.1","70.3","24.68","9.4","...","...","...","3.8"
"13","997.2","1000.2","998.8","2018-08-13 22:39","995.4","2018-08-13 01:57","27.3","30.2","2018-08-13 12:32","25.6","2018-08-13 06:05","24.7","86","79","2018-08-13 17:14","3.1","100","12.2","140","2018-08-13 15:10","49.0","5.0","18.5","2018-08-13 05:01","31.0","2018-08-13 04:28","0.0","0.0","8.71","12.5","...","...","...","8.6"
"14","998.0","1001.0","1000.0","2018-08-14 20:58","996.9","2018-08-14 04:03","27.8","32.5","2018-08-14 12:07","25.1","2018-08-14 21:21","24.3","82","64","2018-08-14 12:02","3.5","100","12.1","190","2018-08-14 12:23","43.0","5.2","9.0","2018-08-14 21:16","32.5","2018-08-14 20:49","5.5","42.6","18.61","15.0","...","...","...","7.8"
"15","1000.1","1003.2","1001.2","2018-08-15 09:25","998.5","2018-08-15 01:42","26.6","28.8","2018-08-15 14:31","25.3","2018-08-15 04:46","24.9","90","82","2018-08-15 15:52","2.4","110","7.2","100","2018-08-15 06:06","65.5","13.7","8.0","2018-08-15 07:36","31.5","2018-08-15 07:29","0.0","0.0","4.64","6.4","...","...","...","9.5"
"16","999.5","1002.6","1001.5","2018-08-16 07:50","997.9","2018-08-16 14:51","28.2","33.2","2018-08-16 13:49","24.5","2018-08-16 08:01","24.7","82","65","2018-08-16 13:49","2.4","100","8.0","190","2018-08-16 17:23","17.5","1.3","6.0","2018-08-16 07:45","16.5","2018-08-16 07:40","3.5","27.2","16.36","11.1","...","...","...","7.5"
"17","998.8","1001.8","1000.4","2018-08-17 22:04","997.2","2018-08-17 15:55","28.6","31.6","2018-08-17 15:14","25.5","2018-08-17 05:55","24.5","79","66","2018-08-17 15:03","2.1","160","7.6","170","2018-08-17 03:36","12.0","2.4","4.0","2018-08-17 05:30","10.0","2018-08-17 05:18","3.0","23.4","17.75","12.8","...","...","...","7.0"
"18","1000.5","1003.6","1002.1","2018-08-18 21:02","999.5","2018-08-18 01:16","28.2","31.1","2018-08-18 09:13","26.5","2018-08-18 23:45","24.3","80","69","2018-08-18 09:52","2.4","140","10.2","240","2018-08-18 10:35","1.0","1.2","0.5","2018-08-18 12:37","1.0","2018-08-18 12:09","0.4","3.1","11.00","12.9","...","...","...","8.2"
"19","1002.0","1005.0","1003.2","2018-08-19 21:26","1000.8","2018-08-19 02:41","27.5","30.6","2018-08-19 09:01","26.3","2018-08-19 01:22","23.9","81","69","2018-08-19 09:18","2.5","140","10.0","180","2018-08-19 12:57","2.0","2.2","1.0","2018-08-19 11:08","1.5","2018-08-19 11:05","0.8","6.2","12.23","12.9","...","...","...","8.6"
"20","1001.0","1004.0","1002.3","2018-08-20 09:39","999.6","2018-08-20 16:28","28.3","32.6","2018-08-20 12:56","26.0","2018-08-20 04:44","24.2","79","63","2018-08-20 11:33","1.9","100","6.7","200","2018-08-20 12:58","0.5","1.8","0.5","2018-08-20 16:14","0.5","2018-08-20 15:24","6.0","46.9","19.41","15.6","...","...","...","7.1"
"21","998.5","1001.5","1000.4","2018-08-21 00:01","996.8","2018-08-21 15:58","28.0","32.2","2018-08-21 12:01","25.4","2018-08-21 01:50","24.6","82","64","2018-08-21 11:35","2.4","100","8.9","130","2018-08-21 14:38","22.5","4.7","4.5","2018-08-21 16:40","7.0","2018-08-21 02:19","4.3","33.7","18.66","15.1","...","...","...","7.8"
"22","996.3","999.3","998.2","2018-08-22 00:01","994.5","2018-08-22 15:38","27.3","30.6","2018-08-22 10:37","25.5","2018-08-22 07:34","24.4","85","70","2018-08-22 10:53","3.0","80","14.7","140","2018-08-22 10:57","21.5","5.8","5.5","2018-08-22 12:39","12.0","2018-08-22 12:15","1.0","7.9","9.32","12.0","...","...","...","8.4"
"23","995.2","998.2","998.7","2018-08-23 22:11","992.7","2018-08-23 05:09","25.0","27.6","2018-08-23 01:51","22.5","2018-08-23 18:37","23.8","93","80","2018-08-23 01:52","4.9","50","21.5","250","2018-08-23 13:35","373.0","21.8","19.0","2018-08-23 09:57","66.5","2018-08-23 09:38","0.0","0.0","0.75","4.8","...","...","...","9.8"
"24","998.0","1001.1","999.1","2018-08-24 10:29","996.4","2018-08-24 02:49","24.5","25.5","2018-08-24 16:09","22.9","2018-08-24 00:29","23.9","96","95","2018-08-24 00:04","2.6","80","15.6","230","2018-08-24 01:42","269.0","22.2","16.5","2018-08-24 01:28","41.5","2018-08-24 05:39","0.0","0.0","1.43","2.2","...","...","...","10.0"
"25","996.8","999.9","997.9","2018-08-25 21:39","995.2","2018-08-25 14:42","26.1","30.1","2018-08-25 14:47","24.2","2018-08-25 04:49","24.8","92","81","2018-08-25 14:46","2.9","130","7.9","170","2018-08-25 15:34","37.0","8.5","6.5","2018-08-25 01:24","12.5","2018-08-25 01:13","1.9","15.0","10.83","7.2","...","...","...","9.1"
"26","998.4","1001.4","1000.8","2018-08-26 22:37","996.5","2018-08-26 02:38","26.9","30.2","2018-08-26 12:50","24.9","2018-08-26 07:43","24.2","86","74","2018-08-26 13:04","3.5","110","9.6","100","2018-08-26 05:39","11.0","2.8","3.0","2018-08-26 22:15","8.5","2018-08-26 21:55","0.5","4.0","10.81","7.9","...","...","...","8.6"
"27","1002.1","1005.2","1004.7","2018-08-27 23:13","999.0","2018-08-27 03:16","25.5","27.5","2018-08-27 13:27","24.0","2018-08-27 23:49","24.2","92","85","2018-08-27 15:58","4.0","110","14.9","130","2018-08-27 21:17","100.0","15.7","10.5","2018-08-27 08:13","20.0","2018-08-27 04:37","0.1","0.8","6.34","5.5","...","...","...","9.9"
"28","1005.1","1008.2","1006.3","2018-08-28 21:15","1003.7","2018-08-28 02:22","24.4","25.2","2018-08-28 22:38","23.7","2018-08-28 05:22","23.2","93","91","2018-08-28 22:08","4.7","110","13.1","120","2018-08-28 18:10","121.5","19.7","8.5","2018-08-28 17:16","17.5","2018-08-28 09:39","0.0","0.0","1.68","5.9","...","...","...","9.6"
