"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1016.8","1020.0","1018.3","2016-12-01 09:42","1014.5","2016-12-01 15:07","21.7","26.0","2016-12-01 13:50","18.7","2016-12-01 23:32","18.2","81","69","2016-12-01 13:47","4.5","30","11.7","30","2016-12-01 19:06","0.0","0.0","0.0","...","0.0","...","7.2","66.9","12.82","4.3","...","...","...","5.3"
"02","1017.3","1020.5","1019.1","2016-12-02 09:07","1015.4","2016-12-02 15:14","21.1","25.5","2016-12-02 14:11","18.3","2016-12-02 01:49","16.9","77","67","2016-12-02 14:10","3.8","20","10.9","20","2016-12-02 18:38","0.0","0.0","0.0","...","0.0","...","2.1","19.5","9.36","5.8","...","...","...","6.4"
"03","1016.0","1019.2","1018.4","2016-12-03 08:54","1014.1","2016-12-03 15:20","22.0","27.4","2016-12-03 14:27","18.4","2016-12-03 04:53","18.1","79","62","2016-12-03 14:25","3.5","30","8.1","10","2016-12-03 15:31","0.0","0.0","0.0","...","0.0","...","9.1","84.7","14.06","6.1","...","...","...","3.0"
"04","1013.8","1016.9","1015.5","2016-12-04 00:01","1011.3","2016-12-04 14:21","23.0","28.2","2016-12-04 14:26","19.9","2016-12-04 07:17","20.0","83","68","2016-12-04 14:23","2.8","20","8.8","320","2016-12-04 15:26","0.0","0.0","0.0","...","0.0","...","7.7","71.7","12.98","2.7","...","...","...","4.4"
"05","1013.6","1016.8","1016.2","2016-12-05 22:38","1011.5","2016-12-05 13:51","23.5","28.3","2016-12-05 13:09","21.1","2016-12-05 05:21","20.1","82","70","2016-12-05 13:08","3.0","30","9.4","350","2016-12-05 15:28","0.0","0.0","0.0","...","0.0","...","5.7","53.1","12.29","2.9","...","...","...","6.0"
"06","1015.1","1018.3","1016.7","2016-12-06 08:25","1013.2","2016-12-06 15:02","21.5","24.1","2016-12-06 13:47","19.7","2016-12-06 23:25","14.8","66","59","2016-12-06 12:51","4.5","30","13.2","20","2016-12-06 03:15","0.0","0.0","0.0","...","0.0","...","0.1","0.9","7.70","4.0","...","...","...","8.4"
"07","1014.0","1017.1","1015.8","2016-12-07 08:44","1011.5","2016-12-07 14:58","21.8","25.3","2016-12-07 14:31","19.1","2016-12-07 06:36","16.3","71","64","2016-12-07 15:01","2.8","40","8.0","10","2016-12-07 20:25","0.0","0.0","0.0","...","0.0","...","4.4","41.0","10.68","4.0","...","...","...","7.3"
"08","1011.4","1014.6","1013.4","2016-12-08 09:09","1008.6","2016-12-08 14:28","21.5","26.3","2016-12-08 14:09","19.2","2016-12-08 06:56","16.5","74","59","2016-12-08 13:04","3.8","30","9.6","360","2016-12-08 15:30","0.0","0.0","0.0","...","0.0","...","7.2","67.2","11.79","6.5","...","...","...","3.9"
"09","1010.5","1013.6","1011.9","2016-12-09 08:06","1008.3","2016-12-09 14:21","21.7","26.7","2016-12-09 14:02","18.3","2016-12-09 05:39","17.3","77","61","2016-12-09 14:02","3.4","30","8.1","30","2016-12-09 08:50","0.0","0.0","0.0","...","0.0","...","9.4","87.8","13.53","5.5","...","...","...","2.5"
"10","1011.9","1015.0","1013.8","2016-12-10 08:58","1010.5","2016-12-10 15:03","22.6","27.3","2016-12-10 11:53","19.6","2016-12-10 05:59","17.6","74","59","2016-12-10 11:38","1.7","30","7.5","320","2016-12-10 13:18","0.0","0.0","0.0","...","0.0","...","9.8","91.6","13.12","5.6","...","...","...","0.8"
"11","1012.4","1015.6","1014.3","2016-12-11 08:31","1010.9","2016-12-11 14:48","22.1","26.9","2016-12-11 13:17","18.8","2016-12-11 06:15","17.9","77","63","2016-12-11 12:52","2.2","40","6.2","320","2016-12-11 13:40","0.0","0.0","0.0","...","0.0","...","8.7","81.3","13.13","3.6","...","...","...","1.9"
"12","1012.3","1015.4","1014.5","2016-12-12 08:45","1010.4","2016-12-12 14:27","22.7","26.5","2016-12-12 13:13","19.7","2016-12-12 06:42","17.2","72","55","2016-12-12 16:11","3.2","20","9.5","20","2016-12-12 09:15","0.0","0.0","0.0","...","0.0","...","7.9","73.9","13.25","5.4","...","...","...","4.4"
"13","1011.0","1014.2","1012.6","2016-12-13 00:01","1008.6","2016-12-13 14:10","23.2","29.4","2016-12-13 14:05","19.1","2016-12-13 07:20","16.7","68","45","2016-12-13 13:50","3.3","30","9.9","10","2016-12-13 15:52","0.0","0.0","0.0","...","0.0","...","9.0","84.2","14.24","6.1","...","...","...","3.1"
"14","1013.7","1016.8","1016.3","2016-12-14 23:34","1011.5","2016-12-14 15:25","20.9","26.4","2016-12-14 13:19","17.9","2016-12-14 23:54","15.1","70","54","2016-12-14 12:20","4.7","20","11.7","20","2016-12-14 18:16","0.0","0.0","0.0","...","0.0","...","9.2","86.1","13.62","6.6","...","...","...","3.4"
"15","1017.5","1020.7","1020.2","2016-12-15 20:45","1015.4","2016-12-15 02:14","17.7","22.3","2016-12-15 14:02","14.9","2016-12-15 23:28","11.2","66","56","2016-12-15 13:48","5.1","20","13.6","20","2016-12-15 18:06","0.0","0.0","0.0","...","0.0","...","5.8","54.3","11.75","6.0","...","...","...","6.5"
"16","1019.6","1022.9","1021.5","2016-12-16 09:46","1017.9","2016-12-16 15:03","16.3","18.9","2016-12-16 15:43","14.3","2016-12-16 03:30","9.0","62","56","2016-12-16 14:25","3.8","20","12.3","30","2016-12-16 01:22","0.0","0.0","0.0","...","0.0","...","0.0","0.0","6.01","5.9","...","...","...","8.1"
"17","1019.2","1022.5","1021.0","2016-12-17 09:09","1017.2","2016-12-17 15:28","18.8","23.6","2016-12-17 12:12","14.4","2016-12-17 05:08","11.9","65","54","2016-12-17 11:46","2.1","30","7.1","320","2016-12-17 15:33","0.0","0.0","0.0","...","0.0","...","9.7","90.8","13.26","5.6","...","...","...","2.4"
"18","1018.3","1021.4","1020.8","2016-12-18 09:05","1016.0","2016-12-18 16:10","20.4","25.5","2016-12-18 12:26","18.2","2016-12-18 01:02","14.7","70","52","2016-12-18 12:12","2.3","30","8.3","360","2016-12-18 14:17","0.0","0.0","0.0","...","0.0","...","6.6","61.8","11.28","3.8","...","...","...","3.0"
"19","1015.2","1018.4","1017.5","2016-12-19 08:20","1012.6","2016-12-19 14:44","21.0","27.1","2016-12-19 13:53","16.9","2016-12-19 04:32","16.8","78","55","2016-12-19 13:52","2.9","30","9.1","20","2016-12-19 20:03","0.0","0.0","0.0","...","0.0","...","9.4","88.0","13.51","3.1","...","...","...","3.1"
"20","1013.6","1016.8","1016.0","2016-12-20 08:52","1011.6","2016-12-20 14:36","22.1","28.2","2016-12-20 12:48","18.7","2016-12-20 06:28","18.4","81","56","2016-12-20 13:13","2.4","20","7.6","30","2016-12-20 05:03","0.0","0.0","0.0","...","0.0","...","8.1","75.9","12.70","3.3","...","...","...","4.0"
"21","1013.5","1016.6","1015.3","2016-12-21 08:49","1011.5","2016-12-21 15:01","23.4","28.0","2016-12-21 12:35","20.5","2016-12-21 00:22","19.8","81","64","2016-12-21 12:35","2.0","20","9.2","360","2016-12-21 19:12","0.0","0.0","0.0","...","0.0","...","7.0","65.6","12.58","3.0","...","...","...","4.5"
"22","1012.8","1015.9","1014.7","2016-12-22 09:01","1010.6","2016-12-22 15:38","23.0","29.0","2016-12-22 13:53","19.6","2016-12-22 23:44","18.7","78","53","2016-12-22 14:14","4.0","10","14.3","30","2016-12-22 12:03","0.0","0.0","0.0","...","0.0","...","6.5","60.9","12.97","5.4","...","...","...","6.2"
"23","1014.2","1017.3","1016.2","2016-12-23 08:45","1012.5","2016-12-23 15:01","21.6","26.2","2016-12-23 13:21","18.3","2016-12-23 06:25","15.5","69","57","2016-12-23 14:29","2.8","20","10.3","20","2016-12-23 02:04","0.0","0.0","0.0","...","0.0","...","6.6","61.8","12.11","4.5","...","...","...","3.1"
"24","1015.2","1018.4","1016.7","2016-12-24 09:15","1013.3","2016-12-24 14:56","21.8","25.5","2016-12-24 15:16","18.6","2016-12-24 05:38","15.7","69","60","2016-12-24 15:16","2.1","30","7.5","360","2016-12-24 16:37","0.0","0.0","0.0","...","0.0","...","6.8","63.7","11.21","3.0","...","...","...","2.5"
"25","1015.0","1018.2","1017.2","2016-12-25 09:00","1012.9","2016-12-25 14:44","21.8","26.5","2016-12-25 11:37","19.4","2016-12-25 03:56","16.5","73","55","2016-12-25 11:58","3.0","30","8.7","50","2016-12-25 19:00","0.0","0.0","0.0","...","0.0","...","6.8","63.7","11.96","5.1","...","...","...","3.4"
"26","1013.1","1016.3","1015.1","2016-12-26 08:48","1010.6","2016-12-26 15:39","21.7","25.2","2016-12-26 12:16","19.2","2016-12-26 23:49","17.3","77","65","2016-12-26 12:16","3.1","20","8.7","350","2016-12-26 13:06","0.0","0.0","0.0","...","0.0","...","7.4","69.3","12.49","2.5","...","...","...","3.3"
"27","1013.5","1016.7","1015.7","2016-12-27 23:05","1012.0","2016-12-27 03:34","18.5","21.2","2016-12-27 11:04","14.5","2016-12-27 23:18","13.8","74","64","2016-12-27 15:22","6.4","20","17.3","10","2016-12-27 16:09","0.0","0.0","0.0","...","0.0","...","0.2","1.9","6.63","3.6","...","...","...","9.0"
"28","1017.1","1020.3","1019.2","2016-12-28 22:20","1014.7","2016-12-28 03:31","14.9","15.9","2016-12-28 11:34","13.9","2016-12-28 08:32","11.5","81","66","2016-12-28 00:05","4.1","20","11.5","20","2016-12-28 00:16","2.0","5.0","0.5","2016-12-28 15:22","1.0","2016-12-28 15:02","0.0","0.0","3.35","5.5","...","...","...","9.3"
"29","1018.5","1021.7","1020.2","2016-12-29 09:59","1016.8","2016-12-29 16:08","16.6","20.0","2016-12-29 13:45","14.7","2016-12-29 23:38","12.1","75","64","2016-12-29 15:34","4.4","20","11.2","10","2016-12-29 10:04","0.0","0.0","0.0","...","0.0","...","0.4","3.7","7.33","6.4","...","...","...","6.8"
"30","1019.1","1022.3","1020.5","2016-12-30 09:03","1017.7","2016-12-30 03:49","18.0","21.6","2016-12-30 14:57","14.4","2016-12-30 01:23","13.2","74","66","2016-12-30 14:37","2.2","30","6.1","20","2016-12-30 19:20","0.0","0.0","0.0","...","0.0","...","0.1","0.9","6.79","4.5","...","...","...","7.5"
"31","1018.4","1021.6","1020.2","2016-12-31 09:25","1016.1","2016-12-31 15:06","19.8","24.9","2016-12-31 14:36","16.0","2016-12-31 06:17","15.8","78","61","2016-12-31 14:34","2.5","20","6.9","360","2016-12-31 17:32","0.0","0.0","0.0","...","0.0","...","5.6","52.3","11.84","3.9","...","...","...","2.8"
