"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1017.9","1021.1","1020.2","2019-02-01 09:59","1016.3","2019-02-01 03:18","18.7","22.3","2019-02-01 15:09","15.7","2019-02-01 06:21","13.7","73","60","2019-02-01 15:29","4.3","340","12.7","340","2019-02-01 11:05","0.0","0.0","0.0","...","0.0","...","3.0","27.1","14.24","8.8","...","...","...","7.8"
"02","1016.0","1019.2","1018.3","2019-02-02 00:02","1013.5","2019-02-02 14:48","20.3","26.3","2019-02-02 12:45","16.3","2019-02-02 04:15","15.6","75","57","2019-02-02 12:44","2.5","360","7.2","270","2019-02-02 15:17","0.0","0.0","0.0","...","0.0","...","8.7","78.5","17.78","6.0","...","...","...","2.1"
"03","1014.8","1018.0","1016.2","2019-02-03 09:09","1013.5","2019-02-03 04:05","23.3","29.8","2019-02-03 12:07","18.9","2019-02-03 04:12","18.9","77","52","2019-02-03 10:52","2.4","160","11.8","140","2019-02-03 10:32","T","0.9","T","2019-02-03 15:20","T","2019-02-03 15:20","5.5","49.6","13.07","7.9","...","...","...","5.0"
"04","1015.2","1018.4","1017.1","2019-02-04 09:25","1013.6","2019-02-04 15:43","22.8","26.8","2019-02-04 10:26","19.4","2019-02-04 22:41","19.2","80","65","2019-02-04 13:33","2.8","350","8.7","350","2019-02-04 22:36","0.0","0.0","0.0","...","0.0","...","3.7","33.3","11.32","7.4","...","...","...","8.0"
"05","1014.0","1017.2","1016.3","2019-02-05 09:40","1011.3","2019-02-05 15:05","21.1","26.4","2019-02-05 15:03","18.7","2019-02-05 04:54","17.0","78","59","2019-02-05 15:24","3.5","350","10.1","340","2019-02-05 04:20","0.0","0.0","0.0","...","0.0","...","1.4","12.6","9.95","5.0","...","...","...","7.8"
"06","1012.2","1015.3","1014.2","2019-02-06 00:01","1010.3","2019-02-06 15:10","22.3","27.1","2019-02-06 13:06","18.4","2019-02-06 05:36","18.2","78","61","2019-02-06 13:06","2.1","360","6.6","290","2019-02-06 13:54","0.0","0.0","0.0","...","0.0","...","9.6","86.1","18.91","4.9","...","...","...","0.8"
"07","1012.5","1015.7","1015.1","2019-02-07 09:06","1009.9","2019-02-07 15:16","24.2","31.0","2019-02-07 13:28","19.8","2019-02-07 06:25","18.2","72","36","2019-02-07 13:56","2.3","360","8.3","250","2019-02-07 16:28","0.0","0.0","0.0","...","0.0","...","10.6","94.9","19.78","10.0","...","...","...","0.0"
"08","1013.5","1016.7","1015.0","2019-02-08 09:20","1011.3","2019-02-08 14:57","21.5","27.2","2019-02-08 13:37","18.7","2019-02-08 06:45","17.1","77","54","2019-02-08 13:23","4.3","350","10.7","350","2019-02-08 18:40","0.0","0.0","0.0","...","0.0","...","9.3","83.2","18.94","7.0","...","...","...","1.5"
"09","1015.6","1018.8","1018.1","2019-02-09 22:23","1013.5","2019-02-09 04:43","21.9","28.3","2019-02-09 13:43","18.3","2019-02-09 06:29","16.4","71","53","2019-02-09 12:49","3.6","340","11.1","350","2019-02-09 18:19","0.0","0.0","0.0","...","0.0","...","10.2","91.1","18.47","10.5","...","...","...","0.0"
"10","1018.4","1021.6","1020.6","2019-02-10 22:21","1016.7","2019-02-10 02:47","21.1","27.4","2019-02-10 13:14","16.9","2019-02-10 05:32","16.3","75","54","2019-02-10 13:51","4.2","340","10.8","340","2019-02-10 04:35","0.0","0.0","0.0","...","0.0","...","9.9","88.2","19.29","10.9","...","...","...","2.2"
"11","1020.2","1023.4","1021.4","2019-02-11 10:03","1018.8","2019-02-11 15:12","20.6","25.8","2019-02-11 12:53","17.8","2019-02-11 23:58","15.8","74","57","2019-02-11 13:04","4.8","340","12.2","340","2019-02-11 06:50","0.0","0.0","0.0","...","0.0","...","8.7","77.4","19.01","10.6","...","...","...","5.3"
"12","1020.2","1023.4","1021.8","2019-02-12 08:46","1018.4","2019-02-12 15:37","21.2","26.9","2019-02-12 13:01","17.0","2019-02-12 03:08","16.9","77","60","2019-02-12 12:15","3.7","350","9.7","310","2019-02-12 14:10","0.0","0.0","0.0","...","0.0","...","9.6","85.3","19.59","10.3","...","...","...","4.2"
"13","1018.3","1021.4","1020.4","2019-02-13 00:06","1015.4","2019-02-13 15:50","23.3","29.2","2019-02-13 12:16","19.7","2019-02-13 04:11","18.3","75","54","2019-02-13 12:30","3.6","340","9.9","310","2019-02-13 13:29","0.0","0.0","0.0","...","0.0","...","10.2","90.4","20.35","6.5","...","...","...","2.2"
"14","1017.7","1020.9","1019.4","2019-02-14 09:21","1015.8","2019-02-14 14:06","22.8","28.8","2019-02-14 12:40","19.8","2019-02-14 06:38","18.0","75","56","2019-02-14 12:38","3.8","340","10.1","310","2019-02-14 15:17","0.0","0.0","0.0","...","0.0","...","9.3","82.3","19.26","8.0","...","...","...","3.6"
"15","1017.0","1020.2","1019.3","2019-02-15 09:24","1014.8","2019-02-15 15:04","23.0","28.1","2019-02-15 14:29","18.8","2019-02-15 06:43","18.3","75","58","2019-02-15 12:26","2.8","340","8.3","340","2019-02-15 03:54","0.0","0.0","0.0","...","0.0","...","8.4","74.2","18.40","6.6","...","...","...","2.6"
"16","1015.6","1018.7","1017.9","2019-02-16 08:32","1013.6","2019-02-16 15:58","22.7","28.6","2019-02-16 13:13","19.6","2019-02-16 23:59","18.3","77","55","2019-02-16 12:26","3.3","350","10.8","340","2019-02-16 17:07","0.0","0.0","0.0","...","0.0","...","6.9","60.9","16.83","4.8","...","...","...","5.8"
"17","1015.2","1018.4","1016.8","2019-02-17 08:42","1013.1","2019-02-17 14:39","20.8","25.7","2019-02-17 14:13","18.2","2019-02-17 06:19","16.5","77","61","2019-02-17 14:05","4.7","340","11.6","330","2019-02-17 18:23","0.0","0.0","0.0","...","0.0","...","9.3","81.9","18.79","9.6","...","...","...","6.7"
"18","1013.3","1016.5","1015.5","2019-02-18 00:01","1010.4","2019-02-18 15:26","23.4","28.1","2019-02-18 15:00","18.4","2019-02-18 04:49","18.3","74","57","2019-02-18 12:33","3.3","340","10.1","340","2019-02-18 01:30","0.0","0.0","0.0","...","0.0","...","8.6","75.6","20.13","9.3","...","...","...","5.8"
"19","1015.3","1018.4","1017.6","2019-02-19 21:11","1013.4","2019-02-19 04:01","25.7","30.8","2019-02-19 12:12","21.6","2019-02-19 04:15","20.6","74","52","2019-02-19 10:58","2.1","220","6.7","170","2019-02-19 00:33","0.0","0.0","0.0","...","0.0","...","3.5","30.7","14.27","12.5","...","...","...","7.6"
"20","1016.9","1020.0","1018.9","2019-02-20 09:19","1015.3","2019-02-20 14:53","25.3","29.4","2019-02-20 11:47","22.9","2019-02-20 23:50","20.9","77","60","2019-02-20 13:12","2.4","190","10.0","180","2019-02-20 13:58","0.0","0.0","0.0","...","0.0","...","8.4","73.6","19.56","9.1","...","...","...","3.6"
