"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.0","1009.1","1008.3","2019-05-01 22:28","1004.5","2019-05-01 15:35","26.1","30.3","2019-05-01 13:37","23.4","2019-05-01 22:54","20.8","73","63","2019-05-01 13:55","2.8","340","8.7","350","2019-05-01 17:50","27.0","1.6","14.0","2019-05-01 01:31","26.0","2019-05-01 01:05","1.3","10.0","12.79","12.1","...","...","...","9.0"
"02","1008.7","1011.8","1010.8","2019-05-02 20:44","1006.2","2019-05-02 02:32","23.9","27.8","2019-05-02 12:45","20.5","2019-05-02 19:39","19.2","75","62","2019-05-02 12:18","2.5","350","11.1","350","2019-05-02 16:13","20.5","4.4","5.0","2019-05-02 19:21","14.0","2019-05-02 19:21","0.0","0.0","7.10","6.6","...","...","...","9.7"
"03","1010.4","1013.5","1012.0","2019-05-03 10:39","1008.3","2019-05-03 03:56","23.0","25.1","2019-05-03 11:59","21.3","2019-05-03 00:18","19.7","82","72","2019-05-03 11:37","1.9","350","7.0","340","2019-05-03 12:11","0.5","1.8","0.5","2019-05-03 16:33","0.5","2019-05-03 16:33","0.3","2.3","8.23","5.3","...","...","...","9.5"
"04","1010.6","1013.7","1011.8","2019-05-04 08:49","1009.2","2019-05-04 16:32","24.4","27.2","2019-05-04 12:08","21.4","2019-05-04 02:51","19.9","77","67","2019-05-04 15:48","1.6","100","6.1","230","2019-05-04 13:14","2.0","1.4","1.0","2019-05-04 02:12","2.0","2019-05-04 01:47","0.3","2.3","11.85","9.3","...","...","...","8.8"
"05","1008.0","1011.1","1010.6","2019-05-05 00:01","1005.4","2019-05-05 14:41","25.0","28.6","2019-05-05 10:07","23.3","2019-05-05 05:40","20.1","74","62","2019-05-05 11:21","1.4","280","5.2","330","2019-05-05 12:44","2.0","3.3","0.5","2019-05-05 17:30","1.0","2019-05-05 18:06","0.8","6.1","11.82","7.8","...","...","...","9.4"
"06","1006.1","1009.2","1007.6","2019-05-06 10:31","1004.7","2019-05-06 16:26","22.9","24.5","2019-05-06 13:50","21.0","2019-05-06 22:56","20.5","86","78","2019-05-06 00:37","2.4","350","7.2","360","2019-05-06 05:27","19.0","16.1","1.5","2019-05-06 08:38","6.5","2019-05-06 08:31","0.0","0.0","5.49","3.4","...","...","...","10.0"
"07","1006.6","1009.7","1008.7","2019-05-07 22:38","1004.8","2019-05-07 02:12","21.7","24.7","2019-05-07 15:10","20.2","2019-05-07 23:25","19.5","87","76","2019-05-07 15:27","2.9","350","8.3","350","2019-05-07 17:47","0.5","1.8","0.5","2019-05-07 21:33","0.5","2019-05-07 21:20","0.0","0.0","8.67","4.3","...","...","...","9.7"
"08","1006.5","1009.6","1008.2","2019-05-08 00:01","1004.4","2019-05-08 16:30","23.6","26.8","2019-05-08 12:56","20.2","2019-05-08 00:29","19.7","79","70","2019-05-08 12:56","2.3","340","7.4","360","2019-05-08 09:08","0.0","0.0","0.0","...","0.0","...","0.2","1.5","11.39","6.1","...","...","...","9.5"
"09","1005.3","1008.4","1006.9","2019-05-09 00:01","1003.4","2019-05-09 15:07","25.4","30.4","2019-05-09 13:52","22.5","2019-05-09 05:29","20.9","76","59","2019-05-09 13:43","2.2","360","7.4","360","2019-05-09 22:27","0.0","0.0","0.0","...","0.0","...","0.9","6.9","13.51","3.8","...","...","...","9.5"
"10","1006.3","1009.4","1008.0","2019-05-10 23:02","1005.1","2019-05-10 16:02","26.2","30.0","2019-05-10 13:57","23.2","2019-05-10 05:06","21.8","77","64","2019-05-10 16:46","3.2","350","8.9","340","2019-05-10 22:08","4.0","1.4","1.5","2019-05-10 04:37","4.0","2019-05-10 04:34","6.6","50.3","19.94","9.4","...","...","...","6.8"
