"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1009.7","1012.8","1011.6","2016-05-01 08:38","1007.6","2016-05-01 16:51","26.0","29.4","2016-05-01 15:16","22.9","2016-05-01 00:06","20.5","72","63","2016-05-01 12:13","2.0","70","8.3","100","2016-05-01 08:16","0.0","0.0","0.0","...","0.0","...","2.1","16.2","11.82","4.9","...","...","...","6.9"
"02","1008.9","1012.0","1010.5","2016-05-02 08:44","1007.5","2016-05-02 16:42","27.9","31.7","2016-05-02 13:18","25.7","2016-05-02 02:00","23.6","77","67","2016-05-02 08:01","2.5","220","11.7","220","2016-05-02 12:37","0.0","0.0","0.0","...","0.0","...","4.4","33.9","13.95","7.8","...","...","...","4.1"
"03","1009.0","1012.1","1010.6","2016-05-03 21:50","1007.5","2016-05-03 15:54","28.4","31.7","2016-05-03 13:46","26.0","2016-05-03 05:44","23.8","77","61","2016-05-03 13:25","1.8","300","8.2","260","2016-05-03 11:57","0.0","0.0","0.0","...","0.0","...","10.2","78.5","22.12","13.6","...","...","...","2.3"
"04","1009.7","1012.8","1010.8","2016-05-04 08:03","1008.1","2016-05-04 16:26","28.7","32.3","2016-05-04 10:49","26.1","2016-05-04 05:26","23.2","73","58","2016-05-04 11:00","1.9","180","8.2","270","2016-05-04 11:41","0.0","0.0","0.0","...","0.0","...","9.8","75.3","21.77","13.9","...","...","...","4.3"
"05","1009.2","1012.3","1010.8","2016-05-05 08:00","1007.4","2016-05-05 16:25","29.2","32.7","2016-05-05 11:01","26.5","2016-05-05 04:16","24.0","74","55","2016-05-05 11:37","3.4","220","12.1","230","2016-05-05 14:02","0.0","0.0","0.0","...","0.0","...","8.2","63.0","21.43","12.1","...","...","...","3.4"
"06","1008.3","1011.3","1009.9","2016-05-06 08:47","1006.3","2016-05-06 16:55","29.3","32.4","2016-05-06 10:59","26.6","2016-05-06 05:09","24.9","77","68","2016-05-06 09:53","3.1","190","8.0","280","2016-05-06 12:58","0.0","0.0","0.0","...","0.0","...","11.7","89.7","24.99","18.5","...","...","...","2.6"
"07","1009.2","1012.2","1010.8","2016-05-07 22:10","1007.9","2016-05-07 05:05","29.5","32.5","2016-05-07 14:22","26.8","2016-05-07 06:01","24.9","77","62","2016-05-07 14:39","1.7","220","7.2","290","2016-05-07 13:59","0.0","0.0","0.0","...","0.0","...","11.7","89.6","24.33","11.3","...","...","...","4.9"
"08","1009.8","1012.8","1011.2","2016-05-08 09:07","1008.0","2016-05-08 16:01","29.8","33.0","2016-05-08 12:15","27.4","2016-05-08 05:41","25.0","76","64","2016-05-08 11:17","2.3","240","11.2","240","2016-05-08 12:45","0.0","0.0","0.0","...","0.0","...","10.3","78.8","22.30","15.1","...","...","...","4.3"
"09","1008.4","1011.4","1010.6","2016-05-09 00:01","1006.2","2016-05-09 16:23","29.9","33.8","2016-05-09 11:37","26.9","2016-05-09 06:00","24.6","74","57","2016-05-09 11:26","3.8","220","13.4","230","2016-05-09 13:17","0.0","0.0","0.0","...","0.0","...","10.8","82.5","24.98","19.8","...","...","...","3.5"
"10","1006.7","1009.7","1008.0","2016-05-10 09:17","1005.2","2016-05-10 18:14","28.6","32.8","2016-05-10 12:13","24.4","2016-05-10 23:42","24.2","78","62","2016-05-10 11:38","3.0","240","10.3","230","2016-05-10 09:19","17.0","1.9","4.0","2016-05-10 23:32","14.0","2016-05-10 23:00","4.3","32.8","16.38","12.9","...","...","...","7.5"
